ticker,NUBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,-3.5377
2000-03-09,-6.1125
2000-03-10,-1.0417
2000-04-07,-11.3269
2000-04-12,14.2857
2000-06-02,-4.1667
2000-07-05,-4.0663
2000-07-11,-4.5455
2000-08-23,0.0
2000-10-09,-6.8100000000000005
2000-10-10,-3.2051
2000-10-11,-14.5695
2000-10-12,0.0
2000-10-27,17.8295
2000-11-10,-2.1053
2000-11-13,-11.2903
2001-02-01,3.1202
2001-03-14,1.845
2001-04-25,-0.7278
2001-05-18,-1.4663
2001-06-11,2.6786
2001-06-20,4.8035
2001-08-17,2.0833
2001-08-31,-6.1224
2001-10-30,1.9220000000000002
2002-03-13,0.9227
2002-05-07,5.7143
2002-05-08,6.7568
2002-05-15,1.2658
2002-05-16,0.0
2002-05-17,-1.0
2002-06-10,5.2231
2002-06-13,-0.9639
2002-07-15,8.2725
2002-07-16,-0.5618
2002-07-29,8.4746
2002-07-31,-0.5208
2002-08-06,-1.0471
2002-08-26,0.2328
2002-08-27,-0.7601
2002-09-10,0.2128
2002-10-21,12.9582
2002-11-19,0.0
2002-12-06,0.3396
2002-12-16,0.9434
2003-02-07,2.8037
2003-02-28,0.0
2003-07-16,13.47
2003-07-18,0.0
2003-12-30,12.3377
2003-12-31,5.4913
2004-01-22,0.0
2004-03-03,-1.3699
2004-03-04,5.5556
2004-03-15,0.2639
2004-03-16,0.0
2004-03-17,7.8947
2004-03-19,2.439
2004-03-23,4.7619
2004-03-31,7.9545
2004-05-24,-1.0526
2004-09-27,6.8833
2004-11-12,2.0
2004-12-02,1.9607999999999999
2004-12-20,0.2313
2004-12-31,5.7692
2005-01-26,0.0
2005-01-27,0.0
2005-04-14,18.4402
2005-04-25,-6.1538
2005-05-16,6.5574
2005-05-24,3.0769
2005-05-27,0.0
2005-05-31,0.0
2005-06-03,0.0
2005-07-11,-4.3062000000000005
2005-07-12,4.6875
2005-07-14,-4.4776
2005-07-15,4.6875
2005-08-10,-2.9851
2005-08-12,1.5385
2005-08-29,0.0
2005-08-30,3.0303
2005-09-16,3.8904
2005-10-14,-2.1277
2005-10-31,-3.6231999999999998
2005-12-14,0.211
2005-12-19,-0.7519
2005-12-20,1.5152
2006-01-12,-0.597
2006-01-17,0.0
2006-01-18,0.0
2006-01-19,0.0
2006-01-24,0.6006
2006-01-26,-0.597
2006-03-01,0.6006
2006-03-03,0.0
2006-03-06,-1.4925
2006-03-08,0.9718
2006-03-22,0.7519
2006-03-30,0.0
