ticker,DOCU US Equity
2018-09-18,1.629
2018-09-19,-2.4514
2018-09-20,0.9666
2018-09-21,0.5935
2018-09-24,-1.3514
2018-09-25,3.0291
2018-09-26,-1.6105
2018-09-27,0.5329
2018-09-28,-0.4733
2018-10-01,-7.0763
2018-10-02,-5.0154
2018-10-03,1.5302
2018-10-04,-2.7807
2018-10-05,-1.1572
2018-10-08,-4.5062999999999995
2018-10-09,-3.9787
2018-10-10,-2.1922
2018-10-11,-0.8621
2018-10-12,10.9068
2018-10-15,-1.8145
2018-10-16,8.8752
2018-10-17,-0.4191
2018-10-18,-2.6936
2018-10-19,-9.1587
2018-10-22,1.0832
2018-10-23,-2.6612999999999998
2018-10-24,-5.2262
2018-10-25,2.9359
2018-10-26,2.1329
2018-10-29,-2.0155
2018-10-30,3.4449
2018-10-31,0.4792
2018-11-01,-0.2146
2018-11-02,2.3178
2018-11-05,-0.9575
2018-11-06,0.3301
2018-11-07,3.1257
2018-11-08,2.1422
2018-11-09,-0.8701
2018-11-12,-6.9548
2018-11-13,3.0237
2018-11-14,-6.41
2018-11-15,1.2795
2018-11-16,-3.3936
2018-11-19,-4.0769
2018-11-20,2.4592
2018-11-21,6.3397
2018-11-23,0.1472
2018-11-26,0.7104
2018-11-27,-1.1433
2018-11-28,2.9035
2018-11-29,-0.1196
2018-11-30,-0.0239
2018-12-03,1.8199
2018-12-04,-2.4694
2018-12-06,0.7234
2018-12-07,-5.0515
2018-12-10,2.5971
2018-12-11,2.3839
2018-12-12,1.7763
2018-12-13,1.7689
2018-12-14,-0.6025
2018-12-17,-2.658
2018-12-18,0.2874
2018-12-19,-1.8151000000000002
2018-12-20,-2.919
2018-12-21,-4.8108
2018-12-24,-1.3425
2018-12-26,5.7898
2018-12-27,3.3796
2018-12-28,-1.1954
2018-12-31,-1.037
2019-01-02,1.8463
2019-01-03,-4.8751
2019-01-04,5.3309
2019-01-07,1.9315
2019-01-08,0.9355
2019-01-09,1.4021
2019-01-10,3.1873
2019-01-11,-1.2490999999999999
2019-01-14,-0.598
2019-01-15,4.0953
2019-01-16,-4.2898
2019-01-17,4.2731
2019-01-18,4.6771
2019-01-22,-2.4468
2019-01-23,-0.9815
2019-01-24,2.8855
2019-01-25,3.982
2019-01-28,0.5147
2019-01-29,-1.0651
2019-01-30,2.2153
2019-01-31,0.162
2019-02-01,1.0313
2019-02-04,2.1617
2019-02-05,2.7625
2019-02-06,-2.1926
2019-02-07,-1.1501000000000001
2019-02-08,2.0903
2019-02-11,-0.2704
2019-02-12,1.995
2019-02-13,1.88
2019-02-14,-0.5965
2019-02-15,0.5625
2019-02-19,1.3052000000000001
2019-02-20,-0.4049
2019-02-21,-0.5175
2019-02-22,0.2972
2019-02-25,1.3891
2019-02-26,0.4932
2019-02-27,0.9635
2019-02-28,-0.7022
2019-03-01,2.0671
2019-03-04,-1.2969
2019-03-05,0.324
2019-03-06,-0.9329
2019-03-07,0.5071
2019-03-08,0.8829
2019-03-11,2.0718
2019-03-12,0.21
2019-03-13,0.681
2019-03-14,2.0638
2019-03-15,-4.0442
2019-03-18,2.2667
2019-03-19,-1.8874
2019-03-20,-2.2591
2019-03-21,3.0697
2019-03-22,-6.5522
2019-03-25,-1.4061
2019-03-26,2.1867
2019-03-27,-3.4611
2019-03-28,-0.1928
2019-03-29,0.1159
2019-04-01,0.5787
2019-04-02,3.0303
2019-04-03,0.7818
2019-04-04,-1.4777
2019-04-05,0.9374
2019-04-08,-0.0557
2019-04-09,-0.4274
2019-04-10,4.3486
2019-04-11,-1.0016
2019-04-12,-0.1807
2019-04-15,0.3077
2019-04-16,-0.3789
2019-04-17,-3.6769
2019-04-18,-0.7334
2019-04-22,2.5384
2019-04-23,2.0506
2019-04-24,1.0862
2019-04-25,2.0953
2019-04-26,0.4385
2019-04-29,0.6986
2019-04-30,-1.717
2019-05-01,-1.4999
2019-05-02,-1.6661000000000001
2019-05-03,2.8603
2019-05-06,-1.0096
2019-05-07,-4.7593
2019-05-08,0.6763
2019-05-09,-0.1679
2019-05-10,-0.8411
2019-05-13,-4.9576
2019-05-14,4.2047
2019-05-15,2.1507
2019-05-16,1.9937
2019-05-17,-2.1008
2019-05-20,-0.7837
2019-05-21,2.9904
2019-05-22,0.0365
2019-05-23,-2.866
2019-05-24,1.6726
2019-05-28,0.6839
2019-05-29,-0.1652
2019-05-30,2.0228
2019-05-31,1.0454
2019-06-03,-9.7931
2019-06-04,4.6866
2019-06-05,0.7178
2019-06-06,2.6632
2019-06-07,-12.0205
2019-06-10,0.3115
2019-06-11,-0.8487
2019-06-12,0.3758
2019-06-13,0.416
2019-06-14,5.1781
2019-06-17,3.8795
2019-06-18,1.4408
2019-06-19,-0.7849
2019-06-20,3.3528000000000002
2019-06-21,-3.7179
2019-06-24,-3.445
2019-06-25,-2.3133
2019-06-26,-0.6823
2019-06-27,2.3439
2019-06-28,-1.8559
2019-07-01,1.891
2019-07-02,1.3623
2019-07-03,0.6038
2019-07-05,0.9874
2019-07-08,-0.9778
2019-07-09,0.6776
2019-07-10,-1.25
2019-07-11,4.7712
2019-07-12,-1.1152
2019-07-15,1.5977000000000001
2019-07-16,-0.7956
2019-07-17,-1.5852
2019-07-18,0.5306
2019-07-19,-1.1876
2019-07-22,-0.0954
2019-07-23,1.0884
2019-07-24,2.6634
2019-07-25,-3.4591
2019-07-26,4.2119
2019-07-29,-1.4264999999999999
2019-07-30,0.4638
2019-07-31,-4.4875
2019-08-01,-3.4609
2019-08-02,-2.2632
2019-08-05,-8.4016
2019-08-06,-0.2461
2019-08-07,1.0092
2019-08-08,2.9307
2019-08-09,-2.2217000000000002
2019-08-12,-2.4708
2019-08-13,3.1893
2019-08-14,-3.7484
2019-08-15,0.501
2019-08-16,1.5409000000000002
2019-08-19,-0.6025
2019-08-20,0.2021
2019-08-21,0.8739
2019-08-22,-0.5997
2019-08-23,-1.7207
2019-08-26,2.8422
2019-08-27,-1.0391
2019-08-28,1.5192
2019-08-29,2.1567
2019-08-30,0.5816
2019-09-03,-0.1713
2019-09-04,0.5149
2019-09-05,-1.2807
2019-09-06,21.6649
2019-09-09,4.0874
2019-09-10,2.2879
2019-09-11,5.6585
2019-09-12,-0.5845
2019-09-13,-0.6992
2019-09-16,-0.9762
2019-09-17,0.0323
2019-09-18,2.2617
2019-09-19,0.0948
2019-09-20,2.2727
2019-09-23,-0.4321
2019-09-24,-4.3397
2019-09-25,1.442
2019-09-26,-0.3514
2019-09-27,-2.8049
2019-09-30,2.1108
2019-10-01,-1.6634
2019-10-02,-0.2135
2019-10-03,2.3864
2019-10-04,0.3054
2019-10-07,4.2468
2019-10-08,-0.661
2019-10-09,3.745
2019-10-10,0.1492
2019-10-11,-0.9085
2019-10-14,0.8417
2019-10-15,-0.1491
2019-10-16,0.1045
2019-10-17,-0.507
2019-10-18,-3.2974
2019-10-21,2.3404
2019-10-22,-4.2859
2019-10-23,-0.5854
2019-10-24,3.3105
2019-10-25,0.7549
2019-10-28,1.4832
2019-10-29,0.0301
2019-10-30,0.5724
2019-10-31,-0.8687
2019-11-01,1.0425
2019-11-04,2.3475
2019-11-05,-3.5793
2019-11-06,0.1212
2019-11-07,-1.0139
2019-11-08,2.018
2019-11-11,0.7793
2019-11-12,-0.3569
2019-11-13,1.2088
2019-11-14,-0.1032
2019-11-15,0.0443
2019-11-18,-1.6524
2019-11-19,-0.135
2019-11-20,1.9828999999999999
2019-11-21,3.0196
2019-11-22,1.6872
2019-11-25,0.5343
2019-11-26,1.1329
2019-11-27,-0.8989
2019-11-29,-0.628
2019-12-02,-1.8115
2019-12-03,1.087
2019-12-04,-0.9621
2019-12-05,-0.7143
2019-12-06,8.7338
2019-12-09,-0.1456
2019-12-10,-3.5383
2019-12-11,-0.4534
2019-12-12,-0.6762
2019-12-13,2.4316
2019-12-16,-0.1085
2019-12-17,-0.0136
2019-12-18,-0.1087
2019-12-19,-0.2311
2019-12-20,1.0902
2019-12-23,-1.1189
2019-12-24,0.4772
2019-12-26,1.0041
2019-12-27,-0.0672
2019-12-30,-0.8603
2019-12-31,0.4881
2020-01-02,2.4153000000000002
2020-01-03,-0.448
2020-01-06,-0.225
2020-01-07,-0.199
2020-01-08,1.369
2020-01-09,-0.6162
2020-01-10,-1.2797
2020-01-13,-0.9087
2020-01-14,-1.8206
2020-01-15,0.3159
2020-01-16,0.0685
2020-01-17,-0.7526
2020-01-21,0.8272
2020-01-22,1.764
2020-01-23,-0.1209
2020-01-24,-0.2018
2020-01-27,-1.9008
2020-01-28,2.9683
2020-01-29,2.6558
2020-01-30,2.8471
2020-01-31,-0.7584
2020-02-03,2.7003
2020-02-04,1.7239
2020-02-05,-1.5606
2020-02-06,0.867
2020-02-07,2.112
2020-02-10,1.7436
2020-02-11,0.851
2020-02-12,2.3438
2020-02-13,0.8016
2020-02-14,1.5676
2020-02-18,1.5099
2020-02-19,0.8043
2020-02-20,-1.2898
2020-02-21,-1.7495
2020-02-24,-2.6598
2020-02-25,-3.8323
2020-02-26,0.6261
2020-02-27,-0.4427
2020-02-28,3.7255000000000003
2020-03-02,1.9117
2020-03-03,-2.4443
2020-03-04,4.3585
2020-03-05,-1.0609
2020-03-06,-5.1693
2020-03-09,-7.6053
2020-03-10,2.8211
2020-03-11,-6.0386
2020-03-12,-8.4267
2020-03-13,12.5801
2020-03-16,-6.4796
2020-03-17,-1.8946
2020-03-18,7.9927
2020-03-19,-0.9529
2020-03-20,5.0343
2020-03-23,4.7679
2020-03-24,1.7964
2020-03-25,-4.2706
2020-03-26,2.8143000000000002
2020-03-27,-1.3029
2020-03-30,6.7458
2020-03-31,4.8332
2020-04-01,-0.3355
2020-04-02,-8.7414
2020-04-03,-5.9971
2020-04-06,14.1139
2020-04-07,-2.4182
2020-04-08,0.4547
2020-04-09,2.5574
2020-04-13,3.6853
2020-04-14,4.7462
2020-04-15,2.1335
2020-04-16,0.1492
2020-04-17,-0.3278
2020-04-20,1.4449
2020-04-21,-2.4263
2020-04-22,2.4766
2020-04-23,0.393
2020-04-24,2.8183
2020-04-27,3.0266
2020-04-28,-3.9815
2020-04-29,-0.5195
2020-04-30,1.3056
2020-05-01,-1.1742
2020-05-04,3.4389
2020-05-05,2.1199
2020-05-06,5.615
2020-05-07,1.9136
2020-05-08,-0.9686
2020-05-11,3.5089
2020-05-12,-0.3232
2020-05-13,-0.9895
2020-05-14,2.4691
2020-05-15,3.1719
2020-05-18,-2.3514
2020-05-19,3.4981999999999998
2020-05-20,1.2184
2020-05-21,3.1684
2020-05-22,0.1129
2020-05-26,-3.0451
2020-05-27,-1.8689
2020-05-28,0.9957
2020-05-29,9.3427
2020-06-01,5.3528
2020-06-02,0.3125
2020-06-03,-0.1557
2020-06-04,-5.0119
2020-06-05,-0.2999
2020-06-08,4.9413
2020-06-09,-3.1527
2020-06-10,4.3193
2020-06-11,0.5741
2020-06-12,1.1417
2020-06-15,8.0279
2020-06-16,0.2213
2020-06-17,-0.8218
2020-06-18,0.3649
2020-06-19,-0.5422
2020-06-22,4.2622
2020-06-23,-0.8913
2020-06-24,-1.7326000000000001
2020-06-25,2.7393
2020-06-26,5.4513
2020-06-29,-3.3281
2020-06-30,0.3146
2020-07-01,3.9196
2020-07-02,6.7222
2020-07-06,-0.1728
2020-07-07,3.7187
2020-07-08,4.3489
2020-07-09,2.9416
2020-07-10,-1.0875
2020-07-13,-9.5617
2020-07-14,3.3733
2020-07-15,-1.8327
2020-07-16,-0.5756
2020-07-17,2.4463
2020-07-20,2.841
2020-07-21,-0.4753
2020-07-22,1.4674
2020-07-23,-2.6914
2020-07-24,-3.7987
2020-07-27,2.7861000000000002
2020-07-28,0.2344
2020-07-29,6.3132
2020-07-30,2.2902
2020-07-31,1.3508
