ticker,NVRO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-11-06,39.9444
2014-11-07,0.4367
2014-11-10,-0.1581
2014-11-11,-1.0293
2014-11-12,0.4
2014-11-13,1.2351
2014-11-14,0.5116
2014-11-17,8.9272
2014-11-18,-4.1697
2014-11-19,-1.5004
2014-11-20,0.7235
2014-11-21,0.9074
2014-11-24,2.3979
2014-11-25,0.6586
2014-11-26,0.1091
2014-11-28,-1.9971
2014-12-01,6.8914
2014-12-02,4.3328
2014-12-03,12.9568
2014-12-04,2.7058999999999997
2014-12-05,2.6919
2014-12-08,-0.1673
2014-12-09,-4.4693
2014-12-10,0.4678
2014-12-11,-0.4657
2014-12-12,-4.9415
2014-12-15,5.5675
2014-12-16,-0.3497
2014-12-17,-0.117
2014-12-18,0.8489
2014-12-19,0.9289
2014-12-22,13.229800000000001
2014-12-23,-1.2446
2014-12-24,-2.392
2014-12-26,0.527
2014-12-29,0.2621
2014-12-30,0.7059
2014-12-31,0.3894
2015-01-02,0.7241
2015-01-05,-1.2837
2015-01-06,-3.433
2015-01-07,-1.9391
2015-01-08,4.1197
2015-01-09,-1.2662
2015-01-12,2.4045
2015-01-13,1.2001
2015-01-14,-1.2374
2015-01-15,-5.3511
2015-01-16,1.7099
2015-01-20,1.654
2015-01-21,-1.4937
2015-01-22,2.2475
2015-01-23,18.1409
2015-01-26,4.1246
2015-01-27,0.1292
2015-01-28,-1.0965
2015-01-29,1.6303999999999998
2015-01-30,-2.5455
2015-02-02,-0.7243
2015-02-03,-0.4201
2015-02-04,1.754
2015-02-05,0.6546
2015-02-06,-1.951
2015-02-09,-2.5868
2015-02-10,-1.8611
2015-02-11,1.1562999999999999
2015-02-12,-1.3946
2015-02-13,1.3216
2015-02-17,-0.9382
2015-02-18,-0.2541
2015-02-19,0.0232
2015-02-20,-3.172
2015-02-23,2.7977
2015-02-24,-0.7909
2015-02-25,1.7351
2015-02-26,-1.0602
2015-02-27,-2.5623
2015-03-02,5.6419
2015-03-03,-0.9052
2015-03-04,-0.0457
2015-03-05,-1.7135
2015-03-06,-2.1385
2015-03-09,4.4181
2015-03-10,-4.1401
2015-03-11,4.485
2015-03-12,2.0895
2015-03-13,-2.2914
2015-03-16,0.4326
2015-03-17,1.8136
2015-03-18,-5.9675
2015-03-19,18.4229
2015-03-20,0.5999
2015-03-23,1.3715
2015-03-24,2.0196
2015-03-25,-7.6687
2015-03-26,1.2906
2015-03-27,1.5002
2015-03-30,-1.2756
2015-03-31,-1.7022
