ticker,UNMK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-26,4900.0
2000-02-10,0.0
2000-03-10,-98.0
2000-03-13,0.0
2000-03-31,0.0
2000-04-20,0.0
2000-05-15,5525.0
2000-05-19,-99.8222
2000-06-08,0.0
2000-06-20,0.0
2000-06-26,0.0
2000-07-12,0.0
2000-07-18,0.0
2000-08-23,0.0
2000-10-04,0.0
2000-10-11,0.0
2000-10-16,0.0
2000-11-03,0.0
2000-11-07,0.0
2000-11-09,0.0
2000-11-10,0.0
2000-11-16,0.0
2000-11-21,0.0
2000-11-27,0.0
2000-11-28,0.0
2000-11-29,0.0
2000-11-30,0.0
2000-12-01,0.0
2000-12-05,0.0
2000-12-06,0.0
2000-12-12,0.0
2000-12-19,0.0
2000-12-21,0.0
2000-12-22,0.0
2000-12-26,0.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-02,0.0
2001-01-25,100.0
2001-02-21,0.0
2001-03-01,0.0
2001-03-07,0.0
2001-03-14,0.0
2001-03-19,0.0
2001-03-22,0.0
2001-03-27,0.0
2001-04-02,0.0
2001-04-03,0.0
2001-04-09,0.0
2001-05-18,0.0
2001-05-29,0.0
2001-06-13,0.0
2001-06-26,0.0
2001-07-09,0.0
2001-07-16,0.0
2001-07-17,0.0
2001-07-23,0.0
2001-07-26,0.0
2001-08-09,0.0
2001-08-13,0.0
2001-08-20,0.0
2001-10-05,0.0
2001-10-08,0.0
2001-10-09,0.0
2001-10-16,0.0
2001-10-22,0.0
2001-10-23,0.0
2001-10-25,0.0
2001-10-26,0.0
2001-10-29,0.0
2001-10-31,0.0
2001-11-05,0.0
2001-11-13,0.0
2001-11-14,0.0
2001-11-20,0.0
2001-12-03,0.0
2001-12-05,0.0
2001-12-11,0.0
2001-12-13,0.0
2001-12-14,0.0
2001-12-17,0.0
2001-12-20,0.0
2001-12-21,0.0
2001-12-24,0.0
2001-12-27,0.0
2001-12-28,0.0
2002-01-18,0.0
2002-02-14,0.0
2002-02-21,0.0
2002-03-04,0.0
2002-03-05,0.0
2002-03-08,0.0
2002-04-01,0.0
2002-04-02,0.0
2002-04-18,0.0
2002-04-23,0.0
2002-04-24,0.0
2002-05-03,0.0
2002-05-07,0.0
2002-05-14,0.0
2002-05-23,0.0
2002-06-06,0.0
2002-06-12,0.0
2002-06-19,0.0
2002-06-24,0.0
2002-07-09,0.0
2002-08-15,0.0
2002-08-16,0.0
2002-08-26,0.0
2002-08-28,0.0
2002-09-06,0.0
