ticker,JGHG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-03-02,0.0
2010-03-03,0.0
2010-03-05,7.2727
2010-03-08,-8.4746
2010-03-10,5.5556
2010-03-11,0.0
2010-03-12,8.7719
2010-03-16,1.6129
2010-03-17,0.0
2010-03-18,4.7619
2010-03-19,-1.5152
2010-03-25,0.0
2010-03-29,1.5385
2010-04-13,0.0
2010-04-15,-1.5152
2010-05-25,9.2308
2010-06-23,-2.8169
2010-07-09,0.0
2010-09-27,0.0
2010-10-18,-13.0435
2010-10-21,-5.0
2010-11-05,0.0
2010-11-24,22.807
2011-02-10,-8.5714
2011-02-24,0.0
2011-02-25,0.0
2011-03-24,0.0
2011-03-25,-3.125
2011-05-09,-3.2258
2011-05-16,6.6667
2011-06-15,-9.375
2011-06-30,1.7241
2011-09-21,-32.2034
2011-09-28,0.0
2011-12-09,10.0
2011-12-12,-4.5455
2011-12-13,0.0
2011-12-15,-4.7619
2011-12-16,0.0
2011-12-19,2.5
2011-12-20,2.439
2011-12-23,2.3810000000000002
2011-12-27,0.0
2012-01-03,0.0
2012-01-10,-9.3023
2012-01-25,2.5641
2012-03-02,25.0
2012-03-14,2.0
2012-03-22,-23.5294
2012-03-30,30.7692
2012-04-02,-11.7647
2012-04-03,20.0
2012-04-05,0.0
2012-04-13,-11.1111
2012-04-16,12.5
2012-04-18,22.2222
2012-04-19,4.5455
2012-05-07,4.3478
2012-05-14,50.4167
2012-05-15,-58.4488
2012-05-16,-46.6667
2012-05-17,0.0
2012-05-18,1.25
2012-05-21,-7.4074
2012-05-22,-6.6667
2012-05-23,7.1429
2012-05-24,-10.6667
2012-05-25,4.4776
2012-05-29,-4.2857
2012-05-30,4.4776
2012-05-31,7.1429
2012-06-01,-6.6667
2012-06-04,21.4286
2012-06-05,2.9412000000000003
2012-06-06,0.0
2012-06-07,-8.5714
2012-06-08,-5.625
2012-06-11,19.2053
2012-06-12,-11.1111
2012-06-13,-12.5
2012-06-14,-14.2857
2012-06-15,16.6667
2012-06-18,-14.2857
2012-06-19,-16.6667
2012-06-20,40.0
2012-06-21,-4.2857
2012-06-22,34.3284
2012-06-29,-26.6667
2012-07-02,0.0
2012-07-03,-4.5455
2012-07-05,3.1746
2012-07-06,0.0
2012-07-11,-15.3846
2012-07-12,45.4545
2012-07-13,1.25
2012-07-16,81.4815
2012-07-17,-18.3673
2012-07-18,-6.6667
2012-07-19,-24.1071
2012-07-20,-35.2941
2012-07-23,-12.7273
2012-07-24,45.8333
