ticker,EFC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-08,-3.3333
2010-10-11,0.0
2010-10-12,2.2989
2010-10-13,0.6742
2010-10-14,-0.2232
2010-10-15,0.0447
2010-10-18,0.1789
2010-10-19,-0.8482
2010-10-20,0.09
2010-10-21,0.045
2010-10-22,-0.1799
2010-10-25,-1.5766
2010-10-26,0.4577
2010-10-27,-0.1822
2010-10-28,0.1826
2010-10-29,0.3645
2010-11-01,0.3631
2010-11-02,-0.5427
2010-11-03,-0.2274
2010-11-04,0.9572
2010-11-05,-0.2709
2010-11-08,-0.7243
2010-11-09,-0.2736
2010-11-10,-0.5487
2010-11-11,0.6897
2010-11-12,0.0
2010-11-15,0.3196
2010-11-16,0.5917
2010-11-17,-0.0452
2010-11-18,-0.1811
2010-11-19,1.3605
2010-11-22,0.0
2010-11-23,0.2237
2010-11-24,0.7143
2010-11-26,0.133
2010-11-29,2.0362999999999998
2010-11-30,0.2247
2010-12-01,0.0
2010-12-02,-0.0448
2010-12-03,0.0
2010-12-06,0.4935
2010-12-07,-1.7856999999999998
2010-12-08,0.0
2010-12-09,0.6818
2010-12-10,0.4515
2010-12-13,-0.0449
2010-12-14,-0.1799
2010-12-15,-0.0901
2010-12-16,0.2705
2010-12-17,-1.304
2010-12-20,1.139
2010-12-21,0.1802
2010-12-22,0.0
2010-12-23,-0.1799
2010-12-27,0.4505
2010-12-28,-0.2242
2010-12-29,0.1348
2010-12-30,-0.1346
2010-12-31,-0.0449
2011-01-03,-0.2248
2011-01-04,-0.018
2011-01-05,-0.1623
2011-01-06,0.0
2011-01-07,0.5869
2011-01-10,-0.1795
2011-01-11,-0.0899
2011-01-12,-0.18
2011-01-13,0.6312
2011-01-14,-0.3136
2011-01-18,0.0
2011-01-19,1.573
2011-01-20,-0.8407
2011-01-21,-0.4909
2011-01-24,-0.2242
2011-01-25,0.4045
2011-01-26,-0.761
2011-01-27,0.1799
2011-01-28,-0.0445
2011-01-31,0.045
2011-02-01,-0.045
2011-02-02,-0.9009
2011-02-03,2.2727
2011-02-04,-0.2228
2011-02-07,0.6687
2011-02-08,0.2212
2011-02-09,0.6623
2011-02-10,-0.1754
2011-02-11,5.1406
2011-02-14,1.7133
2011-02-15,-0.0411
2011-02-16,0.1644
2011-02-17,-0.9027
2011-02-18,0.3727
2011-02-22,-0.6188
2011-02-23,-0.3736
2011-02-24,0.0
2011-02-25,1.2917
2011-02-28,2.4348
2011-03-01,-1.0187
2011-03-02,-0.1286
