ticker,NCSM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-04-28,17.7059
2017-05-01,2.1989
2017-05-02,0.2934
2017-05-03,0.9751
2017-05-04,-3.2834
2017-05-05,0.0499
2017-05-08,6.3872
2017-05-09,-0.7505
2017-05-10,-1.5123
2017-05-11,0.6238
2017-05-12,-0.4769
2017-05-15,1.2937
2017-05-16,3.3586
2017-05-17,4.6224
2017-05-18,0.0875
2017-05-19,5.2885
2017-05-22,-0.3736
2017-05-23,0.2917
2017-05-24,2.9082
2017-05-25,1.8167
2017-05-26,7.2165
2017-05-30,-3.4024
2017-05-31,0.4594
2017-06-01,0.6479
2017-06-02,-1.666
2017-06-05,0.308
2017-06-06,-0.2687
2017-06-07,-3.3872
2017-06-08,2.6693
2017-06-09,0.0776
2017-06-12,1.7061
2017-06-13,-0.2287
2017-06-14,-1.0317
2017-06-15,-3.7838000000000003
2017-06-16,-6.7817
2017-06-19,3.8313
2017-06-20,-0.0415
2017-06-21,-8.5027
2017-06-22,-0.3173
2017-06-23,3.1833
2017-06-26,-2.7325
2017-06-27,4.2139
2017-06-28,2.1739
2017-06-29,3.9149000000000003
2017-06-30,3.1122
2017-07-03,1.9062999999999999
2017-07-05,-3.1955999999999998
2017-07-06,-7.3269
2017-07-07,-1.0426
2017-07-10,7.1115
2017-07-11,-5.6148
2017-07-12,-0.5211
2017-07-13,0.1309
2017-07-14,0.7847
2017-07-17,-1.1678
2017-07-18,-0.919
2017-07-19,2.3852
2017-07-20,2.4159
2017-07-21,-4.8441
2017-07-24,-3.0544
2017-07-25,1.6438000000000001
2017-07-26,-0.0449
2017-07-27,-0.8539
2017-07-28,-0.136
2017-07-31,1.9064999999999999
2017-08-01,-6.9042
2017-08-02,0.1435
2017-08-03,0.3344
2017-08-04,3.4286
2017-08-07,-1.5192999999999999
2017-08-08,-0.374
2017-08-09,0.3754
2017-08-10,2.1038
2017-08-11,0.0916
2017-08-14,0.8234
2017-08-15,-1.9056
2017-08-16,-0.0463
2017-08-17,-7.3114
2017-08-18,-0.4493
2017-08-21,-2.6078
2017-08-22,-0.9269
2017-08-23,-0.6757
2017-08-24,2.4071
2017-08-25,1.3286
2017-08-28,-1.2103
2017-08-29,0.1021
2017-08-30,-2.8557
2017-08-31,3.727
2017-09-01,1.2652
2017-09-05,-0.1499
2017-09-06,3.3534
2017-09-07,3.1961
2017-09-08,-4.3172
2017-09-11,1.177
2017-09-12,1.842
2017-09-13,2.237
2017-09-14,1.2104
2017-09-15,2.2539
