ticker,ANH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,1.3889
2000-01-05,-2.7397
2000-01-06,-1.4085
2000-01-10,2.8571
2000-01-11,0.0
2000-01-12,-2.7778
2000-01-13,2.8571
2000-01-14,1.3889
2000-01-18,-5.4795
2000-01-19,0.0
2000-01-21,1.4493
2000-01-24,0.0
2000-01-25,2.8571
2000-01-26,-2.7778
2000-01-28,2.8571
2000-01-31,-2.7778
2000-02-01,1.4285999999999999
2000-02-02,0.0
2000-02-03,-1.4085
2000-02-04,-1.4285999999999999
2000-02-07,0.0
2000-02-08,1.4493
2000-02-09,-2.8571
2000-02-10,-4.4118
2000-02-11,0.0
2000-02-14,0.0
2000-02-15,4.6154
2000-02-16,4.4118
2000-02-17,-1.4085
2000-02-18,0.0
2000-02-22,1.4285999999999999
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,4.2254
2000-02-29,-2.7027
2000-03-02,0.0
2000-03-03,-1.3889
2000-03-06,0.0
2000-03-07,1.4085
2000-03-09,-1.3889
2000-03-10,0.0
2000-03-13,-1.4085
2000-03-14,-2.8571
2000-03-16,0.0
2000-03-17,4.4118
2000-03-20,-4.2254
2000-03-21,1.4706000000000001
2000-03-22,1.4493
2000-03-23,0.0
2000-03-24,-2.8571
2000-03-27,0.0
2000-03-28,1.4706000000000001
2000-03-29,2.8986
2000-03-30,-0.8451
2000-03-31,4.4118
2000-04-03,-1.4085
2000-04-04,-4.2857
2000-04-05,5.9701
2000-04-06,0.0
2000-04-07,0.0
2000-04-10,0.0
2000-04-12,0.0
2000-04-13,1.4085
2000-04-14,-5.5556
2000-04-17,4.4118
2000-04-18,-2.8169
2000-04-19,0.0
2000-04-20,4.3478
2000-04-25,-2.7778
2000-04-27,1.4285999999999999
2000-04-28,0.0
2000-05-01,-1.4085
2000-05-02,-1.4285999999999999
2000-05-03,0.0
2000-05-04,1.4493
2000-05-05,-1.4285999999999999
2000-05-08,-1.4493
2000-05-09,0.0
2000-05-10,1.4706000000000001
2000-05-11,-1.4493
2000-05-15,5.8824
2000-05-16,-2.7778
2000-05-17,0.0
2000-05-18,-1.4285999999999999
2000-05-19,-1.4493
2000-05-22,1.4706000000000001
2000-05-24,-1.4493
2000-05-25,4.4118
2000-05-26,1.4085
2000-06-01,0.0
2000-06-05,0.0
2000-06-07,-2.7778
2000-06-08,2.8571
2000-06-09,0.0
2000-06-13,-1.3889
2000-06-14,1.4085
2000-06-15,-1.3889
2000-06-16,1.4085
