ticker,VEL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-01-17,3.9231
2020-01-21,4.4412
2020-01-22,-0.4252
2020-01-23,-1.1388
2020-01-24,-1.7999
2020-01-27,2.566
2020-01-28,-0.2144
2020-01-29,1.1461000000000001
2020-01-30,0.9207
2020-01-31,-0.2807
2020-02-03,-1.5482
2020-02-04,0.5718
2020-02-05,-2.0611
2020-02-06,1.5239
2020-02-07,0.0
2020-02-10,-1.0007
2020-02-11,2.3105
2020-02-12,0.6351
2020-02-13,1.5428
2020-02-14,-0.3453
2020-02-18,-0.3465
2020-02-19,0.3477
2020-02-20,1.4553
2020-02-21,-1.7077
2020-02-24,-2.3628
2020-02-25,0.9253
2020-02-26,-0.2116
2020-02-27,-3.7456
2020-02-28,-1.6153
2020-03-02,2.9851
2020-03-03,0.2899
2020-03-04,0.2168
2020-03-05,-8.4355
2020-03-06,0.6299
2020-03-09,-11.5023
2020-03-10,-4.9514
2020-03-11,-5.4884
2020-03-12,-11.417300000000001
2020-03-13,0.1111
2020-03-16,-49.6115
2020-03-17,10.1322
2020-03-18,-12.0
2020-03-19,20.2273
2020-03-20,4.1588
2020-03-23,-13.0672
2020-03-24,-27.9749
2020-03-25,53.6232
2020-03-26,54.717
2020-03-27,-4.5122
2020-03-30,1.5326
2020-03-31,-5.283
2020-04-01,-35.9894
2020-04-02,-25.3112
2020-04-03,-31.3889
2020-04-06,30.3644
2020-04-07,4.3478
2020-04-08,2.6786
2020-04-09,13.0435
2020-04-13,-12.3077
2020-04-14,0.8772
2020-04-15,-4.6377
2020-04-16,-4.2553
2020-04-17,-1.5873
2020-04-20,10.0
2020-04-21,-7.6246
2020-04-22,0.3175
2020-04-23,-0.6329
2020-04-24,-1.5924
2020-04-27,10.0324
2020-04-28,4.7059
2020-04-29,15.7303
2020-04-30,-8.0097
2020-05-01,-9.4987
2020-05-04,-2.3324
2020-05-05,-3.5821
2020-05-06,-0.9288
2020-05-07,-1.25
2020-05-08,-3.7975
2020-05-11,3.2895
2020-05-12,-5.7325
2020-05-13,-2.027
2020-05-14,-6.5517
2020-05-15,-6.6421
2020-05-18,-1.1858
2020-05-19,4.0
2020-05-20,23.0769
2020-05-21,-1.5625
2020-05-22,0.0
2020-05-26,8.5714
2020-05-27,9.6491
2020-05-28,10.9333
2020-05-29,-6.4904
2020-06-01,-3.3419
2020-06-02,7.1809
2020-06-03,26.5509
2020-06-04,-0.1961
2020-06-05,24.3615
2020-06-08,-2.6856
2020-06-09,-7.4675
2020-06-10,-10.526299999999999
2020-06-11,-15.6863
2020-06-12,8.3721
2020-06-15,7.9399
2020-06-16,-7.3559
2020-06-17,-5.1502
2020-06-18,2.9412000000000003
2020-06-19,-11.4286
2020-06-22,2.2333
2020-06-23,3.1553
2020-06-24,-3.7647
2020-06-25,-2.2005
2020-06-26,1.25
2020-06-29,-1.9752999999999998
2020-06-30,-0.5038
2020-07-01,-3.7975
2020-07-02,-1.5789
2020-07-06,-1.0695000000000001
2020-07-07,-5.4054
2020-07-08,6.5714
2020-07-09,-1.8767
2020-07-10,-1.9125999999999999
2020-07-13,0.2786
2020-07-14,1.6667
2020-07-15,5.1913
2020-07-16,1.2987
2020-07-17,1.7949000000000002
2020-07-20,-4.0302
2020-07-21,-0.5249
2020-07-22,0.2639
2020-07-23,-0.5263
2020-07-24,-0.7937
2020-07-27,-3.2
2020-07-28,3.3058
2020-07-29,4.0
2020-07-30,-1.2821
2020-07-31,-3.6364
