ticker,USRC US Equity
2013-01-18,3.125
2013-01-23,-1.8182
2013-01-24,-7.4074
2013-01-25,-14.0
2013-01-30,-2.3256
2013-01-31,0.0
2013-02-01,-0.7937
2013-02-04,-2.4
2013-02-05,-2.459
2013-02-06,-9.2437
2013-02-07,0.0
2013-02-08,-7.4074
2013-02-11,-30.0
2013-02-12,50.0
2013-02-13,-14.2857
2013-02-14,8.8889
2013-02-15,-1.0204
2013-02-20,-27.8351
2013-02-21,-83.7143
2013-02-22,-25.4386
2013-02-25,-5.8824
2013-02-26,-6.25
2013-02-27,-13.1667
2013-02-28,4.4146
2013-03-01,2.9412000000000003
2013-03-04,33.5714
2013-03-05,-20.7219
2013-03-06,9.2749
2013-03-07,-19.7531
2013-03-08,24.6154
2013-03-11,28.7809
2013-03-12,-13.7208
2013-03-13,2.9861
2013-03-14,-2.8994999999999997
2013-03-15,-0.5556
2013-03-18,-10.6145
2013-03-19,-12.5
2013-03-20,4.0179
2013-03-21,9.8712
2013-03-22,-11.25
2013-03-25,0.0
2013-03-26,0.0
2013-03-27,5.6338
2013-03-28,18.6667
2013-04-01,0.1404
2013-04-03,-10.2384
2013-04-05,-12.5
2013-04-08,27.8571
2013-04-09,-27.3743
2013-04-11,20.0
2013-04-15,34.6154
2013-04-16,3.8095
2013-04-17,14.6789
2013-04-18,8.0
2013-04-19,25.9259
2013-04-22,2.9412000000000003
2013-04-23,-8.0
2013-04-24,-6.8323
2013-04-25,20.6667
2013-04-26,-0.5525
2013-04-29,-10.1042
2013-04-30,-1.1201
2013-05-01,6.25
2013-05-03,-0.0735
2013-05-06,-11.1111
2013-05-07,9.2715
2013-05-08,3.0303
2013-05-09,-2.9412000000000003
2013-05-10,2.4242
2013-05-13,-20.1183
2013-05-14,0.0
2013-05-16,2.963
2013-05-17,-10.0719
2013-05-20,0.0
2013-05-21,0.0
2013-05-22,-4.0
2013-05-23,-4.1667
2013-05-24,26.087
2013-05-28,0.0
2013-05-29,15.0431
2013-05-30,-4.0839
2013-05-31,-3.125
2013-06-03,9.6774
2013-06-04,5.8824
2013-06-05,19.4444
2013-06-06,6.9767
2013-06-07,19.5652
2013-06-10,20.9091
2013-06-11,-9.7744
2013-06-12,-6.5
2013-06-13,-13.7255
2013-06-14,-11.157
2013-06-17,2.3256
2013-06-18,25.0
2013-06-19,1.8182
2013-06-20,7.1429
2013-06-21,0.0
2013-06-25,-13.3333
2013-06-26,-2.6923
2013-06-27,-1.1858
2013-06-28,0.0
2013-07-01,0.0
2013-07-02,0.0
2013-07-03,0.0
2013-07-05,0.0
2013-07-08,0.0
2013-07-09,0.0
2013-07-10,4.0
2013-07-11,15.3846
2013-07-12,3.3333
2013-07-15,12.9032
2013-07-16,11.4286
2013-07-17,1.2821
2013-07-18,13.9241
2013-07-19,-3.3333
2013-07-22,2.2989
2013-07-23,-3.3708
2013-07-24,1.1628
2013-07-25,-10.3448
2013-07-26,-1.2821
2013-07-29,1.2987
2013-07-30,0.0
2013-07-31,-7.4359
2013-08-01,-0.277
2013-08-02,1.3889
2013-08-05,-9.589
2013-08-06,0.0
2013-08-07,18.1818
2013-08-08,2.5641
2013-08-09,2.5
2013-08-12,2.439
2013-08-13,0.0
2013-08-14,-3.5714
2013-08-15,0.0
2013-08-16,0.0
2013-08-19,1.2346
2013-08-20,-7.3171
2013-08-21,-13.1579
2013-08-22,1.5152
2013-08-23,7.2015
2013-08-26,11.3818
2013-08-27,7.5
2013-08-28,1.1628
2013-08-29,2.9885
2013-08-30,4.9107
2013-09-03,-9.5745
2013-09-04,1.1764999999999999
2013-09-05,3.4884
2013-09-06,0.0
2013-09-09,3.3708
2013-09-10,0.0
2013-09-11,2.1739
2013-09-12,-6.383
2013-09-13,3.1818
2013-09-16,-9.6916
2013-09-17,3.6585
2013-09-18,2.3529
2013-09-19,-4.8276
2013-09-20,-7.0954
2013-09-23,-3.5423999999999998
2013-09-24,-1.6173
2013-09-25,-2.7397
2013-09-26,0.8451
2013-09-27,1.6760000000000002
2013-09-30,0.2747
2013-10-01,-9.589
2013-10-02,1.5152
2013-10-03,-10.4478
2013-10-04,0.0
2013-10-07,0.0
2013-10-08,-3.3333
2013-10-09,-10.3448
2013-10-10,-3.8462
2013-10-11,8.0
2013-10-14,-7.4074
2013-10-15,24.0
2013-10-16,0.0
2013-10-17,6.4516
2013-10-18,18.1818
2013-10-21,-5.1282
2013-10-22,5.4054
2013-10-23,5.1282
2013-10-24,-6.0976
2013-10-25,-3.6364
2013-10-28,5.1213
2013-10-29,-2.5641
2013-10-30,4.7368
2013-10-31,4.7739
2013-11-01,-1.6787
2013-11-04,-1.2195
2013-11-05,-1.2346
2013-11-06,-2.75
2013-11-07,-7.455
2013-11-08,-13.8889
2013-11-11,0.0
2013-11-12,0.0
2013-11-13,3.2258
2013-11-14,-3.125
2013-11-15,-0.8065
2013-11-18,-4.065
2013-11-19,-1.6949
2013-11-20,1.7241
2013-11-21,1.6949
2013-11-22,-3.3333
2013-11-25,0.0
2013-11-26,3.4483
2013-11-27,-1.6667
2013-11-29,-8.4746
2013-12-02,3.7037
2013-12-03,-10.7143
2013-12-04,0.0
2013-12-05,-12.0
2013-12-06,-5.4545
2013-12-09,-18.2692
2013-12-10,0.0
2013-12-11,16.4706
2013-12-12,-9.0909
2013-12-13,0.0
2013-12-16,10.0
2013-12-17,-15.1515
2013-12-18,-0.2232
2013-12-19,0.2237
2013-12-20,-1.7856999999999998
2013-12-23,-3.0303
2013-12-24,25.0
2013-12-26,-10.0
2013-12-27,5.5556
2013-12-30,3.1579
2013-12-31,7.1429
2014-01-02,-2.8571
2014-01-03,12.7451
2014-01-06,0.0
2014-01-07,-30.4348
2014-01-08,24.1406
2014-01-09,15.7961
2014-01-10,6.5217
2014-01-13,-10.2041
2014-01-14,2.7273
2014-01-15,3.9823
2014-01-16,0.0
2014-01-17,-2.0745
2014-01-21,2.1184
2014-01-22,0.0
2014-01-23,0.0
2014-01-24,-1.0638
2014-01-27,-13.9785
2014-01-28,15.0
2014-01-29,0.0
2014-01-30,0.0
2014-01-31,-15.2174
2014-02-03,0.0
2014-02-04,0.5128
2014-02-05,19.898
2014-02-06,0.0
2014-02-07,-10.6383
2014-02-10,-7.1429
2014-02-11,-2.5641
2014-02-12,13.1579
2014-02-13,-2.3256
2014-02-14,9.4643
2014-02-18,-8.646
2014-02-19,0.0
2014-02-20,0.0
2014-02-21,-11.9048
2014-02-24,-2.7027
2014-02-25,11.1111
2014-02-26,0.0
2014-02-27,0.0
2014-03-03,-10.0
2014-03-04,8.3333
2014-03-05,3.8462
2014-03-06,-3.7037
2014-03-07,-7.6923
2014-03-10,0.0
2014-03-11,5.5556
2014-03-12,-7.8947
2014-03-13,-8.5714
2014-03-14,18.6719
2014-03-17,-15.6353
2014-03-18,4.8771
2014-03-19,10.119
2014-03-20,-2.7027
2014-03-21,0.0
2014-03-24,0.0
2014-03-25,-6.6667
2014-03-26,-4.7619
2014-03-31,-18.75
2014-04-01,-3.8462
2014-04-02,-12.8
2014-04-04,9.9197
2014-04-07,-16.5363
2014-04-08,11.0
2014-04-10,3.6036
2014-04-11,-5.2174
2014-04-14,-26.6055
2014-04-17,29.8437
2014-04-28,15.343
2014-04-29,0.0
2014-04-30,0.0
2014-05-01,0.0
2014-05-02,-33.229
2014-05-06,25.0
2014-05-08,-5.0
2014-05-15,18.947400000000002
2014-05-20,10.6195
2014-05-21,2.4
2014-05-22,8.8867
2014-05-27,-11.3004
2014-05-29,1.1122
2014-05-30,0.0
2014-06-02,20.0
2014-06-05,-13.3333
2014-06-06,15.3846
2014-06-09,-3.3333
2014-06-10,-3.4483
2014-06-12,0.0
2014-06-13,0.0
2014-06-16,22.8571
2014-06-17,0.0
2014-06-18,-9.3023
2014-06-19,13.9824
2014-06-23,-4.3937
2014-06-24,-5.8824
2014-06-25,6.0156
2014-06-26,-5.6743
2014-06-27,-6.25
2014-06-30,6.6667
2014-07-02,-6.25
2014-07-03,20.0
2014-07-07,-5.5556
2014-07-08,-17.647100000000002
2014-07-09,0.0
2014-07-14,-7.1429
2014-07-15,0.0
2014-07-17,11.538499999999999
2014-07-21,-3.4483
2014-07-23,-7.1429
2014-07-24,-3.8462
2014-07-25,4.0
2014-07-28,1.9231
2014-07-30,-1.8868
2014-07-31,-7.6923
2014-08-01,-12.5
2014-08-04,14.7619
2014-08-06,7.8838
2014-08-07,0.0
2014-08-08,-3.4615
2014-08-14,-4.7809
2014-08-15,7.5314
2014-08-18,-14.3969
2014-08-19,-2.7273
2014-08-21,0.0
2014-08-25,2.8037
2014-08-26,0.0
2014-08-28,-2.7273
2014-09-03,-1.8692
2014-09-08,-9.5238
2014-09-10,-10.526299999999999
2014-09-11,-17.647100000000002
2014-09-12,35.7143
2014-09-15,0.0
2014-09-17,-11.5789
2014-09-19,1.1905000000000001
2014-09-22,0.0
2014-09-23,0.0
2014-09-24,0.0
2014-09-25,0.0
2014-09-26,-1.1764999999999999
2014-09-29,-15.4762
2014-10-01,5.6338
2014-10-02,0.0
2014-10-03,-9.3333
2014-10-06,14.4301
2014-10-07,0.0
2014-10-10,0.0
2014-10-14,0.0
2014-10-15,0.0
2014-10-16,13.7349
2014-10-17,-7.3446
2014-10-20,-2.439
2014-10-21,-1.25
2014-10-22,13.9241
2014-10-23,-16.6667
2014-10-24,20.0
2014-10-27,22.2222
2014-10-28,4.5455
2014-10-29,7.8261
2014-10-30,0.0
2014-10-31,16.9355
2014-11-03,3.4483
2014-11-04,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-10,0.0
2014-11-11,0.0
2014-11-12,0.0
2014-11-14,-3.3333
2014-11-17,0.0
2014-11-19,0.0
2014-11-24,3.4483
2014-11-26,-12.0
2014-11-28,9.8485
2014-12-01,0.0
2014-12-03,-6.8966
2014-12-08,-14.8148
2014-12-09,17.3913
2014-12-12,-3.7037
2014-12-16,-15.3846
2014-12-17,9.0909
2014-12-18,0.0
2014-12-26,-16.6667
2014-12-29,-30.0
2014-12-30,28.5714
2015-01-02,11.1111
2015-01-05,0.0
2015-01-06,0.0
2015-01-20,0.0
2015-01-28,-10.0
2015-02-02,27.7778
2015-02-03,0.0
2015-02-04,0.0
2015-02-05,3.4783
2015-02-09,4.2017
2015-02-11,-3.2258
2015-02-12,4.1667
2015-02-13,4.0
2015-02-17,0.0
2015-02-18,3.0769
2015-02-19,-2.9851
2015-02-20,0.0
2015-02-24,-11.538499999999999
2015-02-25,-4.4565
2015-02-26,9.215
2015-02-27,0.0
2015-03-02,0.0
2015-03-03,8.3333
2015-03-04,-5.2885
2015-03-05,5.4822
2015-03-06,-6.0635
2015-03-09,-1.6393
2015-03-10,0.0
2015-03-11,-4.1667
2015-03-12,0.0
2015-03-13,-1.7391
2015-03-16,-2.6549
2015-03-17,4.4318
2015-03-19,-1.6322
2015-03-20,-6.5819
2015-03-23,1.3618000000000001
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,0.0
2015-03-30,0.9346
2015-04-01,0.7523
2015-04-02,4.7674
2015-04-06,0.0
2015-04-07,5.2632
2015-04-08,0.0
2015-04-09,6.6667
2015-04-10,1.5625
2015-04-14,0.0
2015-04-15,0.0
2015-04-16,-1.5385
2015-04-17,0.0
2015-04-21,1.5625
2015-04-22,-0.7692
2015-04-28,-11.6279
2015-04-29,0.0
2015-04-30,-7.8947
2015-05-01,0.0
2015-05-04,19.0476
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,-16.0
2015-05-08,-3.8095
2015-05-11,1.6089
2015-05-12,-2.5579
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,3.0
2015-05-20,-56.1893
2015-05-22,121.6066
2015-05-27,-20.0
2015-05-29,-25.0
2015-06-05,-38.3333
2015-06-08,35.1351
2015-06-11,-2.0
2015-06-15,-20.0255
2015-06-22,8.134
2015-06-25,10.9145
2015-06-26,-16.6223
2015-06-29,0.0
2015-07-01,2.0734
2015-07-06,17.5
2015-07-08,-29.7872
2015-07-09,6.0606
2015-07-10,13.9286
2015-07-15,-24.7649
2015-07-17,6.6667
2015-07-20,-6.25
2015-07-21,0.0
2015-07-22,-30.0
2015-07-23,4.7619
2015-07-24,0.0
2015-07-31,50.0
2015-08-06,0.0
2015-08-12,-9.0909
2015-08-19,0.0
2015-08-21,-3.3333
2015-08-24,3.4483
2015-08-27,10.0
2015-08-28,-9.0909
2015-08-31,0.0
2015-09-01,0.0
2015-09-04,-66.6667
2015-09-08,190.0
2015-09-09,3.4483
2015-09-10,0.0
2015-09-11,-3.3333
2015-09-14,-13.7931
2015-09-15,-20.0
2015-09-16,-15.0
2015-09-17,-11.7647
2015-09-18,26.6667
2015-09-21,31.5789
2015-09-22,4.0
2015-09-23,9.6154
2015-09-29,5.2632
2015-10-02,-16.25
2015-10-08,-40.2985
2015-10-09,20.0
2015-10-12,5.5556
2015-10-14,0.0
2015-10-16,-20.3947
2015-10-19,0.0
2015-10-20,0.0
2015-10-21,56.1983
2015-10-26,-32.2751
2015-10-27,18.75
2015-10-28,-26.3158
2015-10-29,-6.25
2015-10-30,44.7619
2015-11-03,-0.6579
2015-11-04,21.8543
2015-11-05,-11.9565
2015-11-12,-13.5802
2015-11-18,2.8571
2015-11-25,-16.6667
2015-12-02,0.0
2015-12-03,3.3333
2015-12-04,-3.2258
2015-12-07,-20.0
2015-12-08,14.5833
2015-12-09,-5.4545
2015-12-14,-7.6923
2015-12-18,96.875
2015-12-21,-35.9788
2015-12-22,-0.8264
2015-12-23,0.0
2015-12-28,0.0
2015-12-30,0.0
2015-12-31,-20.0
2016-01-05,0.0
2016-01-14,0.0
2016-01-28,-8.3333
2016-02-04,19.8864
2016-02-05,6.1611
2016-02-09,7.1429
2016-02-10,-6.6667
2016-02-11,13.392900000000001
2016-02-12,-11.811
2016-02-17,0.0
2016-02-18,-28.5714
2016-02-19,0.0
2016-03-28,-20.0
2016-03-30,260.9375
2016-03-31,-6.4935
2016-04-05,-48.1481
2016-04-07,42.8571
2016-04-14,0.0
2016-04-15,-5.9375
2016-04-18,-46.8439
2016-04-21,50.0
2016-05-05,-46.6667
2016-05-11,50.0
2016-05-19,-56.7708
2016-05-31,-3.6145
2016-06-24,0.0
2016-07-07,253.75
2016-07-26,-66.0777
2016-07-27,0.0
2016-08-04,16.6667
2016-08-09,0.0
2016-08-11,-28.5714
2016-08-19,0.0
2016-09-07,0.0
2016-09-09,0.0
2016-09-16,100.0
2016-09-30,-41.25
2016-10-04,-31.9149
2016-10-06,25.0
2016-10-07,0.0
2016-10-12,0.0
2016-10-24,0.0
2016-11-01,33.75
2016-11-10,-38.3178
2016-11-22,21.2121
2016-11-28,-37.5
2016-11-30,60.0
2016-12-08,-35.0
2016-12-12,-7.6923
2016-12-15,0.0
2016-12-16,4.1667
2016-12-20,44.0
2016-12-28,-30.5556
2016-12-30,0.0
2017-01-10,0.0
2017-01-13,0.0
2017-01-20,0.0
2017-02-03,0.0
2017-02-07,40.0
2017-02-08,-14.2857
2017-02-10,-15.0
2017-03-14,31.3725
2017-03-17,-23.8806
2017-03-20,0.0
2017-03-29,0.0
2017-03-31,3.9215999999999998
2017-04-13,-3.7736
2017-04-20,0.0
2017-04-27,0.0
2017-04-28,-5.8824
2017-05-04,6.25
2017-05-05,0.0
2017-05-09,-27.451
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,78.3784
2017-05-15,-3.0303
2017-05-16,29.6875
2017-05-17,61.4458
2017-05-18,0.0
2017-05-19,17.1642
2017-05-22,-28.0255
2017-06-09,13.2743
2017-06-13,-50.0
2017-06-16,72.5
2017-06-27,-27.5362
2017-06-29,60.0
2017-07-05,17.5
2017-07-12,-4.2553
2017-07-31,-22.2222
2017-08-24,-28.5714
2017-08-29,80.0
2017-08-31,-55.5556
2017-09-11,-22.5
2017-09-13,12.9032
2017-09-15,-11.4286
2017-09-26,0.0
2017-09-29,32.2581
2017-10-13,-24.3902
2017-10-16,0.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-14,-19.3548
2017-11-16,0.0
2017-11-24,56.0
2017-12-12,-35.8974
2017-12-13,0.0
2017-12-14,80.0
2017-12-21,122.2222
2017-12-22,-30.0
2017-12-26,300.0
2017-12-27,-46.6429
2017-12-28,-16.332
2017-12-29,19.92
2018-01-02,0.0667
2018-01-03,26.6
2018-01-05,-46.8141
2018-01-08,-0.9901
2018-01-11,0.0
2018-01-16,49.5
2018-01-17,-33.1104
2018-01-18,-13.0
2018-01-22,5.1724
2018-01-23,0.5464
2018-01-24,-23.913
2018-02-01,-27.1429
2018-02-02,18.6275
2018-02-06,-15.7025
2018-02-13,0.0
2018-02-15,7.8431
2018-02-20,0.0
2018-02-23,0.0
2018-03-01,0.0
2018-03-13,0.0
2018-04-05,-7.2727
2018-04-16,-19.6078
2018-04-24,46.3415
2018-05-10,-31.6667
2018-05-22,23.1707
2018-05-24,0.0
2018-06-20,-18.8119
2018-07-05,0.0
2018-07-09,0.0
2018-07-11,0.0
2018-08-14,0.0
2018-08-22,0.0
2018-08-24,-19.5122
2018-08-31,0.0
2018-09-06,-24.2424
2018-09-10,96.0
2018-09-11,-38.7755
2018-09-13,55.3333
2018-09-18,0.8584
2018-09-19,0.0
2018-09-20,-46.8085
2018-10-02,-16.0
2018-10-16,90.4762
2018-10-18,-55.0
2018-11-12,16.6667
2018-11-13,0.0
2018-11-20,-4.7619
2018-12-10,0.0
2018-12-12,0.5
2018-12-14,-10.4478
2018-12-24,5.5556
2018-12-31,18.4211
2019-02-19,1.5556
2019-02-20,0.6565
2019-03-20,30.4348
2019-03-28,-16.6667
2019-04-03,10.0
2019-05-01,9.0909
2019-05-06,-16.6667
2019-05-14,1.0
2019-06-04,-20.7921
2019-07-15,0.0
2019-07-16,125.0
2019-07-17,-37.7778
2019-07-18,0.0
2019-07-22,42.8571
2019-07-24,-35.0
2019-08-06,15.3846
2019-09-03,-33.3333
2019-09-12,25.0
2019-09-13,0.0
2019-09-17,1.0
2019-09-18,-0.9901
2019-09-19,0.0
2019-09-25,40.0
2019-09-30,-14.2857
2019-10-03,-26.6667
2019-10-04,-6.8182
2019-10-07,95.122
2019-10-10,-47.5
2019-10-29,0.0
2019-11-19,19.0476
2019-11-25,4.8
2019-11-27,14.5038
2019-12-03,-16.6667
2019-12-17,0.0
2019-12-18,-20.0
2019-12-19,-25.0
2019-12-24,0.0
2019-12-27,0.0
2019-12-31,0.0
2020-01-13,66.6667
2020-01-23,-4.0
2020-02-03,0.0
2020-02-13,0.0
2020-03-03,0.0
2020-03-12,0.0
2020-03-16,-37.5
2020-04-13,6.6667
2020-04-28,17.1875
2020-05-01,-20.0
2020-05-05,0.0
2020-05-11,0.0
2020-05-28,100.0
2020-06-17,0.0
2020-06-26,0.0
2020-07-16,-43.3333
2020-07-23,94.1176
2020-07-24,-51.5152
