ticker,ALPP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-02-01,-33.3333
2017-02-03,-20.0
2017-02-09,87.5
2017-02-13,0.0
2017-02-16,-13.3333
2017-02-24,19.2308
2017-03-01,80.6452
2017-03-15,0.0
2017-03-23,-71.0714
2017-03-24,44.4444
2017-03-27,-31.6239
2017-03-31,-37.5
2017-04-04,-24.0
2017-04-05,5.2632
2017-04-06,-12.5
2017-04-07,-48.5714
2017-04-10,16.6667
2017-04-11,-14.2857
2017-04-12,0.0
2017-04-13,16.6667
2017-04-17,-22.7143
2017-04-18,-1.4171
2017-04-19,0.0
2017-04-20,-18.75
2017-04-21,-15.3846
2017-04-24,32.0
2017-04-25,-24.2424
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-05-01,0.0
2017-05-02,-54.5682
2017-05-03,4.052
2017-05-04,0.0
2017-05-05,15.3846
2017-05-08,-15.0
2017-05-09,17.647100000000002
2017-05-10,29.25
2017-05-11,-9.7357
2017-05-12,0.0
2017-05-15,-28.5714
2017-05-16,0.0
2017-05-17,36.0
2017-05-23,-26.4706
2017-05-24,0.05
2017-05-25,4.023
2017-05-26,0.0
2017-05-30,12.0346
2017-06-05,-14.2367
2017-06-06,18.4
2017-06-07,-8.7838
2017-06-08,-11.1111
2017-06-09,20.2083
2017-06-12,-30.6759
2017-06-13,-10.0
2017-06-14,2.7778
2017-06-15,8.1081
2017-06-16,-10.0
2017-06-19,0.0
2017-06-20,20.0
2017-06-22,-16.6667
2017-06-23,11.1111
2017-06-26,-10.0
2017-06-30,-17.9444
2017-07-03,-14.6919
2017-07-05,19.0476
2017-07-06,-6.6667
2017-07-07,-28.5714
2017-07-10,5.0
2017-07-11,71.3333
2017-07-12,-3.3352
2017-07-13,-1.6101
2017-07-14,4.6172
2017-07-17,402.7933
2017-07-18,-88.8889
2017-07-19,100.0
2017-07-20,-30.0
2017-07-21,364.2857
2017-07-24,-80.0
2017-07-25,38.4615
2017-07-26,0.4444
2017-07-27,-17.0354
2017-07-28,0.0
2017-07-31,-13.3333
2017-08-01,15.3846
2017-08-02,12.3333
2017-08-03,6.8248999999999995
2017-08-04,-6.0183
2017-08-07,41.2805
2017-08-08,-30.4603
2017-08-09,8.3032
2017-08-10,0.0
2017-08-11,36.0556
2017-08-14,-23.9408
2017-08-15,-4.7292
2017-08-16,-0.1296
2017-08-17,-42.4477
2017-08-18,75.7539
2017-08-21,-16.3269
2017-08-22,19.5127
2017-08-23,-38.4724
