ticker,CBCA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-05,50.0
2014-02-12,66.6667
2014-02-18,-40.0
2014-02-21,0.0
2014-02-24,66.6667
2014-02-27,50.0
2014-02-28,0.0
2014-03-03,33.3333
2014-03-04,156.9
2014-03-05,16.777
2014-03-06,-3.3333
2014-03-07,-3.4483
2014-03-10,-10.7143
2014-03-11,21.6
2014-03-12,-17.7632
2014-03-13,0.28
2014-03-14,-18.229
2014-03-17,2.439
2014-03-18,0.0
2014-03-19,0.0
2014-03-20,0.0
2014-03-24,-28.5714
2014-03-25,-0.3333
2014-03-26,7.0234
2014-03-28,-12.5
2014-03-31,0.0
2014-04-01,7.0714
2014-04-03,24.7498
2014-04-07,-0.107
2014-04-08,-1.0707
2014-04-09,0.3247
2014-04-24,34.8436
2014-04-25,0.0
2014-04-28,-16.0
2014-04-29,-4.7619
2014-04-30,-10.0
2014-05-01,-5.5556
2014-05-05,0.0
2014-05-07,0.0
2014-05-12,17.647100000000002
2014-05-13,-0.15
2014-05-15,-4.8573
2014-05-16,21.0
2014-05-19,4.3932
2014-05-20,-16.6667
2014-05-22,-11.5
2014-05-23,0.0
2014-05-27,1.6383999999999999
2014-05-28,-8.338
2014-05-29,-10.5518
2014-05-30,5.0847
2014-06-02,-3.2258
2014-06-03,-1.6667
2014-06-04,1.6949
2014-06-05,-6.6667
2014-06-06,-7.2143
2014-06-09,15.0885
2014-06-10,-0.5351
2014-06-11,-19.1661
2014-06-12,24.792
2014-06-16,-6.6667
2014-06-17,0.0
2014-06-18,0.0714
2014-06-20,-14.3469
2014-06-23,4.1667
2014-06-24,0.0
2014-06-25,-0.08
2014-06-26,-3.9231
2014-06-27,2.9167
2014-06-30,3.5628
2014-07-01,-6.0985
2014-07-02,-8.4097
2014-07-03,9.0909
2014-07-07,-0.0833
2014-07-08,0.0
2014-07-09,0.0
2014-07-10,-8.0067
2014-07-11,-0.272
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,-2.7273
2014-07-17,-2.3364
2014-07-21,0.0
2014-07-24,0.4785
2014-07-28,0.0
2014-07-29,1.4285999999999999
2014-07-30,22.0657
2014-07-31,-15.3846
2014-08-01,0.0
2014-08-04,-9.0909
2014-08-05,20.0
2014-08-07,-6.6667
2014-08-08,-2.6786
2014-08-11,0.9174
2014-08-12,0.0
2014-08-13,-9.0909
2014-08-14,0.0
2014-08-15,0.0
2014-08-18,0.0
2014-08-20,9.5
2014-08-21,0.0
2014-08-22,0.4566
