ticker,ACET US Equity
2018-06-19,-2.3152
2018-06-20,-1.0027
2018-06-21,-3.0387
2018-06-22,-6.2678
2018-06-25,-2.5329
2018-06-26,-3.0146
2018-06-27,-8.0386
2018-06-28,4.8951
2018-06-29,1.6667
2018-07-02,-1.3115
2018-07-03,-0.2215
2018-07-05,-1.2209
2018-07-06,0.3371
2018-07-09,-3.9194
2018-07-10,-2.331
2018-07-11,10.9785
2018-07-12,-1.8279999999999998
2018-07-13,0.2191
2018-07-16,-2.1858
2018-07-17,-3.1285
2018-07-18,-0.2307
2018-07-19,0.8092
2018-07-20,0.0
2018-07-23,3.3257
2018-07-24,0.0
2018-07-25,49.5006
2018-07-26,-4.2316
2018-07-27,12.9457
2018-07-30,3.0199
2018-07-31,2.5316
2018-08-01,-13.9701
2018-08-02,3.1722
2018-08-03,-9.8829
2018-08-06,-3.6555999999999997
2018-08-07,-0.7589
2018-08-08,1.4444
2018-08-09,-5.1089
2018-08-10,-0.0883
2018-08-13,0.4417
2018-08-14,-8.3553
2018-08-15,-3.4549
2018-08-16,2.6839
2018-08-17,2.7106
2018-08-20,-3.4873
2018-08-21,4.4922
2018-08-22,0.0
2018-08-23,-4.6729
2018-08-24,-1.9607999999999999
2018-08-27,6.2
2018-08-28,0.8475
2018-08-29,1.6806999999999999
2018-08-30,5.9688
2018-08-31,2.513
2018-09-04,12.848700000000001
2018-09-05,-8.839
2018-09-06,-5.4232
2018-09-07,2.2589
2018-09-10,4.3331
2018-09-11,-0.4886
2018-09-12,4.6645
2018-09-13,0.86
2018-09-14,5.8915
2018-09-17,2.0498
2018-09-18,1.7934
2018-09-19,-0.9161
2018-09-20,7.5391
2018-09-21,-0.5291
2018-09-24,3.8564
2018-09-25,0.5762
2018-09-26,0.5729
2018-09-27,-3.6709
2018-09-28,-0.5256
2018-10-01,-7.86
2018-10-02,-4.3011
2018-10-03,1.7227999999999999
2018-10-04,6.5538
2018-10-05,-6.6344
2018-10-08,-5.3294
2018-10-09,-2.6583
2018-10-10,-8.2731
2018-10-11,-2.8021000000000003
2018-10-12,2.2523
2018-10-15,-0.6167
2018-10-16,10.461
2018-10-17,1.6854
2018-10-18,-4.4988
2018-10-19,-1.5702
2018-10-22,-7.3887
2018-10-23,4.2611
2018-10-24,-2.6087
2018-10-25,2.6786
2018-10-26,1.5652
2018-10-29,-6.6781
2018-10-30,2.4771
2018-10-31,-0.9848
2018-11-01,6.0579
2018-11-02,-2.7279999999999998
2018-11-05,3.5933
2018-11-06,1.4382
2018-11-07,-0.6672
2018-11-08,2.267
2018-11-09,-6.7323
2018-11-12,-0.5282
2018-11-13,-2.3009
2018-11-14,6.25
2018-11-15,8.3546
2018-11-16,3.4618
2018-11-19,-4.6388
2018-11-20,-2.6316
2018-11-21,3.0303
2018-11-23,3.1002
2018-11-26,3.8551
2018-11-27,-0.7424
2018-11-28,0.374
2018-11-29,-2.161
2018-11-30,-0.5331
2018-12-03,-0.1531
2018-12-04,-9.2791
2018-12-06,6.4243
2018-12-07,-4.2097
2018-12-10,4.4776
2018-12-11,0.2381
2018-12-12,4.038
2018-12-13,1.9787
2018-12-14,-8.0597
2018-12-17,-11.931799999999999
2018-12-18,-7.2811
2018-12-19,-4.3738
2018-12-20,-6.4449
2018-12-21,-10.7778
2018-12-24,0.1245
2018-12-26,-0.8706
2018-12-27,7.4028
2018-12-28,2.8037
2018-12-31,-2.0455
2019-01-02,3.2483
2019-01-03,-6.8539
2019-01-04,5.9107
2019-01-07,1.4806
2019-01-08,-4.826
2019-01-09,2.0047
2019-01-10,-4.2775
2019-01-11,-1.8115999999999999
2019-01-14,-1.353
2019-01-15,0.7481
2019-01-16,0.1238
2019-01-17,-0.4944
2019-01-18,7.205
2019-01-22,-3.708
2019-01-23,-0.722
2019-01-24,-4.7273
2019-01-25,5.3435
2019-01-28,2.5362
2019-01-29,-3.7691
2019-01-30,9.0575
2019-01-31,-0.3367
2019-02-01,-2.9279
2019-02-04,-7.0766
2019-02-05,-2.7466
2019-02-06,-0.3851
2019-02-07,7.732
2019-02-08,1.3158
2019-02-11,-4.6045
2019-02-12,-0.2475
2019-02-13,4.0943
2019-02-14,-4.8868
2019-02-15,0.5013
2019-02-19,3.7406
2019-02-20,-3.4856
2019-02-21,0.0
2019-02-22,0.3736
2019-02-25,-0.6203
2019-02-26,3.2459
2019-02-27,3.1439
2019-02-28,0.3517
2019-03-01,2.4533
2019-03-04,0.0
2019-03-05,-2.1665
2019-03-06,-5.0117
2019-03-07,-1.9632
2019-03-08,2.8786
2019-03-11,7.6642
2019-03-12,-6.7797
2019-03-13,4.3636
2019-03-14,0.6969
2019-03-15,1.0381
2019-03-18,3.3105
2019-03-19,-22.8729
2019-03-20,-9.3123
2019-03-21,1.7378
2019-03-22,0.4658
2019-03-25,0.3091
2019-03-26,5.547
2019-03-27,2.4818
2019-03-28,0.0
2019-03-29,-2.849
2019-04-01,1.9062000000000001
2019-04-02,0.0
2019-04-03,-0.1439
2019-04-04,-0.2882
2019-04-05,0.578
2019-04-08,0.0
2019-04-09,0.1437
2019-04-10,7.1736
2019-04-11,-2.2758
2019-04-12,6.9863
2019-04-15,-8.1946
2019-04-16,1.2551999999999999
2019-04-17,-3.3058
2019-04-18,-4.2735
2019-04-22,-3.2738
2019-04-23,8.3077
2019-04-24,9.0909
2019-04-25,-1.8229
2019-04-26,3.0504
2019-04-29,6.9498
2019-04-30,-3.1288
2019-05-01,-0.1242
2019-05-02,0.4975
2019-05-03,0.9901
2019-05-06,-0.2451
2019-05-07,-1.7199
2019-05-08,-0.125
2019-05-09,9.0113
2019-05-10,0.9185
2019-05-13,-8.0774
2019-05-14,0.6188
2019-05-15,-2.46
2019-05-16,1.8916
2019-05-17,-2.4752
2019-05-20,3.0457
2019-05-21,-0.4926
2019-05-22,-5.9406
2019-05-23,-2.1053
2019-05-24,2.6882
2019-05-28,-1.8325
2019-05-29,4.6667
2019-05-30,-3.5669
2019-05-31,-4.7556
2019-06-03,-3.3287
2019-06-04,1.4346999999999999
2019-06-05,5.0919
2019-06-06,7.6716
2019-06-07,9.875
2019-06-10,0.3413
2019-06-11,-5.4422
2019-06-12,6.7146
2019-06-13,1.6854
2019-06-14,-1.105
2019-06-17,5.5866
2019-06-18,-1.5873
2019-06-19,9.7849
2019-06-20,3.0362
2019-06-21,-1.616
2019-06-24,-2.4154999999999998
2019-06-25,-1.1881
2019-06-26,-0.7014
2019-06-27,3.4309
2019-06-28,-0.4878
2019-07-01,0.8824
2019-07-02,-0.0972
2019-07-03,0.0
2019-07-05,-0.0973
2019-07-08,-1.1685
2019-07-09,-4.0394
2019-07-10,0.1027
2019-07-11,-1.5385
2019-07-12,2.6042
2019-07-15,5.4822
2019-07-16,-1.2511999999999999
2019-07-17,1.2671000000000001
2019-07-18,-0.1925
2019-07-19,-3.4716
2019-07-22,12.0879
2019-07-23,2.0499
2019-07-24,-5.9389
2019-07-25,-8.1708
2019-07-26,-3.9434
2019-07-29,10.8421
2019-07-30,4.3685
2019-07-31,-1.0009
2019-08-01,-2.0221
2019-08-02,-3.1895
2019-08-05,-5.1357
2019-08-06,-0.1021
2019-08-07,1.3292
2019-08-08,-0.2018
2019-08-09,-3.1345
2019-08-12,-3.2359
2019-08-13,5.178
2019-08-14,-4.2051
2019-08-15,5.4604
2019-08-16,1.6244
2019-08-19,0.8991
2019-08-20,0.0
2019-08-21,6.9307
2019-08-22,-1.6667
2019-08-23,-5.838
2019-08-26,-0.9
2019-08-27,-3.1282
2019-08-28,0.7292
2019-08-29,0.3102
2019-08-30,-0.8247
2019-09-03,-2.7027
2019-09-04,3.4188
2019-09-05,2.9959
2019-09-06,-1.6048
2019-09-09,0.8155
2019-09-10,0.4044
2019-09-11,0.4028
2019-09-12,1.7050999999999998
2019-09-13,1.1834
2019-09-16,1.7544
2019-09-17,-3.4483
2019-09-18,-3.9683
2019-09-19,0.9298
2019-09-20,-0.9212
2019-09-23,-2.8926
2019-09-24,-3.7234
2019-09-25,1.6575
2019-09-26,-1.7391
2019-09-27,-3.7611
2019-09-30,1.6092
2019-10-01,-5.2036
2019-10-02,-2.3866
2019-10-03,2.5672
2019-10-04,-2.1454
2019-10-07,-0.2436
2019-10-08,-5.4945
2019-10-09,-8.1395
2019-10-10,2.9536
2019-10-11,-0.5464
2019-10-14,-3.8462
2019-10-15,-1.2857
2019-10-16,0.1447
2019-10-17,-1.0116
2019-10-18,2.0438
2019-10-21,1.1445
2019-10-22,-4.9505
2019-10-23,4.7619
2019-10-24,-3.125
2019-10-25,0.1466
2019-10-28,2.0498
2019-10-29,0.8608
2019-10-30,1.5647
2019-10-31,1.5406
2019-11-01,8.2759
2019-11-04,3.8217
2019-11-05,-7.1166
2019-11-06,1.9815
2019-11-07,6.2176
2019-11-08,6.0976
2019-11-11,2.069
2019-11-12,4.3919
2019-11-13,-9.2772
2019-11-14,-5.4697
2019-11-15,-86.2893
2019-11-18,4.5872
2019-11-19,-2.6316
2019-11-20,-3.6036
2019-11-21,0.9346
2019-11-22,12.037
2019-11-25,5.7851
2019-11-26,-3.9063
2019-11-27,-1.626
2019-11-29,-0.8264
2019-12-02,4.1667
2019-12-03,-4.8
2019-12-04,-0.8403
2019-12-05,2.5423999999999998
2019-12-06,4.9587
2019-12-09,1.5748
2019-12-10,-3.876
2019-12-11,0.8065
2019-12-12,-0.8
2019-12-13,-0.8065
2019-12-16,-5.2846
2019-12-17,-2.1459
2019-12-18,3.5088
2019-12-19,5.0847
2019-12-20,4.8387
2019-12-23,6.1538
2019-12-24,1.4493
2019-12-26,-5.0
2019-12-27,-0.7519
2019-12-30,1.5152
2019-12-31,11.194
2020-01-02,-5.3690999999999995
2020-01-03,3.5461
2020-01-06,0.0
2020-01-07,-0.6849
2020-01-08,-2.7586
2020-01-09,4.9645
2020-01-10,14.8649
2020-01-13,-7.6471
2020-01-14,-5.0955
2020-01-15,2.0134
2020-01-16,-1.3158
2020-01-17,-2.6667
2020-01-21,2.0548
2020-01-22,-0.6711
2020-01-23,-1.3514
2020-01-24,-3.4247
2020-01-27,-2.8369
2020-01-28,2.9196999999999997
2020-01-29,-6.383
2020-01-30,-3.0303
2020-01-31,7.8125
2020-02-03,1.4493
2020-02-04,-3.5714
2020-02-05,1.4815
2020-02-06,1.8248
2020-02-07,0.3584
2020-02-10,-1.4285999999999999
2020-02-11,0.7246
2020-02-12,0.7194
2020-02-13,-1.4285999999999999
2020-02-14,-2.1739
2020-02-18,-1.4815
2020-02-19,10.526299999999999
2020-02-20,-0.6803
2020-02-21,4.1096
2020-02-24,-0.6579
2020-02-25,-2.649
2020-02-26,-1.3605
2020-02-27,-6.2069
2020-02-28,2.2059
2020-03-02,2.1583
2020-03-03,0.7042
2020-03-04,0.6993
2020-03-05,-4.1667
2020-03-06,-2.1739
2020-03-09,-6.6667
2020-03-10,-1.5873
2020-03-11,-5.6452
2020-03-12,-9.4017
2020-03-13,0.9434
2020-03-16,-10.271
2020-03-17,1.0728
2020-03-18,-9.8928
2020-03-19,9.3779
2020-03-20,1.422
2020-03-23,0.0
2020-03-24,8.2474
2020-03-25,3.8095
2020-03-26,-3.6696999999999997
2020-03-27,-0.9524
2020-03-30,4.8077
2020-03-31,-5.5046
2020-04-01,-1.9417
2020-04-02,4.9505
2020-04-03,-2.8302
2020-04-06,2.9126
2020-04-07,-3.7736
2020-04-08,7.8431
2020-04-09,0.0
2020-04-13,3.1818
2020-04-14,5.7269
2020-04-15,-3.3333
2020-04-16,-0.8621
2020-04-17,2.6087
2020-04-20,1.6949
2020-04-21,-4.1667
2020-04-22,0.0
2020-04-23,1.7391
2020-04-24,-1.7094
2020-04-27,7.8261
2020-04-28,-1.6129
2020-04-29,26.2295
2020-04-30,-0.6494
2020-05-01,-1.9607999999999999
2020-05-04,1.3333
2020-05-05,12.5
2020-05-06,2.3392
2020-05-07,-1.1429
2020-05-08,10.4046
2020-05-11,0.5236
2020-05-12,0.5208
2020-05-13,-5.1813
2020-05-14,4.918
2020-05-15,1.0417
2020-05-18,-0.5155
2020-05-19,1.5544
2020-05-20,0.0
2020-05-21,3.5714
2020-05-22,3.4483
2020-05-26,8.5714
2020-05-27,-7.8947
2020-05-28,5.2381
2020-05-29,-1.81
2020-06-01,-6.9124
2020-06-02,-0.9901
2020-06-03,11.5
2020-06-04,-4.2600999999999996
2020-06-05,2.1077
2020-06-08,2.2936
2020-06-09,7.6233
2020-06-10,-6.25
2020-06-11,-9.3333
2020-06-12,2.451
2020-06-15,4.3062000000000005
2020-06-16,-0.9174
2020-06-17,0.6944
2020-06-18,-2.069
2020-06-19,-1.4085
2020-06-22,4.7619
2020-06-23,5.4545
2020-06-24,-8.6207
2020-06-25,0.9434
2020-06-26,1.8692
2020-06-29,-2.2936
2020-06-30,0.939
2020-07-01,-4.186
2020-07-02,12.1359
2020-07-06,7.7922
2020-07-07,-7.2289
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,6.0606
2020-07-13,-6.1224
2020-07-14,-1.3043
2020-07-15,3.5242
2020-07-16,5.9574
2020-07-17,20.0803
2020-07-20,-12.0401
2020-07-21,6.4639
2020-07-22,-7.6786
2020-07-23,-4.8356
2020-07-24,2.0325
2020-07-27,0.3984
2020-07-28,-5.9524
2020-07-29,4.6414
2020-07-30,9.6774
2020-07-31,-8.4559
