ticker,MTRI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-23,0.0
2007-02-27,0.0
2007-02-28,0.0
2007-03-14,0.0
2007-03-27,4.0
2007-03-30,-3.8462
2007-04-04,8.0
2007-04-05,0.0
2007-04-09,3.7037
2007-04-10,7.1429
2007-04-11,-13.3333
2007-04-12,3.8462
2007-04-13,-7.4074
2007-04-16,20.0
2007-04-17,23.3333
2007-04-18,8.1081
2007-04-19,12.5
2007-04-20,-15.5556
2007-04-24,-28.947400000000002
2007-04-25,11.1111
2007-04-27,-6.6667
2007-05-03,0.0
2007-05-04,-14.2857
2007-05-07,-4.1667
2007-05-10,0.0
2007-05-11,17.3913
2007-05-14,3.7037
2007-05-17,-7.1429
2007-05-29,-23.0769
2007-05-30,20.0
2007-06-05,-4.1667
2007-06-06,-13.0435
2007-06-13,0.0
2007-06-14,10.0
2007-06-15,0.0
2007-06-19,-4.5455
2007-06-20,4.7619
2007-06-25,0.0
2007-06-26,-4.5455
2007-06-27,0.0
2007-06-28,-4.7619
2007-07-02,0.0
2007-07-03,0.0
2007-07-05,25.0
2007-07-06,0.0
2007-07-09,-8.0
2007-07-10,-13.0435
2007-07-11,0.0
2007-07-12,0.0
2007-07-13,-10.0
2007-07-16,-5.5556
2007-07-17,-5.8824
2007-07-18,6.25
2007-07-19,-35.2941
2007-07-20,-18.1818
2007-07-23,0.0
2007-07-24,0.0
2007-07-26,0.0
2007-07-30,-11.1111
2007-07-31,-37.5
2007-08-01,40.0
2007-08-02,0.0
2007-08-03,28.5714
2007-08-06,-31.1111
2007-08-07,12.9032
2007-08-08,7.1429
2007-08-09,-6.6667
2007-08-10,28.5714
2007-08-14,-31.1111
2007-08-16,29.0323
2007-08-17,12.5
2007-08-20,16.6667
2007-08-21,4.7619
2007-08-22,-2.2727
2007-08-23,-2.3256
2007-08-24,0.0
2007-08-27,9.5238
2007-08-28,0.0
2007-08-29,-13.0435
2007-08-30,-10.0
2007-08-31,33.3333
2007-09-05,-16.6667
2007-09-06,-10.0
2007-09-07,0.0
2007-09-10,0.0
2007-09-11,-11.1111
2007-09-12,0.0
2007-09-14,-12.5
2007-09-17,0.0
2007-09-18,28.5714
2007-09-19,0.0
2007-09-20,22.2222
2007-09-21,4.5455
2007-09-24,0.0
2007-09-25,0.0
2007-09-26,-13.0435
2007-09-27,15.0
2007-09-28,-21.7391
2007-10-01,11.1111
2007-10-02,-5.0
2007-10-03,-15.7895
2007-10-04,0.0
2007-10-05,-12.5
