ticker,GTCP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-10,-6.0784
2012-05-11,0.2088
2012-05-14,-27.0833
2012-05-15,28.5714
2012-05-16,8.8889
2012-05-17,-26.5306
2012-05-23,-25.0
2012-05-24,12.963
2012-05-30,-11.4754
2012-06-04,11.1111
2012-06-05,16.6667
2012-06-08,14.2857
2012-06-11,-0.25
2012-06-12,0.2506
2012-06-14,-1.25
2012-06-15,-17.7215
2012-06-18,-1.5385
2012-06-19,10.8203
2012-06-20,11.1033
2012-06-21,2.4905
2012-06-22,6.4851
2012-06-25,4.6512
2012-06-26,-6.6667
2012-06-27,-16.6667
2012-06-28,14.2857
2012-07-03,2.5
2012-07-05,-32.9268
2012-07-06,41.8182
2012-07-09,-2.5641
2012-07-10,-7.8947
2012-07-11,-20.0
2012-07-13,1.7856999999999998
2012-07-16,-1.7544
2012-07-18,7.1429
2012-07-19,0.0
2012-07-20,0.0
2012-07-23,-8.3333
2012-07-24,0.0
2012-07-25,0.0
2012-07-27,27.2727
2012-08-01,0.0
2012-08-03,-28.5714
2012-08-06,20.0
2012-08-07,-16.6667
2012-08-09,40.0
2012-08-10,0.0
2012-08-13,0.0
2012-08-14,0.0
2012-08-15,-28.5714
2012-08-16,60.0
2012-08-17,-7.5
2012-08-20,-32.4324
2012-08-22,35.6
2012-08-23,-26.2537
2012-08-24,40.0
2012-08-27,-14.2857
2012-08-28,-3.3333
2012-08-29,-29.3103
2012-08-30,12.1951
2012-08-31,-8.6957
2012-09-04,-4.7619
2012-09-06,1.1562000000000001
2012-09-07,48.2854
2012-09-10,-26.6667
2012-09-11,0.0
2012-09-12,18.1818
2012-09-13,15.3846
2012-09-14,16.6667
2012-09-17,11.4286
2012-09-18,-10.2564
2012-09-26,0.0
2012-09-27,-37.1429
2012-09-28,59.0909
2012-10-01,-37.1429
2012-10-02,59.0909
2012-10-03,-2.8571
2012-10-04,0.0
2012-10-05,-23.5294
2012-10-08,34.6154
2012-10-09,-7.7143
2012-10-10,-19.5046
2012-10-11,11.538499999999999
2012-10-12,-3.4483
2012-10-15,-8.9286
2012-10-16,-9.8039
2012-10-17,-17.3913
2012-10-18,-15.7895
2012-10-19,-25.0
2012-10-22,8.3333
2012-10-23,7.6923
2012-10-24,-21.3393
2012-10-25,-0.1135
2012-10-26,0.9091
2012-10-31,-0.7883
2012-11-01,4.4268
2012-11-02,-40.0
2012-11-05,-20.2899
2012-11-06,0.0
2012-11-07,-9.0909
2012-11-08,-10.0
