ticker,SNRG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-12-13,-79.0
2018-12-14,-4.7619
2018-12-17,0.0
2018-12-18,-52.0
2018-12-19,114.5833
2018-12-20,-46.6019
2018-12-24,9.0909
2018-12-27,16.6667
2018-12-28,7.1429
2018-12-31,-60.0
2019-01-02,66.6667
2019-01-03,-20.0
2019-01-04,2.5
2019-01-07,78.0488
2019-01-08,-28.0822
2019-01-09,14.2857
2019-01-10,3.3333
2019-01-11,-3.2258
2019-01-14,-11.6667
2019-01-15,7.5472
2019-01-16,-7.0175
2019-01-17,1.8868
2019-01-18,-1.8519
2019-01-22,-9.434
2019-01-23,1.6667
2019-01-24,2.459
2019-01-25,4.0
2019-01-28,-3.8462
2019-01-29,-2.0
2019-01-30,83.6735
2019-01-31,-5.5556
2019-02-01,5.8824
2019-02-04,-1.1111
2019-02-05,1.1124
2019-02-06,-16.6574
2019-02-07,6.6667
2019-02-08,0.0
2019-02-11,-16.25
2019-02-12,11.9403
2019-02-13,-6.6667
2019-02-14,-4.2857
2019-02-15,26.8657
2019-02-19,0.0
2019-02-20,17.647100000000002
2019-02-21,5.0
2019-02-22,11.4286
2019-02-25,29.9145
2019-02-26,-23.0263
2019-02-27,-1.2821
2019-02-28,5.6277
2019-03-01,2.459
2019-03-04,-1.6
2019-03-05,-2.439
2019-03-06,-2.5
2019-03-07,-9.4017
2019-03-08,-5.6604
2019-03-11,-28.99
2019-03-12,2.8024
2019-03-13,16.4384
2019-03-14,0.0
2019-03-15,-16.4706
2019-03-18,-2.8169
2019-03-19,-5.7971
2019-03-20,-3.0769
2019-03-21,-2.3810000000000002
2019-03-22,2.439
2019-03-25,-4.7619
2019-03-26,-1.6667
2019-03-28,10.1695
2019-03-29,-7.6923
2019-04-01,-18.3333
2019-04-02,-12.2449
2019-04-03,9.3023
2019-04-04,17.0213
2019-04-05,-9.0909
2019-04-08,-10.0
2019-04-09,8.8889
2019-04-10,-0.2041
2019-04-11,0.0
2019-04-12,0.0
2019-04-15,-20.2454
2019-04-16,1.0256
2019-04-17,-36.5482
2019-04-18,4.0
2019-04-22,0.0
2019-04-23,-19.2308
2019-04-24,19.0476
2019-04-25,0.0
2019-04-26,-12.0
2019-04-29,2.0455
2019-04-30,-10.9131
2019-05-01,24.5
2019-05-02,24.498
2019-05-03,9.6774
2019-05-06,-13.6765
2019-05-07,14.448
2019-05-08,-22.2995
2019-05-09,7.2797
2019-05-10,-7.1429
2019-05-13,7.6923
2019-05-14,-6.7857
