ticker,SNRG US Equity
2019-05-15,-0.3831
2019-05-16,-15.3846
2019-05-17,36.3182
2019-05-20,0.0
2019-05-22,-27.1924
2019-05-23,-1.3052000000000001
2019-05-24,-29.4664
2019-05-28,31.5789
2019-05-29,-20.0
2019-05-30,25.0
2019-05-31,0.0
2019-06-03,-10.0
2019-06-05,61.1111
2019-06-06,3.4483
2019-06-07,50.0
2019-06-10,11.1111
2019-06-11,-10.0
2019-06-12,-22.2222
2019-06-13,34.2857
2019-06-14,6.383
2019-06-17,0.0
2019-06-18,-10.0
2019-06-19,0.0
2019-06-20,6.4444
2019-06-21,-26.9311
2019-06-24,0.0286
2019-06-25,14.2245
2019-06-26,2.5256
2019-06-27,9.7561
2019-06-28,0.0
2019-07-01,-11.1111
2019-07-02,5.0
2019-07-03,-16.6667
2019-07-05,-7.1429
2019-07-08,0.3077
2019-07-09,-7.0552
2019-07-10,0.0
2019-07-11,-10.8911
2019-07-12,11.1111
2019-07-15,0.0
2019-07-16,-9.6667
2019-07-17,5.1661
2019-07-18,-1.4035
2019-07-19,-0.3559
2019-07-22,0.0
2019-07-23,-9.25
2019-07-24,-1.6135000000000002
2019-07-25,-26.0
2019-07-26,-10.8108
2019-07-29,29.9394
2019-07-30,29.944
2019-07-31,0.5025
2019-08-05,21.4286
2019-08-06,-26.4706
2019-08-07,-38.8
2019-08-08,14.3791
2019-08-09,14.2857
2019-08-12,12.5
2019-08-13,-0.4444
2019-08-15,-15.1786
2019-08-16,-15.8947
2019-08-19,-5.5069
2019-08-20,-13.9073
2019-08-21,-15.3846
2019-08-22,18.1818
2019-08-23,7.6923
2019-08-26,-14.2857
2019-08-27,8.3333
2019-08-28,-20.7692
2019-08-29,1.9417
2019-08-30,-4.7619
2019-09-03,10.0
2019-09-04,-9.0909
2019-09-05,-18.0
2019-09-06,40.2439
2019-09-09,-28.2609
2019-09-10,3.0303
2019-09-11,17.647100000000002
2019-09-12,5.0
2019-09-13,-9.5238
2019-09-16,5.2632
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,-10.0
2019-09-23,-8.3333
2019-09-24,-4.2424
2019-09-25,-27.8481
2019-09-26,5.2632
2019-09-27,100.0
2019-09-30,-20.75
2019-10-01,15.6677
2019-10-02,27.2727
2019-10-03,-7.1429
2019-10-04,-7.6923
2019-10-07,8.3333
2019-10-08,-23.0769
2019-10-09,-5.0
2019-10-10,5.2632
2019-10-11,28.0
2019-10-14,-21.875
2019-10-15,-1.0
2019-10-16,-9.0909
2019-10-17,-27.7778
2019-10-18,0.0
2019-10-21,-9.2308
2019-10-22,1.6949
2019-10-23,-16.6667
2019-10-24,0.0
2019-10-25,18.2
2019-10-28,-15.3976
2019-10-29,-10.0
2019-10-30,0.0
2019-10-31,-6.6667
2019-11-01,30.9524
2019-11-04,-9.0909
2019-11-05,-10.0
2019-11-07,22.2222
2019-11-08,-9.0909
2019-11-11,-10.0
2019-11-12,0.0
2019-11-13,22.2222
2019-11-14,0.0
2019-11-15,9.0909
2019-11-20,0.0
2019-11-21,-16.6667
2019-11-22,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,20.0
2019-11-29,-16.6667
2019-12-02,-22.0
2019-12-03,2.5641
2019-12-04,37.5
2019-12-05,-10.4327
2019-12-06,-4.5918
2019-12-10,-14.8936
2019-12-11,-32.5
2019-12-12,29.6296
2019-12-13,-1.5
2019-12-16,1.5228000000000002
2019-12-17,14.2857
2019-12-18,-10.25
2019-12-19,-2.507
2019-12-23,5.7143
2019-12-24,-5.1350999999999996
2019-12-26,-23.0769
2019-12-27,38.8889
2019-12-30,-27.7333
2019-12-31,34.6863
2020-01-03,-15.0685
2020-01-06,16.4516
2020-01-07,-16.8975
2020-01-08,-5.0
2020-01-09,3.5088
2020-01-10,1.6949
2020-01-13,-33.3333
2020-01-14,0.0
2020-01-15,50.0
2020-01-16,-33.3333
2020-01-17,0.0
2020-01-21,0.0
2020-01-22,-2.5
2020-01-23,-7.6923
2020-01-24,-2.2222
2020-01-28,36.3636
2020-01-29,-37.5
2020-01-30,99.3333
2020-01-31,-33.1104
2020-02-03,0.0
2020-02-04,-17.5
2020-02-05,2.4242
2020-02-06,-46.7456
2020-02-07,122.2222
2020-02-10,-72.5
2020-02-11,45.4545
2020-02-12,-22.5
2020-02-14,141.9355
2020-02-18,-16.6667
2020-02-19,0.0
2020-02-21,0.0
2020-02-24,-0.6
2020-02-25,-0.2012
2020-02-26,-3.2258
2020-02-27,10.0
2020-02-28,32.5758
2020-03-02,0.0
2020-03-04,-29.1429
2020-03-05,40.3226
2020-03-09,28.7356
2020-03-10,2.2321
2020-03-11,-12.6638
2020-03-12,8.0
2020-03-13,-29.6296
2020-03-16,-0.6579
2020-03-17,0.0
2020-03-18,-17.2185
2020-03-19,0.0
2020-03-20,-19.2
2020-03-24,-20.7921
2020-03-26,-25.0
2020-03-31,100.0
2020-04-02,-16.6667
2020-04-03,-10.0
2020-04-06,22.2222
2020-04-08,9.0909
2020-04-09,-33.3333
2020-04-13,12.5
2020-04-15,-11.1111
2020-04-20,212.5
2020-04-21,-32.0
2020-04-22,-41.1765
2020-04-29,24.5
2020-04-30,-35.743
2020-05-01,1.25
2020-05-06,146.9136
2020-05-07,-1.5
2020-05-11,-9.1371
2020-05-13,-16.2011
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,1.3333
2020-05-26,-14.473700000000001
2020-05-27,0.0
2020-05-28,73.0769
2020-05-29,-46.6667
2020-06-01,25.0
2020-06-03,-20.0
2020-06-04,58.3333
2020-06-05,18.4211
2020-06-08,-40.8889
2020-06-10,31.5789
2020-06-12,-2.8571
2020-06-17,0.0
2020-06-18,-23.5294
2020-06-19,30.7692
2020-06-22,-5.8824
2020-06-23,12.5
2020-06-25,-5.5556
2020-06-26,-23.5294
2020-06-29,38.4615
2020-07-01,-28.8889
2020-07-02,0.0
2020-07-06,32.8125
2020-07-07,5.2941
2020-07-08,-28.4916
2020-07-15,19.5312
2020-07-16,16.9935
2020-07-20,-41.3408
2020-07-21,42.8571
2020-07-23,-38.6667
2020-07-24,8.6957
2020-07-27,-4.5
2020-07-28,5.7592
2020-07-29,18.8119
2020-07-30,0.0
2020-07-31,-20.8333
