ticker,RGXX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-21,-33.3333
2014-02-24,0.0
2014-03-03,49.5
2014-03-07,0.3344
2017-05-04,8.3333
2017-08-07,0.0
2017-08-30,-61.5385
2018-01-29,220.0
2018-05-22,24.0
2018-05-29,0.8065
2019-01-23,-20.0
