ticker,KRUS US Equity
2019-12-17,-3.2831
2019-12-18,1.9968
2019-12-19,4.2287
2019-12-20,1.728
2019-12-23,4.579
2019-12-24,1.5537
2019-12-26,-2.3992
2019-12-27,-3.5625
2019-12-30,-2.8075
2019-12-31,-3.2687
2020-01-02,6.5226
2020-01-03,-2.287
2020-01-06,5.0585
2020-01-07,0.1078
2020-01-08,3.3022
2020-01-09,-10.979800000000001
2020-01-10,-2.8103
2020-01-13,-2.5301
2020-01-14,-1.3597000000000001
2020-01-15,-2.005
2020-01-16,1.4919
2020-01-17,1.806
2020-01-21,-3.3828
2020-01-22,-2.8181000000000003
2020-01-23,0.8787
2020-01-24,0.6098
2020-01-27,1.645
2020-01-28,2.385
2020-01-29,-4.2429
2020-01-30,-1.1729
2020-01-31,-1.011
2020-02-03,1.9538
2020-02-04,-0.0871
2020-02-05,2.3104
2020-02-06,-3.2382
2020-02-07,0.7486
2020-02-10,-0.4808
2020-02-11,0.0
2020-02-12,-0.6588
2020-02-13,0.3537
2020-02-14,-2.5551
2020-02-18,2.1248
2020-02-19,3.143
2020-02-20,6.1373
2020-02-21,-1.6983000000000001
2020-02-24,-6.2937
2020-02-25,-0.8341
2020-02-26,-4.0283
2020-02-27,-5.0277
2020-02-28,-9.6163
2020-03-02,0.4836
2020-03-03,-6.0428
2020-03-04,0.5692
2020-03-05,-9.734
2020-03-06,-3.511
2020-03-09,-8.9019
2020-03-10,7.9886
2020-03-11,-8.7847
2020-03-12,-9.3411
2020-03-13,-1.3578000000000001
2020-03-16,-17.085
2020-03-17,-16.7969
2020-03-18,-38.0282
2020-03-19,22.1591
2020-03-20,24.9612
2020-03-23,19.1067
2020-03-24,14.1667
2020-03-25,20.3467
2020-03-26,9.856
2020-03-27,-20.842
2020-03-30,-4.8823
2020-03-31,9.6242
2020-04-01,-12.9599
2020-04-02,-3.7464
2020-04-03,-14.0719
2020-04-06,13.0081
2020-04-07,5.8582
2020-04-08,7.3786
2020-04-09,10.1266
2020-04-13,-0.9031
2020-04-14,17.0671
2020-04-15,-15.1451
2020-04-16,-15.6797
2020-04-17,4.8467
2020-04-20,-2.9245
2020-04-21,-4.4704
2020-04-22,6.9176
2020-04-23,5.804
2020-04-24,-4.4964
2020-04-27,20.6685
2020-04-28,13.5388
2020-04-29,16.7698
2020-04-30,-0.9417
2020-05-01,-3.4462
2020-05-04,-0.6769
2020-05-05,0.2478
2020-05-06,-6.9221
2020-05-07,-1.8592
2020-05-08,9.2693
2020-05-11,7.4923
2020-05-12,-10.023
2020-05-13,-5.3777
2020-05-14,-9.1678
2020-05-15,11.4339
2020-05-18,5.2139
2020-05-19,0.8895
2020-05-20,-2.33
2020-05-21,-1.8053
2020-05-22,-1.9041000000000001
2020-05-26,2.4766
2020-05-27,2.8086
2020-05-28,-5.0826
2020-05-29,-2.3427
2020-06-01,-1.3708
2020-06-02,1.3899
2020-06-03,5.209
2020-06-04,5.798
2020-06-05,18.3498
2020-06-08,-6.9719
2020-06-09,-3.2438
2020-06-10,-6.9364
2020-06-11,-10.1242
2020-06-12,11.0574
2020-06-15,3.2981
2020-06-16,2.9518
2020-06-17,-4.6226
2020-06-18,1.227
2020-06-19,-2.9697
2020-06-22,-3.1855
2020-06-23,1.6129
2020-06-24,-1.4603
2020-06-25,1.8686
2020-06-26,-11.3219
2020-06-29,-1.0699
2020-06-30,2.956
2020-07-01,-0.07
2020-07-02,-4.6251
2020-07-06,6.4658
2020-07-07,-7.5914
2020-07-08,2.2405
2020-07-09,-5.6975999999999996
2020-07-10,-6.2742
2020-07-13,-0.8264
2020-07-14,-7.5
2020-07-15,13.3333
2020-07-16,-3.1002
2020-07-17,-0.1641
2020-07-20,-4.2728
2020-07-21,-1.2017
2020-07-22,-2.5195
2020-07-23,-1.9607999999999999
2020-07-24,-2.0909
2020-07-27,-5.7567
2020-07-28,-0.8867
2020-07-29,11.829
2020-07-30,-5.0667
2020-07-31,-2.7154
