ticker,KRUS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-01,40.0714
2019-08-02,24.4263
2019-08-05,-5.7377
2019-08-06,-4.5217
2019-08-07,-2.8689
2019-08-08,-1.5471
2019-08-09,-2.3810000000000002
2019-08-12,1.7561
2019-08-13,-1.8216999999999999
2019-08-14,-0.4395
2019-08-15,1.7165
2019-08-16,8.486
2019-08-19,16.2222
2019-08-20,3.1358
2019-08-21,-1.0753
2019-08-22,-14.5052
2019-08-23,3.6388
2019-08-26,4.7377
2019-08-27,0.4039
2019-08-28,0.7643
2019-08-29,0.3992
2019-08-30,-0.3181
2019-09-03,-3.7495000000000003
2019-09-04,2.6936999999999998
2019-09-05,-1.8563
2019-09-06,-3.9885
2019-09-09,-3.8116
2019-09-10,-7.2573
2019-09-11,-3.1685
2019-09-12,1.289
2019-09-13,-3.2795
2019-09-16,-0.5567
2019-09-17,6.4631
2019-09-18,-2.6769
2019-09-19,-1.1297
2019-09-20,-3.5271
2019-09-23,-2.6262
2019-09-24,3.0143
2019-09-25,-1.3347
2019-09-26,1.5609
2019-09-27,-1.7930000000000001
2019-09-30,2.3474
2019-10-01,-1.9367999999999999
2019-10-02,0.7277
2019-10-03,-0.8256
2019-10-04,-1.9251
2019-10-07,0.0531
2019-10-08,-4.666
2019-10-09,-3.8376
2019-10-10,-0.2313
2019-10-11,5.6812000000000005
2019-10-14,-0.384
2019-10-15,0.0
2019-10-16,-4.0749
2019-10-17,1.0907
2019-10-18,-1.3629
2019-10-21,-3.2815
2019-10-22,2.3214
2019-10-23,-0.6981
2019-10-24,4.9209
2019-10-25,2.1217
2019-10-28,2.9524
2019-10-29,-2.1774
2019-10-30,1.683
2019-10-31,-1.4949
2019-11-01,0.7046
2019-11-04,2.7987
2019-11-05,2.0419
2019-11-06,-2.7707
2019-11-07,6.1741
2019-11-08,3.5785
2019-11-11,4.7985
2019-11-12,3.4798999999999998
2019-11-13,10.354
2019-11-14,-0.7217
2019-11-15,-1.6559
2019-11-18,-5.5852
2019-11-19,-3.1318
2019-11-20,-0.0898
2019-11-21,4.764
2019-11-22,1.4157
2019-11-25,4.78
2019-11-26,-0.2019
2019-11-27,1.4968
2019-11-29,3.3878
2019-12-02,-4.1249
2019-12-03,1.4073
2019-12-04,-2.4584
2019-12-05,2.1138
2019-12-06,2.0701
2019-12-09,-2.1451000000000002
2019-12-10,0.1993
2019-12-11,-0.0796
2019-12-12,-1.3136999999999999
2019-12-13,3.3078
2019-12-16,1.0933
