ticker,XNCR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-12-03,51.6364
2013-12-04,-5.8753
2013-12-05,-3.8217
2013-12-06,2.7815
2013-12-09,5.6701
2013-12-10,9.6341
2013-12-11,-2.5584
2013-12-12,-3.0822
2013-12-13,0.5889
2013-12-16,2.3419
2013-12-17,-2.746
2013-12-18,1.1764999999999999
2013-12-19,-0.1163
2013-12-20,1.0477
2013-12-23,0.9217
2013-12-24,2.1689
2013-12-26,3.6313
2013-12-27,-0.8086
2013-12-30,-6.3043
2013-12-31,6.0325
2014-01-02,-2.8446
2014-01-03,3.0405
2014-01-06,-0.9836
2014-01-07,1.8763999999999998
2014-01-08,4.2254
2014-01-09,1.3514
2014-01-10,-1.4359
2014-01-13,-3.7461
2014-01-14,-3.2432
2014-01-15,9.3855
2014-01-16,-1.6343
2014-01-17,0.8307
2014-01-21,-7.827
2014-01-22,-2.6816
2014-01-23,-2.2962
2014-01-24,-0.235
2014-01-27,1.1779
2014-01-28,5.2386
2014-01-29,-0.2212
2014-01-30,-0.5543
2014-01-31,-2.0067
2014-02-03,2.3891
2014-02-04,-0.4444
2014-02-05,5.9152000000000005
2014-02-06,-3.372
2014-02-07,-0.2181
2014-02-10,1.5301
2014-02-11,-2.1529
2014-02-12,0.5501
2014-02-13,-0.6565
2014-02-14,-2.0925
2014-02-18,6.8616
2014-02-19,5.7895
2014-02-20,1.393
2014-02-21,8.4396
2014-02-24,0.8145
2014-02-25,0.0898
2014-02-26,2.5112
2014-02-27,-0.8749
2014-02-28,-0.7944
2014-03-03,0.5338
2014-03-04,1.2389000000000001
2014-03-05,4.1084
2014-03-06,0.7557
2014-03-07,4.1667
2014-03-10,4.4
2014-03-11,4.6743
2014-03-12,1.7570000000000001
2014-03-13,-1.5827
2014-03-14,1.6082
2014-03-17,-2.0863
2014-03-18,-1.5430000000000001
2014-03-19,-2.0149
2014-03-20,-0.5331
2014-03-21,-4.5176
2014-03-24,-10.5854
2014-03-25,7.713
2014-03-26,-7.4105
2014-03-27,0.9892
2014-03-28,-6.0552
2014-03-31,11.1848
2014-04-01,1.8755
2014-04-02,-3.9331
2014-04-03,0.9582
2014-04-04,-5.9534
2014-04-07,-5.8716
2014-04-08,-0.0975
2014-04-09,0.3902
2014-04-10,-4.6647
2014-04-11,-2.2426
2014-04-14,1.5641
2014-04-15,-2.2587
2014-04-16,7.1429
2014-04-17,1.3725
2014-04-21,-1.9342000000000001
2014-04-22,1.3807
2014-04-23,-0.5837
