ticker,AMLC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-08,40.0
2000-03-03,-25.0
2000-04-06,23.8095
2000-04-10,-11.538499999999999
2000-06-20,-3.1532
2000-08-08,-2.3256
2000-08-17,0.0
2000-09-22,0.0
2000-10-25,-19.0476
2001-02-09,8.8235
2001-02-27,40.5405
2001-03-01,-26.9231
2001-03-08,5.2632
2001-06-18,5.0
2001-06-20,1.1429
2001-06-29,22.4105
2001-08-14,-15.3846
2001-08-27,2.7273
2001-10-04,10.6195
2001-12-11,1.6
2002-04-09,3.9370000000000003
2002-04-12,2.2727
2002-04-29,-0.7407
2002-05-16,2.2388
2002-07-23,5.8394
2002-09-11,-4.8276
2002-10-08,2.1739
2002-10-15,2.8369
2002-10-16,-3.4483
2002-10-21,4.2857
2002-12-16,-0.6849
2002-12-30,-13.7931
2003-01-15,0.0
2003-01-28,0.16
2003-11-11,3.8339
2003-12-17,3.8462
2003-12-23,3.7037
2004-03-10,-5.7143
2004-05-05,6.0606
2004-05-12,-4.2857
2004-05-18,0.0
2004-05-25,0.0
2004-07-12,0.0
2004-09-27,0.0
2004-10-26,11.9403
2004-11-04,-10.6667
2004-12-13,-71.6418
2004-12-14,-21.0526
2004-12-20,0.0
2004-12-21,-30.0
2004-12-22,0.0
2004-12-30,128.5714
2005-03-08,-16.6667
2005-03-10,20.0
2005-03-11,-16.6667
2005-04-13,-30.0
2005-05-17,7.1429
2005-07-12,-23.3333
2005-08-04,-12.1739
2005-09-30,-35.6436
2005-12-06,3.0769
2005-12-19,0.0
2006-01-06,0.0
2006-01-31,0.0
2006-03-10,50.7463
2006-05-12,-25.7426
2006-09-26,-6.6667
2006-09-27,0.0
2006-11-13,21.4286
2006-11-28,-40.0
2007-01-19,7.8431
2007-02-06,0.0
2007-02-12,0.0
2007-03-23,0.0
2007-04-30,1.8182
2007-08-21,1.7856999999999998
2007-09-19,1.7544
2007-11-30,0.0
2007-12-07,0.0
2008-03-07,3.4483
2008-05-08,0.0
2008-09-24,1.6667
2008-10-09,0.0
2008-10-30,0.0
2008-11-06,0.0
2008-12-31,-83.6066
2009-01-12,0.0
2009-01-28,0.0
2009-02-11,-40.0
2009-03-11,0.0
2009-05-28,150.0
2009-10-20,-86.6667
2009-11-10,0.0
2009-11-30,900.0
2009-12-30,0.0
2009-12-31,-90.0
2010-01-14,0.0
2010-03-11,0.0
2010-03-29,0.0
2010-06-21,900.0
2010-08-12,-90.0
2010-11-05,0.0
2010-12-03,0.0
2010-12-28,0.0
2011-03-31,0.0
2011-04-06,-50.0
2011-05-18,0.0
2011-12-05,-90.0
2011-12-07,0.0
2011-12-23,900.0
2012-01-09,-90.0
2012-04-09,100.0
2012-09-18,0.0
2014-11-05,900.0
2015-03-27,50.0
2015-07-14,-33.3333
2019-08-12,-85.0
2019-12-30,0.0
