ticker,FSSN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-01-12,1.4706000000000001
2017-01-13,-4.3478
2017-01-17,1.5152
2017-01-20,1.4925
2017-03-01,17.647100000000002
2017-03-02,-12.5
2017-03-03,0.0
2017-03-06,0.0
2017-03-13,-1.4285999999999999
2017-03-14,-4.3478
2017-03-15,7.5758
2017-03-16,12.6761
2017-03-17,0.0
2017-03-20,0.0
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-27,6.25
2017-03-28,0.0
2017-03-29,1.1764999999999999
2017-03-30,-1.7442
2017-03-31,-3.5503
2017-04-03,-0.6135
2017-04-04,0.0
2017-04-05,-1.2346
2017-04-06,0.0
2017-04-07,-1.2656
2017-04-10,-35.4328
2017-04-11,17.647100000000002
2017-04-12,-3.3333
2017-04-13,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,-22.4138
2017-04-21,-0.0278
2017-04-24,11.142
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,8.0
2017-04-28,-7.4074
2017-05-04,-10.0
2017-05-05,0.0
2017-05-08,-22.2222
2017-05-09,28.5714
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,-6.6667
2017-05-15,-9.5238
2017-05-16,2.6316
2017-05-17,-2.5641
2017-05-18,-7.8947
2017-05-19,-2.8571
2017-05-23,-20.5882
2017-05-24,40.0
2017-05-25,0.5291
2017-05-26,-2.6316
2017-05-30,0.0
2017-05-31,2.7027
2017-06-01,0.0
2017-06-02,0.0
2017-06-05,0.0
2017-06-07,-21.0526
2017-06-08,-16.6667
2017-06-09,0.0
2017-06-13,-4.0
2017-06-15,4.1667
2017-06-16,0.0
2017-06-19,-20.0
2017-06-21,50.0
2017-06-23,0.0
2017-06-26,0.0
2017-06-27,-30.0
2017-06-28,42.8571
2017-06-29,0.0
2017-06-30,0.0
2017-07-03,0.0
2017-07-05,30.0
2017-07-06,-14.359
2017-07-07,1.4969999999999999
2017-07-11,-14.4543
2017-07-12,-29.3103
2017-07-13,-2.439
2017-07-14,25.0
2017-07-17,0.0
2017-07-18,-20.0
2017-07-19,25.0
2017-07-20,0.0
2017-07-24,-4.0
2017-07-31,4.1667
2017-08-04,0.0
2017-08-07,-4.0
2017-08-08,-16.6667
2017-08-10,-5.0
2017-08-11,0.0
2017-08-14,-21.0526
2017-08-15,26.6667
2017-08-16,5.2632
2017-08-21,-0.5
2017-08-23,-2.0101
2017-08-24,0.0
2017-08-28,-12.8205
