ticker,MDCE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-11-13,0.0
2008-11-20,-11.25
2008-12-01,-1.4085
2008-12-19,0.0
2008-12-22,57.1429
2008-12-23,-18.1818
2009-01-02,21.1111
2009-01-05,-12.844
2009-01-07,-21.0526
2009-01-08,-25.3333
2009-01-09,33.9286
2009-01-12,34.6667
2009-01-13,0.0
2009-01-15,0.0
2009-01-16,-30.6931
2009-01-20,12.857099999999999
2009-01-21,-5.0633
2009-01-22,4.0
2009-01-23,8.9744
2009-01-26,-15.2941
2009-01-27,11.1111
2009-01-28,0.0
2009-01-29,2.5
2009-01-30,4.878
2009-02-02,6.9767
2009-02-03,-2.1739
2009-02-04,-11.1111
2009-02-05,-12.5
2009-02-06,8.5714
2009-02-09,3.2895
2009-02-10,-13.3758
2009-02-11,10.2941
2009-02-12,-22.6667
2009-02-17,-15.5172
2009-02-18,4.0816
2009-02-19,-37.2549
2009-02-20,0.0
2009-02-23,-6.25
2009-02-24,-26.6667
2009-02-26,36.3636
2009-02-27,-23.3333
2009-03-02,8.6957
2009-03-03,8.0
2009-03-04,22.2222
2009-03-05,-16.6667
2009-03-06,-5.4545
2009-03-09,0.0
2009-03-10,-11.538499999999999
2009-03-11,13.0435
2009-03-12,-3.8462
2009-03-13,4.0
2009-03-16,0.0
2009-03-17,-7.6923
2009-03-18,-16.6667
2009-03-19,10.0
2009-03-20,-20.4545
2009-03-23,-14.2857
2009-03-24,13.3333
2009-03-25,-23.2353
2009-03-26,11.1111
2009-03-27,13.7931
2009-03-30,-21.2121
2009-03-31,0.0
2009-04-01,0.0
2009-04-02,0.0
2009-04-03,0.0
2009-04-06,0.0
2009-04-07,-7.6923
2009-04-08,-7.5
2009-04-09,8.1081
2009-04-13,-41.6667
2009-04-14,71.4286
2009-04-15,-16.6667
2009-04-16,-9.875
2009-04-17,5.4092
2009-04-22,5.2632
2009-04-23,0.0
2009-04-24,-15.0
2009-04-27,5.8824
2009-04-28,-11.1111
2009-04-30,0.0
2009-05-01,0.0
2009-05-04,2.5
2009-05-05,0.0
2009-05-06,0.0
2009-05-07,21.9512
2009-05-08,0.0
2009-05-11,-20.0
2009-05-15,22.5
2009-05-18,-18.3673
2009-05-19,0.0
2009-05-20,0.0
2009-05-21,0.0
2009-05-22,0.0
2009-05-26,-12.5
2009-05-27,0.0
2009-05-28,0.0
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,0.0
2009-06-05,0.0
2009-06-08,-14.2857
2009-06-09,0.0
