ticker,GRUB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-04-04,30.7692
2014-04-07,2.3529
2014-04-08,3.4195
2014-04-09,-1.8894
2014-04-10,-12.4611
2014-04-11,8.8321
2014-04-14,4.5184
2014-04-15,-0.4551
2014-04-16,7.2
2014-04-17,-4.1844
2014-04-21,-7.6773
2014-04-22,-0.9943
2014-04-23,-1.4303
2014-04-24,-0.0309
2014-04-25,-3.4589
2014-04-28,4.4146
2014-04-29,0.4596
2014-04-30,-5.6115
2014-05-01,0.1939
2014-05-02,0.129
2014-05-05,1.8679999999999999
2014-05-06,1.1065
2014-05-07,-4.0338
2014-05-08,2.2483
2014-05-09,-0.5099
2014-05-12,-0.9289
2014-05-13,0.3556
2014-05-14,0.1933
2014-05-15,2.7331
2014-05-16,0.3756
2014-05-19,-2.6816
2014-05-20,-3.877
2014-05-21,3.4667
2014-05-22,-0.4188
2014-05-23,2.8792999999999997
2014-05-27,2.6414999999999997
2014-05-28,2.4203
2014-05-29,0.7777
2014-05-30,1.1576
2014-06-02,0.9096
2014-06-03,1.9482
2014-06-04,1.6827999999999999
2014-06-05,4.6283
2014-06-06,0.9383
2014-06-09,3.8513
2014-06-10,-2.7877
2014-06-11,-6.6561
2014-06-12,-5.1578
2014-06-13,6.9837
2014-06-16,-2.8056
2014-06-17,2.2292
2014-06-18,-2.1806
2014-06-19,-1.5433
2014-06-20,1.4514
2014-06-23,0.7725
2014-06-24,0.5395
2014-06-25,0.1977
2014-06-26,-2.3393
2014-06-27,-1.2987
2014-06-30,3.5380000000000003
2014-07-01,-4.4903
2014-07-02,-0.1478
2014-07-03,0.9772
2014-07-07,-4.1056
2014-07-08,-3.7309
2014-07-09,1.2389000000000001
2014-07-10,0.0628
2014-07-11,3.0417
2014-07-14,2.039
2014-07-15,-3.2508
2014-07-16,1.603
2014-07-17,-3.2767
2014-07-18,0.7842
2014-07-21,2.023
2014-07-22,-1.0982
2014-07-23,3.393
2014-07-24,4.2959
2014-07-25,0.7723
2014-07-28,7.9193999999999996
2014-07-29,-1.131
2014-07-30,-2.8465
2014-07-31,-0.6298
2014-08-01,-1.4605000000000001
2014-08-04,1.3982
2014-08-05,-1.1859
2014-08-06,3.0421
2014-08-07,-2.9523
2014-08-08,1.5908
2014-08-11,6.5659
2014-08-12,1.4695
2014-08-13,14.8628
2014-08-14,-5.4192
2014-08-15,-4.2797
2014-08-18,0.4398
2014-08-19,3.1622
2014-08-20,0.0943
2014-08-21,2.3557
2014-08-22,-1.588
