ticker,HLAN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-06,-8.046
2000-01-07,8.75
2000-01-13,-10.9195
2000-01-14,7.2581
2000-01-18,0.7519
2000-01-20,0.0
2000-01-24,-3.7313
2000-01-25,0.0
2000-01-31,3.1008
2000-02-01,-0.7519
2000-02-10,1.5152
2000-02-16,0.0
2000-02-22,-1.4925
2000-02-24,-3.0303
2000-03-06,0.0
2000-03-08,0.0
2000-03-14,3.125
2000-03-15,-3.0303
2000-03-16,-3.125
2000-03-17,6.4516
2000-03-20,-9.0909
2000-03-23,-6.6667
2000-03-24,-4.4643
2000-03-27,0.2199
2000-03-28,-0.9346
2000-03-31,-6.6038
2000-04-03,3.0303
2000-04-10,-1.9607999999999999
2000-04-13,9.0
2000-04-18,-0.9174
2000-04-20,0.9259
2000-04-24,-6.422
2000-04-26,9.8039
2000-04-27,-1.7856999999999998
2000-05-01,0.0
2000-05-04,-1.8182
2000-05-09,0.0
2000-05-15,-3.7037
2000-05-16,5.7692
2000-05-22,0.4545
2000-05-24,-6.7873
2000-05-25,0.9709
2000-05-31,11.538499999999999
2000-06-05,-10.3448
2000-06-06,9.6154
2000-06-29,-5.0676
2000-07-05,2.7778
2000-07-07,0.0
2000-07-12,-2.7027
2000-07-14,-0.463
2000-07-17,-1.3953
2000-07-18,0.0
2000-07-20,-3.7736
2000-07-21,-5.8824
2000-07-24,4.1667
2000-07-25,0.0
2000-07-27,0.0
2000-08-02,-4.0
2000-08-03,6.25
2000-08-09,-7.3529
2000-08-14,6.8783
2000-08-21,-8.4158
2000-08-22,-9.1892
2000-08-23,0.5952
2000-08-24,4.142
2000-08-30,-11.931799999999999
2000-08-31,16.129
2000-09-01,-2.2222
2000-09-12,4.5455
2000-09-25,-4.1031
2000-09-26,-6.8182
2000-09-28,0.0
2000-09-29,-1.2195
2000-10-04,3.0864
2000-10-10,5.3892
2000-10-17,-4.5455
2000-10-18,-4.7619
2000-10-19,2.5
2000-10-20,0.0
2000-11-07,7.3171
2000-11-14,0.0
2000-11-15,0.0
2000-11-16,-4.5455
2000-11-20,0.0
2000-11-21,2.3810000000000002
2000-11-27,3.4884
2000-12-01,-4.4944
2000-12-18,8.2353
2001-01-02,4.655
2001-01-03,4.1667
2001-01-09,-4.0
2001-01-10,4.1667
2001-01-11,-4.0
2001-01-18,-3.125
2001-01-19,4.3011
2001-01-22,-0.5155
2001-01-25,-0.5181
2001-01-29,-1.0417
2001-01-31,2.1053
2001-02-01,-2.0619
