ticker,KLGG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-02-02,10.0
2005-02-18,-9.0909
2005-02-24,20.0
2005-03-01,12.5
2005-03-14,11.1111
2005-03-17,0.0
2005-03-31,0.0
2005-04-01,0.0
2005-04-04,0.0
2005-04-26,23.3333
2005-05-02,0.0
2005-05-17,-5.4054
2005-10-24,-28.0
2005-11-09,-3.8095
2005-11-10,3.9604
2005-11-11,-10.4762
2005-11-14,-5.3191
2005-11-15,15.7303
2005-11-16,14.5631
2005-11-17,-5.0847
2005-11-18,-8.0357
2005-11-21,0.9709
2005-11-22,-3.8462
2005-11-23,-19.0
2005-11-25,-9.8765
2005-11-28,2.7397
2005-11-29,-13.3333
2005-11-30,20.0
2005-12-01,0.0
2005-12-02,24.359
2005-12-05,3.0928
2005-12-06,1.0
2005-12-07,-6.9307
2005-12-08,-4.2553
2005-12-09,-3.3333
2005-12-12,1.1494
2005-12-13,-1.1364
2005-12-14,-5.7471
2005-12-15,-8.5366
2005-12-16,17.3333
2005-12-19,-10.2273
2005-12-20,1.2658
2005-12-21,-10.0
2005-12-22,-5.5556
2005-12-23,5.8824
2005-12-27,-9.7222
2005-12-28,0.0
2005-12-29,38.4615
2005-12-30,-37.7778
2006-01-03,-12.5
2006-01-04,0.0
2006-01-05,44.898
2006-01-06,7.0423
2006-01-09,13.1579
2006-01-10,26.7442
2006-01-11,10.0917
2006-01-12,16.6667
2006-01-13,42.1429
2006-01-17,31.6583
2006-01-18,-18.3206
2006-01-19,5.1402
2006-01-20,-5.3333
2006-01-23,-5.6338
2006-01-24,-19.9005
2006-01-25,6.2112
2006-01-26,-5.2632
2006-01-27,-0.6173
2006-01-30,-13.0435
2006-01-31,-6.4286
2006-02-01,7.6336
2006-02-02,-4.2553
2006-02-03,-1.4815
2006-02-06,-17.2932
2006-02-07,-31.8182
2006-02-08,14.6667
2006-02-09,4.6512
2006-02-10,11.1111
2006-02-13,-5.0
2006-02-14,-12.6316
2006-02-15,-10.8434
2006-02-16,-5.4054
2006-02-17,-7.1429
2006-02-21,-12.3077
2006-02-22,-19.2982
2006-02-23,19.3478
2006-02-24,9.2896
2006-02-27,-11.6667
2006-02-28,-3.7736
2006-03-01,-3.9215999999999998
2006-03-02,-4.0816
2006-03-03,2.1277
2006-03-06,-6.25
2006-03-07,-2.8889
2006-03-08,-8.4668
2006-03-09,0.0
2006-03-10,1.25
2006-03-13,-6.1728
2006-03-14,-7.8947
2006-03-15,11.4286
2006-03-16,0.5128
