ticker,GLWA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-31,90.9091
2006-11-01,-7.1429
2006-11-03,0.0
2006-11-06,2.5641
2006-11-07,0.0
2006-11-10,-1.0
2006-11-13,-4.0404
2006-11-14,5.2632
2006-11-15,-10.0
2006-11-16,2.7778
2006-11-20,5.4054
2006-11-22,-2.5641
2006-11-27,-5.2632
2006-11-28,-2.7778
2006-11-29,8.5714
2006-11-30,5.2632
2006-12-01,-5.0
2006-12-04,2.6316
2006-12-05,0.0
2006-12-06,-5.1282
2006-12-07,2.7027
2006-12-08,-2.6316
2006-12-12,5.4054
2006-12-13,0.0
2006-12-14,0.0
2006-12-15,-2.5641
2006-12-18,5.2632
2006-12-19,-5.0
2006-12-20,-1.0526
2006-12-21,3.7234
2006-12-22,-2.5641
2006-12-26,0.0
2006-12-27,0.0
2006-12-28,5.2632
2006-12-29,-5.0
2007-01-03,-6.8421
2007-01-04,-3.9548
2007-01-08,-5.8824
2007-01-09,-6.25
2007-01-10,-6.6667
2007-01-11,0.0
2007-01-12,10.7143
2007-01-19,3.2258
2007-01-22,0.0
2007-01-24,-6.25
2007-01-25,0.0
2007-01-29,0.0
2007-01-30,-3.3333
2007-01-31,0.0
2007-02-01,0.0
2007-02-05,-3.4483
2007-02-06,-7.1429
2007-02-07,-8.461500000000001
2007-02-09,0.8403
2007-02-12,-11.6667
2007-02-13,1.8868
2007-02-14,-12.037
2007-02-15,21.0526
2007-02-20,-4.3478
2007-02-23,9.0909
2007-02-26,1.6667
2007-02-27,-1.6393
2007-02-28,0.0
2007-03-01,0.0
2007-03-05,-2.5
2007-03-06,2.5641
2007-03-07,-2.5
2007-03-08,1.7094
2007-03-09,-3.3613
2007-03-12,-4.3478
2007-03-13,-7.2727
2007-03-14,2.9412000000000003
2007-03-15,-8.5714
2007-03-16,9.375
2007-03-19,-18.0952
2007-03-20,-10.4651
2007-03-21,-2.5974
2007-03-22,-13.3333
2007-03-23,1.5385
2007-03-26,-7.5758
2007-03-30,8.1967
2007-04-02,-3.0303
2007-04-04,0.0
2007-04-09,-20.3125
2007-04-10,0.0
2007-04-11,0.0
2007-04-12,-1.9607999999999999
2007-04-17,-14.0
2007-04-18,-6.9767
2007-04-19,0.0
2007-04-20,-12.5
2007-04-24,0.0
2007-04-26,14.2857
2007-04-30,-12.5
2007-05-03,5.7143
2007-05-07,-18.9189
2007-05-08,-16.6667
2007-05-09,-20.0
2007-05-11,-5.0
2007-05-14,-21.0526
2007-05-22,33.3333
