ticker,HNFSB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-12,0.2461
2007-11-19,-0.4464
2007-11-27,0.0
2007-12-12,-0.4484
2008-01-07,0.9009
2008-01-09,-4.0179
2008-01-11,1.8605
2008-02-26,-7.5303
2008-05-30,8.2154
2008-06-16,0.9174
2008-07-16,-9.0909
2008-07-17,2.5
2008-10-10,-0.2201
2009-01-29,-9.5601
2009-02-20,-1.8806
2009-03-23,11.1111
2009-04-21,-12.0
2009-04-27,0.0
2009-05-28,3.7333
2009-06-09,-1.0989
2009-06-10,0.0
2009-06-11,0.0
2009-07-01,5.5556
2009-07-07,0.0
2009-07-09,0.0
2009-07-20,4.2105
2009-07-23,0.0
2009-08-04,3.0303
2009-09-01,-2.5707
2009-09-08,2.916
2009-09-18,-0.9804
2009-09-22,0.0
2009-10-26,3.9604
2009-11-03,0.0
2009-11-04,0.0
2009-12-11,1.2175
2009-12-28,0.0
2009-12-29,0.0
2009-12-31,0.0
2010-01-04,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-19,0.0
2010-01-25,-0.9434
2010-02-09,0.2626
2010-02-10,0.0
2010-02-12,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-03-08,0.0
2010-03-11,0.0
2010-03-22,0.9524
2010-03-31,0.4717
2010-04-15,0.0
2010-05-03,-1.4085
2010-05-05,0.0952
2010-05-25,0.3196
2010-06-08,-2.054
2010-06-10,1.9417
2010-06-11,0.0
2010-07-06,-4.7619
2010-07-23,0.0
2010-07-26,-5.0
2010-08-17,0.3009
2010-09-13,0.0632
2010-09-23,8.8672
2011-01-07,-6.9993
2011-01-18,-1.5625
2011-01-19,0.0
2011-01-26,-0.2646
2011-02-08,-2.0955
2011-02-23,-1.087
2011-03-02,-1.0989
2011-03-14,0.4444
2011-03-15,-0.4425
2011-03-25,2.2222
2011-03-28,0.0
2011-04-21,0.0
2011-05-10,-2.9708
2011-05-23,0.8539
2011-07-07,-1.7936999999999999
2011-07-11,-0.1702
2011-10-19,2.5933
2011-10-27,-5.5556
2011-10-28,0.0
2011-11-29,-4.1015
2011-12-21,-0.3077
2011-12-28,0.0
2012-01-27,0.0
2012-02-03,2.1605
2012-02-22,9.124
2012-03-02,3.3333
2012-03-27,2.1505
2012-04-18,0.0
2012-05-09,-10.2666
2012-05-10,-1.1764999999999999
2012-05-14,3.1667
2012-05-16,-3.0695
2012-05-29,0.0
2012-06-20,0.5952
