ticker,OMTK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-01,20.0
2007-11-02,0.0
2007-11-06,0.0
2007-11-07,-30.0
2007-11-08,0.0
2007-11-09,0.0
2007-11-14,90.4762
2007-11-15,-47.5
2007-11-16,0.0
2007-11-19,42.8571
2007-11-20,-30.0
2007-11-21,42.8571
2007-11-26,0.0
2007-11-28,13.3333
2007-11-30,2.9412000000000003
2007-12-18,-16.5714
2007-12-31,-28.0822
2008-01-09,-23.8095
2008-01-15,27.5
2008-01-16,0.0
2008-02-04,-50.9804
2008-02-07,20.0
2008-02-08,33.3333
2008-02-12,0.0
2008-02-19,12.5
2008-02-20,13.3333
2008-02-25,27.451
2008-02-28,-23.0769
2008-02-29,2.0
2008-03-03,1.9607999999999999
2008-03-05,-42.3077
2008-03-07,-16.6667
2008-03-12,116.0
2008-03-13,77.7778
2008-03-17,-6.25
2008-03-18,-27.7778
2008-03-19,-23.0769
2008-03-25,-20.0
2008-03-26,0.0
2008-04-01,0.0
2008-04-07,27.5
2008-04-09,-27.451
2008-04-16,48.6486
2008-05-09,-9.0909
2008-05-12,-20.0
2008-05-13,112.5
2008-05-14,-17.647100000000002
2008-05-15,-21.4286
2008-05-16,-9.0909
2008-05-19,-4.0
2008-05-27,25.0
2008-05-29,-33.3333
2008-05-30,12.5
2008-06-03,-11.1111
2008-06-09,0.0
2008-06-23,40.0
2008-06-24,42.8571
2008-06-26,-28.75
2008-06-27,0.0
2008-06-30,0.0
2008-07-03,5.2632
2008-07-07,-5.0
2008-07-08,-3.5088
2008-07-09,0.0
2008-07-21,0.0
2008-07-23,9.0909
2008-07-24,-16.6667
2008-07-25,20.0
2008-07-28,0.0
2008-07-29,25.0
2008-07-30,-6.6667
2008-07-31,11.4286
2008-08-01,2.5641
2008-08-04,26.25
2008-08-05,-15.8416
2008-08-06,35.2941
2008-08-07,39.1304
2008-08-08,6.25
2008-08-11,0.0
2008-08-12,-11.7647
2008-08-13,0.0
2008-08-15,0.0
2008-08-18,3.3333
2008-08-19,9.6774
2008-08-20,-5.8824
2008-08-21,-6.25
2008-08-22,-6.6667
2008-08-25,7.1429
2008-08-26,-6.6667
2008-08-27,3.5714
2008-08-28,0.0
2008-09-02,-10.3448
2008-09-03,3.8462
2008-09-04,11.1111
2008-09-05,26.6667
2008-09-08,18.4211
2008-09-09,-2.2222
2008-09-10,2.2727
2008-09-11,0.0
2008-09-15,-20.0
2008-09-16,11.1111
2008-09-17,2.5
2008-09-18,-7.3171
