ticker,ONSS US Equity
2011-05-04,344.4444
2011-05-05,0.0
2011-05-12,60.0
2011-05-16,0.0
2011-05-17,-25.0
2011-05-23,0.0
2011-06-07,-8.3333
2011-06-09,-12.5
2011-06-10,3.8961
2011-06-13,0.0
2011-06-15,60.0
2011-06-16,-12.5
2011-06-17,57.1429
2011-06-20,-27.2727
2011-06-21,25.0
2011-06-24,13.75
2011-06-27,-34.0659
2011-06-28,42.5
2011-07-05,-0.5848
2011-07-06,2.3529
2011-07-07,-17.2414
2011-07-08,0.0
2011-07-11,11.1111
2011-07-12,0.0
2011-07-13,18.75
2011-07-14,26.3158
2011-07-15,0.0
2011-07-19,33.3333
2011-07-22,-5.0
2011-07-25,0.0
2011-07-26,-47.3684
2011-07-27,0.0
2011-07-28,-15.0
2011-07-29,17.647100000000002
2011-08-01,-15.0
2011-08-02,17.647100000000002
2011-08-03,50.0
2011-08-04,-33.3333
2011-08-08,0.0
2011-08-11,0.0
2011-08-15,-10.0
2011-08-24,11.1111
2011-08-26,-10.0
2011-09-01,-5.5556
2011-09-02,0.0
2011-09-06,0.0
2011-09-08,0.0
2011-09-15,0.0
2011-09-21,0.0
2011-09-23,0.0
2011-09-27,52.9412
2011-10-04,-34.6154
2011-10-05,58.8235
2011-10-06,3.7037
2011-10-07,21.4286
2011-10-10,-41.1765
2011-10-11,20.0
2011-10-12,-4.1667
2011-10-13,7.6087
2011-10-14,-11.1111
2011-10-17,-18.1818
2011-10-18,-14.5833
2011-10-19,8.1301
2011-10-20,0.0
2011-10-21,-11.2782
2011-10-24,-14.4068
2011-10-25,-1.9802
2011-10-26,-8.0808
2011-10-27,-3.2967
2011-10-28,0.0
2011-10-31,-6.8182
2011-11-01,-12.1951
2011-11-02,8.3333
2011-11-03,0.0
2011-11-04,-21.7949
2011-11-07,-8.1967
2011-11-08,8.9286
2011-11-09,-18.0328
2011-11-10,18.0
2011-11-11,22.0339
2011-11-14,-29.1667
2011-11-15,35.2941
2011-11-16,-11.5942
2011-11-17,-3.2787
2011-11-18,3.3898
2011-11-21,18.0328
2011-11-22,6.9444
2011-11-23,-3.8961
2011-11-25,-9.4595
2011-11-28,-4.4776
2011-11-29,0.0
2011-11-30,-4.6875
2011-12-05,4.918
2011-12-06,-4.6875
2011-12-07,-21.3115
2011-12-08,29.1667
2011-12-12,-9.6774
2011-12-13,-14.2857
2011-12-14,0.0
2011-12-15,0.0
2011-12-16,0.0
2011-12-19,12.5
2011-12-20,-11.1111
2011-12-21,16.6667
2011-12-22,0.0
2011-12-27,8.9286
2011-12-30,-34.4262
2012-01-03,20.0
2012-01-04,0.0
2012-01-09,0.0
2012-01-12,0.0
2012-01-13,16.6667
2012-01-17,-14.2857
2012-01-18,0.0
2012-01-19,16.6667
2012-01-20,0.0
2012-01-24,0.0
2012-01-25,0.0
2012-01-26,-28.5714
2012-01-30,7.5
2012-01-31,0.0
2012-02-03,23.2558
2012-02-09,13.2075
2012-02-21,-72.0
2012-02-23,-23.8095
2012-02-24,-6.25
2012-02-27,0.0
2012-02-28,0.0
2012-02-29,66.6667
2012-03-01,4.0
2012-03-02,-3.8462
2012-03-05,0.0
2012-03-07,0.0
2012-03-09,0.0
2012-03-13,0.0
2012-03-14,0.0
2012-03-15,140.0
2012-03-16,-50.0
2012-03-19,0.0
2012-03-20,-43.3333
2012-03-21,488.2353
2012-03-22,-83.0
2012-03-23,0.0
2012-03-26,0.0
2012-03-27,5.8824
2012-03-29,94.4444
2012-03-30,0.0
2012-04-02,-60.0
2012-04-05,42.8571
2012-04-09,0.0
2012-04-10,0.0
2012-04-11,-10.0
2012-04-12,0.0
2012-04-17,-16.6667
2012-04-25,0.0
2012-04-26,0.0
2012-04-30,0.0
2012-05-02,-6.6667
2012-05-07,0.0
2012-05-08,0.0
2012-05-14,0.0
2012-05-15,0.0
2012-05-21,7.1429
2012-05-22,100.0
2012-05-29,75.5
2012-05-30,7.6923
2012-05-31,7.5838
2012-06-01,-18.0328
2012-06-04,0.0
2012-06-05,20.0
2012-06-06,0.0
2012-06-07,-13.3333
2012-06-08,44.2308
2012-06-11,0.0
2012-06-12,6.6667
2012-06-13,5.0
2012-06-14,2.3810000000000002
2012-06-19,2.3256
2012-06-20,0.0
2012-06-22,-20.4545
2012-06-25,0.0
2012-06-26,0.0
2012-06-27,31.4286
2012-06-28,-23.913
2012-06-29,-2.8571
2012-07-02,5.8824
2012-07-03,15.2778
2012-07-05,26.506
2012-07-10,-51.4286
2012-07-13,19.6078
2012-07-16,-16.3934
2012-07-17,45.098
2012-07-18,-31.0811
2012-07-19,0.0
2012-07-25,0.0
2012-07-31,0.0
2012-08-02,0.0
2012-08-03,0.0
2012-08-06,0.0
2012-08-07,0.0
2012-08-08,0.0
2012-08-10,0.0
2012-08-13,0.0
2012-08-14,-50.9804
2012-08-17,-40.0
2012-08-21,33.3333
2012-08-22,-1.5
2012-08-23,1.5228000000000002
2012-08-28,-25.0
2012-08-30,20.0
2012-08-31,0.0
2012-09-04,-4.2708
2012-09-12,-37.1418
2012-09-13,10.7905
2012-09-14,-16.6667
2012-09-17,0.0
2012-09-18,0.0
2012-09-20,0.0
2012-09-21,-1.5
2012-09-25,0.0
2012-09-26,-18.7817
2012-09-27,0.0
2012-09-28,0.0
2012-10-01,-22.5
2012-10-05,20.9677
2012-10-10,33.3333
2012-10-15,40.0
2012-10-19,0.0
2012-10-22,-57.7679
2012-10-24,18.3932
2012-10-31,-85.7143
2012-11-06,300.0
2012-11-07,146.25
2012-11-09,21.8274
2012-11-14,-58.3333
2012-11-16,0.0
2012-11-21,-1.625
2012-11-23,1.6518000000000002
2012-11-28,0.0
2012-11-30,18.0
2012-12-11,-16.6314
2012-12-12,0.0
2012-12-13,-7.2427
2012-12-17,-75.8904
2012-12-24,81.8182
2012-12-28,50.0
2013-01-03,66.6667
2013-01-04,60.0
2013-01-07,37.5
2013-01-08,-4.5455
2013-01-09,-52.381
2013-01-10,50.0
2013-01-11,-33.3333
2013-01-16,0.0
2013-01-17,-1.625
2013-01-18,1.6518000000000002
2013-01-22,0.0
2013-01-25,0.0
2013-01-28,0.0
2013-01-29,-20.0
2013-02-04,75.0
2013-02-06,0.0
2013-02-07,28.5714
2013-02-08,55.5556
2013-02-11,128.5714
2013-02-12,-45.625
2013-02-13,46.5517
2013-02-14,-37.2549
2013-02-15,0.0
2013-02-19,6.25
2013-02-21,0.0
2013-02-25,41.1765
2013-02-26,-16.6667
2013-02-27,0.0
2013-02-28,-15.0
2013-03-04,-23.5294
2013-03-06,0.3846
2013-03-07,-15.7088
2013-03-14,0.0
2013-03-15,9.0909
2013-03-18,-8.3333
2013-03-20,9.0909
2013-04-04,0.0
2013-04-10,0.0
2013-04-12,0.0
2013-04-15,0.0
2013-04-16,0.0
2013-04-17,0.0
2013-04-19,0.0
2013-04-23,0.0
2013-04-24,-8.3333
2013-05-02,0.0
2013-05-10,0.0
2013-05-17,27.2727
2013-05-21,-21.4286
2013-05-23,9.0909
2013-05-28,0.0
2013-05-29,-16.6667
2013-05-31,0.0
2013-06-04,0.0
2013-06-06,-3.0
2013-06-07,0.0
2013-06-11,3.0928
2013-06-25,10.0
2013-06-27,0.0
2013-07-02,0.0
2013-07-05,0.0
2013-07-11,-18.1818
2013-07-19,22.2222
2013-07-22,0.0
2013-07-24,0.0
2013-07-26,81.8182
2013-07-29,-5.0
2013-08-01,0.0
2013-08-14,-10.526299999999999
2013-08-15,-35.2941
2013-08-16,27.2727
2013-08-20,7.1429
2013-08-30,0.0
2013-09-11,0.0
2013-09-12,-13.3333
2013-09-13,-15.3846
2013-09-17,9.0909
2013-09-18,25.0
2013-09-25,-6.6667
2013-10-01,178.5714
2013-10-30,-57.6923
2013-11-01,-21.2121
2013-11-04,15.3846
2013-11-05,-13.3333
2013-11-07,0.0
2013-11-08,0.0
2013-11-12,92.3077
2013-11-20,-48.0
2013-11-25,-7.6923
2013-12-02,0.0
2013-12-16,0.0
2013-12-17,10.0
2013-12-18,-9.0909
2013-12-23,0.0
2013-12-26,-16.6667
2013-12-30,15.8125
2013-12-31,-13.6535
2014-01-07,0.0
2014-01-08,0.0
2014-01-13,-10.0
2014-01-15,0.0
2014-01-16,-44.4444
2014-01-17,100.0
2014-01-22,0.0
2014-01-28,-20.0
2014-02-04,0.0
2014-02-05,0.0
2014-02-06,0.0
2014-02-07,0.0
2014-02-10,25.0
2014-02-11,0.0
2014-02-25,-20.0
2014-03-06,25.0
2014-03-10,0.0
2014-03-11,0.0
2014-03-13,-18.8125
2014-03-17,0.0
2014-03-24,11.9323
2014-03-31,-10.6602
2014-04-07,0.0
2014-04-10,10.8545
2014-04-11,-9.7917
2014-04-17,0.0
2014-04-21,0.0
2014-05-05,0.0
2014-05-09,0.0
2014-05-21,0.0
2014-05-22,0.0
2014-05-23,10.8545
2014-05-27,0.0
2014-05-29,-9.7917
2014-05-30,0.0
2014-06-09,0.0
2014-06-12,10.8545
2014-06-19,-9.7917
2014-06-23,0.0
2014-06-27,0.0
2014-07-14,0.0
2014-07-22,10.8545
2014-08-06,33.3333
2014-08-11,-1.6667
2014-08-27,-6.7797
2014-09-16,0.0
2014-09-17,-18.1818
2014-09-22,0.0
2014-09-25,0.0
2014-09-29,0.0
2014-10-07,0.0
2014-10-14,0.0
2014-10-16,0.0
2014-10-22,0.0
2014-10-24,3.3333
2014-10-28,-3.2258
2014-11-05,0.0
2014-11-21,0.0
2014-12-04,0.0
2014-12-09,-11.1111
2014-12-16,12.5
2014-12-17,-11.1111
2014-12-22,-12.5
2014-12-23,8.5714
2015-01-07,18.4211
2015-01-21,-22.2222
2015-01-23,-14.2857
2015-01-30,-16.6667
2015-02-04,0.0
2015-02-05,0.0
2015-02-06,0.0
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,0.0
2015-02-26,-20.0
2015-03-03,0.0
2015-03-19,0.0
2015-04-08,0.0
2015-04-10,0.0
2015-04-15,0.0
2015-04-17,20.0
2015-04-23,-16.6667
2015-04-24,50.0
2015-05-15,0.0
2015-05-18,0.0
2015-06-18,-33.3333
2015-07-01,3.75
2015-07-13,32.5301
2015-08-05,-24.5455
2015-08-18,-15.6627
2015-09-14,14.2857
2015-09-16,12.5
2015-10-15,-0.6944
2015-10-21,-10.4895
2015-10-29,-12.5
2015-10-30,0.0
2015-11-11,0.0
2015-12-03,0.0
2015-12-16,0.0
2015-12-21,0.0
2015-12-29,0.0
2016-01-29,0.0
2016-02-02,0.0
2016-02-08,0.0
2016-02-17,0.0
2016-03-11,1.4285999999999999
2016-03-18,0.0
2016-03-23,-1.4085
2016-03-31,0.0
2016-04-22,3.2143
2016-05-23,-3.1142
2016-06-08,0.0
2016-06-13,0.0
2016-06-16,0.0
2016-06-21,1.4285999999999999
2016-07-12,-1.4085
2016-07-14,5.7143
2016-07-20,0.0
2016-07-25,-2.3649
2016-10-04,-3.1142
2016-10-20,0.0
2016-12-01,0.0
2016-12-07,0.0
2016-12-09,0.0
2016-12-12,14.2857
2016-12-20,-12.5
2016-12-27,14.2857
2016-12-29,-12.5
2017-01-03,14.2857
2017-01-06,0.0
2017-02-02,-12.5
2017-02-17,0.0
2017-04-24,14.2857
2017-05-01,-12.5
2017-06-19,0.0
2017-06-20,0.0
2017-07-14,0.0
2017-08-02,0.0
2017-10-06,7.1429
2017-10-13,-6.6667
2017-12-05,0.0
2017-12-13,14.2857
2017-12-15,-12.5
2017-12-19,14.2857
2017-12-20,-12.5
2018-01-04,0.0
2018-02-26,14.2857
2018-03-05,0.0
2018-03-13,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-22,0.0
2018-04-02,150.0
2018-04-03,0.0
2018-04-05,50.0
2018-04-06,-33.3333
2018-04-09,0.0
2018-04-17,-50.0
2018-05-03,100.0
2018-05-21,-50.0
2018-05-24,0.0
2018-05-29,140.0
2018-05-30,41.6667
2018-05-31,47.0588
2018-06-01,0.0
2018-06-04,-36.0
2018-06-05,21.875
2018-06-11,-52.3077
2018-06-12,-3.2258
2018-06-13,0.0
2018-06-14,0.0
2018-06-18,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-07-03,122.2222
2018-07-05,-49.45
2018-07-06,-30.7616
2018-07-10,97.1429
2018-07-11,-27.5362
2018-07-12,40.0
2018-07-18,-1.4285999999999999
2018-07-19,0.0
2018-07-24,1.4493
2018-07-25,-1.4285999999999999
2018-08-03,1.4493
2018-08-06,23.1786
2018-08-07,-36.2134
2018-08-09,0.0
2018-08-10,0.0
2018-08-20,55.4545
2018-08-21,1.1696
2018-08-22,-36.4162
2018-08-28,0.0
2018-08-29,0.0
2018-09-07,-27.2727
2018-09-12,0.0
2018-09-13,25.0
2018-09-17,-20.0
2018-09-28,0.0
2018-10-03,0.0
2018-10-08,0.0
2018-10-09,11.875
2018-10-10,-10.6145
2018-10-31,0.0
2018-11-12,0.0
2018-11-28,0.0
2018-12-17,-49.75
2018-12-28,-0.4975
2018-12-31,0.0
2019-01-30,0.0
2019-02-05,45.0
2019-02-07,-31.0345
2019-02-08,0.0
2019-02-15,-21.375
2019-02-19,-1.4308
2019-02-20,0.0
2019-02-21,29.0323
2019-02-22,-25.0
2019-02-26,0.0
2019-03-07,0.0
2019-03-14,3.3333
2019-03-15,-3.2258
2019-04-04,-33.3333
2019-04-11,0.0
2019-04-18,0.0
2019-04-22,5.0
2019-04-24,66.6667
2019-04-25,-14.2857
2019-04-29,16.6667
2019-05-08,-14.2857
2019-05-14,1.6667
2019-05-23,-13.1148
2019-06-03,-43.3962
2019-06-06,-28.0
2019-06-07,-7.4074
2019-06-26,85.0
2019-06-28,-35.1351
2019-07-24,0.0
2019-08-28,0.0
2019-09-12,0.0
2019-09-17,0.0
2019-10-18,7.5
2019-10-23,0.7752
2019-11-26,5.3846
2019-11-27,2.9196999999999997
2019-12-03,0.0
2019-12-06,360.2837
2019-12-09,-35.2851
2019-12-18,-50.0
2019-12-19,21.4286
2019-12-20,56.8627
2019-12-23,-32.5
2019-12-27,0.0
2019-12-31,0.0
2020-01-03,85.1852
2020-01-06,20.0
2020-01-07,8.3333
2020-01-08,-7.6923
2020-01-13,8.3333
2020-01-14,38.4615
2020-01-15,-8.3333
2020-01-17,57.5758
2020-01-21,0.0
2020-01-22,-11.538499999999999
2020-01-24,21.7391
2020-01-27,14.2857
2020-01-28,6.25
2020-01-29,-20.5882
2020-01-30,11.1111
2020-02-05,33.3333
2020-02-06,-32.5
2020-02-20,3.7037
2020-02-21,17.8571
2020-02-25,-15.1515
2020-03-03,3.5714
2020-03-04,10.3448
2020-03-05,-6.25
2020-03-12,-22.8333
2020-03-13,-4.9676
2020-03-16,0.0
2020-03-17,0.0
2020-03-19,0.0
2020-03-24,-8.1818
2020-04-01,3.9604
2020-04-13,0.0
2020-04-17,0.0
2020-04-28,9.5238
2020-04-29,-99.913
2020-04-30,99900.0
2020-05-01,45.0
2020-05-04,3.3793
2020-05-05,0.0
2020-05-06,-16.6111
2020-05-07,-10.0
2020-05-11,-11.1111
2020-06-04,49.9
2020-06-30,0.0667
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,-99.1333
2020-07-28,5734.6154
2020-07-29,97.7587
