ticker,FSFG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-08,-2.0202
2008-10-09,0.0
2008-10-10,-3.0928
2008-10-13,2.1277
2008-10-14,4.0625
2008-10-15,-1.001
2008-10-16,-4.4995
2008-10-17,-2.0646
2008-10-20,0.0
2008-10-21,0.0
2008-10-22,0.0
2008-10-23,-4.7568
2008-10-27,-1.0216
2008-10-28,3.2096
2008-10-30,0.0014
2008-10-31,5.5556
2008-11-04,-0.5263
2008-11-05,-0.0013
2008-11-06,-2.6442
2008-11-07,0.2174
2008-11-10,-0.1085
2008-11-11,0.4343
2008-11-12,-1.6216
2008-11-13,2.0865
2008-11-14,0.0013
2008-11-17,-2.6911
2008-11-18,1.2168
2008-11-19,-1.6393
2008-11-20,-0.4444
2008-11-21,-1.7856999999999998
2008-11-24,2.2727
2008-11-25,0.1111
2008-12-02,-0.111
2008-12-03,1.1111
2008-12-04,-0.1099
2008-12-05,-0.0014
2008-12-08,1.1015
2008-12-10,-0.8705
2008-12-11,-1.2075
2008-12-12,1.3333
2008-12-15,0.3289
2008-12-16,1.0929
2008-12-17,0.0
2008-12-18,-1.4054
2008-12-19,1.4254
2008-12-22,0.5405
2008-12-23,-0.4301
2008-12-24,0.216
2008-12-26,-0.3233
2008-12-29,0.0
2008-12-30,6.0541
2008-12-31,0.0
2009-01-02,0.5097
2009-01-05,1.4199
2009-01-06,0.0
2009-01-07,0.4
2009-01-08,0.0996
2009-01-09,-0.0995
2009-01-12,-0.3984
2009-01-13,-0.7
2009-01-14,-0.3021
2009-01-15,0.2033
2009-01-16,0.8052
2009-01-20,-1.1
2009-01-21,-0.91
2009-01-22,-2.0408
2009-01-23,0.5208
2009-01-26,4.0415
2009-01-27,-1.494
2009-01-28,0.6067
2009-01-29,-0.5025
2009-01-30,0.0
2009-02-02,-1.5152
2009-02-03,0.0
2009-02-04,-1.0256
2009-02-05,0.5181
2009-02-09,-3.0928
2009-02-10,0.0
2009-02-11,0.1051
2009-02-12,0.4264
2009-02-13,0.0
2009-02-17,-2.1164
2009-02-18,0.5419
2009-02-19,-3.2271
2009-02-20,0.0
2009-02-24,1.1111
2009-02-25,-0.989
2009-02-27,0.9989
2009-03-02,0.0
2009-03-04,0.0
2009-03-05,-1.033
2009-03-06,-0.0666
2009-03-10,-0.1111
2009-03-11,0.0
2009-03-12,1.7798
2009-03-13,0.5464
2009-03-16,0.5435
2009-03-17,1.6216
2009-03-18,1.0638
2009-03-19,2.6316
2009-03-20,-1.5385
