ticker,TGEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-05-20,34.1053
2014-05-21,132.3391
2014-05-22,40.5405
2014-05-23,-35.3846
2014-05-27,-4.5387
2014-05-28,-7.7163
2014-05-29,-19.848
2014-05-30,-12.5395
2014-06-02,-3.253
2014-06-03,-6.9738
2014-06-04,12.5837
2014-06-05,7.1344
2014-06-06,-9.101
2014-06-09,-4.2735
2014-06-10,-2.551
2014-06-11,1.0471
2014-06-12,-1.6839
2014-06-13,-3.6891
2014-06-16,-8.7551
2014-06-17,-2.2489
2014-06-18,-3.9877000000000002
2014-06-19,6.7093
2014-06-20,9.2814
2014-06-23,-6.3014
2014-06-24,3.8012
2014-06-25,4.2254
2014-06-26,4.0541
2014-06-27,3.8961
2014-06-30,-0.125
2014-07-01,-10.8902
2014-07-02,-5.0545
2014-07-03,-6.5089
2014-07-07,-5.538
2014-07-08,0.5025
2014-07-09,2.9333
2014-07-10,-1.2306
2014-07-11,-1.4734
2014-07-14,-0.9307
2014-07-15,1.7771
2014-07-16,0.6601
2014-07-17,3.6066000000000003
2014-07-18,3.6391999999999998
2014-07-21,-0.7653
2014-07-22,-1.5366
2014-07-23,0.3125
2014-07-24,0.4673
2014-07-25,-3.2558
2014-07-28,2.4038
2014-07-29,-0.7825
2014-07-30,-1.9637
2014-07-31,-0.4103
2014-08-01,0.9693
2014-08-04,-1.44
2014-08-05,0.3247
2014-08-06,0.4045
2014-08-07,-0.0806
2014-08-08,-2.2580999999999998
2014-08-11,0.0
2014-08-12,0.0
2014-08-13,-0.9901
2014-08-14,0.0
2014-08-15,-1.1719
2014-08-18,-0.1655
2014-08-19,1.3535
2014-08-20,0.9
2014-08-21,-0.892
2014-08-22,-0.0021
2014-08-25,0.0
2014-08-26,0.0021
2014-08-27,-1.5
2014-08-28,-7.7855
2014-08-29,0.0023
2014-09-02,-0.9197
2014-09-03,-0.3681
2014-09-04,-3.1599
2014-09-05,1.9194
2014-09-08,1.5066000000000002
2014-09-09,7.2356
2014-09-10,4.6713000000000005
2014-09-11,0.6612
2014-09-12,0.1642
2014-09-15,-1.3094000000000001
2014-09-16,0.4963
2014-09-17,2.4793
2014-09-18,-2.9032
2014-09-19,-3.4884
2014-09-22,4.1308
2014-09-23,-0.3306
2014-09-24,0.1855
2014-09-25,1.8012000000000001
2014-09-26,-4.3902
2014-09-29,-4.4218
2014-09-30,-0.3559
2014-10-01,-3.3906
2014-10-02,4.4338
2014-10-03,2.1239
2014-10-06,-3.7056
