ticker,PLYA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-11-11,-5.7617
2015-11-18,2.0725
2015-11-25,-1.9289
2015-12-01,0.0
2015-12-04,-0.4141
2015-12-08,0.3119
2015-12-10,-0.2073
2015-12-23,-0.3115
2015-12-31,3.125
2016-01-12,-3.0303
2016-01-13,0.625
2016-01-19,-0.6211
2016-01-20,0.0
2016-01-21,0.1042
2016-01-22,0.8325
2016-01-28,0.6192
2016-02-18,0.5128
2016-02-22,0.0
2016-02-29,0.0
2016-03-02,-1.7856999999999998
2016-03-03,0.7792
2016-03-07,0.5155
2016-03-09,-1.8462
2016-03-10,1.7764
2016-03-15,0.616
2016-03-17,0.0
2016-04-04,0.5102
2016-04-07,0.0
2016-04-15,-3.0457
2016-04-19,-0.3141
2016-04-25,-0.1037
2016-04-26,2.7326
2016-05-02,1.0223
2016-05-16,0.1013
2016-05-17,0.0
2016-05-18,-0.2821
2016-05-19,-2.4564
2016-06-02,2.0812
2016-06-03,-2.1407
2016-06-30,2.6042
2016-07-11,0.3769
2016-07-18,-1.3869
2016-07-20,0.0
2016-07-27,1.0256
2016-07-28,0.1015
2016-07-29,-0.6085
2016-08-02,0.102
2016-08-03,-0.1019
2016-08-05,-0.3061
2016-08-08,0.3071
2016-08-09,0.102
2016-08-10,0.1019
2016-08-11,0.1018
2016-08-12,-0.4069
2016-08-15,0.1021
2016-08-16,0.0
2016-08-17,0.0
2016-08-19,0.0
2016-08-24,0.2041
2016-08-25,-0.3055
2016-08-29,0.5094
2016-08-30,0.1029
2016-08-31,-0.0489
2016-09-01,-0.2558
2016-09-02,0.3055
2016-09-06,-0.3046
2016-09-07,0.3055
2016-09-08,-0.3046
2016-09-09,-0.1018
2016-09-12,0.1019
2016-09-13,-0.2037
2016-09-14,0.3061
2016-09-16,0.2035
2016-09-20,0.0
2016-09-21,-0.1015
2016-09-22,0.3049
2016-09-23,-0.5066
2016-09-26,0.2037
2016-09-28,0.2033
2016-09-29,-0.1014
2016-09-30,-0.1015
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,0.6098
2016-10-06,-0.303
2016-10-07,0.1026
2016-10-10,-0.4061
2016-10-11,0.0
2016-10-12,0.0
2016-10-13,0.0
2016-10-14,0.0
2016-10-19,0.0
2016-10-20,3.9634
2016-10-24,-3.6168
2016-10-25,-0.1014
2016-10-27,0.1015
2016-10-28,0.0
2016-10-31,-0.1014
2016-11-01,-0.1015
2016-11-03,0.2033
2016-11-04,-0.1014
