ticker,AFG US Equity
2000-05-22,1.9002
2000-05-23,-1.1655
2000-05-24,4.9528
2000-05-25,-3.8202
2000-05-26,0.7009
2000-05-30,3.0162
2000-05-31,0.6757
2000-06-01,1.7896999999999998
2000-06-02,0.4396
2000-06-05,-1.7505
2000-06-06,-0.4454
2000-06-07,0.4474
2000-06-08,-1.7816999999999998
2000-06-09,-0.907
2000-06-12,2.2883
2000-06-13,-0.2237
2000-06-14,-1.1211
2000-06-15,-0.907
2000-06-16,0.6865
2000-06-19,-2.2727
2000-06-20,-1.8605
2000-06-21,0.9479
2000-06-22,-1.8779
2000-06-23,1.4354
2000-06-26,-0.2358
2000-06-27,-0.4728
2000-06-28,1.9002
2000-06-29,0.4662
2000-06-30,-7.8306000000000004
2000-07-03,2.2026
2000-07-05,1.9704000000000002
2000-07-06,-2.657
2000-07-07,1.4888
2000-07-10,1.2225
2000-07-11,0.0
2000-07-12,3.6231999999999998
2000-07-13,-2.8235
2000-07-14,0.0
2000-07-17,-2.6634
2000-07-18,-1.2438
2000-07-19,-0.5038
2000-07-20,-1.5190000000000001
2000-07-21,-1.7995
2000-07-24,-0.7853
2000-07-25,-0.2639
2000-07-26,3.1746
2000-07-27,-0.7692
2000-07-28,0.5168
2000-07-31,2.8278
2000-08-01,-1.5
2000-08-02,-0.7614
2000-08-03,2.8133
2000-08-04,-0.2488
2000-08-07,-1.2469000000000001
2000-08-08,2.5253
2000-08-09,-0.7389
2000-08-10,-2.7295
2000-08-11,2.2959
2000-08-14,-0.9975
2000-08-15,-2.0151
2000-08-16,-0.2571
2000-08-17,-0.7732
2000-08-18,0.0
2000-08-21,1.5584
2000-08-22,-0.2558
2000-08-23,-1.2821
2000-08-24,0.2597
2000-08-25,-0.7772
2000-08-28,0.0
2000-08-29,1.0444
2000-08-30,2.584
2000-08-31,0.0
2000-09-01,-0.2519
2000-09-05,1.5152
2000-09-06,1.7412999999999998
2000-09-07,-5.1345
2000-09-08,1.5464
2000-09-11,3.5533
2000-09-12,-0.7353
2000-09-13,-1.2346
2000-09-14,1.5
2000-09-15,-1.7241
2000-09-18,-1.7544
2000-09-19,3.0612
2000-09-20,-3.2178
2000-09-21,-0.2558
2000-09-22,0.5128
2000-09-25,-2.0408
2000-09-26,-1.5625
2000-09-27,-1.5873
2000-09-28,1.6129
2000-09-29,-1.8519
2000-10-02,-0.5391
2000-10-03,-2.168
2000-10-04,-1.108
2000-10-05,-0.8403
2000-10-06,-2.8249
2000-10-09,-1.1628
2000-10-10,-1.4706000000000001
2000-10-11,-1.791
2000-10-12,-3.3846
2000-10-13,1.9108
2000-10-16,-3.125
2000-10-17,-0.9677
2000-10-18,0.6515
2000-10-19,2.2654
2000-10-20,1.8987
2000-10-23,-2.1739
2000-10-24,1.2698
2000-10-25,0.0
2000-10-26,-4.3887
2000-10-27,6.8852
2000-10-30,3.681
2000-10-31,1.4793
2000-11-01,-1.7492999999999999
2000-11-02,-1.4837
2000-11-03,-2.1084
2000-11-06,0.9231
2000-11-07,3.6585
2000-11-08,-0.5882
2000-11-09,1.4793
2000-11-10,-1.1662
2000-11-13,-1.4748999999999999
2000-11-14,0.5988
2000-11-15,0.0
2000-11-16,0.8929
2000-11-17,-0.295
2000-11-20,-0.5917
2000-11-21,-1.1905000000000001
2000-11-22,-1.8072
2000-11-24,0.0
2000-11-27,-1.227
2000-11-28,-1.8634
2000-11-29,-0.6329
2000-11-30,-2.8662
2000-12-01,-0.3279
2000-12-04,0.0
2000-12-05,-0.3289
2000-12-06,2.9703
2000-12-07,5.1282
2000-12-08,5.4878
2000-12-11,1.4451
2000-12-12,-3.4188
2000-12-13,-6.4897
2000-12-14,-0.9464
2000-12-15,17.1975
2000-12-18,2.7174
2000-12-19,1.5873
2000-12-20,-2.3438
2000-12-21,-0.2667
2000-12-22,4.8128
2000-12-26,-0.2551
2000-12-27,2.3018
2000-12-28,3.25
2000-12-29,2.9055999999999997
2001-01-02,0.0
2001-01-03,0.9412
2001-01-04,-6.5268
2001-01-05,-4.7382
2001-01-08,3.4031000000000002
2001-01-09,-1.5190000000000001
2001-01-10,3.3419
2001-01-11,-0.7538
2001-01-12,-4.557
2001-01-16,1.061
2001-01-17,1.5748
2001-01-18,-0.2584
2001-01-19,0.7772
2001-01-22,4.8843
2001-01-23,-0.9804
2001-01-24,1.7327
2001-01-25,3.8929
2001-01-26,-1.171
2001-01-29,0.7014
2001-01-30,-0.1506
2001-01-31,1.0558
2001-02-01,-3.3582
2001-02-02,1.6602000000000001
2001-02-05,10.1405
2001-02-06,-5.7241
2001-02-07,-0.7315
2001-02-08,0.9211
2001-02-09,-1.9715
2001-02-12,-0.3724
2001-02-13,-0.5607
2001-02-14,0.0752
2001-02-15,-0.5635
2001-02-16,-6.9135
2001-02-20,-1.1769
2001-02-21,0.2053
2001-02-22,-1.7623
2001-02-23,0.1252
2001-02-26,-0.625
2001-02-27,0.6289
2001-02-28,0.0
2001-03-01,-0.0417
2001-03-02,0.0417
2001-03-05,-0.4167
2001-03-06,0.0
2001-03-07,-0.5439
2001-03-08,0.7573
2001-03-09,-1.0021
2001-03-12,0.3796
2001-03-13,-0.7143
2001-03-14,-3.0893
2001-03-15,-0.2183
2001-03-16,-1.2254
2001-03-19,-0.3101
2001-03-20,0.6667
2001-03-21,-0.0883
2001-03-22,1.4582
2001-03-23,0.1742
2001-03-26,2.1304
2001-03-27,-0.7237
2001-03-28,-0.4717
2001-03-29,1.3787
2001-03-30,2.4224
2001-04-02,-0.083
2001-04-03,-2.8239
2001-04-04,2.6068
2001-04-05,2.6239
2001-04-06,-2.8003
2001-04-09,0.2923
2001-04-10,3.0808
2001-04-11,-0.3264
2001-04-12,2.0467
2001-04-16,0.2808
2001-04-17,1.32
2001-04-18,-2.1319
2001-04-19,2.9447
2001-04-20,-0.5878
2001-04-23,-0.2759
2001-04-24,-0.4348
2001-04-25,0.5955
2001-04-26,0.6709
2001-04-27,3.0184
2001-04-30,1.1796
2001-05-01,-0.3761
2001-05-02,-1.7743
2001-05-03,0.8455
2001-05-04,4.4207
2001-05-07,-1.0584
2001-05-08,0.9222
2001-05-09,-1.2061
2001-05-10,0.222
2001-05-11,-0.3322
2001-05-14,1.6296
2001-05-15,1.0933
2001-05-16,-0.1802
2001-05-17,0.3611
2001-05-18,-0.5757
2001-05-21,0.181
2001-05-22,0.1445
2001-05-23,-1.3348
2001-05-24,0.9506
2001-05-25,0.2898
2001-05-29,-0.5778
2001-05-30,4.032
2001-05-31,-1.9203999999999999
2001-06-01,-0.6052
2001-06-04,-0.3582
2001-06-05,-0.6111
2001-06-06,0.434
2001-06-07,-1.3324
2001-06-08,3.6496
2001-06-11,1.3732
2001-06-12,-1.5977999999999999
2001-06-13,0.9178
2001-06-14,-1.4341
2001-06-15,1.4904
2001-06-18,-0.5594
2001-06-19,-1.3713
2001-06-20,0.713
2001-06-21,2.4425
2001-06-22,-1.6932
2001-06-25,-0.246
2001-06-26,0.0705
2001-06-27,2.5
2001-06-28,0.8245
2001-06-29,2.2147
2001-07-02,0.8333
2001-07-03,-1.5868
2001-07-05,0.7726
2001-07-06,-1.6333
2001-07-09,1.5927
2001-07-10,-0.6004
2001-07-11,1.5772
2001-07-12,0.0999
2001-07-13,0.6323
2001-07-16,-0.8267
2001-07-17,0.6669
2001-07-18,-0.2981
2001-07-19,-2.7907
2001-07-20,-2.7683
2001-07-23,1.2654
2001-07-24,-0.1736
2001-07-25,-0.8693
2001-07-26,3.4374000000000002
2001-07-27,0.2035
2001-07-30,0.1692
2001-07-31,-0.4054
2001-08-01,-0.3731
2001-08-02,-22.7102
2001-08-03,1.9824000000000002
2001-08-06,0.2592
2001-08-07,0.8186
2001-08-08,0.9829
2001-08-09,0.931
2001-08-10,0.5031
2001-08-13,0.5423
2001-08-14,-1.4938
2001-08-15,-0.337
2001-08-16,1.3102
2001-08-17,-1.5019
2001-08-20,1.1012
2001-08-21,-1.5501
2001-08-22,0.1277
2001-08-23,1.19
2001-08-24,-0.042
2001-08-27,0.0
2001-08-28,-1.0924
2001-08-29,-0.4248
2001-08-30,-0.6399
2001-08-31,0.5582
2001-09-04,-0.2989
2001-09-05,0.5139
2001-09-06,-2.4286
2001-09-07,-3.1441
2001-09-10,0.4959
2001-09-17,-5.2939
2001-09-18,-0.7106
2001-09-19,0.1908
2001-09-20,-4.7619
2001-09-21,-6.35
2001-09-24,6.6738
2001-09-25,1.6517
2001-09-26,-0.0492
2001-09-27,6.0591
2001-09-28,3.1119
2001-10-01,-5.5856
2001-10-02,0.5725
2001-10-03,3.7476000000000003
2001-10-04,0.1829
2001-10-05,-3.1949
2001-10-08,-0.33
2001-10-09,2.1287
2001-10-10,-1.1116
2001-10-11,2.3419
2001-10-12,-1.6204
2001-10-15,2.4
2001-10-16,2.068
2001-10-17,-0.4953
2001-10-18,-0.6787
2001-10-19,-1.6856
2001-10-22,5.5607
2001-10-23,-3.029
2001-10-24,1.4485999999999999
2001-10-25,-0.7586
2001-10-26,3.3723
2001-10-29,-2.8708
2001-10-30,-0.5374
2001-10-31,-0.3602
2001-11-01,0.7682
2001-11-02,4.4395
2001-11-05,-0.5582
2001-11-06,-0.0864
2001-11-07,-0.4754
2001-11-08,0.2605
2001-11-09,-1.6024
2001-11-12,2.0687
2001-11-13,0.8624
2001-11-14,-0.8978
2001-11-15,0.3451
2001-11-16,1.5047000000000001
2001-11-19,2.0754
2001-11-20,-0.2905
2001-11-21,0.0832
2001-11-23,1.2474
2001-11-26,0.3696
2001-11-27,-0.2864
2001-11-28,-0.3693
2001-11-29,2.3476
2001-11-30,-1.0865
2001-12-03,-0.8137
2001-12-04,0.4102
2001-12-05,-2.0833
2001-12-06,-0.3338
2001-12-07,-1.6743000000000001
2001-12-10,0.8514
2001-12-11,-0.591
2001-12-12,-0.2972
2001-12-13,-2.4702
2001-12-14,1.6157
2001-12-17,0.5587
2001-12-18,0.4274
2001-12-19,2.0
2001-12-20,0.0417
2001-12-21,1.1259000000000001
2001-12-24,-1.6082
2001-12-26,1.425
2001-12-27,0.2066
2001-12-28,0.9485
2001-12-31,0.2859
2002-01-02,-2.2403
2002-01-03,0.5
2002-01-04,1.99
2002-01-07,-1.3820999999999999
2002-01-08,-0.0412
2002-01-09,0.4536
2002-01-10,0.5337
2002-01-11,-2.0008
2002-01-14,0.0417
2002-01-15,0.0416
2002-01-16,-0.1457
2002-01-17,1.0059
2002-01-18,-1.5352999999999999
2002-01-22,-1.2221
2002-01-23,-0.1706
2002-01-24,1.1966
2002-01-25,-0.1267
2002-01-28,0.2114
2002-01-29,-1.3924
2002-01-30,0.9414
2002-01-31,0.0
2002-02-01,0.0
2002-02-04,-0.8478
2002-02-05,-1.1971
2002-02-06,-0.5193
2002-02-07,0.174
2002-02-08,2.0842
2002-02-11,0.5955
2002-02-12,0.0423
2002-02-13,6.6779
2002-02-14,3.8035
2002-02-15,1.6031
2002-02-19,-2.1788
2002-02-20,0.768
2002-02-21,-1.9055
2002-02-22,-0.0389
2002-02-25,1.0493999999999999
2002-02-26,0.2692
2002-02-27,0.6904
2002-02-28,0.2667
2002-03-01,-0.152
2002-03-04,1.7123
2002-03-05,-0.1871
2002-03-06,0.5997
2002-03-07,0.5961
2002-03-08,0.1852
2002-03-11,-0.037
2002-03-12,-0.1849
2002-03-13,-0.0371
2002-03-14,0.9266
2002-03-15,1.1385
2002-03-18,-0.6899
2002-03-19,0.4753
2002-03-20,-1.1645
2002-03-21,1.9882
2002-03-22,0.7942
2002-03-25,-2.3281
2002-03-26,2.5303
2002-03-27,0.2504
2002-03-28,2.4616
2002-04-01,-0.0348
2002-04-02,-0.1393
2002-04-03,-3.3484
2002-04-04,4.0058
2002-04-05,0.2776
2002-04-08,0.4498
2002-04-09,0.6545
2002-04-10,0.7871
2002-04-11,-0.4244
2002-04-12,-0.2397
2002-04-15,0.7209
2002-04-16,0.9202
2002-04-17,0.9456
2002-04-18,-0.2676
2002-04-19,0.5367
2002-04-22,-0.9676
2002-04-23,-0.438
2002-04-24,-0.3046
2002-04-25,-0.611
2002-04-26,-1.7418
2002-04-29,-1.3208
2002-04-30,4.5791
2002-05-01,-1.2125
2002-05-02,0.716
2002-05-03,1.0833
2002-05-06,-2.5452
2002-05-07,-1.7182
2002-05-08,0.1748
2002-05-09,-1.9197
2002-05-10,-2.1708
2002-05-13,2.5464
2002-05-14,-0.674
2002-05-15,-0.9286
2002-05-16,-1.0094
2002-05-17,0.1092
2002-05-20,-2.4372
2002-05-21,-2.6846
2002-05-22,-0.3065
2002-05-23,2.8055
2002-05-24,-0.2617
2002-05-28,-2.2114
2002-05-29,1.6098
2002-05-30,0.4527
2002-05-31,0.4131
2002-06-03,-2.543
2002-06-04,-2.0721
2002-06-05,2.3119
2002-06-06,-1.5703
2002-06-07,1.4008
2002-06-10,1.3431
2002-06-11,-5.3389
2002-06-12,-1.56
2002-06-13,-2.1942
2002-06-14,-0.0415
2002-06-17,2.3275
2002-06-18,-0.2843
2002-06-19,-1.9959
2002-06-20,0.1663
2002-06-21,1.6183
2002-06-24,-3.92
2002-06-25,-1.4025
2002-06-26,0.0
2002-06-27,3.1034
2002-06-28,-0.0836
2002-07-01,1.8828
2002-07-02,-3.1211
2002-07-03,-1.3565
2002-07-05,2.7933
2002-07-08,0.3344
2002-07-09,-3.75
2002-07-10,-3.2035
2002-07-11,2.1243
2002-07-12,-2.7741
2002-07-15,0.0453
2002-07-16,-0.0453
2002-07-17,-3.4873
2002-07-18,-3.9417999999999997
2002-07-19,2.1983
2002-07-22,-2.7247
2002-07-23,-5.4054
2002-07-24,4.5195
2002-07-25,-0.7455
2002-07-26,3.1047
2002-07-29,6.7508
2002-07-30,2.2748
2002-07-31,-1.468
2002-08-01,2.7088
2002-08-02,0.1319
2002-08-05,-4.302
2002-08-06,4.2661
2002-08-07,2.9916
2002-08-08,6.2794
2002-08-09,1.3666
2002-08-12,0.119
2002-08-13,-2.297
2002-08-14,2.3105
2002-08-15,0.9509
2002-08-16,-2.237
2002-08-19,0.4416
2002-08-20,0.6795
2002-08-21,1.7864
2002-08-22,1.9501
2002-08-23,-2.4484
2002-08-26,1.0588
2002-08-27,-1.1253
2002-08-28,-2.5903
2002-08-29,2.2561999999999998
2002-08-30,-1.4184
2002-09-03,-1.5588
2002-09-04,0.203
2002-09-05,-3.4441
2002-09-06,3.1053
2002-09-09,0.814
2002-09-10,-0.3633
2002-09-11,0.4052
2002-09-12,-2.3406000000000002
2002-09-13,-0.3719
2002-09-16,0.7881
2002-09-17,-2.0576
2002-09-18,1.2605
2002-09-19,-4.1079
2002-09-20,0.7789
2002-09-23,-0.687
2002-09-24,-3.2425
2002-09-25,2.3235
2002-09-26,4.8908000000000005
2002-09-27,-2.04
2002-09-30,-2.1673999999999998
2002-10-01,3.3449
2002-10-02,-2.9424
2002-10-03,-1.126
2002-10-04,-0.6132
2002-10-07,-2.5562
2002-10-08,0.995
2002-10-09,-6.3144
2002-10-10,6.9551
2002-10-11,3.1011
2002-10-14,0.0436
2002-10-15,7.1895
2002-10-16,-3.5366
2002-10-17,2.4442
2002-10-18,-0.6582
2002-10-21,0.8696
2002-10-22,1.3957
2002-10-23,-0.9717
2002-10-24,-3.1071
2002-10-25,2.7426
2002-10-28,-2.3409
2002-10-29,-1.8082
2002-10-30,0.9422
2002-10-31,-1.6545999999999998
2002-11-01,-1.0785
2002-11-04,0.9158
2002-11-05,-1.3829
2002-11-06,1.4461
2002-11-07,-2.0734
2002-11-08,1.4557
2002-11-11,-1.913
2002-11-12,1.8617
2002-11-13,-2.0017
2002-11-14,3.9964
2002-11-15,-0.7686
2002-11-18,-1.8933
2002-11-19,-1.5789
2002-11-20,3.0303
2002-11-21,-0.173
2002-11-22,1.9064
2002-11-25,1.3605
2002-11-26,-2.0554
2002-11-27,1.7559
2002-11-29,-0.0421
2002-12-02,-1.3474
2002-12-03,-1.5365
2002-12-04,1.8639000000000001
2002-12-05,-2.2979
2002-12-06,1.9163999999999999
2002-12-09,-3.2051
2002-12-10,3.4879
2002-12-11,1.1092
2002-12-12,-1.8143
2002-12-13,-3.1371
2002-12-16,2.8394
2002-12-17,-0.2588
2002-12-18,-0.8651
2002-12-19,-1.6143
2002-12-20,2.1286
2002-12-23,-0.9987
2002-12-24,-0.0877
2002-12-26,2.8973
2002-12-27,-3.2423
2002-12-30,1.0141
2002-12-31,0.6984
2003-01-02,0.6935
2003-01-03,0.4305
2003-01-06,3.0862
2003-01-07,-1.6632
2003-01-08,-1.8605
2003-01-09,1.7665
2003-01-10,-0.508
2003-01-13,-0.1915
2003-01-14,1.8860000000000001
2003-01-15,-0.3786
2003-01-16,-2.9139
2003-01-17,0.5655
2003-01-21,-1.4273
2003-01-22,-3.7297000000000002
2003-01-23,1.2306
2003-01-24,-2.4764
2003-01-27,-2.3546
2003-01-28,2.5532
2003-01-29,-1.3831
2003-01-30,-2.5713
2003-01-31,2.8311
2003-02-03,-1.3999
2003-02-04,-5.0639
2003-02-05,-0.5484
2003-02-06,-2.807
2003-02-07,-2.0629
2003-02-10,-1.2638
2003-02-11,0.96
2003-02-12,-2.3772
2003-02-13,0.5952
2003-02-14,-1.1296
2003-02-18,0.0
2003-02-19,0.3808
2003-02-20,0.0
2003-02-21,1.4092
2003-02-24,-2.2448
2003-02-25,3.9913
2003-02-26,-1.3144
2003-02-27,2.8237
2003-02-28,2.7461
2003-03-03,-0.9581
2003-03-04,-0.0509
2003-03-05,-0.2547
2003-03-06,-2.5536
2003-03-07,1.4151
2003-03-10,-5.6848
2003-03-11,0.8219
2003-03-12,0.3261
2003-03-13,3.467
2003-03-14,0.7853
2003-03-17,2.0779
2003-03-18,-1.0178
2003-03-19,0.7712
2003-03-20,-0.8163
2003-03-21,4.5782
2003-03-24,-2.3609999999999998
2003-03-25,-1.1587
2003-03-26,0.1019
2003-03-27,-0.2546
2003-03-28,0.2552
2003-03-31,1.0692
2003-04-01,1.8639999999999999
2003-04-02,1.1375
2003-04-03,1.5648
2003-04-04,0.9629
2003-04-07,0.4769
2003-04-08,-0.2848
2003-04-09,-0.7139
2003-04-10,-0.4314
2003-04-11,-0.6018
2003-04-14,1.4133
2003-04-15,0.6728
2003-04-16,-1.3841999999999999
2003-04-17,0.8712
2003-04-21,1.7753999999999999
2003-04-22,4.9505
2003-04-23,-0.5391
2003-04-24,-1.3098
2003-04-25,-0.6865
2003-04-28,2.5346
2003-04-29,0.3596
2003-04-30,-0.6717
2003-05-01,3.6519
2003-05-02,3.3493
2003-05-05,-0.7576
2003-05-06,-1.1874
2003-05-07,-2.103
2003-05-08,-1.7098
2003-05-09,2.8992
2003-05-12,1.5171000000000001
2003-05-13,-0.9394
2003-05-14,1.8103
2003-05-15,-0.0847
2003-05-16,-2.9661
2003-05-19,-1.179
2003-05-20,1.5024
2003-05-21,-3.3522
2003-05-22,0.9009
2003-05-23,0.4911
2003-05-27,-2.7099
2003-05-28,-0.1826
2003-05-29,0.5489
2003-05-30,0.5914
2003-06-02,0.9498
2003-06-03,-0.7168
2003-06-04,0.8123
2003-06-05,0.7162
2003-06-06,-0.6222
2003-06-09,-1.1628
2003-06-10,0.6335
2003-06-11,-0.4496
2003-06-12,1.1292
2003-06-13,-0.402
2003-06-16,2.3318
2003-06-17,0.4382
2003-06-18,0.0873
2003-06-19,-2.4847
2003-06-20,1.0729
2003-06-23,-1.4153
2003-06-24,0.5832
2003-06-25,-0.0892
2003-06-26,1.1161
2003-06-27,0.0
2003-06-30,0.6623
2003-07-01,-1.7105000000000001
2003-07-02,0.2677
2003-07-03,0.5785
2003-07-07,0.9735
2003-07-08,3.2428
2003-07-09,0.764
2003-07-10,-3.5805
2003-07-11,0.8519
2003-07-14,0.8711
2003-07-15,1.5544
2003-07-16,-0.8078
2003-07-17,-0.3429
2003-07-18,0.9462
2003-07-21,-1.2782
2003-07-22,-0.1295
2003-07-23,-0.3457
2003-07-24,-0.5204
2003-07-25,0.3923
2003-07-28,0.4342
2003-07-29,-0.9079
2003-07-30,0.5236
2003-07-31,-0.6076
2003-08-01,-1.0917
2003-08-04,-3.7528
2003-08-05,0.0917
2003-08-06,0.0917
2003-08-07,-0.6868
2003-08-08,1.1065
2003-08-11,-2.5536
2003-08-12,0.5615
2003-08-13,-0.6515
2003-08-14,1.452
2003-08-15,-0.1847
2003-08-18,0.4163
2003-08-19,1.1515
2003-08-20,-0.1366
2003-08-21,0.0
2003-08-22,-2.3256
2003-08-25,0.8403
2003-08-26,0.3241
2003-08-27,-0.6922
2003-08-28,1.0223
2003-08-29,0.644
2003-09-02,0.5484
2003-09-03,0.9091
2003-09-04,0.0
2003-09-05,0.1351
2003-09-08,1.2146
2003-09-09,0.0
2003-09-10,0.4889
2003-09-11,0.1327
2003-09-12,-0.3534
2003-09-15,0.0443
2003-09-16,0.0443
2003-09-17,-0.5757
2003-09-18,0.4009
2003-09-19,-0.5324
2003-09-22,-0.0892
2003-09-23,0.4018
2003-09-24,-1.7341
2003-09-25,-0.4977
2003-09-26,-0.6821
2003-09-29,0.9615
2003-09-30,-1.3605
2003-10-01,1.2414
2003-10-02,0.1817
2003-10-03,0.6346
2003-10-06,-0.4054
2003-10-07,-0.2714
2003-10-08,1.4966
2003-10-09,-0.5362
2003-10-10,-0.876
2003-10-13,1.9143
2003-10-14,1.2522
2003-10-15,0.4417
2003-10-16,-0.3958
2003-10-17,-0.2208
2003-10-20,-0.6637
2003-10-21,0.6236
2003-10-22,-0.8411
2003-10-23,-0.7143
2003-10-24,-1.6637
2003-10-27,2.0119
2003-10-28,0.0448
2003-10-29,-0.3136
2003-10-30,0.2247
2003-10-31,-0.1345
2003-11-03,1.6165
2003-11-04,1.5908
2003-11-05,-0.7829
2003-11-06,1.1837
2003-11-07,2.4697
2003-11-10,-1.0571
2003-11-11,0.0855
2003-11-12,0.427
2003-11-13,-0.4677
2003-11-14,0.1282
2003-11-17,-1.3225
2003-11-18,0.2162
2003-11-19,1.3805
2003-11-20,0.766
2003-11-21,-0.1689
2003-11-24,0.846
2003-11-25,1.3003
2003-11-26,1.8634
2003-11-28,-0.3252
2003-12-01,1.4274
2003-12-02,-0.2413
2003-12-03,0.2418
2003-12-04,0.5629
2003-12-05,-0.04
2003-12-08,1.8
2003-12-09,-0.3536
2003-12-10,-0.7492
2003-12-11,0.9535
2003-12-12,-0.3148
2003-12-15,0.8291
2003-12-16,0.8614
2003-12-17,-1.4363000000000001
2003-12-18,1.4573
2003-12-19,-0.6599
2003-12-22,1.3677000000000001
2003-12-23,-0.6939
2003-12-24,0.7376
2003-12-26,0.0
2003-12-29,1.4258
2003-12-30,1.0638
2003-12-31,-0.5263
2004-01-02,-0.0378
2004-01-05,2.6465
2004-01-06,0.6998
2004-01-07,-0.8047
2004-01-08,0.7743
2004-01-09,-0.1098
2004-01-12,-1.2088
2004-01-13,-0.5376
2004-01-14,0.5618
2004-01-15,0.5959
2004-01-16,1.9992999999999999
2004-01-20,1.343
2004-01-21,-1.4685000000000001
2004-01-22,-0.727
2004-01-23,0.476
2004-01-26,1.4213
2004-01-27,0.2875
2004-01-28,0.7524
2004-01-29,0.9957
2004-01-30,0.7746
2004-02-02,1.5373999999999999
2004-02-03,0.0688
2004-02-04,-0.9285
2004-02-05,-0.9719
2004-02-06,1.6474
2004-02-09,2.0
2004-02-10,0.0
2004-02-11,0.5409
2004-02-12,-1.2777
2004-02-13,0.0341
2004-02-17,1.4641
2004-02-18,1.5436
2004-02-19,-0.7931
2004-02-20,0.2665
2004-02-23,-0.3654
2004-02-24,-0.6335
2004-02-25,0.2685
2004-02-26,0.9705
2004-02-27,-0.2983
2004-03-01,0.3989
2004-03-02,0.0993
2004-03-03,0.3639
2004-03-04,0.791
2004-03-05,0.8502
2004-03-08,-1.5564
2004-03-09,0.2635
2004-03-10,-1.2812000000000001
2004-03-11,-3.0283
2004-03-12,0.8236
2004-03-15,-2.9952
2004-03-16,0.9474
2004-03-17,1.008
2004-03-18,0.9979
2004-03-19,0.2726
2004-03-22,-3.8396
2004-03-23,0.0
2004-03-24,0.0
2004-03-25,3.2155
2004-03-26,-0.3081
2004-03-29,1.6484
2004-03-30,1.5203
2004-03-31,-0.7321
2004-04-01,3.3188
2004-04-02,0.0324
2004-04-05,0.1946
2004-04-06,-2.0719
2004-04-07,-0.1983
2004-04-08,-0.2981
2004-04-12,0.7641
2004-04-13,-1.1045
2004-04-14,0.067
2004-04-15,-0.1338
2004-04-16,0.7705
2004-04-19,0.133
2004-04-20,-1.6600000000000001
2004-04-21,0.9453
2004-04-22,1.2709
2004-04-23,-0.4954
2004-04-26,-0.2655
2004-04-27,1.5641
2004-04-28,-0.7864
2004-04-29,0.1651
2004-04-30,1.2199
2004-05-03,-0.9772
2004-05-04,0.5921
2004-05-05,0.5559
2004-05-06,-0.878
2004-05-07,-0.7874
2004-05-10,-1.0582
2004-05-11,0.3008
2004-05-12,0.4332
2004-05-13,-0.5309
2004-05-14,-0.2335
2004-05-17,-1.4376
2004-05-18,0.3053
2004-05-19,-0.9131
2004-05-20,0.2048
2004-05-21,0.0
2004-05-24,0.0341
2004-05-25,-0.3405
2004-05-26,0.5808
2004-05-27,1.9022000000000001
2004-05-28,0.7
2004-06-01,-0.1986
