ticker,DFHL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-13,2400.0
2008-09-15,-20.0
2009-04-27,725.0
2009-04-28,5.4545
2009-05-04,1.7241
2009-05-29,8.4746
2009-06-01,-12.5
2009-06-02,-5.3571
2009-06-03,-3.7736
2009-06-05,-41.1765
2009-06-09,0.0
2009-06-10,-33.3333
2009-06-11,0.0
2009-06-12,-15.0
2009-06-15,47.0588
2009-06-16,0.0
2009-06-17,20.0
2009-06-19,0.0
2009-06-22,0.0
2009-06-23,-6.6667
2009-06-24,25.0
2009-06-25,-32.8571
2009-06-26,-2.1277
2009-06-29,-8.6957
2009-06-30,9.5238
2009-07-01,-39.1304
2009-07-02,7.1429
2009-07-06,-20.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-09,16.6667
2009-07-10,3.5714
2009-07-13,-24.1379
2009-07-14,0.0
2009-07-15,-18.1818
2009-07-16,0.0
2009-07-17,0.0
2009-07-20,27.7778
2009-07-21,13.0435
2009-07-22,-7.6923
2009-07-23,83.3333
2009-07-24,0.0
2009-07-27,0.0
2009-07-28,9.0909
2009-07-29,-16.6667
2009-07-30,-10.0
2009-07-31,38.8889
2009-08-03,-12.0
2009-08-04,0.0
2009-08-05,-13.6364
2009-08-06,-31.5789
2009-08-07,0.0
2009-08-10,0.0
2009-08-11,-23.0769
2009-08-13,20.0
2009-08-14,-25.0
2009-08-17,-4.4444
2009-08-18,-6.9767
2009-08-19,0.0
2009-08-20,0.0
2009-08-21,20.0
2009-08-24,14.5833
2009-08-25,-27.2727
2009-08-27,-12.5
2009-08-28,42.8571
2009-08-31,-30.0
2009-09-03,0.0
2009-09-04,0.0
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,35.7143
2009-09-11,5.2632
2009-09-14,-5.0
2009-09-16,0.0
2009-09-18,15.7895
2009-09-21,0.0
2009-09-22,-22.7273
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,0.0
2009-09-28,0.0
2009-09-29,41.1765
2009-09-30,-0.8333
2009-10-06,-21.8487
2009-10-07,-1.0753
2009-10-12,-34.7826
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,16.6667
2009-10-19,-14.2857
2009-10-20,16.6667
2009-10-22,28.5714
2009-10-26,-11.1111
2009-10-27,18.75
2009-10-28,-45.2632
2009-10-29,71.1538
2009-11-04,0.0
2009-11-05,0.0
2009-11-09,-10.1124
2009-11-10,-25.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-16,0.0
2009-11-17,0.0
