ticker,CRSA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-04-25,0.0
2019-04-26,0.0
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-06,0.0
2019-05-07,-0.0309
2019-05-08,-0.0722
2019-05-09,0.0
2019-05-13,0.1022
2019-05-15,0.001
2019-05-17,-0.1031
2019-05-21,0.1032
2019-05-22,0.0
2019-05-23,-0.001
2019-05-28,0.001
2019-06-07,0.2062
2019-06-10,-0.2058
2019-06-11,0.1031
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.6179
2019-06-18,0.1024
2019-06-21,0.2045
2019-06-24,0.2041
2019-06-26,-0.2037
2019-06-27,0.3061
2019-06-28,-0.8138
2019-07-02,0.2051
2019-07-03,0.3071
2019-07-08,-0.4082
2019-07-09,0.0
2019-07-10,0.4098
2019-07-16,-0.2041
2019-07-23,0.2045
2019-07-24,0.0
2019-08-02,0.0
2019-08-06,-0.3061
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,0.3071
2019-08-13,0.0
2019-08-14,0.5102
2019-08-15,0.0
2019-08-16,-0.8122
2019-08-19,0.4094
2019-08-20,0.4077
2019-08-30,0.0
2019-09-11,-0.203
2019-09-12,0.2035
2019-09-13,-0.1015
2019-09-17,-0.1016
2019-09-20,0.0
2019-09-23,0.2035
2019-09-25,0.0
2019-09-27,0.5076
2019-10-02,-0.2444
2019-10-07,-0.4638
2019-10-17,0.3052
2019-10-23,-0.1014
2019-10-24,0.5076
2019-10-25,0.202
2019-10-28,-0.2016
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.101
2019-11-04,-0.1009
2019-11-05,0.101
2019-11-06,-0.3027
2019-11-07,0.0
2019-11-11,0.2024
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.101
2019-11-15,-0.1009
2019-11-18,0.101
2019-11-19,0.0
2019-11-20,0.0
2019-11-22,0.1009
2019-11-25,-0.6048
2019-12-02,0.8114
2019-12-09,0.0
2019-12-10,0.1006
2019-12-12,0.201
2019-12-16,0.1003
2019-12-17,0.2004
2019-12-18,0.0
2019-12-19,0.2
2019-12-20,0.0
2020-01-02,-0.1996
2020-01-06,0.0
2020-01-09,0.1
2020-01-13,0.1389
2020-01-14,0.0609
2020-01-15,0.0
2020-01-16,0.0997
2020-01-17,0.2988
2020-01-21,-0.001
2020-01-22,0.1003
2020-01-23,0.0
2020-01-24,0.0099
2020-01-29,-0.0873
2020-01-30,0.4746
2020-01-31,0.0
2020-02-03,0.1976
2020-02-04,-0.3945
2020-02-05,0.198
2020-02-11,0.1008
2020-02-12,0.1955
2020-02-13,-0.2956
2020-02-18,0.0988
2020-02-19,0.1974
2020-02-20,0.0
2020-02-21,0.0
2020-02-24,0.0985
2020-02-25,0.0984
2020-02-27,-0.885
2020-02-28,0.3968
2020-03-02,-0.6917
2020-03-03,0.0
2020-03-04,0.0
2020-03-09,-0.398
2020-03-10,0.0999
2020-03-11,-0.499
2020-03-12,-0.7021
2020-03-13,-0.5051
2020-03-16,-3.0457
2020-03-17,1.466
2020-03-18,-1.0382
2020-03-19,-0.8801
2020-03-20,0.9995
2020-03-24,0.7292
2020-03-25,1.4478
2020-03-26,0.9174
2020-03-30,-0.404
2020-03-31,-0.1014
2020-04-01,-0.203
2020-04-02,0.7121
2020-04-03,0.303
2020-04-06,-1.1078000000000001
2020-04-08,0.8147
2020-04-09,1.0101
2020-04-13,-1.199
2020-04-14,0.6063
2020-04-17,0.3018
2020-04-20,-0.1003
2020-04-21,0.1004
2020-04-22,-0.5015
2020-04-23,0.3024
2020-04-24,0.1005
2020-04-27,0.0
2020-04-28,-0.1004
2020-04-29,0.0
2020-05-04,-0.1005
2020-05-05,0.1006
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,-0.402
2020-05-11,0.1009
2020-05-12,0.2016
2020-05-13,-0.2012
2020-05-14,0.2016
2020-05-15,0.1006
2020-05-18,0.0
2020-05-19,-0.201
2020-05-21,0.1007
2020-05-26,0.0
2020-05-27,0.2012
2020-05-28,-0.2008
2020-05-29,0.0
2020-06-02,0.3018
2020-06-03,0.3009
2020-06-04,0.0
2020-06-05,-0.05
2020-06-08,-0.1501
2020-06-09,0.2004
2020-06-10,-0.1
2020-06-11,0.5506
2020-06-12,-0.3534
2020-06-15,0.6983
2020-06-16,0.2044
2020-06-17,-0.297
2020-06-18,0.2979
2020-06-19,0.5941
2020-06-22,17.7165
2020-06-23,-4.9331
2020-06-24,-7.2999
2020-06-25,0.2846
2020-06-26,-0.0946
2020-06-29,-1.3258
2020-06-30,0.3839
2020-07-01,-1.434
2020-07-02,0.7759
2020-07-06,-0.5775
2020-07-07,-0.1936
2020-07-08,-0.485
2020-07-09,-0.3899
2020-07-10,0.0978
2020-07-13,0.1466
2020-07-14,-0.1464
2020-07-15,0.4888
2020-07-16,0.1946
2020-07-17,-0.1942
2020-07-20,-0.4864
2020-07-21,0.782
2020-07-22,-0.582
2020-07-23,-0.1951
2020-07-24,0.5865
2020-07-27,-0.7775
2020-07-28,0.1959
2020-07-29,0.0
2020-07-30,-0.2933
2020-07-31,-0.4902
