ticker,VALV US Equity
2009-04-30,0.0
2009-05-01,-7.4938
2009-05-06,32.4235
2009-05-07,-10.2041
2009-05-11,0.0
2009-05-12,0.0
2009-05-15,0.0
2009-05-18,15.9091
2009-05-19,0.0
2009-05-20,7.8431
2009-05-21,-3.6364
2009-05-22,3.3962
2009-05-26,0.365
2009-05-27,-1.8182
2009-05-28,1.8519
2009-05-29,0.0
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,1.8182
2009-06-04,0.7143
2009-06-08,2.8369
2009-06-09,0.0
2009-06-12,-3.4483
2009-06-15,0.0
2009-06-16,-1.7856999999999998
2009-06-17,0.0
2009-06-19,1.8182
2009-06-22,0.0
2009-06-23,-1.7856999999999998
2009-06-24,3.6364
2009-06-25,0.0
2009-06-26,1.4035
2009-06-29,0.0
2009-06-30,0.0
2009-07-01,2.0761
2009-07-06,0.0
2009-07-09,-1.6949
2009-07-10,0.0
2009-07-14,-1.7241
2009-07-15,0.0
2009-07-21,5.2632
2009-07-23,0.0
2009-07-30,5.6667
2009-07-31,2.5237
2009-08-03,3.0769
2009-08-04,2.9851
2009-08-05,4.3478
2009-08-06,0.0
2009-08-07,0.0
2009-08-10,2.5
2009-08-11,1.626
2009-08-13,-2.6667
2009-08-14,0.0
2009-08-17,-1.3699
2009-08-18,1.3889
2009-08-19,-4.3836
2009-08-20,4.5845
2009-08-21,0.0
2009-08-24,4.1096
2009-08-26,-2.6316
2009-08-27,4.0541
2009-08-28,-0.2597
2009-09-01,-7.5521
2009-09-02,0.0
2009-09-03,1.4085
2009-09-04,2.2222
2009-09-09,-2.1739
2009-09-11,0.0
2009-09-14,2.7778
2009-09-15,-1.3514
2009-09-16,-1.3699
2009-09-17,2.7778
2009-09-21,0.0
2009-09-22,0.0
2009-09-24,0.0
2009-09-25,0.0
2009-09-28,1.3514
2009-09-29,-1.3333
2009-09-30,0.0
2009-10-01,-2.7027
2009-10-02,2.7778
2009-10-05,0.0
2009-10-06,1.3514
2009-10-07,2.6667
2009-10-08,6.4935
2009-10-09,-1.7073
2009-10-12,0.4963
2009-10-13,-0.4938
2009-10-15,6.6998
2009-10-16,4.6512
2009-10-19,-1.1111
2009-10-20,3.3708
2009-10-21,2.1739
2009-10-22,0.0
2009-10-23,-1.0638
2009-10-27,1.0753
2009-10-28,-1.0638
2009-10-29,-3.2258
2009-10-30,-5.5556
2009-11-02,4.7059
2009-11-03,0.2247
2009-11-05,0.0
2009-11-06,-2.4664
2009-11-09,3.4483
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,2.2222
2009-11-16,0.0
2009-11-17,1.087
2009-11-18,6.4516
2009-11-19,1.0101
2009-11-20,-2.0
2009-11-23,2.0408
2009-11-25,-3.0
2009-11-30,-3.0928
2009-12-01,1.0638
2009-12-02,-0.8421
2009-12-04,1.9108
2009-12-07,0.4167
2009-12-08,2.6971
2009-12-09,-1.0101
2009-12-10,-4.0816
2009-12-15,5.3191
2009-12-16,0.6061
2009-12-17,-1.4056
2009-12-21,-0.2037
2009-12-22,15.3061
2009-12-23,-11.5044
2009-12-24,0.0
2009-12-28,4.0
2009-12-29,-0.7692
2009-12-30,1.7418
2009-12-31,-1.9024
2010-01-04,4.5898
2010-01-05,5.8202
2010-01-06,8.5989
2010-01-07,0.0
2010-01-08,19.2246
2010-01-11,10.1626
2010-01-12,9.8401
2010-01-13,-2.0157
2010-01-14,3.4286
2010-01-15,-0.442
2010-01-19,-6.2153
2010-01-20,2.9586
2010-01-21,-6.5503
2010-01-22,-7.626
2010-01-25,6.2566
2010-01-26,-14.787
2010-01-27,-8.8235
2010-01-28,-2.7419000000000002
2010-01-29,0.1658
2010-02-01,12.5828
2010-02-02,14.4118
2010-02-03,9.8972
2010-02-04,-8.419599999999999
2010-02-05,-3.3221
2010-02-08,9.3791
2010-02-09,10.5072
2010-02-10,-2.1858
2010-02-11,-0.5587
2010-02-12,10.6742
2010-02-16,1.014
2010-02-17,-0.7023
2010-02-18,-1.8206
2010-02-19,1.5451000000000001
2010-02-22,-2.0305
2010-02-23,-11.9171
2010-02-24,-4.3529
2010-02-25,3.8115
2010-02-26,7.5845
2010-03-01,6.2775
2010-03-02,-0.6218
2010-03-03,-5.1095
2010-03-04,0.0
2010-03-05,-0.1099
2010-03-08,2.8603
2010-03-09,-1.1751
2010-03-10,-2.1658
2010-03-11,-0.4425
2010-03-12,6.1111
2010-03-15,-0.5236
2010-03-16,-8.8408
2010-03-17,-1.9645000000000001
2010-03-18,-5.7715
2010-03-19,4.375
2010-03-22,-0.2395
2010-03-23,-4.5618
2010-03-24,1.2579
2010-03-25,0.2484
2010-03-26,1.6109
2010-03-29,-4.878
2010-03-30,2.1779
2010-03-31,1.6327
2010-04-01,1.1096
2010-04-05,3.5425
2010-04-06,-0.1179
2010-04-07,2.1250999999999998
2010-04-08,-2.5434
2010-04-09,-2.3725
2010-04-12,6.8044
2010-04-13,-6.3709
2010-04-14,-0.6075
2010-04-15,-2.2005
2010-04-16,3.125
2010-04-19,-3.2727
2010-04-20,2.7569
2010-04-21,3.2927
2010-04-22,1.771
2010-04-23,-0.6961
2010-04-26,2.2313
2010-04-27,-4.011
2010-04-28,-1.1905000000000001
2010-04-29,0.8434
2010-04-30,1.1947
2010-05-03,-2.0056
2010-05-04,-1.4473
2010-05-05,1.467
2010-05-06,-3.3735
2010-05-07,0.625
2010-05-10,2.8485
2010-05-11,-1.9277
2010-05-12,0.0
2010-05-13,0.1229
2010-05-14,-0.2454
2010-05-17,0.492
2010-05-18,0.2448
2010-05-19,-1.7094
2010-05-20,-5.8385
2010-05-21,0.9235
2010-05-24,4.5752
2010-05-25,-5.0
2010-05-26,5.2763
2010-05-27,3.1121
2010-05-28,6.4242
2010-06-01,-2.0501
2010-06-02,-0.1163
2010-06-03,1.1641
2010-06-04,-4.7181
2010-06-07,-2.4683
2010-06-08,0.599
2010-06-09,0.32
2010-06-10,0.6135
2010-06-11,3.657
2010-06-14,-4.7045
2010-06-15,2.4691
2010-06-16,0.1205
2010-06-17,-0.1203
2010-06-18,-0.241
2010-06-21,-1.6907999999999999
2010-06-22,-0.1213
2010-06-23,1.9665
2010-06-24,-2.5332
2010-06-25,-1.1139000000000001
2010-06-28,5.632
2010-06-29,-0.1185
2010-06-30,-2.9656000000000002
2010-07-01,-1.2225
2010-07-02,-0.2475
2010-07-06,-1.7354
2010-07-07,-1.5167000000000002
2010-07-08,-5.2564
2010-07-09,-3.3829000000000002
2010-07-12,-4.7619
2010-07-13,-1.1764999999999999
2010-07-14,-3.2738
2010-07-15,-3.0769
2010-07-16,-1.5873
2010-07-19,-1.4516
2010-07-20,7.2013
2010-07-21,-1.5267
2010-07-22,8.5252
2010-07-23,7.1448
2010-07-26,8.2667
2010-07-27,2.2167
2010-07-28,0.0
2010-07-29,0.241
2010-07-30,2.0433
2010-08-02,-1.649
2010-08-03,-2.7545
2010-08-04,-0.2463
2010-08-05,-1.8519
2010-08-06,0.0
2010-08-09,0.6289
2010-08-10,-5.0
2010-08-11,-0.6579
2010-08-12,1.9868000000000001
2010-08-13,0.9351
2010-08-16,-3.2424
2010-08-17,-0.9309
2010-08-18,-2.6846
2010-08-19,-0.5517
2010-08-20,0.0
2010-08-23,1.387
2010-08-24,-3.8304
2010-08-25,-2.8449999999999998
2010-08-26,8.7829
2010-08-27,-0.4021
2010-08-30,-4.0541
2010-08-31,2.1127
2010-09-01,0.4138
2010-09-02,-1.1221
2010-09-03,-0.2405
2010-09-07,0.6824
2010-09-08,3.8728
2010-09-10,-3.4621
2010-09-13,3.0345
2010-09-14,-2.9451
2010-09-15,-1.7931
2010-09-16,4.382
2010-09-17,2.2605
2010-09-20,-6.3158
2010-09-21,-1.6854
2010-09-22,-4.2857
2010-09-23,0.0
2010-09-24,-1.4925
2010-09-27,1.5152
2010-09-28,2.6866
2010-09-29,-6.1047
2010-09-30,-0.9288
2010-10-01,0.0
2010-10-04,-0.7813
2010-10-05,10.2362
2010-10-06,-6.5027
2010-10-07,-0.6847
2010-10-08,-0.3077
2010-10-11,-2.6235
2010-10-12,1.3629
2010-10-13,-3.0644
2010-10-14,0.7258
2010-10-15,-3.6029
2010-10-18,2.1595
2010-10-19,-0.4878
2010-10-20,1.3072
2010-10-21,-1.7097
2010-10-22,2.724
2010-10-25,-11.6613
2010-10-26,2.3508
2010-10-27,2.8269
2010-10-28,-2.9210000000000003
2010-10-29,10.9735
2010-11-01,-3.5088
2010-11-02,0.0
2010-11-03,4.1322
2010-11-04,-5.8065
2010-11-05,-2.75
2010-11-08,3.9680999999999997
2010-11-09,3.8313
2010-11-10,2.6856
2010-11-11,2.3887
2010-11-12,0.9924
2010-11-15,3.2502
2010-11-16,-7.0278
2010-11-17,3.1496
2010-11-18,6.8702
2010-11-19,-7.0
2010-11-22,4.4547
2010-11-23,4.5588
2010-11-24,-1.2658
2010-11-26,-1.4245
2010-11-29,0.7225
2010-11-30,-6.7432
2010-12-01,-0.4615
2010-12-02,-5.1777
2010-12-03,3.3415
2010-12-06,0.7886
2010-12-07,1.4085
2010-12-08,-1.6975
2010-12-09,-2.3548
2010-12-10,-4.1801
2010-12-13,4.3624
2010-12-14,-3.3762
2010-12-15,0.0135
2010-12-16,-0.1799
2010-12-17,-1.8333
2010-12-20,-0.5093
2010-12-21,0.6826
2010-12-22,-0.8475
2010-12-23,-1.0256
2010-12-27,1.3817
2010-12-28,0.6814
2010-12-29,-0.846
2010-12-30,1.8771
2010-12-31,-3.8526
2011-01-03,2.6132
2011-01-04,2.3769
2011-01-05,-1.99
2011-01-06,-0.1692
2011-01-07,-0.5085
2011-01-10,0.5111
2011-01-11,1.0169
2011-01-12,-0.8389
2011-01-13,0.5076
2011-01-14,-1.6835
2011-01-18,-0.6849
2011-01-19,-1.5345
2011-01-20,-2.2938
2011-01-21,-2.1505
2011-01-24,0.1832
2011-01-25,-0.9141
2011-01-26,-0.369
2011-01-27,0.1852
2011-01-28,-0.1848
2011-01-31,0.0
2011-02-01,-1.6667
2011-02-02,-3.5782
2011-02-03,-0.3906
2011-02-04,-0.9804
2011-02-07,0.9901
2011-02-08,1.9607999999999999
2011-02-09,-0.5769
2011-02-10,3.4816
2011-02-11,7.6636
2011-02-14,-1.3889
2011-02-15,-1.4107
2011-02-16,-1.4264000000000001
2011-02-17,-1.4493
2011-02-18,0.7537
2011-02-22,3.0834
2011-02-23,-2.1239
2011-02-24,1.2658
2011-02-25,0.5357
2011-02-28,-0.5329
2011-03-01,-5.3571
2011-03-02,-0.9434
2011-03-03,4.1905
2011-03-04,1.4625
2011-03-07,0.8986
2011-03-08,3.9309
2011-03-09,-0.857
2011-03-10,-1.2153
2011-03-11,-0.7039
2011-03-14,0.5323
2011-03-15,1.5795
2011-03-16,-3.2851
2011-03-17,-13.7746
2011-03-18,5.6017
2011-03-21,-1.1788
2011-03-22,1.1904
2011-03-23,-1.5668
2011-03-24,-3.196
2011-03-25,-3.7088
2011-03-28,-10.9232
2011-03-29,-9.8558
2011-03-30,0.8
2011-03-31,3.9683
2011-04-01,-3.5623
2011-04-04,-4.0897
2011-04-05,-3.989
2011-04-06,-4.3266
2011-04-07,-2.6654999999999998
2011-04-08,-3.0769
2011-04-11,-6.0317
2011-04-12,1.6892
2011-04-13,0.0
2011-04-14,-0.6645
2011-04-15,0.0
2011-04-18,1.3378
2011-04-19,-0.9901
2011-04-20,11.0
2011-04-21,-2.4024
2011-04-25,-5.8462
2011-04-26,2.6144
2011-04-27,-2.5478
2011-04-28,5.2288
2011-04-29,2.4845
2011-05-02,-0.6061
2011-05-03,-3.9634
2011-05-04,-4.7619
2011-05-05,0.6667
2011-05-06,2.3179
2011-05-09,2.2654
2011-05-10,-2.2152
2011-05-11,2.2654
2011-05-12,0.0
2011-05-13,-2.8481
2011-05-16,-5.8632
2011-05-17,-1.0381
2011-05-18,3.4965
2011-05-19,1.3514
2011-05-20,0.0
2011-05-23,-1.0
2011-05-24,-3.367
2011-05-25,-2.439
2011-05-26,4.2857
2011-05-27,-2.0548
2011-05-31,-1.3986
2011-06-01,-4.6099
2011-06-02,-3.3457
2011-06-03,-5.7692
2011-06-06,-2.449
2011-06-07,-2.9289
2011-06-08,-12.931000000000001
2011-06-09,-0.9901
2011-06-10,-3.5
2011-06-13,-9.8446
2011-06-14,2.2989
2011-06-15,-9.5506
2011-06-16,-3.1056
2011-06-17,-3.2051
2011-06-20,-0.6623
2011-06-21,6.0
2011-06-22,-0.6289
2011-06-23,-4.4304
2011-06-24,-1.5025
2011-06-27,-0.4917
2011-06-28,-4.0541
2011-06-29,-8.4507
2011-06-30,1.5385
2011-07-01,-3.5747999999999998
2011-07-05,4.493
2011-07-06,17.2932
2011-07-07,-8.3333
2011-07-08,-1.3986
2011-07-11,1.4184
2011-07-12,2.7972
2011-07-13,39.455799999999996
2011-07-14,14.6341
2011-07-15,11.9149
2011-07-18,31.1787
2011-07-19,-1.4493
2011-07-20,-11.7647
2011-07-21,-6.0
2011-07-22,0.3546
2011-07-25,-4.2403
2011-07-26,6.6421
2011-07-27,-8.9965
2011-07-28,-4.1825
2011-07-29,-7.1429
2011-08-01,-10.2564
2011-08-02,-5.7143
2011-08-03,2.5253
2011-08-04,-9.3596
2011-08-05,6.5217
2011-08-08,-10.7143
2011-08-09,1.7143000000000002
2011-08-10,-10.1124
2011-08-11,-3.75
2011-08-12,5.1948
2011-08-15,35.1852
2011-08-16,-9.1324
2011-08-17,10.5528
2011-08-18,-7.2727
2011-08-19,-1.9607999999999999
2011-08-22,0.0
2011-08-23,-6.0
2011-08-24,-6.9149
2011-08-25,5.7143
2011-08-26,-2.1622
2011-08-29,7.1823
2011-08-30,7.732
2011-08-31,-1.9139
2011-09-01,-7.8049
2011-09-02,0.5291
2011-09-06,-1.5789
2011-09-07,1.0695000000000001
2011-09-08,-3.1746
2011-09-09,-2.1858
2011-09-12,3.9106
2011-09-13,0.5376
2011-09-14,6.9519
2011-09-15,1.5
2011-09-16,-2.9557
2011-09-19,-42.132
2011-09-20,-4.386
2011-09-21,-6.422
2011-09-22,-10.7843
2011-09-23,3.2967
2011-09-26,0.0
2011-09-27,15.9574
2011-09-28,-12.8326
2011-09-29,-0.0132
2011-09-30,-2.9474
2011-10-03,-4.5553
2011-10-04,-3.4091
2011-10-05,0.0
2011-10-06,10.5882
2011-10-07,-5.3191
2011-10-10,3.3708
2011-10-11,2.1739
2011-10-12,4.2553
2011-10-13,-9.1837
2011-10-14,1.1236
2011-10-17,-7.7778
2011-10-18,-1.2048
2011-10-19,2.439
2011-10-20,3.5714
2011-10-21,4.5977
2011-10-24,-3.2967
2011-10-25,-0.554
2011-10-26,-2.871
2011-10-27,-2.3529
2011-10-28,7.8313
2011-10-31,-3.9106
2011-11-01,-3.4884
2011-11-02,6.0392
2011-11-03,3.3944
2011-11-04,-3.8462
2011-11-07,2.9857
2011-11-08,8.7529
2011-11-09,-10.2041
2011-11-10,-20.4545
2011-11-11,-15.2857
2011-11-14,1.3491
2011-11-15,11.4809
2011-11-16,-7.4627
2011-11-17,-4.8387
2011-11-18,6.7797
2011-11-21,-4.7619
2011-11-22,1.6667
2011-11-23,-1.6393
2011-11-25,-6.6667
2011-11-28,14.2857
2011-11-29,-3.125
2011-11-30,6.4516
2011-12-01,0.0
2011-12-02,-4.5455
2011-12-05,4.7619
2011-12-06,-1.4962
2011-12-07,13.824300000000001
2011-12-08,-5.4054
2011-12-09,4.2857
2011-12-12,8.9041
2011-12-13,-9.1824
2011-12-14,3.8781
2011-12-15,-6.5167
2011-12-16,-3.7262
2011-12-19,0.7593
2011-12-20,-2.4168
2011-12-21,-2.0623
2011-12-22,7.5385
2011-12-23,-7.01
2011-12-27,-1.5385
2011-12-28,-0.7813
2011-12-29,-5.5118
2011-12-30,5.0
2012-01-03,14.2857
2012-01-04,-1.1806
2012-01-05,6.8166
2012-01-06,2.648
2012-01-09,4.6146
2012-01-10,1.7001
2012-01-11,3.012
2012-01-12,-2.924
2012-01-13,-7.2289
2012-01-17,3.8961
2012-01-18,2.5
2012-01-19,-1.1585
2012-01-20,-1.0487
2012-01-23,2.2444
2012-01-24,-4.878
2012-01-25,3.8462
2012-01-26,1.2346
2012-01-27,2.1951
2012-01-30,0.8204
2012-01-31,-0.577
2012-02-01,1.1905000000000001
2012-02-02,-3.5294
2012-02-03,10.9756
2012-02-06,9.8901
2012-02-07,13.0
2012-02-08,14.1593
2012-02-09,-0.7752
2012-02-10,-23.0469
2012-02-13,-3.5533
2012-02-14,-0.2105
2012-02-15,-6.1181
2012-02-16,-2.9775
2012-02-17,1.4621
2012-02-21,1.5836999999999999
2012-02-22,1.1096
2012-02-23,-4.4173
2012-02-24,0.6467
2012-02-27,1.6533
2012-02-28,3.3878
2012-02-29,-2.1776
2012-03-01,-2.2472
2012-03-02,-8.046
2012-03-05,-12.5
2012-03-06,21.4018
2012-03-07,-5.2732
2012-03-08,-8.0745
2012-03-09,2.9983
2012-03-12,-3.567
2012-03-13,4.7619
2012-03-14,3.8961
2012-03-15,-3.125
2012-03-16,-6.4516
2012-03-19,-7.5862
2012-03-20,-2.9851
2012-03-21,-13.0769
2012-03-22,-6.1947
2012-03-23,3.7736
2012-03-26,6.3636
2012-03-27,0.8547
2012-03-28,1.6949
2012-03-29,0.8333
2012-03-30,0.8264
2012-04-02,-1.6393
2012-04-03,-2.5
2012-04-04,-2.5641
2012-04-05,34.2105
2012-04-09,-9.8039
2012-04-10,-10.8605
2012-04-11,-4.0748
2012-04-12,3.3898
2012-04-13,-7.377
2012-04-16,-3.5398
2012-04-17,24.7706
2012-04-18,-5.1471
2012-04-19,-8.5271
2012-04-20,0.8475
2012-04-23,2.521
2012-04-24,-2.459
2012-04-25,4.2017
2012-04-26,8.871
2012-04-27,-2.963
2012-04-30,-0.7634
2012-05-01,1.5385
2012-05-02,-3.4233000000000002
2012-05-03,-5.0841
2012-05-04,0.8264
2012-05-07,0.8197
2012-05-08,0.0
2012-05-09,-3.252
2012-05-10,2.521
2012-05-11,0.0
2012-05-14,-6.5574
2012-05-15,-6.1404
2012-05-16,0.9346
2012-05-17,-6.4815
2012-05-18,-15.8416
2012-05-21,9.4118
2012-05-22,-1.0753
2012-05-23,-1.087
2012-05-24,-1.0989
2012-05-25,2.2222
2012-05-29,0.0
2012-05-30,-1.6303999999999998
2012-05-31,-6.0773
2012-06-01,-11.7647
2012-06-04,2.6667
2012-06-05,0.0
2012-06-06,7.7922
2012-06-07,-2.4096
2012-06-08,0.0
2012-06-11,-11.25
2012-06-12,-1.1128
2012-06-13,-0.1055
2012-06-14,2.7988
2012-06-15,1.3699
2012-06-18,8.0828
2012-06-19,6.1343
2012-06-20,3.6666
2012-06-21,-7.9545
2012-06-22,-3.642
2012-06-25,1.5135
2012-06-26,-1.554
2012-06-27,-7.6763
2012-06-28,1.3713
2012-06-29,0.0
2012-07-02,-2.7397
2012-07-03,4.2077
2012-07-05,1.3854
2012-07-06,-1.3498
2012-07-09,0.0
2012-07-10,-2.7027
2012-07-11,0.0
2012-07-12,4.1667
2012-07-13,-2.6667
2012-07-16,-1.3699
2012-07-17,2.7951
2012-07-18,-0.0169
2012-07-19,6.7568
2012-07-20,-4.4304
2012-07-23,-0.6623
2012-07-24,0.0
2012-07-25,2.6833
2012-07-26,2.5807
2012-07-27,1.2658
2012-07-30,2.5
2012-07-31,1.2195
2012-08-01,-4.8042
2012-08-02,-1.2814
2012-08-03,-6.4103
2012-08-06,1.3699
2012-08-07,-5.4054
2012-08-08,5.7143
2012-08-09,0.0
2012-08-10,-4.0541
2012-08-13,4.1989
2012-08-14,13.5254
2012-08-15,0.0149
2012-08-16,-1.7262
2012-08-17,-6.7232
2012-08-20,-5.1948
2012-08-21,2.7397
2012-08-22,-2.6667
2012-08-23,1.3527
2012-08-24,1.3685
2012-08-27,-3.0917
2012-08-28,0.4386
2012-08-29,1.3699
2012-08-30,-4.0541
2012-08-31,5.6338
2012-09-04,-2.6667
2012-09-05,6.8493
2012-09-06,-7.6923
2012-09-07,5.0
2012-09-10,-3.4392
2012-09-11,-1.2328999999999999
2012-09-12,-0.1387
2012-09-13,-0.6944
2012-09-14,4.1958
2012-09-17,-1.7869000000000002
2012-09-18,-1.5973000000000002
2012-09-19,0.0
2012-09-20,4.1667
2012-09-21,4.0
2012-09-24,-0.641
2012-09-25,-0.6452
2012-09-26,-5.1948
2012-09-27,5.4795
2012-09-28,-5.1786
2012-10-01,-1.3867
2012-10-02,0.0
2012-10-03,1.3889
2012-10-04,0.0
2012-10-05,1.3699
2012-10-08,2.7027
2012-10-09,2.6316
2012-10-10,-1.2821
2012-10-11,-3.8961
2012-10-12,-2.027
2012-10-15,4.1379
2012-10-16,-3.9735
2012-10-17,4.8276
2012-10-18,-0.0164
2012-10-19,1.3325
2012-10-22,11.6883
2012-10-23,4.6512
2012-10-24,-7.4444
2012-10-25,6.8427
2012-10-26,-0.0211
2012-10-31,-14.5887
2012-11-01,3.9474
2012-11-02,-7.5949
2012-11-05,2.7397
2012-11-06,5.3333
2012-11-07,0.0
2012-11-08,2.5316
2012-11-09,13.5802
2012-11-12,-9.769
2012-11-13,-1.2197
2012-11-14,0.0
2012-11-15,-7.3171
2012-11-16,-1.3158
2012-11-19,6.625
2012-11-20,2.5244
2012-11-21,-2.4242
2012-11-23,-1.2344
2012-11-26,-0.0158
2012-11-27,10.1424
2012-11-28,-1.1636
2012-11-29,1.1628
2012-11-30,0.0
2012-12-03,0.0
2012-12-04,-2.2989
2012-12-05,-5.8824
2012-12-06,-5.0
2012-12-07,3.9474
2012-12-10,0.0
2012-12-11,1.25
2012-12-12,0.8439
2012-12-13,-5.0364
2012-12-14,0.5222
2012-12-17,-2.5974
2012-12-18,0.0
2012-12-19,-13.4667
2012-12-20,-1.3867
2012-12-21,14.0625
2012-12-24,-9.589
2012-12-26,0.0
2012-12-27,4.5644
2012-12-28,-0.0181
2012-12-31,4.3478
2013-01-02,0.6944
2013-01-03,-0.6897
2013-01-04,5.4167
2013-01-07,-0.1318
2013-01-08,-1.0554
2013-01-09,1.3333
2013-01-10,-2.6316
2013-01-11,-2.027
2013-01-14,-4.8276
2013-01-15,8.7228
2013-01-16,5.307
2013-01-17,-2.5316
2013-01-18,1.2987
2013-01-22,5.1282
2013-01-23,-5.5488
2013-01-24,-1.8721999999999999
2013-01-25,2.6316
2013-01-28,33.0128
2013-01-29,-11.3253
2013-01-30,-5.4348
2013-01-31,9.1954
2013-02-01,2.1053
2013-02-04,-1.0309
2013-02-05,-5.2083
2013-02-06,-1.0989
2013-02-07,-5.5556
2013-02-08,3.5074
2013-02-11,-3.2748
2013-02-12,3.2902
2013-02-13,-7.8498
2013-02-14,2.4691
2013-02-15,-2.3946
2013-02-19,1.2189
2013-02-20,2.439
2013-02-21,-2.3810000000000002
2013-02-22,1.2195
2013-02-25,2.4096
2013-02-26,-1.1764999999999999
2013-02-27,-2.3810000000000002
2013-02-28,-1.2195
2013-03-01,6.1574
2013-03-04,-5.2188
2013-03-05,1.8405
2013-03-06,1.2048
2013-03-07,-1.1905000000000001
2013-03-08,0.0
2013-03-11,4.8193
2013-03-12,-3.4483
2013-03-13,1.2054
2013-03-14,2.3232
2013-03-15,-2.2848
2013-03-18,0.0
2013-03-19,2.3382
2013-03-20,-1.1352
2013-03-21,0.0
2013-03-22,-1.1482999999999999
2013-03-25,0.2206
2013-03-26,-1.4085
2013-03-27,-1.1905000000000001
2013-03-28,1.8072
2013-04-01,0.5917
2013-04-02,-3.5147
2013-04-03,-2.4539
2013-04-04,0.0
2013-04-05,1.2734
2013-04-08,-0.0231
2013-04-09,0.0154
2013-04-10,2.4533
2013-04-11,-3.3735
2013-04-12,-1.4963
2013-04-15,-2.5316
2013-04-16,2.5974
2013-04-17,-7.3576
2013-04-18,3.8429
2013-04-19,-5.2632
2013-04-22,1.3715
2013-04-23,2.7573
2013-04-24,-8.6667
2013-04-25,5.1095
2013-04-26,-5.5556
2013-04-29,0.0
2013-04-30,2.9412000000000003
2013-05-01,1.4107
2013-05-02,-1.3735
2013-05-03,-0.0179
2013-05-06,0.0
2013-05-07,1.4464000000000001
2013-05-08,-0.0176
2013-05-09,-1.4085
2013-05-10,-0.1429
2013-05-13,4.417
2013-05-14,1.3872
2013-05-15,-2.7027
2013-05-16,2.7778
2013-05-17,-6.7568
2013-05-20,-1.4493
2013-05-21,2.9412000000000003
2013-05-22,-1.4285999999999999
2013-05-23,-2.8986
2013-05-24,0.0
2013-05-28,-2.9571
2013-05-29,3.028
2013-05-30,-7.4454
2013-05-31,-6.4214
2013-06-03,-0.0323
2013-06-04,-1.7241
2013-06-05,-5.2851
2013-06-06,-7.386
2013-06-07,-3.875
2013-06-10,-5.9558
2013-06-11,-0.401
2013-06-12,-0.0416
2013-06-13,-4.4444
2013-06-14,0.0
2013-06-17,-3.4593
2013-06-18,-6.0223
2013-06-19,0.9933
2013-06-20,3.5533
2013-06-21,5.3922
2013-06-24,-6.9331
2013-06-25,-0.5466
2013-06-26,0.5025
2013-06-27,3.75
2013-06-28,2.4096
2013-07-01,-4.0294
2013-07-02,-11.3699
2013-07-03,-6.5353
2013-07-05,0.6659
2013-07-08,-3.5648999999999997
2013-07-09,-5.0305
