ticker,YY US Equity
2013-04-16,-0.3125
2013-04-17,-1.0658
2013-04-18,-0.4436
2013-04-19,3.6919
2013-04-22,9.2081
2013-04-23,-2.0236
2013-04-24,-2.467
2013-04-25,4.2353
2013-04-26,-2.0316
2013-04-29,2.1313
2013-04-30,-1.6356000000000002
2013-05-01,1.0321
2013-05-02,-1.8729
2013-05-03,5.8415
2013-05-06,20.1093
2013-05-07,-0.8189
2013-05-08,9.862400000000001
2013-05-09,-5.1775
2013-05-10,5.4601
2013-05-13,-5.4697
2013-05-14,4.3286
2013-05-15,1.2278
2013-05-16,-0.711
2013-05-17,-5.0126
2013-05-20,9.0022
2013-05-21,17.2091
2013-05-22,-16.4526
2013-05-23,0.2493
2013-05-24,2.4036
2013-05-28,6.2323
2013-05-29,4.1905
2013-05-30,4.7532
2013-05-31,0.0349
2013-06-03,-3.1054
2013-06-04,-0.9723
2013-06-05,-0.5818
2013-06-06,0.5852
2013-06-07,4.6545
2013-06-10,4.2391
2013-06-11,-4.0
2013-06-12,-0.2778
2013-06-13,0.5919
2013-06-14,-1.4192
2013-06-17,0.7022
2013-06-18,0.9066
2013-06-19,-8.2619
2013-06-20,1.1714
2013-06-21,2.6806
2013-06-24,-13.0167
2013-06-25,4.2518
2013-06-26,5.8776
2013-06-27,1.435
2013-06-28,-0.1117
2013-07-01,6.9698
2013-07-02,-1.8117999999999999
2013-07-03,0.8872
2013-07-05,1.7235
2013-07-08,-1.4523
2013-07-09,5.193
2013-07-10,-1.0007
2013-07-11,11.0849
2013-07-12,1.3345
2013-07-15,11.7629
2013-07-16,-7.2844
2013-07-17,-1.7330999999999999
2013-07-18,3.1746
2013-07-19,3.0769
2013-07-22,0.2488
2013-07-23,-2.0954
2013-07-24,-0.2534
2013-07-25,11.0954
2013-07-26,5.1842
2013-07-29,1.4496
2013-07-30,-3.8819
2013-07-31,8.2507
2013-08-01,-4.2344
2013-08-02,-0.0956
2013-08-05,5.9569
2013-08-06,-4.4728
2013-08-07,-3.8739
2013-08-08,3.2456
2013-08-09,-0.9288
2013-08-12,-1.7067
2013-08-13,2.0787
2013-08-14,0.6469
2013-08-15,-8.1885
2013-08-16,2.0742
2013-08-19,3.2258
2013-08-20,0.123
2013-08-21,-3.0966
2013-08-22,-5.7063
2013-08-23,4.2765
2013-08-26,7.3768
2013-08-27,-5.8612
2013-08-28,0.3572
2013-08-29,0.9662
2013-08-30,-0.6296
2013-09-03,2.1287
2013-09-04,1.5135999999999998
2013-09-05,6.8198
2013-09-06,-1.8535
2013-09-09,8.3936
2013-09-10,5.1409
2013-09-11,-4.5008
2013-09-12,1.3068
2013-09-13,-2.8124000000000002
2013-09-16,-0.3481
2013-09-17,2.7293
2013-09-18,2.2317
2013-09-19,4.0956
2013-09-20,-2.2568
2013-09-23,-4.8018
2013-09-24,-1.1161
2013-09-25,1.3458
2013-09-26,4.7333
2013-09-27,-1.3906
2013-09-30,-2.9863
2013-10-01,2.8003
2013-10-02,4.9491
2013-10-03,-4.1014
2013-10-04,2.7273
2013-10-07,-1.2671000000000001
2013-10-08,-15.0336
2013-10-09,5.3225
2013-10-10,7.0112
2013-10-11,6.3603
2013-10-14,0.16
2013-10-15,0.7188
2013-10-16,4.3021
2013-10-17,1.3648
2013-10-18,3.0978
2013-10-21,-2.892
2013-10-22,-4.5889
2013-10-23,-5.5163
2013-10-24,2.1816
2013-10-25,-6.0187
2013-10-28,-6.7503
2013-10-29,15.4988
2013-10-30,-4.5802
2013-10-31,3.5158
2013-11-01,1.1796
2013-11-04,9.6482
2013-11-05,-1.2099
2013-11-06,-10.9111
2013-11-07,-0.5832
2013-11-08,-0.5447
2013-11-11,3.2862999999999998
2013-11-12,0.5099
2013-11-13,9.5779
2013-11-14,-2.4444
2013-11-15,2.7715
2013-11-18,-3.8456
2013-11-19,-3.8188
2013-11-20,1.8774
2013-11-21,1.3919000000000001
2013-11-22,-2.7842000000000002
2013-11-25,-5.9069
2013-11-26,4.2063
2013-11-27,1.4199
2013-11-29,0.76
2013-12-02,3.1759
2013-12-03,-1.3467
2013-12-04,0.2145
2013-12-05,0.6032
2013-12-06,-4.1973
2013-12-09,1.0701
2013-12-10,0.1798
2013-12-11,-2.2732
2013-12-12,1.6118999999999999
2013-12-13,0.2008
2013-12-16,-3.6473
2013-12-17,2.1423
2013-12-18,-2.5657
2013-12-19,0.7106
2013-12-20,1.8469
2013-12-23,1.9764
2013-12-24,-0.1199
2013-12-26,-2.0604
2013-12-27,3.0433
2013-12-30,-1.3875
2013-12-31,1.0653
2014-01-02,4.3357
2014-01-03,10.5986
2014-01-06,-1.172
2014-01-07,8.4409
2014-01-08,1.9299
2014-01-09,-3.8182
2014-01-10,5.643
2014-01-13,-2.5311
2014-01-14,6.7389
2014-01-15,5.1343
2014-01-16,1.4338
2014-01-17,-0.07
2014-01-21,-5.4062
2014-01-22,1.9988000000000001
2014-01-23,-7.4321
2014-01-24,-6.2412
2014-01-27,-4.6831
2014-01-28,14.5464
2014-01-29,-2.2978
2014-01-30,0.7839
2014-01-31,-1.5246
2014-02-03,-1.327
2014-02-04,-1.7771
2014-02-05,-3.9935
2014-02-06,1.6469
2014-02-07,8.6187
2014-02-10,-0.1076
2014-02-11,-1.093
2014-02-12,2.8794
2014-02-13,3.3132
2014-02-14,-1.6840000000000002
2014-02-18,4.7364
2014-02-19,-3.2565
2014-02-20,0.9261
2014-02-21,-0.9758
2014-02-24,-0.1177
2014-02-25,4.2998
2014-02-26,5.6472999999999995
2014-02-27,0.2272
2014-02-28,0.3867
2014-03-03,0.7969
2014-03-04,14.8768
2014-03-05,-3.2003
2014-03-06,6.2922
2014-03-07,-1.5941999999999998
2014-03-10,-4.3163
2014-03-11,-3.6112
2014-03-12,1.0687
2014-03-13,-1.3126
2014-03-14,0.2586
2014-03-17,0.0983
2014-03-18,0.6258
2014-03-19,-2.8171
2014-03-20,-3.3505
2014-03-21,0.831
2014-03-24,-4.2622
2014-03-25,3.5911
2014-03-26,-4.1677
2014-03-27,-3.7935
2014-03-28,3.6474
2014-03-31,3.75
2014-04-01,7.1765
2014-04-02,-3.238
2014-04-03,-7.1095
2014-04-04,-6.6748
2014-04-07,-6.016
2014-04-08,7.1761
2014-04-09,6.3774
2014-04-10,-7.4089
2014-04-11,-4.3312
2014-04-14,2.2099
2014-04-15,-4.4444
2014-04-16,2.0899
2014-04-17,3.3554
2014-04-21,2.5763
2014-04-22,3.7892
2014-04-23,-4.0845
2014-04-24,-5.498
2014-04-25,-2.4537
2014-04-28,-7.657
2014-04-29,2.4156
2014-04-30,-4.0482
2014-05-01,4.9861
2014-05-02,0.6642
2014-05-05,2.2105
2014-05-06,-8.3602
2014-05-07,-6.0761
2014-05-08,-2.4002
2014-05-09,1.537
2014-05-12,7.228
2014-05-13,-3.6704
2014-05-14,1.5387
2014-05-15,-1.335
2014-05-16,-1.2982
2014-05-19,4.5572
2014-05-20,-0.8682
2014-05-21,0.0894
2014-05-22,11.125
2014-05-23,1.8319
2014-05-27,-2.7616
2014-05-28,3.3593
2014-05-29,2.2923999999999998
2014-05-30,-0.0614
2014-06-02,-2.2577
2014-06-03,-0.3143
2014-06-04,1.8285
2014-06-05,1.2539
2014-06-06,-0.2981
2014-06-09,3.1204
2014-06-10,-1.9182000000000001
2014-06-11,2.6683
2014-06-12,2.658
2014-06-13,0.3452
2014-06-16,0.4444
2014-06-17,7.2783999999999995
2014-06-18,-2.368
2014-06-19,-3.3792
2014-06-20,0.2962
2014-06-23,1.7013
2014-06-24,0.1936
2014-06-25,2.1526
2014-06-26,0.6214
2014-06-27,0.2148
2014-06-30,1.1386
2014-07-01,2.5298
2014-07-02,-1.0464
2014-07-03,-0.9399
2014-07-07,-1.0279
2014-07-08,-5.3928
2014-07-09,1.0977999999999999
2014-07-10,-1.8098
2014-07-11,1.4745
2014-07-14,1.0759
2014-07-15,0.9677
2014-07-16,0.7119
2014-07-17,-2.4198
2014-07-18,0.8638
2014-07-21,2.1823
2014-07-22,2.8792
2014-07-23,-2.746
2014-07-24,0.1756
2014-07-25,6.878
2014-07-28,-0.2271
2014-07-29,-0.1518
2014-07-30,0.7473
2014-07-31,-2.791
2014-08-01,-0.8019
2014-08-04,5.5541
2014-08-05,-2.001
2014-08-06,4.298
2014-08-07,3.6858
2014-08-08,0.1748
2014-08-11,3.5718
2014-08-12,0.6515
2014-08-13,-0.5357
2014-08-14,-1.9188
2014-08-15,-0.0114
2014-08-18,1.4188
2014-08-19,-2.2789
2014-08-20,-0.3579
2014-08-21,-0.6488
2014-08-22,2.0525
2014-08-25,1.0399
2014-08-26,1.7643
2014-08-27,-3.1563
2014-08-28,-2.6853
2014-08-29,0.1061
2014-09-02,3.5693
2014-09-03,0.944
2014-09-04,3.7972
2014-09-05,-0.7599
2014-09-08,4.8895
2014-09-09,-3.0139
2014-09-10,-2.1183
2014-09-11,-1.1425
2014-09-12,-1.5779999999999998
2014-09-15,-8.8405
2014-09-16,3.0344
2014-09-17,-2.6926
2014-09-18,-2.9895
2014-09-19,-0.815
2014-09-22,-2.5035
2014-09-23,3.1471999999999998
2014-09-24,1.5958
2014-09-25,-2.9404
2014-09-26,0.9063
2014-09-29,-0.154
2014-09-30,-3.7651
2014-10-01,-2.8308
2014-10-02,0.8795
2014-10-03,4.9993
2014-10-06,-0.5838
2014-10-07,-2.0488
2014-10-08,3.6637
2014-10-09,-1.5165
2014-10-10,-4.6327
2014-10-13,-5.0219
2014-10-14,0.0864
2014-10-15,4.2176
2014-10-16,5.4834
2014-10-17,-1.1522999999999999
2014-10-20,1.126
2014-10-21,2.6068
2014-10-22,-3.6129
2014-10-23,4.3046
2014-10-24,4.0508
2014-10-27,-4.247
2014-10-28,1.1471
2014-10-29,-3.0746
2014-10-30,2.7691
2014-10-31,4.8197
2014-11-03,-1.3637000000000001
2014-11-04,2.1779
2014-11-05,-2.838
2014-11-06,-0.5792
2014-11-07,-1.4504000000000001
2014-11-10,3.6855
2014-11-11,-3.2148
2014-11-12,-0.3134
2014-11-13,-9.8831
2014-11-14,7.0183
2014-11-17,-1.0039
2014-11-18,-2.8579
2014-11-19,0.2847
2014-11-20,0.8652
2014-11-21,-0.2949
2014-11-24,4.0059
2014-11-25,1.2537
2014-11-26,2.1189999999999998
2014-11-28,-4.4375
2014-12-01,-5.86
2014-12-02,0.1945
2014-12-03,-2.413
2014-12-04,-5.7411
2014-12-05,1.2061
2014-12-08,-5.9586
2014-12-09,1.79
2014-12-10,-1.1827
2014-12-11,1.4331
2014-12-12,-0.0932
2014-12-15,-3.0148
2014-12-16,-2.5957
2014-12-17,2.9446
2014-12-18,3.1959
2014-12-19,1.3162
2014-12-22,-0.703
2014-12-23,-0.708
2014-12-24,1.1781
2014-12-26,0.1072
2014-12-29,-3.0609
2014-12-30,-0.3947
2014-12-31,-1.1888
2015-01-02,5.3577
2015-01-05,2.3752
2015-01-06,1.279
2015-01-07,-0.558
2015-01-08,3.9279
2015-01-09,-4.362
2015-01-12,-0.1486
2015-01-13,0.4315
2015-01-14,-1.2741
2015-01-15,-1.3355000000000001
2015-01-16,1.6122
2015-01-20,1.7961
2015-01-21,2.9996
2015-01-22,1.3418999999999999
2015-01-23,2.1411
2015-01-26,-0.0138
2015-01-27,-0.9241
2015-01-28,0.7935
2015-01-29,-0.2762
2015-01-30,-0.3047
2015-02-02,-5.4597999999999995
2015-02-03,1.3666
2015-02-04,1.4352
2015-02-05,-0.3716
2015-02-06,-0.1148
2015-02-09,-2.6282
2015-02-10,0.6047
2015-02-11,-1.4514
2015-02-12,-4.7307
2015-02-13,-1.4990999999999999
2015-02-17,2.5365
2015-02-18,-1.6078999999999999
2015-02-19,-3.2998
2015-02-20,0.455
2015-02-23,-2.1514
2015-02-24,0.0496
2015-02-25,-8.4848
2015-02-26,-1.3632
2015-02-27,-3.5512
2015-03-02,1.0438
2015-03-03,-0.9579
2015-03-04,-2.4464
2015-03-05,7.2512
2015-03-06,4.6946
2015-03-09,-1.4543
2015-03-10,-1.9501
2015-03-11,-1.4693
2015-03-12,-3.928
2015-03-13,-1.9686
2015-03-16,-0.4827
2015-03-17,-0.1164
2015-03-18,5.7887
2015-03-19,-0.5509
2015-03-20,3.7574
2015-03-23,3.3366
2015-03-24,-2.5831
2015-03-25,-2.3687
2015-03-26,0.7242
2015-03-27,-0.773
2015-03-30,-2.192
2015-03-31,1.0465
2015-04-01,1.8237999999999999
2015-04-02,1.0081
2015-04-06,0.4099
2015-04-07,-1.207
2015-04-08,14.7323
2015-04-09,1.3937
2015-04-10,-1.9768
2015-04-13,-4.0492
2015-04-14,1.1823
2015-04-15,-3.0672
2015-04-16,3.5493
2015-04-17,-2.4252000000000002
2015-04-20,-0.0829
2015-04-21,0.7297
2015-04-22,1.8439
2015-04-23,1.7135
2015-04-24,1.5099
2015-04-27,1.2056
2015-04-28,-3.0012
2015-04-29,-0.3828
2015-04-30,1.7610999999999999
2015-05-01,5.9314
2015-05-04,3.3417
2015-05-05,-1.5377999999999998
2015-05-06,-2.7733
2015-05-07,-1.7865
2015-05-08,4.1272
2015-05-11,1.2478
2015-05-12,-8.5544
2015-05-13,5.2323
2015-05-14,-2.2601
2015-05-15,-6.1508
2015-05-18,-1.4455
2015-05-19,4.55
2015-05-20,-0.3826
2015-05-21,3.8886
2015-05-22,2.6802
2015-05-26,1.9651999999999998
2015-05-27,3.0455
2015-05-28,-1.4849
2015-05-29,-6.029
2015-06-01,3.0382
2015-06-02,-1.9009
2015-06-03,-0.2746
2015-06-04,0.0459
2015-06-05,9.3286
2015-06-08,2.0842
2015-06-09,-1.7675999999999998
2015-06-10,4.6311
2015-06-11,-0.1067
2015-06-12,7.6471
2015-06-15,-3.9673
2015-06-16,-3.4599
2015-06-17,6.245
2015-06-18,-0.0126
2015-06-19,-6.7598
2015-06-22,-0.8235
2015-06-23,2.6953
2015-06-24,0.0795
2015-06-25,-1.4437
2015-06-26,-5.7654
2015-06-29,-3.4512
2015-06-30,2.6883
2015-07-01,-3.5817
2015-07-02,-0.9996
2015-07-06,-12.7034
2015-07-07,-4.0394
2015-07-08,4.9649
2015-07-09,1.6452
2015-07-10,0.0843
2015-07-13,-0.438
2015-07-14,-0.5245
2015-07-15,-2.0922
2015-07-16,1.6852
2015-07-17,2.1869
2015-07-20,-0.8527
2015-07-21,-0.7757
2015-07-22,0.2889
2015-07-23,1.9319
2015-07-24,-0.4156
2015-07-27,-2.9382
2015-07-28,1.6856
2015-07-29,-0.3214
2015-07-30,1.12
2015-07-31,-0.8055
2015-08-03,-0.203
2015-08-04,0.7967
2015-08-05,0.7904
2015-08-06,2.1859
2015-08-07,-1.0614
2015-08-10,1.0233
2015-08-11,-0.9149
2015-08-12,0.1979
2015-08-13,-0.5101
2015-08-14,0.9262
2015-08-17,2.6385
2015-08-18,-2.8421
2015-08-19,-0.7724
2015-08-20,-1.5402
2015-08-21,-0.3869
2015-08-24,-12.901
2015-08-25,2.7142
2015-08-26,0.8871
2015-08-27,8.3255
2015-08-28,-2.3489
2015-08-31,-3.3958
2015-09-01,-0.8971
2015-09-02,0.9052
2015-09-03,0.5676
2015-09-04,-3.641
2015-09-08,1.2091
2015-09-09,-0.4853
2015-09-10,0.5252
2015-09-11,5.4488
2015-09-14,-3.8577
2015-09-15,0.7731
2015-09-16,3.105
2015-09-17,-1.2223
2015-09-18,0.3587
2015-09-21,1.5368
2015-09-22,-1.0912
2015-09-23,-1.1032
2015-09-24,-1.5112999999999999
2015-09-25,-0.274
2015-09-28,-2.9493
2015-09-29,-0.2265
2015-09-30,3.1782
2015-10-01,-0.9351
2015-10-02,4.1644
2015-10-05,0.4442
2015-10-06,1.0791
2015-10-07,-0.1575
2015-10-08,-0.9115
2015-10-09,-1.3444
2015-10-12,2.3131
2015-10-13,-1.4721
2015-10-14,-2.5258000000000003
2015-10-15,5.0
2015-10-16,1.7379
2015-10-19,1.0079
2015-10-20,-1.2515
2015-10-21,-2.4148
2015-10-22,0.2106
2015-10-23,-0.8056
2015-10-26,0.3178
2015-10-27,0.8448
2015-10-28,1.5532
2015-10-29,-1.7185000000000001
2015-10-30,-0.4371
2015-11-02,0.4039
2015-11-03,0.0875
2015-11-04,1.3457
2015-11-05,-0.1724
2015-11-06,0.9155
2015-11-09,-0.1027
2015-11-10,-0.377
2015-11-11,-0.0172
2015-11-12,1.6343
2015-11-13,-2.4035
2015-11-16,0.5723
2015-11-17,0.0172
2015-11-18,0.4483
2015-11-19,1.9739
2015-11-20,1.0099
2015-11-23,-0.6666
2015-11-24,-0.0671
2015-11-25,1.1751
2015-11-27,-1.6425999999999998
2015-11-30,2.193
2015-12-01,-2.6246
2015-12-02,3.9837
2015-12-03,0.0
2015-12-04,0.6847
2015-12-07,-0.0324
2015-12-08,0.826
2015-12-09,-0.1928
2015-12-10,0.8209
2015-12-11,-0.6865
2015-12-14,0.1607
2015-12-15,0.5296
2015-12-16,0.7024
2015-12-17,1.3158
2015-12-18,1.4708
2015-12-21,0.5397
2015-12-22,-0.4755
2015-12-23,-1.4024
2015-12-24,0.0156
2015-12-28,-1.3127
2015-12-29,-0.1108
2015-12-30,-0.2378
2015-12-31,-0.731
2016-01-04,-2.8334
2016-01-05,1.4498
2016-01-06,0.9256
2016-01-07,-4.2639
2016-01-08,-0.1513
2016-01-11,-3.0971
2016-01-12,-1.6328
2016-01-13,-0.2119
2016-01-14,1.8580999999999999
2016-01-15,-1.5983
2016-01-19,1.7832
2016-01-20,-4.4406
2016-01-21,7.0975
2016-01-22,0.5763
2016-01-25,-1.4156
2016-01-26,-1.0598
2016-01-27,-0.7602
2016-01-28,-1.0968
2016-01-29,2.2883
2016-02-01,0.7228
2016-02-02,-2.9557
2016-02-03,0.0352
2016-02-04,-0.8624
2016-02-05,-0.5858
2016-02-08,-3.5714
2016-02-09,-2.7963
2016-02-10,-4.477
2016-02-11,-5.2254
2016-02-12,6.1658
2016-02-16,5.5897
2016-02-17,1.9899
2016-02-18,0.7915
2016-02-19,0.3652
2016-02-22,2.0015
2016-02-23,-2.8362
2016-02-24,-2.2214
2016-02-25,-1.671
2016-02-26,-0.5728
2016-02-29,-0.0384
2016-03-01,0.1153
2016-03-02,0.2111
2016-03-03,-0.4021
2016-03-04,8.0754
2016-03-07,-0.4448
2016-03-08,-2.0729
2016-03-09,0.5839
2016-03-10,-0.1451
2016-03-11,0.0727
2016-03-14,1.6885
2016-03-15,-3.8922
2016-03-16,2.7122
2016-03-17,3.9248
2016-03-18,4.0724
2016-03-21,-3.5284
2016-03-22,3.6055
2016-03-23,-1.4556
2016-03-24,2.0374
2016-03-28,0.0666
2016-03-29,0.2328
2016-03-30,1.8248
2016-03-31,0.3421
2016-04-01,-0.3085
2016-04-04,-0.0326
2016-04-05,-0.1629
2016-04-06,1.9909
2016-04-07,-0.464
2016-04-08,1.286
2016-04-11,0.4602
2016-04-12,0.316
2016-04-13,-0.1102
2016-04-14,-0.6306
2016-04-15,-0.238
2016-04-18,0.2704
2016-04-19,0.3172
2016-04-20,-0.1107
2016-04-21,-0.1108
2016-04-22,0.6655
2016-04-25,-0.063
2016-04-26,-0.6458
2016-04-27,-0.2219
2016-04-28,-0.2224
2016-04-29,0.0318
2016-05-02,0.2865
2016-05-03,-0.2698
2016-05-04,0.0637
2016-05-05,-4.5491
2016-05-06,-5.6491
2016-05-09,-13.8114
2016-05-10,5.5943000000000005
2016-05-11,-8.8104
2016-05-12,-4.086
2016-05-13,-0.4881
2016-05-16,2.2742
2016-05-17,-1.6351
2016-05-18,1.1303
2016-05-19,-2.586
2016-05-20,0.6749
2016-05-23,-4.1117
2016-05-24,3.0762
2016-05-25,-2.08
2016-05-26,-0.8543
2016-05-27,1.3274
2016-05-31,-0.1379
2016-06-01,1.3119
2016-06-02,-1.9537
2016-06-03,-0.6719
2016-06-06,1.3063
2016-06-07,-0.1382
2016-06-08,-1.5218
2016-06-09,-3.2077
2016-06-10,-5.0314
2016-06-13,-4.3046
2016-06-14,1.5171999999999999
2016-06-15,1.7829000000000002
2016-06-16,-0.9531
2016-06-17,-0.13
2016-06-20,1.224
2016-06-21,-3.6017
2016-06-22,-4.964
2016-06-23,-2.8363
2016-06-24,-3.3815
2016-06-27,-4.0682
2016-06-28,3.5859
2016-06-29,2.6791
2016-06-30,-0.7036
2016-07-01,1.7715
2016-07-05,-2.5529
2016-07-06,-1.1611
2016-07-07,1.3253
2016-07-08,-0.0595
2016-07-11,1.8441
2016-07-12,8.0315
2016-07-13,5.2987
2016-07-14,1.0783
2016-07-15,-0.9906
2016-07-18,1.1544
2016-07-19,-2.9673
2016-07-20,3.1364
2016-07-21,-1.1404
2016-07-22,1.1279
2016-07-25,1.9011
2016-07-26,0.398
2016-07-27,-2.5273
2016-07-28,-0.2542
2016-07-29,-0.1274
2016-08-01,-0.1531
2016-08-02,-0.3833
2016-08-03,-0.6927
2016-08-04,-0.3617
2016-08-05,4.8224
2016-08-08,2.4487
2016-08-09,8.281
2016-08-10,0.4682
2016-08-11,4.9933
2016-08-12,0.93
2016-08-15,6.6387
2016-08-16,-4.5954
2016-08-17,1.0292
2016-08-18,3.3822
2016-08-19,-5.4592
2016-08-22,4.9614
2016-08-23,0.9533
2016-08-24,-7.4956
2016-08-25,-0.3828
2016-08-26,1.8574000000000002
2016-08-29,-0.3563
2016-08-30,1.1149
2016-08-31,7.0314
2016-09-01,0.6025
2016-09-02,2.2411
2016-09-06,-3.6092
2016-09-07,0.3137
2016-09-08,1.3094000000000001
2016-09-09,-3.3372
2016-09-12,4.6897
2016-09-13,-0.0572
2016-09-14,4.6729
2016-09-15,-1.3666
2016-09-16,0.6466
2016-09-19,-1.138
2016-09-20,-1.4296
2016-09-21,1.9778
2016-09-22,1.2375
2016-09-23,-1.2042
2016-09-26,-0.9418
2016-09-27,1.0067
2016-09-28,-2.8608000000000002
2016-09-29,-0.741
2016-09-30,1.9908000000000001
2016-10-03,0.6194
2016-10-04,4.8871
2016-10-05,-0.7647
2016-10-06,-1.4875
2016-10-07,-3.2381
2016-10-10,5.8094
2016-10-11,-4.14
2016-10-12,-0.0371
2016-10-13,-2.9854000000000003
2016-10-14,1.9687000000000001
2016-10-17,-4.3674
2016-10-18,3.0576
2016-10-19,1.9399
2016-10-20,-1.5857999999999999
2016-10-21,0.891
2016-10-24,3.1003
2016-10-25,-1.3304
2016-10-26,0.0739
2016-10-27,-1.6611
2016-10-28,-1.1449
2016-10-31,-8.7336
2016-11-01,-0.8321
2016-11-02,-0.4615
2016-11-03,-3.2666
2016-11-04,1.5032999999999999
2016-11-07,2.6186
2016-11-08,-1.5896
2016-11-09,-0.2976
2016-11-10,-3.1763
2016-11-11,-2.598
2016-11-14,-0.6781
2016-11-15,-0.1365
2016-11-16,1.2534
2016-11-17,1.463
2016-11-18,0.0444
2016-11-21,-2.3725
2016-11-22,3.3159
2016-11-23,3.7811
2016-11-25,-0.7837
2016-11-28,-5.0598
2016-11-29,1.1918
2016-11-30,-3.8444000000000003
2016-12-01,-0.8782
2016-12-02,-2.5414
2016-12-05,-0.8612
2016-12-06,-2.1236
2016-12-07,1.0848
2016-12-08,7.4146
2016-12-09,1.3624
2016-12-12,-2.8449999999999998
2016-12-13,-1.0836999999999999
2016-12-14,-1.8881000000000001
2016-12-15,-3.1837
2016-12-16,1.0552
2016-12-19,-0.7285
2016-12-20,4.5988
2016-12-21,0.608
2016-12-22,-3.4868
2016-12-23,0.0723
2016-12-27,-0.9868
2016-12-28,-1.0209
2016-12-29,-0.3438
2016-12-30,-2.8586
2017-01-03,0.0761
2017-01-04,-3.4221
2017-01-05,6.0105
2017-01-06,-0.0248
2017-01-09,-0.5944
2017-01-10,5.2317
2017-01-11,-2.3438
2017-01-12,3.2
2017-01-13,0.1175
2017-01-17,0.962
2017-01-18,2.5099
2017-01-19,-0.2947
2017-01-20,-1.0232
2017-01-23,-1.2635
2017-01-24,-3.141
2017-01-25,1.5854
2017-01-26,-1.939
2017-01-27,-1.7121
2017-01-30,-0.4416
2017-01-31,1.2321
2017-02-01,1.4119
2017-02-02,-0.264
2017-02-03,-0.9868
2017-02-06,-0.6077
2017-02-07,0.538
2017-02-08,1.9946000000000002
2017-02-09,5.5569
2017-02-10,0.4971
2017-02-13,0.2248
2017-02-14,-1.3683
2017-02-15,9.642900000000001
2017-02-16,0.9749
2017-02-17,-1.2942
2017-02-21,-2.7055
2017-02-22,0.2781
2017-02-23,-2.4744
2017-02-24,-1.9685000000000001
2017-02-27,1.0933
2017-02-28,-2.2512
2017-03-01,3.7706
2017-03-02,-2.7415000000000003
2017-03-03,-0.4698
2017-03-06,-0.1124
2017-03-07,1.3726
2017-03-08,3.1743
2017-03-09,-1.1618
2017-03-10,1.8938000000000001
2017-03-13,4.2512
2017-03-14,-3.9549
2017-03-15,0.4054
2017-03-16,2.6987
2017-03-17,5.5452
2017-03-20,-2.6661
2017-03-21,-5.3374
2017-03-22,-0.1277
2017-03-23,-0.6178
2017-03-24,-0.7503
2017-03-27,-1.1015
2017-03-28,1.2011
2017-03-29,1.5753
2017-03-30,-0.4037
2017-03-31,-1.6425
2017-04-03,2.9061
2017-04-04,-2.6765
2017-04-05,0.563
2017-04-06,-0.0215
2017-04-07,-0.9907
