ticker,TBLZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-16,50.0
2008-10-20,3250.0
2008-10-21,13.4328
2008-10-22,2.6316
2008-10-23,2.5641
2008-10-24,2.5
2008-10-27,1.2195
2008-10-28,2.4096
2008-10-29,0.0
2008-10-30,7.0588
2008-10-31,-5.4945
2008-11-03,-1.3953
2008-11-04,-2.1226
2008-11-05,2.4096
2008-11-06,0.0
2008-11-07,0.0
2008-11-10,0.0
2008-11-11,-5.8824
2008-11-12,-5.0
2008-11-13,5.2632
2008-11-14,0.0
2008-11-17,-7.5
2008-11-18,4.0541
2008-11-19,-8.5714
2008-11-20,-6.25
2008-11-21,0.0
2008-11-24,6.0606
2008-11-25,10.0
2008-11-26,0.0
2008-11-28,3.6364
2008-12-01,0.0
2008-12-02,0.0
2008-12-03,0.0
2008-12-04,-2.2556
2008-12-08,2.5641
2008-12-09,-3.75
2008-12-10,0.0
2008-12-11,0.0
2008-12-12,-2.3377
2008-12-15,6.117
2008-12-16,-4.7619
2008-12-17,5.0
2008-12-19,-7.2682
2008-12-22,4.0541
2008-12-23,-3.8961
2008-12-24,0.0
2008-12-26,4.0541
2008-12-29,0.0
2008-12-30,4.4156
2008-12-31,0.0
2009-01-02,-0.4975
2009-01-05,-3.75
2009-01-06,3.6364
2009-01-08,-3.5088
2009-01-09,3.8961
2009-01-12,-3.75
2009-01-13,1.2987
2009-01-14,-3.8462
2009-01-15,-1.3333
2009-01-20,6.7568
2009-01-21,0.0
2009-01-22,-5.0633
2009-01-23,5.3333
2009-01-26,0.0
2009-01-27,-6.3291
2009-01-28,0.0
2009-01-29,0.0
2009-01-30,1.3514
2009-02-02,5.3333
2009-02-04,-6.3291
2009-02-12,-8.1081
2009-02-13,0.0
2009-02-19,0.0
2009-02-20,-10.2941
2009-02-23,0.0
2009-02-27,0.0
2009-03-02,1.6393
2009-03-03,-1.6129
2009-03-06,-1.6393
2009-03-09,0.0
2009-03-10,-5.0
2009-03-11,5.2632
2009-03-12,0.0
2009-03-13,0.0
2009-03-16,0.0
2009-03-18,0.0
2009-03-19,0.0
2009-03-23,-3.3333
2009-03-24,3.4483
2009-03-25,5.0
2009-03-26,0.0
2009-03-30,-4.7619
2009-04-01,0.0
2009-04-02,3.3333
2009-04-03,-3.2258
2009-04-06,5.0
2009-04-07,4.7619
2009-04-08,13.6364
2009-04-09,6.6667
2009-04-13,6.25
2009-04-14,0.0
2009-04-15,0.0
2009-04-16,2.3529
2009-04-17,5.2874
