ticker,CYRS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-30,-40.0
2007-11-02,66.6667
2007-11-06,-40.0
2007-11-08,0.0
2007-11-14,13.3333
2007-11-15,23.5294
2007-11-16,4.7619
2007-11-19,18.1818
2007-11-20,-26.9231
2007-11-21,5.2632
2007-11-23,0.0
2007-11-26,-0.0625
2007-11-27,5.0657
2007-11-28,4.7619
2007-11-29,0.0
2007-11-30,0.0
2007-12-03,9.0909
2007-12-04,-0.4167
2007-12-05,-24.6862
2007-12-10,16.6667
2007-12-12,-14.2857
2007-12-13,0.0
2007-12-14,-22.2222
2007-12-17,-50.0
2007-12-18,100.0
2007-12-19,14.2857
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,0.0
2007-12-26,-37.5
2007-12-27,60.0
2008-01-03,-31.25
2008-01-04,54.5455
2008-01-10,-29.4118
2008-01-14,125.0
2008-01-15,5.5556
2008-01-16,8.7719
2008-01-17,-22.5806
2008-01-18,4.1667
2008-01-22,-20.0
2008-01-23,10.0
2008-01-24,31.8182
2008-01-25,-6.8966
2008-01-28,-1.8519
2008-01-29,-1.8868
2008-01-30,-3.8462
2008-01-31,0.0
2008-02-01,4.0
2008-02-04,-5.7692
2008-02-05,0.0
2008-02-06,0.0
2008-02-07,2.0408
2008-02-08,-11.2
2008-02-11,-3.1532
2008-02-12,0.0
2008-02-13,0.0
2008-02-14,-2.3256
2008-02-15,0.0
2008-02-19,-4.7619
2008-02-20,0.0
2008-02-21,-5.0
2008-02-22,0.0
2008-02-25,-15.7895
2008-02-26,12.5
2008-02-27,5.5556
2008-02-28,-5.2632
2008-02-29,0.0
2008-03-03,-11.1111
2008-03-04,0.0
2008-03-05,-6.25
2008-03-06,0.0
2008-03-07,-13.3333
2008-03-10,0.0
2008-03-11,-3.8462
2008-03-12,-20.0
2008-03-14,30.0
2008-03-17,-15.3846
2008-03-18,9.0909
2008-03-19,-8.3333
2008-03-20,18.1818
2008-03-24,-7.6923
2008-03-25,50.0
2008-03-26,5.5556
2008-03-27,0.0
2008-03-28,2.6316
2008-03-31,-17.9487
2008-04-01,-37.5
2008-04-02,40.0
2008-04-03,-21.4286
2008-04-04,18.1818
2008-04-07,-7.6923
2008-04-08,-16.6667
2008-04-09,0.0
2008-04-10,0.0
2008-04-11,10.0
2008-04-14,0.0
2008-04-15,9.0909
2008-04-16,-8.3333
2008-04-17,0.0
2008-04-18,-17.2727
2008-04-21,0.5495
2008-04-22,20.2186
2008-04-23,9.0909
