ticker,HBIO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-12-07,31.25
2000-12-08,11.3095
2000-12-11,-8.0214
2000-12-12,1.1628
2000-12-13,-5.7471
2000-12-14,0.0
2000-12-15,-7.3171
2000-12-18,-6.5789
2000-12-19,-0.7042
2000-12-20,-9.2199
2000-12-21,1.5625
2000-12-22,4.6154
2000-12-26,4.4118
2000-12-27,7.0423
2000-12-28,9.2105
2000-12-29,-4.8193
2001-01-02,-2.5316
2001-01-03,-1.9481000000000002
2001-01-04,0.6623
2001-01-05,18.4211
2001-01-08,-12.2222
2001-01-09,3.7975
2001-01-10,-2.439
2001-01-11,-3.125
2001-01-12,-7.0968
2001-01-16,3.4722
2001-01-17,-2.6846
2001-01-18,2.7586
2001-01-19,-4.0268
2001-01-22,-0.6993
2001-01-23,14.0845
2001-01-24,-0.6173
2001-01-25,-4.3478
2001-01-26,-1.2987
2001-01-29,7.2368
2001-01-30,5.5215
2001-01-31,8.1395
2001-02-01,-0.5376
2001-02-02,-0.5405
2001-02-05,-7.6087
2001-02-06,10.5882
2001-02-07,-10.6383
2001-02-08,3.5714
2001-02-09,-4.023
2001-02-12,-4.1916
2001-02-13,-1.25
2001-02-14,-3.7975
2001-02-15,0.0
2001-02-16,0.0
2001-02-20,1.3158
2001-02-21,-1.2987
2001-02-22,0.0
2001-02-23,-5.2632
2001-02-26,1.3889
2001-02-27,-1.3699
2001-02-28,-4.1667
2001-03-01,-1.4493
2001-03-02,2.9412000000000003
2001-03-05,-2.8571
2001-03-06,-8.0882
2001-03-07,-1.6
2001-03-08,4.065
2001-03-09,-2.7344
2001-03-12,-0.4016
2001-03-13,-8.0645
2001-03-14,0.8772
2001-03-15,-2.6087
2001-03-16,0.0
2001-03-19,0.0
2001-03-20,0.0
2001-03-21,1.7856999999999998
2001-03-22,-1.7544
2001-03-23,1.7856999999999998
2001-03-26,0.0
2001-03-27,-0.8772
2001-03-28,-2.6549
2001-03-29,1.8182
2001-03-30,-13.392900000000001
2001-04-02,-1.0309
2001-04-03,0.0
2001-04-04,0.0
2001-04-05,2.0833
2001-04-06,-2.0408
2001-04-09,-1.6667
2001-04-10,2.5423999999999998
2001-04-11,5.4545
2001-04-12,5.7994
2001-04-16,0.0
2001-04-17,3.7037
2001-04-18,-2.1429
2001-04-19,12.4088
2001-04-20,0.2597
2001-04-23,-0.1295
2001-04-24,0.1297
2001-04-25,-6.7358
2001-04-26,7.6389
2001-04-27,-1.2903
2001-04-30,0.0
