ticker,SINO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-05-21,80.3871
2008-05-22,53.4335
2008-05-23,-14.8718
2008-05-27,-8.0504
2008-05-28,-8.3383
2008-05-29,-0.7797
2008-05-30,-3.8638
2008-06-02,-0.3406
2008-06-03,-10.458
2008-06-04,-0.7328
2008-06-05,-1.9532
2008-06-06,-3.1373
2008-06-09,-7.6923
2008-06-10,2.5439
2008-06-11,-7.7844
2008-06-12,-7.4988
2008-06-13,6.5022
2008-06-16,16.7608
2008-06-17,5.7258
2008-06-18,-7.5515
2008-06-19,-3.4653
2008-06-20,-4.188
2008-06-23,-8.2962
2008-06-24,-2.7237
2008-06-25,4.6
2008-06-26,-7.9350000000000005
2008-06-27,-4.0498
2008-06-30,-4.2208
2008-07-01,-8.475999999999999
2008-07-02,-7.9014
2008-07-03,-4.8241
2008-07-07,9.8592
2008-07-08,1.5385
2008-07-09,3.1566
2008-07-10,-5.1668
2008-07-11,-8.618500000000001
2008-07-14,-2.9678
2008-07-15,-6.2591
2008-07-16,8.687899999999999
2008-07-17,3.8646000000000003
2008-07-18,-0.2751
2008-07-21,-4.5517
2008-07-22,8.2352
2008-07-23,6.1433
2008-07-24,-5.5362
2008-07-25,-9.5857
2008-07-28,-6.1856
2008-07-29,9.5761
2008-07-30,-3.0086
2008-07-31,-1.034
2008-08-01,1.3433
2008-08-04,-2.0619
2008-08-05,-1.5038
2008-08-06,2.1374
2008-08-07,-3.5874
2008-08-08,0.155
2008-08-11,-4.1815
2008-08-12,-1.9365999999999999
2008-08-13,3.6244
2008-08-14,9.38
2008-08-15,-7.7053
2008-08-18,0.7894
2008-08-19,-2.3438
2008-08-20,-0.96
2008-08-21,-5.4927
2008-08-22,0.1709
2008-08-25,-0.5119
2008-08-26,-0.3431
2008-08-27,3.4423
2008-08-28,2.4938000000000002
2008-08-29,-3.4071
2008-09-02,3.4485
2008-09-03,1.2347
2008-09-04,-3.7102
2008-09-05,-2.0
2008-09-08,-9.0136
2008-09-09,-6.5421
2008-09-10,0.2
2008-09-11,0.0
2008-09-12,-3.1936
2008-09-15,-8.866
2008-09-16,7.6923
2008-09-17,2.9412000000000003
2008-09-18,1.6327
2008-09-19,4.0186
2008-09-22,-9.0756
2008-09-23,1.6985000000000001
2008-09-24,2.9228
2008-09-25,0.2028
2008-09-26,-0.4049
2008-09-29,-18.4959
2008-09-30,8.4788
2008-10-01,-10.5747
2008-10-02,-3.3419
2008-10-03,-7.1809
2008-10-06,-7.1597
