ticker,CXKJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-08-09,0.0
2013-08-28,10.0
2013-08-29,0.0
2013-08-30,4.5455
2013-09-03,21.7391
2013-09-04,14.2857
2013-09-05,-68.7109
2013-09-06,3.8702
2013-09-09,-13.461500000000001
2013-09-10,3.3333
2013-09-11,-8.6022
2013-09-12,-25.8824
2013-09-13,0.7937
2013-09-16,-11.811
2013-09-17,-28.5714
2013-09-18,-2.9687
2013-09-19,-9.8229
2013-09-20,14.2857
2013-09-23,62.5
2013-09-24,0.0
2013-09-25,49.2308
2013-09-26,-9.2784
2013-09-27,-4.5455
2013-09-30,13.0952
2013-10-01,-10.526299999999999
2013-10-02,5.8824
2013-10-03,-44.4444
2013-10-04,-4.0
2013-10-07,5.4688
2013-10-08,-1.2346
2013-10-09,-6.0
2013-10-10,4.2553
2013-10-11,-32.6531
2013-10-14,9.0909
2013-10-15,-36.1111
2013-10-16,8.6957
2013-10-17,-16.0
2013-10-18,-16.6667
2013-10-21,-22.8571
2013-10-22,24.537
2013-10-23,-1.8587
2013-10-24,-17.0455
2013-10-25,-7.3059
2013-10-28,-5.4187
2013-10-29,-9.375
2013-10-30,-1.7241
2013-10-31,-7.6023
2013-11-01,1.2658
2013-11-04,0.0
2013-11-05,0.0
2013-11-06,-5.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-11,-8.5526
2013-11-12,-2.1583
2013-11-13,2.2059
2013-11-14,-19.4245
2013-11-15,-7.1429
2013-11-18,23.0769
2013-11-19,25.0
2013-11-20,-5.0
2013-11-21,7.2368
2013-11-22,-16.5644
2013-11-25,27.9412
2013-11-26,-12.6437
2013-11-27,-5.2632
2013-12-02,-7.6389
2013-12-04,-3.7594
2013-12-05,6.25
2013-12-06,-1.4706000000000001
2013-12-09,-16.4179
2013-12-10,-7.1429
2013-12-11,0.0
2013-12-12,5.7692
2013-12-13,16.3636
2013-12-16,-12.5
2013-12-17,42.8571
2013-12-18,-20.0
2013-12-19,12.5
2013-12-20,-11.1111
2013-12-23,-3.9063
2013-12-26,38.2114
2013-12-27,-5.8824
2013-12-30,-11.25
2013-12-31,11.2676
2014-01-02,-1.8987
2014-01-03,0.0
2014-01-06,0.0
2014-01-08,-7.0968
2014-01-09,-1.3889
2014-01-10,1.4085
2014-01-13,-3.4722
2014-01-14,3.5971
2014-01-16,0.0
2014-01-17,0.0
2014-01-21,-1.3889
2014-01-22,-5.6338
2014-01-23,13.4328
2014-01-24,-6.5789
2014-01-27,1.4085
