ticker,CGSXF US Equity
2008-04-24,1.0638
2008-04-29,0.4605
2008-05-15,-0.4584
2008-05-16,0.1316
2008-05-19,0.0
2008-05-20,-0.2628
2008-05-21,0.1318
2008-05-28,0.6579
2008-06-04,0.3922
2008-06-11,0.0
2008-06-13,-1.0417
2008-06-16,0.3947
2008-06-18,0.1311
2008-06-24,-0.2618
2008-06-25,0.1312
2008-06-26,0.2621
2008-07-14,-0.3922
2008-07-23,0.6562
2008-07-30,-0.2608
2008-08-01,0.3922
2008-08-14,0.2604
2008-09-08,0.0
2008-09-10,0.1299
2008-09-11,-0.2594
2008-09-15,0.0
2008-09-16,0.0
2008-09-17,-1.0403
2008-09-23,0.0
2008-09-24,-0.1314
2008-09-25,-0.6579
2008-09-29,-0.6623
2008-10-01,-2.0
2008-10-02,-0.6803
2008-10-03,3.4247
2008-10-13,-3.5762
2008-10-15,1.6484
2008-10-17,-0.6757
2008-10-20,0.5442
2008-10-21,2.1651
2008-11-04,0.6623
2008-11-11,0.5263
2008-11-12,-0.5236
2008-11-17,0.0
2008-11-21,0.3947
2008-11-25,-0.3932
2008-12-01,-0.3947
2008-12-03,0.0
2008-12-04,0.3963
2008-12-10,0.6579
2008-12-12,0.6536
2008-12-16,0.6494
2008-12-18,0.6452
2008-12-19,0.0
2008-12-22,0.0
2008-12-23,0.2564
2009-01-12,1.023
2009-01-16,1.0127
2009-01-20,-0.1253
2009-01-22,0.3764
2009-01-23,0.0
2009-01-28,-1.25
2009-02-25,-6.3291
2009-02-26,-5.4054
2009-04-07,-28.4286
2009-04-08,-20.1597
2009-04-09,25.0
2009-04-17,0.0
2009-05-12,20.0
2009-06-03,0.0
2009-06-04,-8.3333
2009-06-23,8.9091
2009-06-30,-16.5275
2009-10-19,0.0
2009-10-26,-10.0
2009-11-20,-8.8889
2009-12-14,17.0732
2009-12-15,-16.6667
2009-12-31,22.5
2010-01-21,-24.4898
2010-01-27,-18.9189
2010-02-01,0.0
2010-02-17,-16.6667
2010-02-18,-18.0
2010-02-19,-9.7561
2010-03-24,8.1081
2010-03-25,0.0
2010-03-26,0.0
2010-03-30,0.0
2010-03-31,12.5
2010-04-01,-4.4444
2010-04-05,0.0
2010-04-07,16.2791
2010-04-13,20.0
2010-04-14,1.3333
2010-04-15,-1.3158
2010-04-16,16.6667
2010-04-19,14.2857
2010-04-20,18.75
2010-04-21,5.2632
2010-04-23,0.0
2010-04-26,4.0
2010-05-04,-10.5769
2010-05-05,-13.7634
2010-05-06,-15.212
2010-05-07,36.7647
2010-05-10,5.1613
2010-05-12,12.4744
2010-05-13,-18.1818
2010-05-14,-29.7778
2010-05-21,57.9114
2010-06-28,-29.8597
2010-06-30,-4.2857
2010-07-06,0.0
2010-07-12,16.1194
2010-07-19,-12.8535
2010-08-06,0.0
2010-08-09,0.0
2010-08-11,-7.0796
2010-08-17,7.619
2010-08-20,2.9499
2010-08-26,-28.3668
2010-09-01,28.0
2010-09-03,0.0
2010-09-07,2.8125
2010-09-08,-0.304
2010-09-24,0.3049
2010-09-28,-5.7751
2010-09-29,1.6129
2010-10-08,-7.9365
2010-10-11,20.3448
2010-10-18,86.2464
2010-11-11,-46.3077
2010-11-15,22.9226
2010-11-17,-0.9324
2010-11-19,0.0
2010-11-22,0.0
2010-11-23,0.0
2010-11-30,-5.8824
2010-12-02,0.0
2010-12-10,7.5
2010-12-15,6.7442
2010-12-17,-12.854
2010-12-21,0.0
2010-12-22,6.25
2010-12-23,3.5294
2011-01-05,-7.9545
2011-01-07,4.9383
2011-01-14,-24.7059
2011-01-31,0.0
2011-03-02,-2.8125
2011-03-04,3.2154
2011-03-11,-6.5421
2011-03-14,0.3333
2011-03-22,-23.588
2011-03-31,-8.6957
2011-04-01,0.0
2011-04-04,0.0
2011-04-06,0.0
2011-04-07,-4.2857
2011-04-08,6.9652
2011-04-12,-6.0465
2011-04-14,0.0
2011-04-15,13.8614
2011-05-26,-12.6087
2011-06-08,-0.4975
2011-06-23,-49.5
2011-07-06,10.8911
2011-08-01,0.8929
2011-08-22,-64.6018
2011-09-22,20.0
2011-10-24,6.25
2011-12-28,-41.1765
2012-01-23,16.6667
2012-01-27,0.0
2012-02-07,0.0
2012-03-28,0.0
2012-04-13,2.8571
2012-05-29,5.5556
2012-10-22,-5.2632
2012-10-23,-2.7778
2012-10-24,-8.5714
2012-12-27,-21.875
2012-12-28,0.0
2013-01-11,-4.0
2013-01-14,0.0
2013-04-22,-4.1667
2013-04-24,0.0
2013-04-26,0.0
2013-06-10,30.4348
2013-11-25,-83.3333
2013-11-26,-60.0
2014-04-15,0.0
2014-05-20,200.0
2014-06-05,-66.6667
2015-05-08,400.0
2015-05-11,-50.0
2015-05-21,200.0
2015-05-26,13.3333
2015-06-29,58.8235
2015-09-08,11.1111
2015-09-09,0.0
2015-09-11,66.6667
2015-12-31,-96.0
2016-01-04,4650.0
2016-01-05,26.3158
2016-01-12,-16.6667
2016-09-12,-25.0
2016-09-16,13.3333
2016-11-15,-88.2353
2016-12-12,-50.0
2016-12-22,60.0
2017-08-28,-43.75
2017-12-04,22.2222
2018-03-14,-26.7273
2018-03-21,-99.2556
2018-04-04,66.6667
2018-05-29,0.0
2018-12-31,-40.0
2019-08-15,3233.3333
2019-10-30,0.0
2020-01-03,0.0
2020-05-14,3400.0
2020-05-15,0.0
2020-06-05,0.0
2020-06-12,-99.9714
