ticker,CGSXF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-03-07,0.0
2007-03-08,-2.0833
2007-03-13,1.5603
2007-03-14,-0.1397
2007-03-15,-0.5594
2007-03-23,0.9845
2007-03-26,0.2786
2007-03-27,-0.2778
2007-03-28,0.0
2007-04-02,-0.1393
2007-04-03,0.0
2007-04-09,-0.2789
2007-04-11,0.4196
2007-04-13,-0.1393
2007-04-16,0.1395
2007-04-17,-0.1393
2007-04-18,0.0
2007-04-20,0.1395
2007-04-23,0.0
2007-04-24,-0.9749
2007-04-25,1.1252
2007-04-26,0.0
2007-04-27,0.6954
2007-04-30,-0.5525
2007-05-02,0.0
2007-05-03,0.5556
2007-05-08,-0.1381
2007-05-10,0.4149
2007-05-11,0.0
2007-05-15,0.1377
2007-05-22,-0.2751
2007-05-23,0.5517
2007-06-01,-0.1372
2007-06-04,0.2747
2007-06-11,0.0
2007-06-20,0.411
2007-06-26,0.1364
2007-07-05,0.8174
2007-07-06,-0.4054
2007-07-18,-0.1357
2007-07-19,0.0
2007-07-20,0.1359
2007-07-24,0.0
2007-08-01,0.0
2007-08-02,0.0
2007-08-06,0.0
2007-08-07,0.0
2007-08-10,-0.4071
2007-08-13,0.0
2007-08-14,0.0
2007-08-17,-0.1362
2007-08-20,0.0
2007-08-22,-0.4093
2007-09-04,-0.6849
2007-09-17,0.6897
2007-09-19,0.0
2007-09-24,0.274
2007-09-28,0.0
2007-10-04,0.0
2007-10-09,0.0
2007-10-10,0.0
2007-10-15,0.4098
2007-10-17,0.6803
2007-10-18,-0.6757
2007-10-23,0.0
2007-10-26,-0.4082
2007-10-29,0.0
2007-10-30,0.0
2007-10-31,-0.1366
2007-11-02,0.1368
2007-11-05,0.0
2007-11-06,0.0
2007-11-12,0.4098
2007-11-14,0.6803
2007-11-19,0.0
2007-11-21,-0.4054
2007-11-27,0.1357
2007-11-28,-0.271
2007-12-04,0.1359
2007-12-07,0.1357
2007-12-19,0.271
2007-12-20,-0.1351
2007-12-21,0.0
2007-12-27,0.0
2007-12-28,0.0
2008-01-04,0.0
2008-01-09,0.1353
2008-01-16,-0.1351
2008-02-01,0.1353
2008-02-04,0.0
2008-02-28,0.0
2008-03-06,0.1351
2008-03-07,-0.135
2008-03-11,-0.1351
2008-03-12,0.1353
2008-03-17,0.5405
2008-03-18,-0.4032
2008-03-20,0.6748
2008-03-28,0.0
2008-04-04,0.5362
2008-04-07,-0.4
2008-04-11,0.4016
2008-04-15,0.6667
2008-04-21,-0.3974
