ticker,TNEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-05-03,300.0
2005-05-05,0.0
2005-05-11,0.0
2005-06-03,7.5
2005-10-11,-41.8605
2005-10-14,304.0
2005-10-18,-25.7426
2006-02-16,1234.6667
2006-03-17,-50.05
2006-03-21,60.0
2006-03-31,-84.325
2006-04-03,537.9585
2006-04-04,0.0
2006-04-12,0.0
2006-04-20,-36.25
2006-04-21,-1.9607999999999999
2006-04-24,2.2
2006-04-25,0.7828
2006-04-26,-2.9126
2006-04-27,25.0
2006-04-28,-12.8
2006-05-01,0.0
2006-05-05,-1.8349
2006-05-12,30.8411
2006-05-23,0.0
2006-05-31,7.1429
2006-06-02,-1.0
2006-06-05,7.7440999999999995
2006-06-06,3.125
2006-06-07,3.0303
2006-06-08,-1.7647
2006-06-09,3.5928
2006-06-12,0.0
2006-06-14,4.0462
2006-06-15,0.0
2006-06-16,0.0
2006-06-19,0.0
2006-06-21,5.5556
2006-06-22,2.6316
2006-06-23,-1.5385
2006-06-26,-0.5208
2006-06-27,0.2618
2006-06-28,-1.3054999999999999
2006-06-29,1.5873
2006-06-30,2.0833
2006-07-03,-1.0204
2006-07-05,-17.5258
2006-07-06,21.875
2006-07-07,-2.0513
2006-07-10,3.6649000000000003
2006-07-11,5.0505
2006-07-12,-4.3269
2006-07-13,0.5025
2006-07-14,0.0
2006-07-17,-2.5
2006-07-18,2.5641
2006-07-19,-2.5
2006-07-20,-1.0256
2006-07-21,3.6269
2006-07-24,-5.0
2006-07-25,0.0
2006-07-26,0.0
2006-07-27,2.6316
2006-07-28,0.0
2006-07-31,2.5641
2006-08-01,-2.5
2006-08-02,4.6154
2006-08-03,0.0
2006-08-04,3.4314
2006-08-07,7.109
2006-08-08,1.3274
2006-08-09,-2.1834
2006-08-10,9.8214
2006-08-11,19.9187
2006-08-14,11.1864
2006-08-15,-9.4512
2006-08-16,6.734
2006-08-17,3.7855
2006-08-18,1.8237
2006-08-21,17.9104
2006-08-22,8.8608
2006-08-23,-2.093
2006-08-24,-5.4632
2006-08-25,4.0201
2006-08-28,10.8696
2006-08-29,-10.0218
2006-08-30,4.8426
2006-08-31,4.8499
2006-09-01,9.9119
2006-09-05,11.8236
2006-09-06,-4.1219
2006-09-07,-21.3084
2006-09-08,-7.3634
2006-09-11,-24.359
2006-09-12,13.2203
2006-09-13,-9.2814
2006-09-14,2.6403
2006-09-15,1.2862
2006-09-18,-12.381
2006-09-19,-15.942
2006-09-20,9.0517
2006-09-21,3.1621
