ticker,AFYG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-03-11,-7.1429
2009-03-12,7.6923
2009-03-13,5.7143
2009-03-16,1.3514
2009-03-17,-0.5333
2009-03-18,0.5362
2009-03-19,0.0
2009-03-20,0.0
2009-03-24,-0.5333
2009-03-30,-14.2091
2009-04-02,12.5
2009-04-03,4.1667
2009-04-08,0.0
2009-04-09,0.0
2009-04-13,0.0
2009-04-14,0.0
2009-04-15,0.0
2009-04-16,0.0
2009-04-17,-6.6667
2009-04-20,-2.8571
2009-04-23,0.0
2009-04-24,0.0
2009-04-28,0.0
2009-04-30,0.0
2009-05-01,0.0
2009-05-15,-1.4706000000000001
2009-05-28,-4.4776
2009-06-29,25.0
2009-06-30,31.25
2009-07-01,0.9524
2009-07-02,-1.8868
2009-07-09,0.0
2009-07-16,0.9615
2009-07-17,0.0
2009-07-22,-0.9524
2009-08-13,0.9615
2009-08-14,0.0
2009-08-18,4.7619
2009-09-03,1.8182
2009-09-08,0.0
2009-09-11,-1.7856999999999998
2009-09-25,7.0909
2009-10-02,0.1698
2009-10-06,0.0
2009-10-19,3.3898
2009-10-26,-9.8361
2009-10-27,4.5455
2009-10-30,6.087
2009-11-06,1.6393
2009-11-23,0.8065
2009-11-25,-0.8
2009-12-02,0.0
2009-12-09,-4.8387
2009-12-15,0.0
2009-12-28,-11.0169
2009-12-29,-42.8571
2009-12-30,23.3333
2010-01-04,-19.1892
2010-01-05,8.6957
2010-01-06,16.9231
2010-01-07,-1.3158
2010-01-08,0.0
2010-01-11,-22.6667
2010-01-12,3.4483
2010-01-19,0.0
2010-01-21,-8.3333
2010-01-25,-43.6364
2010-01-26,0.6452
2010-01-27,1.2821
2010-01-28,0.0
2010-01-29,1.2658
2010-02-01,14.375
2010-02-02,-4.3716
2010-02-03,2.8571
2010-02-04,3.3333
2010-02-05,-1.6129
2010-02-08,3.8251
2010-02-09,0.5263
2010-02-10,-2.6178
2010-02-11,-5.914
2010-02-12,7.4286
2010-02-16,0.0
2010-02-17,0.5319
2010-02-18,-5.291
2010-02-19,-24.581
2010-02-22,-25.1852
2010-02-23,-6.4542
2010-02-24,11.1332
2010-02-25,13.3333
2010-02-26,2.521
2010-03-01,-9.0164
2010-03-02,-13.5135
2010-03-03,-2.0833
2010-03-04,-12.766
2010-03-05,0.0
2010-03-08,0.0
2010-03-09,-26.8293
2010-03-10,-30.0
2010-03-11,-11.9048
2010-03-12,14.8311
2010-03-15,-1.1474
2010-03-16,-14.2857
