ticker,NIDB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-0.5051
2000-01-06,-1.5228000000000002
2000-01-07,1.0309
2000-01-11,-6.1224
2000-01-12,-2.1739
2000-01-13,-1.3889
2000-01-14,3.0986
2000-01-18,-4.3716
2000-01-19,2.8571
2000-01-20,4.4444
2000-01-24,1.9947
2000-01-25,-2.9987
2000-01-26,-0.5376
2000-01-27,-1.6216
2000-01-28,0.0
2000-02-02,0.0
2000-02-03,5.4945
2000-02-04,-5.2083
2000-02-07,2.1978
2000-02-08,-3.2258
2000-02-14,0.8969
2000-02-15,0.0
2000-02-17,2.7778
2000-02-18,-2.7027
2000-02-22,5.5556
2000-02-23,-3.1579
2000-02-24,-1.087
2000-02-25,2.1978
2000-02-28,-1.6129
2000-02-29,-1.0929
2000-03-03,1.6575
2000-03-08,-5.4348
2000-03-09,-4.5977
2000-03-10,0.6024
2000-03-13,-0.5988
2000-03-14,1.2048
2000-03-15,-2.3810000000000002
2000-03-16,2.439
2000-03-20,4.1667
2000-03-21,-2.8571
2000-03-22,3.5294
2000-03-23,-2.2727
2000-03-27,-1.1628
2000-03-28,1.1764999999999999
2000-03-29,2.3256
2000-03-30,-4.5455
2000-03-31,1.1905000000000001
2000-04-03,-1.1764999999999999
2000-04-04,2.3810000000000002
2000-04-07,1.0174
2000-04-10,0.1439
2000-04-13,0.0
2000-04-14,0.5747
2000-04-17,-4.0
2000-04-18,-3.5714
2000-04-19,7.4074
2000-04-20,0.0
2000-04-24,2.8736
2000-04-26,-2.7933
2000-04-27,0.0
2000-04-28,1.7241
2000-05-02,-0.565
2000-05-03,-1.1364
2000-05-05,0.9281
2000-05-09,0.0
2000-05-10,2.2989
2000-05-11,-3.3708
2000-05-17,3.4884
2000-05-24,-3.3708
2000-05-25,0.0
2000-05-26,0.0
2000-05-30,3.4884
2000-05-31,1.1236
2000-06-02,-2.2222
2000-06-07,6.8182
2000-06-16,-1.3298
2000-06-20,1.3477000000000001
2000-06-27,1.0638
2000-06-30,-3.1579
2000-07-06,-2.7174
2000-07-07,-0.2793
2000-07-12,-0.2801
2000-07-19,2.2472
2000-07-20,1.0989
2000-07-21,0.0
2000-07-26,-3.2609
2000-07-31,0.0
2000-08-01,0.0
2000-08-02,0.0
2000-08-03,4.4944
2000-08-07,1.0753
2000-08-08,-5.3191
2000-08-09,0.0
2000-08-11,-1.1236
2000-08-16,0.9174
2000-08-18,1.1364
2000-08-22,0.0
2000-08-23,5.618
2000-08-24,-3.7234
