ticker,ASNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-09-22,-52.381
2014-09-23,-70.0
2014-09-24,-46.6667
2014-09-25,-12.5
2014-10-03,0.0
2014-11-12,0.0
2014-12-09,7.1429
2014-12-31,0.0
2015-11-04,200.0
2015-11-05,22.2222
2015-11-11,172.7273
2015-12-16,-63.3333
2015-12-31,0.0
2016-01-11,0.0
2016-01-29,0.0
2016-02-08,0.0
2016-02-17,36.3636
2016-02-24,153.3333
2016-02-25,-2.6316
2016-02-26,27.027
2016-02-29,14.8936
2016-03-01,-5.5556
2016-03-02,3.9215999999999998
2016-03-03,1.8868
2016-03-04,11.1111
2016-03-07,-65.0
2016-03-08,19.0476
2016-03-10,32.0
2016-03-11,20.6061
2016-03-14,0.0
2016-03-15,15.5779
2016-03-16,8.6957
2016-03-17,-12.0
2016-03-18,-31.3636
2016-03-21,17.2185
2016-03-22,-6.7797
2016-03-23,15.1515
2016-03-24,6.3158
2016-03-28,11.3861
2016-03-29,26.6667
2016-03-30,16.8421
2016-03-31,-9.9099
2016-04-01,-31.6667
2016-04-04,-0.4878
2016-04-05,46.5686
2016-04-06,-16.388
2016-04-07,-20.0
2016-04-08,23.0
2016-04-11,-10.5691
2016-04-12,-1.3636
2016-04-13,-3.2258
2016-04-14,2.3810000000000002
2016-04-15,-0.9302
2016-04-18,4.6948
2016-04-19,5.3812
2016-04-20,-2.1277
2016-04-22,-2.6087
2016-04-26,4.9107
2016-04-27,-0.8511
2016-04-28,0.8584
2016-04-29,-2.5532
2016-05-02,1.7467000000000001
2016-05-03,-1.2876
2016-05-04,-12.6087
2016-05-05,12.9353
2016-05-06,-1.9383
2016-05-09,5.5705
2016-05-10,-5.9574
2016-05-11,-3.6199
2016-05-12,4.2254
2016-05-13,-0.9009
2016-05-17,-0.4545
2016-05-18,0.9132
2016-05-19,-4.9774
2016-05-20,4.7619
2016-05-23,0.0
2016-05-24,4.0909
2016-05-25,-8.2969
2016-05-26,2.3810000000000002
2016-05-27,-0.9302
2016-06-01,-12.2066
2016-06-02,0.1604
2016-06-08,9.4501
2016-06-14,-12.1951
2016-06-15,0.0
2016-06-22,-2.7778
2016-06-24,14.2857
2016-06-27,-2.2688
2016-06-28,-5.3527000000000005
2016-07-12,-9.1959
2016-07-13,-8.3265
2016-07-14,0.0
2016-07-15,0.0
2016-07-18,-1.2987
2016-07-20,8.5526
2016-07-21,-9.0909
2016-07-26,-30.0
2016-07-27,-3.8095
2016-07-28,28.7129
