ticker,VCTR US Equity
2018-06-28,0.2979
2018-06-29,4.7524999999999995
2018-07-02,-0.8507
2018-07-03,2.3832
2018-07-05,-3.1657
2018-07-06,-2.7885
2018-07-09,-0.9891
2018-07-10,1.3986
2018-07-11,-2.1675
2018-07-12,0.5035
2018-07-13,1.5030000000000001
2018-07-16,2.7641
2018-07-17,1.0567
2018-07-18,-1.0456
2018-07-19,-2.1134
2018-07-20,-0.7851
2018-07-23,1.8793
2018-07-24,-0.8738
2018-07-25,0.3918
2018-07-26,0.0
2018-07-27,-1.1707
2018-07-30,0.1974
2018-07-31,1.9704000000000002
2018-08-01,-4.2512
2018-08-02,-7.3663
2018-08-03,6.3725
2018-08-06,3.533
2018-08-07,-3.4619
2018-08-08,1.7418
2018-08-09,-0.5035
2018-08-10,1.8218999999999999
2018-08-13,-0.5964
2018-08-14,0.0
2018-08-15,-0.5
2018-08-16,0.402
2018-08-17,-0.1001
2018-08-20,0.2004
2018-08-21,-0.9
2018-08-22,-0.5045
2018-08-23,-2.2312
2018-08-24,-1.4523
2018-08-27,1.3684
2018-08-28,0.1038
2018-08-29,3.6307
2018-08-30,-4.004
2018-08-31,3.024
2018-09-04,-0.2024
2018-09-05,-1.6227
2018-09-06,-1.0309
2018-09-07,-1.6667
2018-09-10,-0.6356
2018-09-11,0.2132
2018-09-12,1.2766
2018-09-13,-0.8403
2018-09-14,-2.2246
2018-09-17,2.3835
2018-09-18,-2.1164
2018-09-19,-2.4865
2018-09-20,-2.9933
2018-09-21,3.8857
2018-09-24,4.0704
2018-09-25,-0.1057
2018-09-26,0.5291
2018-09-27,0.3158
2018-09-28,0.1049
2018-10-01,0.1048
2018-10-02,-2.4084
2018-10-03,-1.2876
2018-10-04,-2.5
2018-10-05,1.6722000000000001
2018-10-08,-2.5219
2018-10-09,1.0124
2018-10-10,-2.6726
2018-10-11,-4.2334
2018-10-12,-5.4958
2018-10-15,-0.3793
2018-10-16,1.5228000000000002
2018-10-17,-0.375
2018-10-18,0.3764
2018-10-19,0.375
2018-10-22,-1.3699
2018-10-23,-1.0101
2018-10-24,-1.148
2018-10-25,-0.7742
2018-10-26,-2.4707
2018-10-29,0.0
2018-10-30,1.6
2018-10-31,2.3622
2018-11-01,2.5641
2018-11-02,-1.0
2018-11-05,0.8838
2018-11-06,2.0025
2018-11-07,20.0
2018-11-08,5.317
2018-11-09,8.5437
2018-11-12,5.9928
2018-11-13,-0.6751
2018-11-14,0.085
2018-11-15,1.7827
2018-11-16,0.0834
2018-11-19,0.5833
2018-11-20,-3.9768
2018-11-21,3.5375
2018-11-23,1.1667
2018-11-26,1.4827
2018-11-27,-0.4058
2018-11-28,0.0815
2018-11-29,-1.6287
2018-11-30,1.4073
2018-12-03,-0.9796
2018-12-04,-4.2045
2018-12-06,-4.6472
2018-12-07,0.722
2018-12-10,1.2545
2018-12-11,-0.0885
2018-12-12,-2.8344
2018-12-13,-3.0082
2018-12-14,-5.3571
2018-12-17,-4.1708
2018-12-18,-2.9016
2018-12-19,-3.842
2018-12-20,-1.7758
2018-12-21,2.2599
2018-12-24,-0.442
2018-12-26,1.9978
2018-12-27,-0.6529
2018-12-28,1.862
2018-12-31,9.8925
2019-01-02,2.544
2019-01-03,0.0954
2019-01-04,3.5272
2019-01-07,1.2891
2019-01-08,0.0909
2019-01-09,-0.3633
2019-01-10,0.2735
2019-01-11,0.2727
2019-01-14,-1.3599
2019-01-15,-1.1949
2019-01-16,-0.3721
2019-01-17,2.8011
2019-01-18,-0.3633
2019-01-22,-1.0027
2019-01-23,-1.3812
2019-01-24,-1.6806999999999999
2019-01-25,-0.095
2019-01-28,0.7605
2019-01-29,0.4717
2019-01-30,-0.6573
2019-01-31,3.0246
2019-02-01,1.1927
2019-02-04,3.8078
2019-02-05,-4.3668
2019-02-06,-1.2785
2019-02-07,-1.1101
2019-02-08,1.4032
2019-02-11,2.6753
2019-02-12,1.0782
2019-02-13,2.7556000000000003
2019-02-14,2.5087
2019-02-15,3.6287000000000003
2019-02-19,0.8143
2019-02-20,2.5848
2019-02-21,-2.5984
2019-02-22,5.093
2019-02-25,-0.3846
2019-02-26,0.7722
2019-02-27,-1.3793
2019-02-28,-2.1756
2019-03-01,2.9388
2019-03-04,0.3858
2019-03-05,-0.0769
2019-03-06,-2.3846
2019-03-07,-2.2065
2019-03-08,3.7873
2019-03-11,3.2609
2019-03-12,-0.8271
2019-03-13,-0.4549
2019-03-14,1.6756
2019-03-15,6.2172
2019-03-18,-0.5642
2019-03-19,3.2624
2019-03-20,1.8544
2019-03-21,3.1693
2019-03-22,-3.5294
2019-03-25,-0.542
2019-03-26,-0.8856
2019-03-27,0.0687
2019-03-28,2.3352
2019-03-29,0.8054
2019-04-01,2.8628
2019-04-02,2.2654
2019-04-03,0.2532
2019-04-04,1.3258
2019-04-05,1.1838
2019-04-08,-2.1552
2019-04-09,-0.5035
2019-04-10,-0.3163
2019-04-11,-5.5203
2019-04-12,1.7461
2019-04-15,1.2541
2019-04-16,2.7379
2019-04-17,-2.4746
2019-04-18,-2.147
2019-04-22,1.3298
2019-04-23,-0.2625
2019-04-24,5.2632
2019-04-25,-1.5625
2019-04-26,2.2222
2019-04-29,2.7329
2019-04-30,-0.3023
2019-05-01,-0.3032
2019-05-02,-0.1825
2019-05-03,0.0609
2019-05-06,0.4872
2019-05-07,-3.6364
2019-05-08,0.1258
2019-05-09,0.3141
2019-05-10,0.3131
2019-05-13,-4.1823
2019-05-14,1.3029
2019-05-15,4.4373000000000005
2019-05-16,5.1108
2019-05-17,5.1552
2019-05-20,-1.0585
2019-05-21,1.9144
2019-05-22,-0.884
2019-05-23,-0.5017
2019-05-24,-1.3445
2019-05-28,0.4543
2019-05-29,-0.0565
2019-05-30,-0.2262
2019-05-31,-6.8594
2019-06-03,-2.252
2019-06-04,5.2304
2019-06-05,0.8876
2019-06-06,-0.7625
2019-06-07,1.3593
2019-06-10,-0.1166
2019-06-11,-0.5838
2019-06-12,0.7634
2019-06-13,0.5828
2019-06-14,-0.3476
2019-06-17,-0.2907
2019-06-18,0.0
2019-06-19,-0.2915
2019-06-20,-0.7602
2019-06-21,0.1768
2019-06-24,-4.1176
2019-06-25,2.9448
2019-06-26,1.0131000000000001
2019-06-27,2.6549
2019-06-28,-1.2644
2019-07-01,2.6775
2019-07-02,4.8753
2019-07-03,-1.6216
2019-07-05,1.8681
2019-07-08,-2.7508
2019-07-09,2.3849
2019-07-10,1.6793
2019-07-11,0.3729
2019-07-12,2.1762
2019-07-15,-2.4416
2019-07-16,-0.3195
2019-07-17,-0.9615
2019-07-18,-1.5642
2019-07-19,-1.6985999999999999
2019-07-22,0.2787
2019-07-23,5.6142
2019-07-24,0.0
2019-07-25,-0.3158
2019-07-26,-0.528
2019-07-29,-1.38
2019-07-30,-1.2379
2019-07-31,-2.6158
2019-08-01,-0.1119
2019-08-02,-1.5686
2019-08-05,-7.399
2019-08-06,0.0
2019-08-07,0.1844
2019-08-08,6.7485
2019-08-09,-0.977
2019-08-12,0.3482
2019-08-13,-2.0821
2019-08-14,-5.6113
2019-08-15,-3.3166
2019-08-16,2.3948
2019-08-19,0.9482
2019-08-20,0.3131
2019-08-21,0.2497
2019-08-22,-0.4359
2019-08-23,-4.1901
2019-08-26,1.8277
2019-08-27,-2.5641
2019-08-28,-0.0658
2019-08-29,3.2916
2019-08-30,1.7846
2019-09-03,-0.5636
2019-09-04,1.5112999999999999
2019-09-05,5.0248
2019-09-06,0.1181
2019-09-09,0.708
2019-09-10,1.1751
2019-09-11,-2.1487
2019-09-12,-1.8397999999999999
2019-09-13,1.0278
2019-09-16,-1.8552
2019-09-17,-1.6463
2019-09-18,5.2077
2019-09-19,0.0589
2019-09-20,0.1178
2019-09-23,0.0
2019-09-24,-3.8235
2019-09-25,-0.0612
2019-09-26,-0.612
2019-09-27,-2.3399
2019-09-30,-3.0265
2019-10-01,-3.7061
2019-10-02,0.3376
2019-10-03,-2.288
2019-10-04,0.2066
2019-10-07,1.8557000000000001
2019-10-08,-1.4845
2019-10-09,-0.9589
2019-10-10,1.6598000000000002
2019-10-11,2.8571
2019-10-14,0.463
2019-10-15,1.58
2019-10-16,-0.4537
2019-10-17,3.9063
2019-10-18,-2.1617
2019-10-21,1.1207
2019-10-22,-1.3933
2019-10-23,2.3121
2019-10-24,-1.1299
2019-10-25,1.5873
2019-10-28,-2.1875
2019-10-29,2.2364
2019-10-30,-2.5625
2019-10-31,-0.1924
2019-11-01,1.928
2019-11-04,-0.8827
2019-11-05,10.8142
2019-11-06,1.9518
2019-11-07,1.1261
2019-11-08,-1.6703999999999999
2019-11-11,-1.812
2019-11-12,3.6909
2019-11-13,1.168
2019-11-14,2.144
2019-11-15,2.3681
2019-11-18,-0.1577
2019-11-19,0.2106
2019-11-20,-0.1576
2019-11-21,0.5263
2019-11-22,3.4555
2019-11-25,5.1113
2019-11-26,-1.1555
2019-11-27,-0.0974
2019-11-29,0.4388
2019-12-02,-2.1845
2019-12-03,0.5955
2019-12-04,-0.6907
2019-12-05,-0.5961
2019-12-06,1.3493
2019-12-09,3.7968
2019-12-10,1.5714000000000001
2019-12-11,0.797
2019-12-12,1.3023
2019-12-13,-4.9587
2019-12-16,-0.4348
2019-12-17,-0.6793
2019-12-18,0.3908
2019-12-19,2.1411
2019-12-20,-0.1429
2019-12-23,3.626
2019-12-24,-1.8877000000000002
2019-12-26,-0.4693
2019-12-27,-1.4144
2019-12-30,-0.5739
2019-12-31,0.8658
2020-01-02,1.8121
2020-01-03,-1.0304
2020-01-06,-2.2717
2020-01-07,-0.2421
2020-01-08,-1.1165
2020-01-09,4.4674
2020-01-10,-0.282
2020-01-13,1.8378999999999999
2020-01-14,1.6196000000000002
2020-01-15,-0.8652
2020-01-16,0.2297
2020-01-17,-2.154
2020-01-21,0.2342
2020-01-22,2.757
2020-01-23,-0.6821
2020-01-24,-0.87
2020-01-27,-1.7551999999999999
2020-01-28,0.9873
2020-01-29,-0.6983
2020-01-30,-0.5157
2020-01-31,-1.6965
2020-02-03,-0.5753
2020-02-04,0.2411
2020-02-05,1.443
2020-02-06,2.9398
2020-02-07,1.3819
2020-02-10,-1.6356000000000002
2020-02-11,4.8499
2020-02-12,2.0264
2020-02-13,-3.7133000000000003
2020-02-14,-0.6726
2020-02-18,6.2754
2020-02-19,-2.1028000000000002
2020-02-20,0.1085
2020-02-21,-0.4768
2020-02-24,-3.8763
2020-02-25,-3.942
2020-02-26,0.8019
2020-02-27,-4.6795
2020-02-28,-2.9455
2020-03-02,1.5175
2020-03-03,1.4948000000000001
2020-03-04,-0.6382
2020-03-05,-5.7312
2020-03-06,-5.7652
2020-03-09,-13.515
2020-03-10,11.4839
2020-03-11,-12.037
2020-03-12,-14.9342
2020-03-13,14.3852
2020-03-16,-8.9926
2020-03-17,1.4859
2020-03-18,-0.2196
2020-03-19,2.3478
2020-03-20,3.4409
2020-03-23,-3.3957
2020-03-24,5.4519
2020-03-25,6.4626
2020-03-26,5.4313
2020-03-27,-1.9394
2020-03-30,1.1743000000000001
2020-03-31,-0.0611
2020-04-01,-3.6064
2020-04-02,-1.6487
2020-04-03,-3.2237
2020-04-06,6.5956
2020-04-07,1.875
2020-04-08,-6.0123
2020-04-09,-1.893
2020-04-13,-4.9235
2020-04-14,2.3093
2020-04-15,-3.8304
2020-04-16,-0.2134
2020-04-17,2.7085
2020-04-20,-3.0534
2020-04-21,-0.1432
2020-04-22,4.6594999999999995
2020-04-23,2.8082000000000003
2020-04-24,-2.5316
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,4.7847
2020-04-30,-1.5655999999999999
2020-05-01,-1.1928
2020-05-04,-1.9449999999999998
2020-05-05,-1.71
2020-05-06,2.714
2020-05-07,-0.2033
2020-05-08,1.0183
2020-05-11,2.2177
2020-05-12,-1.5122
2020-05-13,-5.6075
2020-05-14,-3.3239
2020-05-15,2.1946
2020-05-18,10.6657
2020-05-19,0.0
2020-05-20,-1.1643
2020-05-21,2.2251
2020-05-22,-0.1921
2020-05-26,5.3239
2020-05-27,2.1924
2020-05-28,-1.1323
2020-05-29,0.7233
2020-06-01,1.1969
2020-06-02,1.5967
2020-06-03,3.2014
2020-06-04,-1.4664
2020-06-05,2.5186
2020-06-08,6.3652
2020-06-09,-0.3675
2020-06-10,-4.4902
2020-06-11,-15.2102
2020-06-12,3.1311
2020-06-15,0.6325
2020-06-16,1.3199
2020-06-17,4.4045
2020-06-18,-2.1985
2020-06-19,0.243
2020-06-22,1.7576
2020-06-23,-2.3228
2020-06-24,-0.5488
2020-06-25,-0.2452
2020-06-26,-0.4302
2020-06-29,1.6049
2020-06-30,4.435
2020-07-01,0.7563
2020-07-02,1.6166
2020-07-06,2.3295
2020-07-07,-1.3326
2020-07-08,1.5194
2020-07-09,-0.8869
2020-07-10,4.8658
2020-07-13,-5.2267
2020-07-14,2.7575
2020-07-15,3.724
2020-07-16,0.6864
2020-07-17,-0.2622
2020-07-20,2.4185
2020-07-21,-1.3860000000000001
2020-07-22,0.885
2020-07-23,-1.5996000000000001
2020-07-24,-1.2061
2020-07-27,0.5839
2020-07-28,-0.4222
2020-07-29,-1.3778000000000001
2020-07-30,-2.0419
2020-07-31,-2.633
