ticker,CABB US Equity
2009-07-15,-3.8462
2009-07-20,0.0
2009-07-24,0.0
2009-07-29,-3.0
2009-08-04,3.0928
2009-08-06,0.0
2009-08-10,-5.0
2009-08-12,-0.6316
2009-09-10,-9.9576
2009-09-11,-5.8824
2009-09-17,3.25
2009-10-01,15.0121
2009-10-07,-10.526299999999999
2009-10-09,-5.8824
2009-10-12,0.0
2009-10-13,-5.0
2009-10-14,5.2632
2009-10-23,0.0
2009-10-28,-23.75
2009-10-29,0.0
2009-11-04,-9.8361
2009-12-02,-18.1818
2009-12-04,0.0
2009-12-21,-32.8889
2009-12-22,-0.6623
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2010-01-05,-16.6667
2010-01-08,0.8
2010-01-13,19.0476
2010-01-21,0.0
2010-02-04,63.3333
2010-02-05,0.0
2010-02-08,22.449
2010-02-19,-8.3333
2010-03-16,0.0
2010-03-31,0.0
2010-04-21,0.0
2010-07-19,-9.0909
2010-07-21,-10.0
2010-09-21,11.1111
2010-10-04,-10.0
2010-10-15,-11.1111
2010-10-18,0.0
2010-10-19,0.0
2010-10-20,0.0
2010-11-01,-12.0
2010-11-04,27.8409
2010-11-08,0.0
2010-11-16,0.0
2010-11-18,28.8889
2010-11-19,-5.1724
2010-12-06,-5.4545
2010-12-22,-3.8462
2010-12-23,0.0
2010-12-30,4.0
2011-02-01,101.9231
2011-02-18,-40.9524
2011-03-09,0.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,-6.4516
2011-05-03,6.8966
2011-05-09,0.0
2011-05-26,0.0
2011-06-07,-19.3548
2011-06-20,-2.0
2011-07-05,-15.102
2011-07-19,-15.8654
2011-08-05,0.0
2011-08-08,-14.2857
2011-08-15,16.6667
2011-08-30,71.4286
2011-08-31,-33.3333
2011-09-07,50.0
2011-09-09,0.0
2011-09-19,-1.6667
2011-09-26,-1.6949
2011-09-30,3.4483
2011-10-24,-25.0
2011-10-31,-11.1111
2011-11-02,0.0
2011-11-03,0.0
2011-11-04,0.0
2011-11-07,25.0
2011-11-09,-20.0
2011-11-10,0.0
2011-11-11,0.0
2011-11-14,0.0
2011-11-16,0.0
2011-11-17,0.0
2011-11-18,0.0
2011-11-21,0.0
2011-11-22,0.0
2011-11-23,0.0
2011-11-25,0.0
2011-11-28,0.0
2011-11-29,0.0
2011-11-30,0.0
2011-12-05,0.0
2011-12-07,0.0
2011-12-09,0.0
2011-12-12,-18.5
2011-12-14,-12.2699
2011-12-16,39.8601
2011-12-19,-49.0
2011-12-21,61.7647
2011-12-23,6.0606
2011-12-27,-42.2857
2011-12-28,48.5149
2011-12-29,0.0
2011-12-30,0.0
2012-01-03,0.0
2012-01-05,-32.6667
2012-01-09,43.5644
2012-01-10,-41.3793
2012-01-11,17.647100000000002
2012-01-13,10.0
2012-01-17,0.0
2012-01-19,0.0
2012-01-23,-8.1818
2012-01-25,0.0
2012-01-27,0.0
2012-01-31,-0.9901
2012-02-06,-26.0
2012-02-24,-12.1622
2012-05-16,0.0
2012-05-17,0.0
2012-05-21,55.3846
2012-05-31,0.0
2012-06-27,-1.9802
2012-07-10,-69.697
2012-07-13,70.0
2012-07-20,-45.098
2012-07-31,0.0
2012-08-01,0.0
2012-08-10,25.0
2012-09-12,-28.5714
2012-09-13,0.0
2012-09-24,4.0
2012-10-01,15.3846
2012-10-03,-1.6667
2012-10-04,-15.2542
2012-10-31,40.0
2012-11-02,0.0
2012-11-19,0.0
2012-12-04,-20.0
2012-12-24,25.0
2012-12-26,-20.0
2012-12-28,25.0
2012-12-31,0.0
2013-01-09,-20.0
2013-02-13,0.0
2013-03-04,0.0
2013-03-18,-10.7143
2013-04-29,-56.0
2013-04-30,9.0909
2013-05-13,-8.3333
2013-05-23,36.3636
2013-05-29,0.0
2013-06-04,6.6667
2013-06-14,6.25
2013-06-24,17.647100000000002
2013-06-26,0.0
2013-06-27,0.0
2013-07-15,-20.0
2013-07-16,25.0
2013-07-19,-10.0
2013-07-23,5.5556
2013-07-25,5.2632
2013-07-26,-15.0
2013-07-31,47.0588
2013-08-08,-20.0
2013-08-27,0.0
2013-09-05,-5.0
2013-09-10,0.0
2013-09-26,84.2105
2013-09-27,-2.8571
2013-09-30,-11.7647
2013-10-10,-26.6667
2013-10-11,0.0
2013-10-22,0.0
2013-10-24,136.3636
2013-10-28,-57.6923
2013-10-31,0.0
2013-11-29,0.0
2013-12-09,0.0
2013-12-10,36.3636
2013-12-11,0.0
2013-12-19,-26.6667
2013-12-30,0.0
2014-01-07,36.3636
2014-01-23,-16.6667
2014-01-31,-8.0
2014-03-05,0.0
2014-03-26,4.3478
2014-03-27,0.0
2014-03-28,29.1667
2014-03-31,87.0968
2014-04-01,0.0
2014-04-24,0.0
2014-04-30,10.3448
2014-05-01,0.0
2014-05-05,-6.25
2014-05-06,-8.3333
2014-05-09,-12.7273
2014-05-20,0.0
2014-06-27,4.1667
2014-07-09,10.0
2014-07-21,0.0
2014-07-23,9.0909
2014-07-24,0.0
2014-07-25,25.0
2014-07-28,0.0
2014-07-29,6.6667
2014-07-30,6.25
2014-08-01,-11.7647
2014-08-04,13.3333
2014-08-05,17.647100000000002
2014-08-07,0.0
2014-08-08,-1.0
2014-08-11,1.0101
2014-08-12,0.0
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,0.0
2014-08-19,0.0
2014-08-20,5.0
2014-08-21,4.7619
2014-08-22,4.5455
2014-08-25,0.0
2014-08-27,4.3478
2014-08-29,4.1667
2014-09-02,13.6
2014-09-04,5.6338
2014-09-05,13.3333
2014-09-08,11.7647
2014-09-09,2.6316
2014-09-10,2.5641
2014-09-11,-2.5
2014-09-16,-7.6923
2014-09-17,-11.1111
2014-09-18,-6.25
2014-09-22,0.0
2014-09-30,-3.3333
2014-10-01,2.069
2014-10-02,-1.3514
2014-10-14,-7.5342
2014-10-17,3.7037
2014-10-20,-3.5714
2014-10-21,0.0
2014-10-23,6.6667
2014-10-30,3.4722
2014-10-31,0.6711
2014-11-03,0.0
2014-11-19,-26.6667
2014-11-20,-9.0909
2014-11-24,-5.0
2014-11-28,31.5789
2014-12-09,-4.0
2014-12-10,-8.3333
2014-12-24,-13.6364
2014-12-26,-5.2632
2014-12-29,-5.5556
2014-12-30,0.0
2014-12-31,14.1176
2015-01-08,-20.6186
2015-01-14,-14.2857
2015-01-16,-9.0909
2015-01-26,-15.0
2015-01-29,15.6863
2015-01-30,-6.7797
2015-02-02,0.0
2015-02-06,-1.8182
2015-02-20,1.8519
2015-02-23,-16.3636
2015-02-24,-2.1739
2015-02-27,55.5556
2015-03-09,0.0
2015-03-31,0.0
2015-04-07,-35.7143
2015-04-13,0.0
2015-04-16,0.0
2015-04-17,46.6667
2015-04-20,-1.5152
2015-04-24,-3.0769
2015-04-28,0.0
2015-05-14,-17.4405
2015-05-26,-1.9466
2015-06-08,-1.9607999999999999
2015-06-11,10.0
2015-06-12,36.3636
2015-06-16,-6.6667
2015-06-17,7.1429
2015-06-18,0.0
2015-06-22,0.0
2015-06-24,-6.6667
2015-06-25,0.0
2015-06-29,0.0
2015-06-30,0.0
2015-07-09,0.0
2015-07-10,-7.1429
2015-07-14,-7.6923
2015-07-15,-8.3333
2015-07-16,-5.4545
2015-07-17,-7.6923
2015-07-22,-6.25
2015-07-24,-6.6667
2015-07-27,-2.3810000000000002
2015-07-28,-2.439
2015-07-29,0.0
2015-07-30,-10.0
2015-08-04,-11.1111
2015-08-05,0.0
2015-08-07,-6.25
2015-08-10,-3.3333
2015-08-11,-6.8966
2015-08-12,0.0
2015-08-14,0.0
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,-3.7037
2015-08-20,-23.0769
2015-08-25,65.0
2015-08-31,-39.3939
2015-09-02,50.0
2015-09-04,6.6667
2015-09-18,-31.25
2015-09-30,36.3636
2015-10-05,0.0
2015-10-23,-16.6667
2015-10-27,-12.0
2015-11-06,31.8182
2015-11-11,-24.1379
2015-11-23,13.6364
2015-11-27,0.0
2015-12-01,-16.0
2015-12-02,38.0952
2015-12-09,-13.7931
2015-12-28,-16.0
2016-01-15,-4.7619
2016-01-27,10.0
2016-02-17,27.2727
2016-05-09,-21.4286
2016-05-19,-9.0909
2016-08-11,5.0
2016-08-16,0.0
2016-08-18,28.5714
2016-08-29,-22.2222
2016-09-06,5.7143
2016-09-08,17.1171
2016-09-12,3.8462
2016-09-19,-7.4074
2016-09-21,-12.0
2016-09-28,0.0
2016-10-20,0.0
2016-11-02,0.0
2016-11-22,0.0
2016-12-02,0.0
2016-12-19,19.6023
2016-12-22,2.6128
2016-12-29,-11.0648
2017-01-10,39.5107
2017-01-12,4.4403
2017-01-13,0.0357
2017-01-17,5.7143
2017-02-10,-16.2162
2017-02-28,-9.6774
2017-03-02,0.3571
2017-03-06,6.7616
2017-03-07,-1.5417
2017-04-20,-5.2052
2017-04-24,6.4286
2017-05-09,-6.0403
2017-05-11,0.0
2017-05-15,-3.5714
2017-05-18,0.0
2017-05-23,0.0
2017-06-23,-3.7037
2017-07-07,15.3846
2017-07-25,0.0
2017-07-31,0.0
2017-08-09,0.0
2017-09-08,-13.3333
2017-09-18,30.7692
2017-09-20,-0.0294
2017-10-17,0.0294
2017-10-26,-11.7647
2017-11-22,-16.6667
2017-11-27,-16.0
2017-11-29,-4.7619
2017-12-05,0.0
2017-12-06,5.0
2017-12-08,0.0
2017-12-11,-4.7619
2017-12-12,-1.0
2017-12-13,6.0606
2017-12-14,0.0
2017-12-15,-23.8095
2017-12-19,-6.25
2017-12-20,0.0
2017-12-22,6.6667
2017-12-28,-6.25
2017-12-29,6.6667
2018-01-02,22.5
2018-01-03,1.5306
2018-01-08,-0.2513
2018-01-09,-5.7935
2018-01-12,-2.6738
2018-01-16,3.2967
2018-01-17,-1.5957
2018-01-18,0.0
2018-01-26,-2.7027
2018-01-31,-2.7778
2018-02-06,1.3657
2018-02-08,-3.0385
2018-02-20,-1.1628
2018-02-28,-11.7647
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,6.6667
2018-04-12,0.0
2018-04-13,-5.4688
2018-05-01,-0.8264
2018-05-09,0.0
2018-05-18,-12.6667
2018-05-22,6.8702
2018-05-24,0.0
2018-06-08,0.0
2018-06-13,-7.1429
2018-06-14,-0.9615
2018-06-19,-6.7961
2018-06-21,0.0
2018-07-16,15.0
2018-07-17,0.0
2018-07-20,-13.0435
2018-07-25,15.0
2018-07-31,-20.2899
2018-08-06,23.8636
2018-08-09,2.7523
2018-09-07,-0.7143
2018-09-10,-1.4388
2018-09-11,-19.708
2018-09-13,27.2727
2018-09-21,-20.7143
2018-09-24,-0.9009
2018-10-04,22.7273
2018-10-12,-17.037
2018-10-26,25.0
2018-12-06,-7.1429
2018-12-07,-15.3846
2018-12-18,0.0
2018-12-24,16.3636
2018-12-27,-21.875
2019-01-02,59.0
2019-01-11,-5.6604
2019-03-04,6.6667
2019-03-11,-6.25
2019-03-18,5.0
2019-04-02,11.1111
2019-04-09,0.0
2019-04-23,10.0
2019-04-25,0.0
2019-05-22,3.8961
2019-06-10,-25.0
2019-06-14,0.0
2019-06-25,33.3333
2019-07-01,-19.5
2019-07-02,24.2236
2019-07-03,-19.5
2019-07-19,-23.6025
2019-08-06,-2.3577
2019-08-07,64.8626
2019-08-23,-38.8889
2019-09-23,0.0
2019-10-30,21.6529
2019-12-02,-9.3071
2019-12-04,-9.9625
2019-12-16,8.1947
2019-12-18,7.6509
2019-12-24,-14.2143
2019-12-26,-0.0833
2020-01-27,-12.5
2020-02-20,0.0
2020-02-21,23.8095
2020-03-05,0.0
2020-03-13,-18.4615
2020-04-08,-5.6604
2020-04-30,-10.0
2020-05-18,11.1111
2020-05-20,-0.1
2020-05-22,0.0
2020-06-09,10.1101
2020-06-11,12.7273
2020-06-18,-29.4355
2020-06-29,-40.4571
2020-06-30,0.1919
2020-07-22,1.5326
