ticker,DIT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.5152
2000-01-04,0.7463
2000-01-05,-3.7037
2000-01-06,3.0769
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,0.7463
2000-01-18,-1.4815
2000-01-20,0.7519
2000-01-21,-3.1343
2000-01-24,0.8475
2000-01-25,-0.8403
2000-01-26,-1.6949
2000-01-27,1.7241
2000-01-28,0.0
2000-01-31,-3.3898
2000-02-01,-2.6316
2000-02-02,2.7027
2000-02-03,-7.0175
2000-02-04,5.6604
2000-02-07,1.7856999999999998
2000-02-08,0.0
2000-02-09,1.7544
2000-02-10,-1.7241
2000-02-11,-1.7544
2000-02-14,0.0
2000-02-15,1.7856999999999998
2000-02-16,-1.7544
2000-02-17,-6.25
2000-02-18,0.0
2000-02-22,-0.9524
2000-02-23,1.9231
2000-02-24,-1.8868
2000-02-25,-0.9615
2000-02-29,12.6214
2000-03-01,0.0
2000-03-02,3.4483
2000-03-03,-3.3333
2000-03-06,3.4483
2000-03-07,-1.6667
2000-03-08,-1.6949
2000-03-09,-3.4483
2000-03-10,-5.3571
2000-03-13,1.8868
2000-03-14,-2.7778
2000-03-15,2.8571
2000-03-22,3.7037
2000-03-23,-2.6786
2000-03-24,0.0
2000-03-27,-0.9174
2000-03-28,1.8519
2000-03-29,-5.0182
2000-03-30,0.9615
2000-03-31,2.8571
2000-04-04,-0.9259
2000-04-05,1.8692
2000-04-06,-0.9174
2000-04-10,-3.7037
2000-04-11,1.9231
2000-04-12,-1.8868
2000-04-13,0.0
2000-04-14,-0.9615
2000-04-17,-5.8252
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,0.0
2000-04-26,1.0309
2000-04-27,0.0
2000-04-28,-1.0204
2000-05-02,0.0
2000-05-03,-2.0619
2000-05-04,3.1579
2000-05-09,6.1224
2000-05-10,-9.6154
2000-05-11,-2.1277
2000-05-12,1.087
2000-05-16,1.0753
2000-05-22,-2.1277
2000-05-23,0.0
2000-05-25,-2.1739
2000-06-06,2.2222
2000-06-07,0.0
2000-06-09,2.1739
2000-06-12,-2.1277
2000-06-13,2.1739
2000-06-14,1.0638
2000-06-15,-1.0526
2000-06-21,0.0
2000-06-22,-3.1915
2000-06-23,-3.2967
2000-06-26,0.0
2000-06-27,-1.1364
2000-06-28,-1.7471
2000-06-29,0.0
2000-06-30,0.0
2000-07-03,0.0
2000-07-05,1.1764999999999999
2000-07-06,0.0
