ticker,TGRR US Equity
2016-11-22,0.0
2016-11-23,-40.0
2016-11-25,11.1111
2016-11-28,0.0
2016-11-29,50.0
2016-12-09,-8.9583
2016-12-20,-8.4668
2016-12-21,0.0
2016-12-22,0.0
2016-12-27,0.0
2016-12-30,4.5
2017-01-05,3.3493
2017-01-09,-3.2407
2017-01-19,10.526299999999999
2017-01-23,0.4329
2017-01-31,51.9397
2017-02-10,-11.773
2017-02-21,54.3408
2017-02-22,48.5417
2017-02-23,67.5316
2017-02-24,-39.7237
2017-02-27,22.2222
2017-02-28,9.0909
2017-03-01,-41.6667
2017-03-02,-19.8214
2017-03-03,6.9042
2017-03-06,0.0
2017-03-07,0.0
2017-03-09,-16.6667
2017-03-10,-10.0
2017-03-13,0.0
2017-03-15,0.0
2017-03-17,0.0
2017-03-20,-11.1111
2017-03-23,5.0
2017-03-28,-4.7619
2017-03-29,25.0
2017-03-30,0.0
2017-03-31,-20.0
2017-04-03,0.0
2017-04-04,12.5
2017-04-06,-11.1111
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,50.0
2017-04-17,-33.3333
2017-04-18,-13.4375
2017-04-19,1.083
2017-04-21,0.0
2017-04-24,71.4286
2017-04-25,16.6667
2017-04-26,14.2857
2017-04-27,-12.5
2017-04-28,12.857099999999999
2017-05-01,-24.0506
2017-05-02,33.3333
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,12.5
2017-05-08,11.1111
2017-05-09,-0.1875
2017-05-10,-19.8497
2017-05-16,12.5
2017-05-18,-5.5556
2017-05-19,-5.8824
2017-05-23,6.25
2017-05-24,5.8824
2017-05-25,-2.7778
2017-05-26,-20.0
2017-05-31,-28.5714
2017-06-01,20.0
2017-06-02,0.0
2017-06-09,16.6667
2017-06-12,14.2857
2017-06-13,18.75
2017-06-14,-15.7895
2017-06-15,0.0
2017-06-16,18.75
2017-06-19,0.0
2017-06-20,-5.2632
2017-06-21,11.1111
2017-06-22,-5.0
2017-06-23,2.1053
2017-06-26,-2.0619
2017-06-27,-25.0526
2017-06-28,-8.7079
2017-06-29,-3.0769
2017-06-30,-3.1746
2017-07-03,0.0
2017-07-05,-17.7049
2017-07-06,0.1992
2017-07-07,17.2962
2017-07-10,1.6949
2017-07-11,-1.6667
2017-07-12,0.3898
2017-07-13,1.1312
2017-07-14,-16.1937
2017-07-17,-0.1992
2017-07-18,-0.1996
2017-07-19,0.0
2017-07-20,19.2
2017-07-21,-1.8456000000000001
2017-07-24,2.5641
2017-07-25,-16.6667
2017-07-26,-12.8
2017-07-27,26.1468
2017-07-28,-26.7273
2017-07-31,7.196
2017-08-01,13.4259
2017-08-02,-20.4082
2017-08-03,0.0
2017-08-04,-23.0769
2017-08-07,63.0
2017-08-08,-12.0654
2017-08-10,-32.3256
2017-08-11,20.2749
2017-08-14,2.8571
2017-08-15,-12.5
2017-08-16,-44.4444
2017-08-17,13.1429
2017-08-18,-14.1414
2017-08-21,7.3529
2017-08-22,-6.8493
2017-08-23,-29.4118
2017-08-24,-20.4167
2017-08-25,104.1885
2017-08-28,-48.7179
2017-08-29,31.0
2017-08-30,12.7481
2017-08-31,-15.369
2017-09-01,0.0
2017-09-05,0.0
2017-09-06,-4.0
2017-09-07,8.3333
2017-09-08,-46.1538
2017-09-11,25.0
2017-09-13,0.5714
2017-09-14,0.0
2017-09-15,1.1364
2017-09-18,-10.1124
2017-09-19,-25.0
2017-09-21,-8.3333
2017-09-22,0.0
2017-09-25,0.0
2017-09-27,0.0
2017-10-04,12.7273
2017-10-05,-11.2903
2017-10-09,9.0909
2017-10-10,5.0
2017-10-11,-31.746
2017-10-12,24.4186
2017-10-17,-17.757
2017-10-26,0.0
2017-10-27,43.1818
2017-10-30,26.9841
2017-10-31,-18.75
2017-11-01,-7.6923
2017-11-02,-51.6667
2017-11-03,3.4483
2017-11-06,-46.6667
2017-11-07,6.25
2017-11-08,-11.7647
2017-11-09,-14.6667
2017-11-10,-14.0625
2017-11-13,-9.0909
2017-11-14,-10.0
2017-11-15,44.4444
2017-11-16,-23.0769
2017-11-17,0.0
2017-11-20,-20.0
2017-11-21,12.5
2017-11-22,11.1111
2017-11-24,30.0
2017-11-27,-23.0769
2017-11-28,30.0
2017-11-29,-30.7692
2017-11-30,0.0
2017-12-01,11.1111
2017-12-04,60.0
2017-12-05,-18.75
2017-12-06,0.0
2017-12-07,23.0769
2017-12-08,6.25
2017-12-11,11.7647
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,-15.7895
2017-12-15,12.5
2017-12-18,0.0
2017-12-19,-22.2222
2017-12-20,21.4286
2017-12-22,0.0
2017-12-26,-11.7647
2017-12-27,0.0
2017-12-28,26.6667
2017-12-29,-5.2632
2018-01-02,-5.5556
2018-01-03,0.0
2018-01-05,-29.4118
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,-8.3333
2018-01-12,9.0909
2018-01-17,8.3333
2018-01-18,15.3846
2018-01-19,20.0
2018-01-22,0.0
2018-01-24,-26.9444
2018-01-25,-1.1407
2018-01-26,23.0769
2018-01-31,0.0
2018-02-06,0.0
2018-02-07,-31.25
2018-02-09,0.0
2018-02-12,0.0
2018-02-16,18.9091
2018-02-21,7.0336
2018-02-26,-7.1429
2018-02-27,8.461500000000001
2018-02-28,20.5674
2018-03-02,0.0
2018-03-06,-35.2941
2018-03-07,0.0
2018-03-13,9.0909
2018-03-16,0.0
2018-03-19,8.3333
2018-03-20,7.6923
2018-03-21,-14.2857
2018-03-22,-8.3333
2018-04-02,-9.0909
2018-04-03,55.0
2018-04-04,-16.129
2018-04-05,-15.3846
2018-04-06,0.0
2018-04-09,36.3636
2018-04-11,-26.6667
2018-04-12,0.0
2018-04-13,-9.0909
2018-04-18,0.0
2018-04-19,-10.0
2018-04-26,33.3333
2018-05-01,0.0
2018-05-02,0.0
2018-05-04,0.0
2018-05-08,25.0
2018-05-10,0.0
2018-05-21,-20.0
2018-05-24,0.0
2018-06-04,8.3333
2018-06-07,-15.3846
2018-06-08,18.1818
2018-06-11,-15.3846
2018-06-12,-9.0909
2018-06-13,0.0
2018-06-22,0.0
2018-07-09,40.0
2018-07-10,-14.2857
2018-07-16,0.0
2018-07-17,-16.6667
2018-07-19,-10.0
2018-07-24,55.5556
2018-07-25,0.0
2018-08-01,-35.7143
2018-08-09,11.1111
2018-08-10,20.0
2018-08-17,0.0
2018-08-21,0.0
2018-08-24,25.0
2018-08-27,20.0
2018-08-28,44.4444
2018-08-29,0.0
2018-08-30,7.6923
2018-08-31,-10.7143
2018-09-04,-24.0
2018-09-05,-10.526299999999999
2018-09-06,-11.7647
2018-09-07,20.0
2018-09-10,-16.6667
2018-09-11,0.0
2018-09-12,-6.6667
2018-09-13,7.1429
2018-09-14,0.0
2018-09-17,-13.3333
2018-09-18,7.6923
2018-09-19,0.0
2018-09-20,7.1429
2018-09-21,-0.6667
2018-09-24,-6.0403
2018-09-26,-14.2857
2018-09-27,8.3333
2018-09-28,7.6923
2018-10-01,-7.1429
2018-10-02,7.6923
2018-10-03,-21.4286
2018-10-04,0.0
2018-10-05,27.2727
2018-10-08,14.2857
2018-10-09,-18.75
2018-10-10,21.9231
2018-10-11,0.9464
2018-10-12,6.25
2018-10-15,-5.8824
2018-10-16,0.0
2018-10-17,12.5
2018-10-18,0.0
2018-10-19,0.0
2018-10-22,22.2222
2018-10-23,-13.6364
2018-10-24,15.7895
2018-10-25,4.5455
2018-10-26,29.7826
2018-10-29,13.9028
2018-10-30,-5.8824
2018-10-31,9.375
2018-11-02,0.0
2018-11-05,-8.5714
2018-11-06,-0.4688
2018-11-08,9.8901
2018-11-09,14.2857
2018-11-12,1.25
2018-11-13,45.679
2018-11-14,-33.4746
2018-11-15,-36.3057
2018-11-16,48.8
2018-11-19,-16.6667
2018-11-20,3.2258
2018-11-21,9.375
2018-11-23,-1.8571
2018-11-26,-24.3086
2018-11-27,-0.9615
2018-11-28,-3.8834999999999997
2018-11-29,0.6061
2018-11-30,13.253
2018-12-03,2.8369
2018-12-04,29.3103
2018-12-06,-9.3333
2018-12-07,2.9412000000000003
2018-12-11,-5.7143
2018-12-12,-33.3333
2018-12-13,18.1818
2018-12-14,-11.538499999999999
2018-12-18,-34.7826
2018-12-19,25.3333
2018-12-20,1.0638
2018-12-21,-42.1053
2018-12-24,72.7273
2018-12-26,-6.8421
2018-12-27,1.6949
2018-12-28,-1.6667
2018-12-31,-15.2542
2019-01-02,33.3333
2019-01-03,0.0
2019-01-04,0.0
2019-01-07,17.0
2019-01-08,0.0
2019-01-09,-11.538499999999999
2019-01-10,4.5894
2019-01-11,-7.1594
2019-01-14,-15.4229
2019-01-15,67.0588
2019-01-16,5.6338
2019-01-17,0.0
2019-01-22,-16.6667
2019-01-23,20.0
2019-01-28,-33.3333
2019-01-29,47.5
2019-01-30,0.0
2019-02-04,0.1695
2019-02-05,18.4433
2019-02-06,-14.2857
2019-02-07,16.6667
2019-02-08,42.5714
2019-02-11,-31.8637
2019-02-12,-4.1176
2019-02-13,38.0368
2019-02-14,4.7778
2019-02-15,-25.7688
2019-02-19,40.0
2019-02-20,-3.2653
2019-02-21,2.5316
2019-02-22,-0.5144
2019-02-25,-0.7239
2019-02-27,-9.2708
2019-02-28,7.9219
2019-03-01,-1.0638
2019-03-04,-5.3763
2019-03-05,-31.8182
2019-03-06,0.0
2019-03-07,-20.8333
2019-03-08,-3.1579
2019-03-11,-47.8261
2019-03-12,33.3333
2019-03-13,6.25
2019-03-14,-23.5294
2019-03-15,-23.0769
2019-03-18,41.0
2019-03-19,-0.7092
2019-03-20,0.0
2019-03-21,7.1429
2019-03-25,0.0
2019-03-27,0.0
2019-03-28,-6.6667
2019-03-29,7.1429
2019-04-01,0.0
2019-04-02,-6.6667
2019-04-03,7.1429
2019-04-04,0.0
2019-04-05,0.0
2019-04-08,0.0
2019-04-09,0.0
2019-04-10,-13.3333
2019-04-11,0.0
2019-04-12,6.4615
2019-04-15,1.1561
2019-04-16,0.0
2019-04-17,35.7143
2019-04-18,-15.7895
2019-04-22,6.25
2019-04-23,4.4706
2019-04-24,-4.2793
2019-04-25,5.8824
2019-04-26,0.0
2019-04-29,-11.1111
2019-04-30,-6.25
2019-05-01,26.6667
2019-05-02,-5.2632
2019-05-03,0.0
2019-05-07,-2.6667
2019-05-08,2.7397
2019-05-14,-5.5556
2019-05-15,-2.3529
2019-05-21,-21.6867
2019-05-22,28.3077
2019-05-23,0.0
2019-05-28,-28.0576
2019-05-29,38.3333
2019-05-30,-3.6145
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,-6.25
2019-06-10,3.3333
2019-06-11,3.2258
2019-06-13,0.0
2019-06-17,0.0
2019-06-18,-6.25
2019-06-19,13.3333
2019-06-20,29.4118
2019-06-21,36.3636
2019-06-24,30.0
2019-06-25,-10.2564
2019-06-26,-34.2857
2019-06-27,-13.0435
2019-06-28,15.0
2019-07-01,-21.7391
2019-07-02,-22.2222
2019-07-03,6.5714
2019-07-05,7.2386
2019-07-08,-7.25
2019-07-09,-19.1375
2019-07-10,-0.6667
2019-07-11,0.6711
2019-07-12,-8.3333
2019-07-15,-18.1818
2019-07-16,33.3333
2019-07-17,41.6667
2019-07-18,11.7647
2019-07-19,-10.526299999999999
2019-07-22,-11.7647
2019-07-23,-13.3333
2019-07-24,0.0
2019-07-25,-15.3846
2019-07-26,0.0
2019-07-29,-18.1818
2019-07-30,11.1111
2019-07-31,-10.0
2019-08-01,-11.1111
2019-08-02,-2.5
2019-08-05,15.3846
2019-08-06,-22.2222
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,28.5714
2019-08-12,22.2222
2019-08-13,-27.2727
2019-08-14,-25.0
2019-08-15,33.3333
2019-08-16,0.0
2019-08-19,-12.5
2019-08-20,14.2857
2019-08-21,0.0
2019-08-22,-25.0
2019-08-23,0.0
2019-08-26,-16.6667
2019-08-27,-20.0
2019-08-28,-25.0
2019-08-29,33.3333
2019-08-30,10.0
2019-09-03,13.6364
2019-09-04,20.0
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,-16.6667
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,-20.0
2019-09-19,-1.5
2019-09-20,1.5228000000000002
2019-09-23,25.0
2019-09-24,40.0
2019-09-25,14.2857
2019-09-26,0.0
2019-09-27,0.0
2019-09-30,25.0
2019-10-01,-30.0
2019-10-02,0.0
2019-10-03,14.2857
2019-10-04,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,-43.75
2019-10-10,11.1111
2019-10-11,20.0
2019-10-14,-33.3333
2019-10-15,25.0
2019-10-16,-40.0
2019-10-17,33.3333
2019-10-18,25.0
2019-10-21,-20.0
2019-10-22,25.0
2019-10-23,0.0
2019-10-24,-20.0
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,-25.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,33.3333
2019-11-04,0.0
2019-11-05,-25.0
2019-11-06,0.0
2019-11-07,33.3333
2019-11-08,-25.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,-33.3333
2019-11-14,100.0
2019-11-15,-25.0
2019-11-18,0.0
2019-11-19,33.3333
2019-11-20,0.0
2019-11-21,-50.0
2019-11-22,0.0
2019-11-25,50.0
2019-11-26,0.0
2019-11-27,-16.6667
2019-11-29,20.0
2019-12-02,33.3333
2019-12-03,-25.0
2019-12-04,-31.6667
2019-12-05,46.3415
2019-12-06,-33.3333
2019-12-09,25.0
2019-12-10,20.0
2019-12-11,-33.3333
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,-50.0
2019-12-17,0.0
2019-12-18,100.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,-50.0
2019-12-26,200.0
2019-12-27,0.0
2019-12-30,-66.6667
2019-12-31,100.0
2020-01-02,50.0
2020-01-03,0.0
2020-01-06,-33.3333
2020-01-07,0.0
2020-01-08,0.0
2020-01-10,50.0
2020-01-13,0.0
2020-01-14,-33.3333
2020-01-15,50.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,-33.3333
2020-01-22,0.0
2020-01-23,0.0
2020-01-27,50.0
2020-01-28,0.0
2020-01-29,-33.3333
2020-01-30,50.0
2020-01-31,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,-33.3333
2020-02-10,50.0
2020-02-11,-33.3333
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,-50.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,100.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-28,-50.0
2020-03-02,0.0
2020-03-05,100.0
2020-03-06,0.0
2020-03-12,0.0
2020-03-13,0.0
2020-03-16,0.0
2020-03-18,0.0
2020-03-23,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-31,-50.0
2020-04-01,0.0
2020-04-07,0.0
2020-04-09,0.0
2020-04-13,50.0
2020-04-14,-33.3333
2020-04-15,50.0
2020-04-16,-33.3333
2020-04-20,0.0
2020-04-21,100.0
2020-04-22,-25.0
2020-04-23,33.3333
2020-04-24,-25.0
2020-04-27,-33.3333
2020-04-28,100.0
2020-05-01,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-11,0.0
2020-05-14,-50.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-21,100.0
2020-05-22,-50.0
2020-05-27,100.0
2020-05-28,0.0
2020-05-29,100.0
2020-06-01,0.0
2020-06-02,-25.0
2020-06-03,-33.3333
2020-06-04,50.0
2020-06-05,-33.3333
2020-06-08,50.0
2020-06-09,0.0
2020-06-10,-33.3333
2020-06-11,-50.0
2020-06-12,100.0
2020-06-15,-50.0
2020-06-16,50.0
2020-06-17,0.0
2020-06-18,33.3333
2020-06-19,0.0
2020-06-22,-50.0
2020-06-23,100.0
2020-06-24,-50.0
2020-06-25,0.0
2020-06-26,100.0
2020-06-29,-50.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,100.0
2020-07-16,0.0
2020-07-17,-50.0
2020-07-20,0.0
2020-07-21,100.0
2020-07-22,-50.0
2020-07-23,100.0
2020-07-24,0.0
2020-07-27,-50.0
2020-07-28,50.0
2020-07-29,-33.3333
2020-07-30,0.0
2020-07-31,0.0
