ticker,HEOL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-02-14,-9.0909
2013-08-19,0.0
2013-09-13,0.0
2013-12-16,10.0
2014-01-09,0.0
2014-01-10,0.0
2014-03-17,9.0909
2014-03-28,16.6667
2014-04-01,-10.0
2014-04-11,34.9206
2014-05-21,11.7647
2014-05-22,5.2632
2014-06-02,-10.0
2014-06-11,0.0
2014-07-25,0.0
2014-08-04,0.0
2014-08-29,11.1111
2014-09-17,-5.0
2014-09-18,28.947400000000002
2014-09-19,-0.4082
2014-10-09,-15.4918
2014-10-10,-0.097
2014-11-19,1.9417
2014-12-09,1.0476
2015-04-01,-1.0368
2015-05-04,0.0
2015-05-15,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-06-19,0.0
2015-09-04,-19.0476
2015-11-05,-2.9412000000000003
2015-11-30,-0.6061
2016-01-08,0.0
2016-03-11,-2.439
2016-03-29,-0.0125
2016-04-18,0.0125
2016-07-25,-2.5
2016-11-07,0.0
2016-12-08,0.0
2017-01-11,28.2051
2017-01-17,0.0
2017-01-23,-1.0
2017-03-21,-12.1212
2017-03-29,2.2989
2017-04-03,-1.1124
2017-04-12,-1.9998
2017-04-13,-0.2899
2017-04-17,0.2907
2017-04-24,0.058
2017-04-27,0.8691
2017-05-08,3.3889
2017-05-18,-3.3333
2017-06-22,0.5747
2017-08-11,1.1429
2017-08-31,-3.9548
2017-10-20,-2.8824
2017-12-19,2.9679
2017-12-22,0.0
2017-12-26,0.0
2018-01-05,0.0
2018-01-08,4.1176
2018-02-06,-2.8249
2018-02-12,-5.814
2018-03-13,0.0123
2018-03-20,9.2458
2018-03-22,-2.8249
2018-03-26,-4.0698
2018-03-28,0.6667
2018-03-29,7.1644
2018-04-02,-1.1236
2018-04-05,-5.625
2018-04-09,2.348
2018-04-13,-2.3529
2018-05-09,8.4337
2018-05-10,-5.5556
2018-05-14,1.7765
2018-06-01,5.8027999999999995
2018-06-04,3.3213
2018-06-15,-2.1889
2018-06-21,2.7027
2018-06-22,-3.6842
2018-06-29,4.3825
2018-07-16,-5.769
2018-07-30,0.0
2018-09-10,5.5556
2018-09-14,0.1789
2018-10-22,-5.4324
2018-12-31,2.2222
2019-06-07,-10.8696
2020-02-11,-17.0732
2020-02-13,2.9412000000000003
2020-02-24,-2.8571
