ticker,BUDZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-11,-0.9901
2010-01-28,0.0
2010-02-18,-40.0
2010-02-22,0.0
2010-03-09,0.0
2010-03-15,0.0
2010-03-22,0.0
2010-03-24,-0.3333
2010-03-30,0.1421
2010-03-31,-2.0339
2010-04-07,-1.3841
2010-04-13,0.0
2010-04-14,-1.7544
2010-04-19,-0.3571
2010-04-23,0.0
2010-05-03,-38.3513
2010-05-04,-12.7907
2010-05-05,-26.6667
2010-05-06,0.0
2010-05-10,36.3636
2010-05-11,33.3333
2010-05-13,-24.5
2010-05-14,65.5629
2010-05-19,-39.6
2010-05-20,81.457
2010-05-24,-27.0073
2010-06-02,39.5
2010-06-14,-28.6738
2010-07-01,39.2437
2010-09-07,-8.4249
2010-11-04,-0.53
2010-11-09,0.0
2010-11-10,0.0
2010-11-15,-8.1633
2010-11-17,-11.1111
2010-11-19,24.5
2010-11-26,-19.6787
2010-11-30,0.0
2010-12-30,21.8
2011-01-18,-6.6667
2011-01-21,0.0
2011-02-11,-33.0357
2011-02-16,0.0
2011-02-18,6.6667
2011-03-03,-6.25
2011-03-08,32.6667
2011-03-09,-44.7236
2011-03-10,0.0
2011-03-11,0.0
2011-03-14,9.0909
2011-03-16,0.0
2011-03-17,0.0
2011-03-18,0.0
2011-03-21,8.3333
2011-03-22,0.7692
2011-03-28,-23.6641
2011-03-29,5.0
2011-04-06,0.0
2011-04-21,0.0
2011-04-29,0.0
2011-05-26,-76.1905
2011-05-31,860.0
2011-06-07,-58.3333
2011-06-08,0.0
2011-06-28,0.0
2011-07-05,-60.0
2011-07-07,75.0
2011-07-19,-7.1429
2011-07-21,-23.0769
2011-07-28,100.0
2011-08-11,-50.0
2011-08-16,40.0
2011-08-18,-28.5714
2011-08-30,-30.0
2011-08-31,100.0
2011-09-02,-48.5714
2011-09-08,0.0
2011-09-12,66.6667
2011-09-14,0.0
2011-09-21,-51.6667
2011-09-23,72.4138
2011-09-26,-10.0
2011-10-10,-55.5556
2011-10-14,95.0
2011-10-19,30.7692
2011-10-25,-1.9607999999999999
2011-10-28,0.0
2011-11-25,30.0
2011-12-15,0.0
2011-12-27,20.0
2011-12-29,26.9231
2012-01-04,2.0202
2012-01-05,2.9703
2012-01-06,-3.8462
2012-01-10,15.0
2012-01-11,13.0435
2012-01-12,-3.8462
2012-01-13,0.0
2012-01-17,-60.0
2012-01-18,102.0
2012-01-19,0.0
2012-01-23,-49.505
2012-01-27,-1.9607999999999999
