ticker,JZZI US Equity
2010-06-25,-15.7895
2010-07-29,0.0
2010-08-02,-50.0
2010-10-11,-50.0
2010-12-30,0.0
2011-05-25,25.0
2011-06-24,0.0
2011-09-02,1500.0
2011-09-06,-76.25
2012-02-14,742.1053
2012-02-15,-25.0
2012-02-16,-50.0
2012-02-17,100.0
2012-02-24,0.0
2012-04-09,-31.6667
2012-04-12,-26.8293
2012-04-23,0.0
2012-04-24,56.6667
2012-04-30,-2.1277
2012-05-01,4.3478
2012-05-02,2.0833
2012-05-08,-6.1224
2012-05-10,-56.087
2012-05-11,142.5743
2012-05-14,0.0
2012-05-16,4.0816
2012-05-17,0.0
2012-05-18,-10.9804
2012-05-21,10.1322
2012-05-22,0.4
2012-05-23,1.5936
2012-05-24,-15.6863
2012-05-29,1.8605
2012-05-30,13.6986
2012-05-31,0.4016
2012-06-01,-0.8
2012-06-05,-13.3065
2012-06-06,-2.7907
2012-06-12,-4.3062000000000005
2012-06-15,2.5
2012-06-18,11.2195
2012-06-19,-5.7018
2012-06-20,6.9767
2012-06-21,-24.3478
2012-06-22,25.2874
2012-06-26,-1.8349
2012-06-29,-1.8692
2012-07-02,-49.0476
2012-07-05,91.5888
2012-07-06,-1.9512
2012-07-10,-6.4677
2012-07-11,8.5106
2012-07-12,-21.5686
2012-07-13,25.0
2012-07-16,-0.5
2012-07-17,0.0
2012-07-18,-2.5126
2012-07-19,-12.8866
2012-07-20,18.3432
2012-07-23,-14.0
2012-07-24,16.2791
2012-07-26,0.5
2012-07-30,-20.398
2012-07-31,-41.25
2012-08-02,-46.8085
2012-08-03,0.0
2012-08-06,106.0
2012-08-07,22.3301
2012-08-09,0.7937
2012-08-10,58.2677
2012-08-13,-20.398
2012-08-14,13.75
2012-08-15,-34.0659
2012-08-16,37.5
2012-08-17,-3.0303
2012-08-20,0.0
2012-08-27,-3.125
2012-08-28,-12.2581
2012-08-29,2.2059
2012-08-30,-0.7194
2012-08-31,0.0
2012-09-05,-9.4203
2012-09-06,-7.2
2012-09-07,-1.7241
2012-09-12,-54.386
2012-09-14,96.1538
2012-09-26,-44.1176
2012-10-02,-8.7719
2012-10-08,-15.3846
2012-10-16,-47.7273
2012-10-19,8.6957
2012-10-22,-40.0
2012-10-26,53.3333
2012-10-31,-10.4348
2012-11-01,94.1748
2012-11-02,25.0
2012-11-05,-37.0
2012-11-06,58.730199999999996
2012-11-08,30.0
2012-11-09,7.6923
2012-11-13,-14.2857
2012-11-15,0.0
2012-11-19,-83.3333
2012-12-03,610.0
2012-12-04,-56.338
2012-12-10,-66.129
2012-12-18,-4.7619
2012-12-24,70.0
2013-01-07,-11.7647
2013-01-28,-66.6667
2013-02-08,20.0
2013-03-05,-16.6667
2013-03-13,82.0
2013-03-14,-23.0769
2013-03-27,0.0
2013-04-02,0.0
2013-04-09,0.0
2013-04-15,0.0
2013-04-18,0.0
2013-05-20,0.0
2013-06-13,-12.857099999999999
2013-06-14,0.0
2013-06-17,-9.8361
2013-06-18,-9.0909
2013-06-20,0.0
2013-08-01,-40.0
2013-08-16,-33.3333
2013-10-17,62.5
2013-10-28,23.0769
2013-10-29,0.0
2013-10-30,0.0
2013-11-15,12.5
2013-11-20,377.7778
2013-11-21,16.2791
2013-11-22,0.0
2013-11-25,-20.0
2013-11-26,0.0
2013-11-29,-5.0
2013-12-05,0.0
2013-12-06,0.0
2013-12-09,-42.1053
2013-12-11,72.7273
2013-12-12,0.0
2013-12-13,-52.1053
2013-12-16,26.3736
2013-12-17,4.3478
2013-12-18,-8.3333
2013-12-20,9.0909
2013-12-23,0.0
2013-12-30,19.1667
2014-01-03,4.8951
2014-01-06,3.3333
2014-01-07,12.9032
2014-01-08,-11.4286
2014-01-10,-6.4516
2014-01-14,-6.8966
2014-01-16,0.0
2014-01-21,47.4074
2014-01-23,-24.6231
2014-01-24,33.3333
2014-01-27,17.5
2014-01-29,19.1489
2014-01-31,-28.5714
2014-02-25,0.0
2014-03-04,25.0
2014-03-05,-20.0
2014-03-14,50.0
2014-03-19,-6.6667
2014-04-07,-28.5714
2014-04-09,-25.0
2014-04-15,-40.0
2014-04-24,-45.5556
2014-05-01,165.3061
2014-07-07,0.0
2014-07-21,0.0
2014-07-23,0.0
2014-08-01,-23.0769
2014-08-18,30.0
2014-09-04,0.0
2014-09-11,-23.0769
2014-09-12,100.0
2014-11-24,0.0
2014-12-15,27.5
2014-12-17,-41.1765
2014-12-22,33.3333
2014-12-23,-50.0
2014-12-24,130.0
2015-01-07,-13.0435
2015-01-08,-25.0
2015-01-12,0.0
2015-03-24,-33.3333
2015-03-25,-50.0
2015-03-26,60.0
2015-04-07,-50.0
2015-04-08,50.0
2015-04-15,-58.3333
2015-04-16,40.0
2015-04-20,42.8571
2015-04-22,0.0
2015-05-05,0.0
2015-05-14,-20.0
2015-05-15,50.0
2015-05-20,0.0
2015-05-29,66.6667
2015-06-03,0.0
2015-06-15,0.0
2015-06-18,-30.0
2015-06-19,0.0
2015-06-26,42.8571
2015-06-30,0.0
2015-07-08,0.0
2015-07-28,-50.0
2015-07-29,60.0
2015-07-30,0.0
2015-08-03,25.0
2015-08-07,19.875
2015-08-11,24.1919
2015-08-12,-12.6784
2015-08-13,14.5192
2015-10-30,-79.8489
2015-11-02,133.3333
2015-11-03,0.0
2015-11-06,0.0
2015-12-18,-57.1429
2015-12-23,133.3333
2016-02-10,-64.2857
2016-02-26,138.5
2016-03-03,-58.0713
2016-03-28,138.5
2016-03-31,0.0
2016-04-08,17.4004
2016-07-08,-71.4286
2016-07-25,-45.0
2016-08-09,-56.25
2016-08-24,66.2338
2016-09-07,0.0
2016-09-13,135.9375
2016-09-14,50.9934
2016-09-16,226.3158
2016-09-19,7.5269
2016-09-22,-20.0
2016-09-28,-37.5
2016-09-29,0.0
2016-09-30,59.0
2016-10-04,-37.1069
2016-10-05,34.0
2016-10-06,11.9403
2016-10-07,-11.75
2016-10-10,13.3144
2016-10-11,0.0
2016-10-12,-6.6667
2016-10-17,5.5357
2016-10-18,6.9374
2016-10-19,-5.0633
2016-10-20,433.3333
2016-10-21,-12.5
2016-10-25,-14.2857
2016-10-27,-3.3333
2016-11-01,-31.0345
2016-11-02,45.0
2016-11-10,-31.0345
2016-11-14,45.0
2016-11-15,20.6897
2016-11-22,-42.8571
2016-11-23,75.0
2016-12-07,-42.8571
2016-12-08,35.0
2016-12-13,-12.592600000000001
2016-12-16,10.1695
2016-12-19,7.6923
2016-12-28,-16.4286
2017-01-04,6.8376
2017-01-05,20.0
2017-01-06,-50.0
2017-01-09,90.0
2017-01-17,-33.3333
2017-01-18,57.8947
2017-02-02,-50.0
2017-02-06,0.0
2017-02-07,100.0
2017-02-16,-13.3333
2017-03-02,11.538499999999999
2017-03-15,-31.0345
2017-03-16,50.0
2017-03-27,-50.0
2017-03-28,100.0
2017-03-31,-50.0
2017-04-03,66.6667
2017-04-25,-40.0
2017-04-26,58.0
2017-05-12,-49.3671
2017-05-15,108.3333
2017-06-23,0.0
2017-08-23,-52.0
2017-08-24,108.3333
2017-09-15,-12.0
2017-11-02,-54.5455
2017-11-03,80.0
2017-11-09,11.1111
2017-11-10,-13.0
2017-11-13,-4.023
2017-11-14,-22.1557
2017-11-15,0.0
2017-11-16,3.8462
2017-11-20,3.7037
2017-11-21,-3.5714
2017-11-22,3.7037
2017-11-27,-3.5714
2017-11-29,3.7037
2017-12-01,0.0
2017-12-04,0.0
2017-12-05,0.0
2017-12-12,0.0
2017-12-18,0.0
2017-12-20,35.7143
2017-12-22,0.0
2017-12-26,0.0
2017-12-28,-21.0526
2017-12-29,26.6667
2018-01-23,-10.526299999999999
2018-03-07,-41.1765
2018-03-08,20.0
2018-03-14,-0.5833
2018-03-23,4.7779
2018-03-28,-36.0
2018-03-29,62.5
2018-04-02,30.7692
2018-04-11,-11.7647
2018-04-20,-33.3333
2018-04-23,50.0
2018-04-26,-1.3333
2018-05-03,-32.4324
2018-05-04,47.9
2018-05-07,0.0676
2018-05-11,-1.8919000000000001
2018-05-15,-31.1295
2018-05-16,48.0
2018-05-21,-4.4595
2018-05-22,4.6676
2018-05-25,-32.4324
2018-05-29,48.0
2018-06-01,0.0
2018-06-04,-25.6757
2018-06-05,54.0909
2018-06-12,-25.6637
2018-06-13,0.0
2018-06-14,0.0
2018-06-20,-60.3175
2018-06-21,152.0
2018-06-22,0.0
2018-06-28,-4.7619
2018-07-03,0.0
2018-07-12,-33.3333
2018-07-13,50.0
2018-07-20,5.0
2018-07-26,-1.0317
2018-07-27,1.0425
2018-08-01,-20.634900000000002
2018-08-02,17.5
2018-08-27,-1.2766
2018-09-20,-15.9483
2018-09-24,2.5641
2018-09-26,0.0
2018-10-03,0.0
2018-10-19,-40.0
2018-10-22,66.6667
2018-10-25,0.0
2018-10-30,0.0
2018-11-23,-3.9
2018-11-26,1.9771
2018-12-06,-8.5714
2019-01-18,-1.2277
2019-02-22,-32.2034
2019-02-25,50.0
2019-03-04,-44.4444
2019-03-21,40.0
2019-03-22,8.5714
2019-03-27,31.5789
2019-06-12,-70.0
2019-06-13,153.6
2019-07-15,-52.6814
2019-07-16,122.2222
2019-09-04,-50.0
2019-09-20,0.0
2019-10-04,-6.375
2019-10-07,3.3912
2019-10-08,-38.0165
2019-10-17,0.0
2019-11-14,62.5
2019-11-18,2.5641
2019-11-20,-13.375
2019-12-05,15.4401
2019-12-06,50.0
2019-12-11,-7.675
2019-12-12,-13.855
2019-12-19,-16.1777
2019-12-20,50.0
2019-12-23,66.6667
2019-12-24,64.0
2019-12-26,4.7561
2019-12-27,33.8766
2019-12-30,-13.0435
2019-12-31,45.0
2020-01-02,-13.8276
2020-01-03,-3.9616
2020-01-06,4.1667
2020-01-07,12.0
2020-01-08,78.5714
2020-01-10,-2.0
2020-01-13,12.2449
2020-01-14,-0.0182
2020-01-15,16.3848
2020-01-16,-9.375
2020-01-17,-13.7931
2020-01-21,16.0
2020-01-22,-7.4138
2020-01-27,-3.1657
2020-01-28,-13.461500000000001
2020-01-29,0.0
2020-02-03,4.4444
2020-02-05,-8.5106
2020-02-06,4.6512
2020-02-11,-7.3444
2020-02-12,7.4469
2020-02-13,-0.4464
2020-02-14,-4.0359
2020-02-18,-6.5421
2020-02-19,0.0
2020-02-20,-5.0
2020-02-21,0.0
2020-02-26,0.0
2020-02-27,-0.0263
2020-02-28,0.0263
2020-03-02,-10.6579
2020-03-03,17.2312
2020-03-04,15.0754
2020-03-05,20.0873
2020-03-06,27.2727
2020-03-09,7.1429
2020-03-10,0.0
2020-03-11,-11.6667
2020-03-12,13.1925
2020-03-13,0.0133
2020-03-16,-0.0133
2020-03-17,0.0133
2020-03-18,-6.6667
2020-03-19,7.1429
2020-03-20,0.0
2020-03-23,-1.3333
2020-03-24,1.3514
2020-03-25,0.0
2020-03-26,-4.0
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,-0.1389
2020-04-02,23.783
2020-04-03,-16.2921
2020-04-06,-4.698
2020-04-07,-50.7042
2020-04-08,-5.7143
2020-04-09,33.3333
2020-04-13,-11.3636
2020-04-14,-48.7179
2020-04-15,38.9
2020-04-16,-0.288
2020-04-17,22.7437
2020-04-20,-38.2353
2020-04-21,-71.4286
2020-04-22,17.0833
2020-04-23,13.879
2020-04-24,25.0
2020-04-27,0.0
2020-04-28,-13.985
2020-04-29,-36.1158
2020-04-30,61.9654
2020-05-01,12.3596
2020-05-04,-30.0
2020-05-05,0.1429
2020-05-06,-7.2753
2020-05-07,0.0
2020-05-08,7.6923
2020-05-12,-14.2857
2020-05-13,-16.6667
2020-05-14,-20.0
2020-05-15,37.5
2020-05-18,25.4545
2020-05-19,-5.7971
2020-05-20,-11.538499999999999
2020-05-21,0.0
2020-05-26,-5.7391
2020-05-27,10.7011
2020-05-28,6.6667
2020-05-29,4.6875
2020-06-01,-10.4478
2020-06-02,11.6667
2020-06-03,-2.9851
2020-06-05,-7.6923
2020-06-08,3.5
2020-06-10,6.2802
2020-06-11,1.5152
2020-06-12,0.0
2020-06-15,-10.597
2020-06-16,-16.5275
2020-06-17,19.8
2020-06-22,0.0
2020-06-23,0.1669
2020-06-24,-16.6667
2020-06-25,0.0
2020-06-26,0.0
2020-06-29,22.0
2020-06-30,1.4754
2020-07-01,0.0
2020-07-02,-19.2246
2020-07-06,20.0
2020-07-07,-18.3333
2020-07-08,-13.0612
2020-07-09,-22.5352
2020-07-10,21.2121
2020-07-13,25.0
2020-07-14,22.0
2020-07-15,-26.2295
2020-07-16,22.2222
2020-07-17,-18.1818
2020-07-20,28.8889
2020-07-21,-18.9655
2020-07-22,-22.3404
2020-07-23,9.589
2020-07-24,-25.0
2020-07-27,0.0
2020-07-28,33.3333
2020-07-29,0.0
2020-07-30,15.0
2020-07-31,10.8696
