ticker,MKIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-12-11,4.0
2003-12-17,0.0
2003-12-23,0.0
2004-01-02,0.0
2004-01-21,0.0
2004-02-03,0.0
2004-02-11,0.0
2004-03-04,0.0
2004-03-10,-6.7308
2004-03-17,7.2165
2004-03-29,0.0
2004-04-20,-3.8462
2004-04-22,4.0
2004-06-01,0.0
2004-06-08,-3.8462
2004-06-14,2.0
2004-06-25,-1.9607999999999999
2004-07-01,2.0
2004-07-08,-1.9607999999999999
2004-07-09,4.0
2004-07-27,-1.9231
2004-08-20,-1.9607999999999999
2004-12-30,4.0
2005-01-21,0.0
2005-03-08,0.0
2005-03-22,0.0
2005-04-04,1.3462
2005-04-28,-3.2258
2005-05-09,2.9412000000000003
2005-05-11,-0.9524
2005-05-12,0.0
2005-09-12,0.0
2005-09-16,0.0
2005-10-17,-1.9231
2005-11-15,0.0
2005-11-30,-9.8039
2005-12-13,16.2222
2006-02-16,-2.4857
2006-03-06,-0.9804
2006-03-08,0.9901
2006-07-31,-1.9607999999999999
2006-08-28,0.8
2006-08-30,0.1984
2006-10-06,-1.9802
2006-10-11,0.202
2006-10-18,-1.2097
2006-10-20,5.102
2006-11-03,0.0
2006-11-06,4.8544
2006-11-07,-11.1111
2006-11-09,3.5417
2007-01-12,0.616
2007-01-18,-1.6327
2007-01-30,2.2822
2007-02-02,1.4199
2007-03-02,-1.0
2007-03-07,0.0
2007-03-08,2.0202
2007-03-29,0.0
2007-04-04,-0.9901
2007-05-04,2.6
2007-06-08,1.3645
2007-06-13,0.0
2007-07-23,0.9615
2007-09-25,-0.9524
2007-10-09,-19.2308
2007-11-14,0.0
2008-02-11,-9.5238
2008-02-28,-8.6842
2008-03-12,-7.781
2008-03-13,1.5625
2008-03-17,1.5385
2008-03-18,0.0
2008-03-19,0.0
2008-03-27,-3.0303
2008-04-01,3.125
2008-04-03,0.0
2008-10-31,0.0
2008-11-19,21.5385
2008-11-20,0.0
2008-12-15,0.0
2009-02-26,-7.5949
2009-02-27,0.0
2009-03-13,1.3699
2009-06-04,-6.7568
2009-06-09,0.0
2009-08-05,-11.3043
2009-09-25,-18.3007
2009-10-06,28.0
2009-11-03,-3.125
2009-11-06,0.0
2009-11-09,0.0
2009-11-20,-4.8387
2010-01-26,-13.4915
2010-08-04,2.3274
2010-08-05,-12.9412
2010-09-29,0.4566
2010-10-28,10.4545
2010-11-01,0.0
2010-12-29,10.4167
2011-04-25,-5.6604
2011-07-19,-4.0
2013-10-31,25.0
2013-11-27,4.6667
2014-11-10,-28.0255
2014-12-30,15.0442
2015-03-31,-1.5385
2015-05-29,1.5625
2015-06-01,1.9231
2015-07-10,-7.5472
2015-09-02,-8.1633
2015-12-14,-2.2222
2016-02-05,-4.5364
2016-04-08,-2.3902
2016-04-13,0.0
2016-04-18,-9.7561
2016-05-20,16.7568
2016-05-23,-2.7778
2016-06-20,0.0
2016-07-19,-12.857099999999999
2016-07-22,0.0
2016-08-01,9.2896
2016-11-16,-4.0
2016-12-01,1.5625
2016-12-05,0.0
2017-01-03,3.5897
2017-01-06,-0.3465
2017-02-06,9.2896
2017-02-07,0.0
2017-02-08,-2.2727
2017-02-13,1.3953
2017-02-15,0.9174
2017-02-17,-1.8182
2017-03-22,1.8519
2017-03-31,0.0
2017-04-11,2.2727
2017-04-12,-1.1556
2017-04-13,-0.1799
2017-05-03,0.9009
2017-05-05,-0.1786
2017-05-10,-5.1878
2017-05-31,1.4151
2017-06-07,0.3721
2017-06-20,1.9462000000000002
2017-06-21,0.0
2017-06-23,0.0
2017-06-28,2.2727
2017-06-30,6.6667
2017-07-07,0.0
2017-07-28,-7.0833
2017-08-31,7.6233
2017-09-25,-4.1667
2017-10-02,8.6957
2017-10-16,3.9992
2017-11-14,15.3855
2017-11-15,0.0
2017-11-28,6.6667
2018-03-23,30.9375
2018-03-28,0.2382
2018-08-30,19.0482
2018-08-31,-4.0
2018-09-04,0.0
2018-09-10,-32.0417
2018-09-24,46.8424
2018-10-24,0.2088
2018-10-26,-4.1667
2018-11-01,1.9565000000000001
2018-11-05,-0.8529
2019-02-22,0.0
2019-04-04,0.0
2019-07-15,-21.2473
2019-07-16,0.2185
2019-07-17,8.9918
2019-07-18,-9.75
2019-09-16,15.2355
2019-10-04,-2.4038
2019-12-30,14.532
2020-02-13,1.2903
2020-02-24,-0.6369
2020-02-26,0.0
2020-05-18,-8.1197
2020-06-03,-18.6047
2020-06-10,8.5714
