ticker,TLDN US Equity
2002-12-26,0.0
2002-12-31,0.0
2003-04-08,0.0
2003-04-24,200.0
2003-06-16,-66.6667
2003-11-06,0.0
2004-02-17,100.0
2004-02-27,0.0
2004-06-23,0.0
2004-06-25,0.0
2004-07-26,0.0
2004-10-11,-50.0
2004-10-22,0.0
2004-10-27,-97.5
2004-12-14,300.0
2004-12-17,0.0
2004-12-22,0.0
2004-12-29,0.0
2005-01-20,0.0
2005-02-10,0.0
2005-02-17,1900.0
2005-02-22,0.0
2005-03-02,300.0
2005-04-08,-97.5
2005-04-26,-87.5
2005-09-26,0.0
2005-12-07,0.0
2005-12-08,0.0
2005-12-12,0.0
2005-12-19,0.0
2006-02-27,1500.0
2006-03-15,0.0
2006-05-22,200.0
2006-10-02,0.0
2006-10-03,0.0
2006-10-11,0.0
2006-11-01,0.0
2006-12-21,16.6667
2007-01-23,-14.2857
2007-02-12,0.0
2007-02-22,0.0
2007-04-12,66.6667
2007-04-17,-40.0
2007-05-03,66.6667
2007-06-20,200.0
2007-09-25,-66.6667
2007-09-28,100.0
2007-10-01,-50.0
2007-10-10,0.0
2007-10-18,0.0
2007-10-24,0.0
2007-10-26,-10.0
2007-11-07,0.0
2007-11-13,0.0
2007-11-16,344.4444
2007-11-20,0.0
2007-11-21,25.0
2007-11-23,0.0
2007-11-27,-40.0
2007-11-28,33.3333
2007-12-06,-25.0
2007-12-10,0.0
2007-12-17,-50.0
2007-12-31,0.0
2008-02-21,33.3333
2008-02-26,50.0
2008-02-27,0.0
2008-03-06,-33.3333
2008-03-07,0.0
2008-03-12,0.0
2008-03-14,0.0
2008-04-16,100.0
2008-04-28,-50.0
2008-05-02,0.0
2008-05-19,0.0
2008-05-21,0.0
2008-05-30,0.0
2008-07-15,0.0
2008-08-29,1.0
2008-09-03,0.0
2008-09-11,0.0
2008-09-18,-49.505
2008-10-10,0.0
2008-12-26,76.4706
2009-01-23,-61.1111
2009-04-20,0.0
2009-05-18,0.0
2009-10-09,14.2857
2009-11-30,-25.0
2010-02-24,0.0
2010-03-25,166.6667
2010-03-26,37.5
2010-03-29,0.0
2010-05-11,172.7273
2010-05-12,-8.3333
2010-05-13,118.1818
2010-05-14,-50.0
2010-05-17,0.0
2010-05-25,66.6667
2010-06-04,-30.0
2010-07-08,-14.2857
2010-07-19,0.0
2010-08-17,3.3333
2010-08-18,-3.2258
2010-09-17,0.0
2010-09-30,233.3333
2010-10-04,0.0
2010-10-18,-10.0
2010-10-21,-72.2222
2010-10-25,2.4
2010-10-29,-12.1094
2010-11-04,22.2222
2010-11-10,23.6364
2010-12-08,-19.1176
2010-12-10,0.0
2010-12-15,-9.0909
2010-12-30,-20.0
2011-02-15,12.5
2011-03-04,-11.1111
2011-03-09,-17.5
2011-03-28,-8.4848
2011-04-05,68.8742
2011-06-27,-17.2549
2011-10-04,-28.91
2011-11-17,-16.6667
2011-12-12,8.0
2012-04-13,-25.1852
2012-05-15,0.0
2012-06-25,0.0
2012-11-20,-10.8911
2013-04-12,-5.5556
2013-09-17,0.0
2013-11-25,0.0
2014-11-10,-40.0
2015-04-28,-98.9951
2015-10-21,14534.1463
2016-02-02,0.0
2016-03-02,-13.3333
2016-05-12,-46.1538
2016-05-13,-28.5714
2016-06-17,-20.0
2016-06-27,0.0
2016-12-07,0.0625
2017-01-18,45.3154
2017-01-19,3.1593
2017-02-02,-33.3333
2017-02-09,50.0
2017-05-02,16.6667
2017-08-14,0.0
2017-12-01,0.0
2018-02-14,57.1429
2018-02-20,0.0
2018-03-15,0.0
2018-03-26,80.0
2018-04-02,1.0101
2018-10-10,-97.5
2018-10-31,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-24,600.0
2019-03-11,42.8571
2019-04-11,0.0
2019-05-02,0.0
2019-07-23,0.0
2019-10-10,-20.0
2019-10-29,0.0
2019-11-22,0.0
2019-12-05,12.5
2019-12-09,0.0
2019-12-13,11.1111
2019-12-16,-20.0
2019-12-17,-12.5
2019-12-18,14.2857
2019-12-19,0.0
2019-12-20,-12.5
2019-12-23,0.0
2019-12-26,0.0
2019-12-31,14.2857
2020-01-14,0.0
2020-01-15,-25.0
2020-01-17,50.0
2020-01-22,0.0
2020-01-24,11.1111
2020-02-05,-20.0
2020-02-25,0.0
2020-03-02,-91.25
2020-03-09,185.7143
2020-03-18,-70.0
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,-13.6667
2020-03-27,-22.7799
2020-03-30,0.0
2020-03-31,0.0
2020-04-02,0.0
2020-04-03,-10.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,-11.1111
2020-04-09,-5.875
2020-04-13,6.2417
2020-04-14,1.25
2020-04-20,23.4568
2020-04-21,-30.0
2020-04-23,0.0
2020-04-24,14.2857
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-06,0.0
2020-05-07,-25.0
2020-05-13,0.0
2020-05-14,16.6667
2020-05-15,-28.0
2020-05-21,0.0
2020-05-26,-0.7937
2020-05-27,20.0
2020-05-29,166.6667
2020-06-01,-18.75
2020-06-02,7.3077
2020-06-03,0.3584
2020-06-08,-28.5714
2020-06-10,20.0
2020-06-11,-32.9167
2020-06-18,-13.0435
2020-06-23,0.0
2020-06-26,-21.4286
2020-07-01,27.2727
2020-07-02,0.0
2020-07-06,-40.0
2020-07-17,495.2381
2020-07-20,-83.2
2020-07-22,352.381
2020-07-24,-67.8947
