ticker,TLDN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,250.0
2000-01-05,-35.7143
2000-01-06,-11.1111
2000-01-25,0.0
2000-01-27,-20.0
2000-02-02,-21.875
2000-02-03,-18.4
2000-02-04,47.0588
2000-03-01,-66.6667
2000-03-02,-50.0
2000-03-13,100.0
2000-03-20,-50.0
2000-04-03,0.0
2000-04-14,50.0
2000-04-24,0.0
2000-04-25,300.0
2000-05-02,-75.0
2000-05-12,0.0
2000-06-27,0.0
2000-06-30,0.0
2000-07-12,-33.3333
2000-07-21,50.0
2000-08-11,300.0
2000-08-30,-75.0
2000-08-31,0.0
2000-09-13,-33.3333
2000-09-15,50.0
2000-09-21,-33.3333
2000-09-22,-20.0
2000-09-29,0.0
2000-10-03,0.0
2000-10-10,50.0
2000-10-12,-33.3333
2000-10-13,150.0
2000-10-23,20.0
2000-11-08,0.0
2000-11-29,-30.0
2000-12-01,-52.381
2000-12-06,0.0
2000-12-07,0.0
2000-12-11,0.0
2000-12-18,0.0
2000-12-19,0.0
2000-12-21,-30.0
2000-12-22,0.0
2000-12-27,14.2857
2000-12-28,0.0
2000-12-29,-37.5
2001-01-04,20.0
2001-01-09,0.0
2001-01-11,-16.6667
2001-01-19,10.0
2001-01-22,336.3636
2001-01-23,0.0
2001-01-25,-70.8333
2001-01-30,114.2857
2001-02-28,-40.0
2001-03-01,44.4444
2001-04-05,-76.9231
2001-04-24,0.0
2001-05-15,0.0
2001-05-18,0.0
2001-06-07,0.0
2001-06-20,0.0
2001-07-09,0.0
2001-07-23,0.0
2001-08-20,0.0
2001-08-29,-66.6667
2001-09-21,0.0
2001-11-06,100.0
2001-11-15,0.0
2001-11-20,-25.0
2001-12-11,233.3333
2001-12-13,-80.0
2001-12-14,50.0
2001-12-21,0.0
2001-12-26,0.0
2001-12-31,0.0
2002-01-04,0.0
2002-01-08,0.0
2002-01-10,0.0
2002-01-17,0.0
2002-01-18,-33.3333
2002-02-04,0.0
2002-02-28,0.0
2002-03-18,0.0
2002-03-28,0.0
2002-04-16,50.0
2002-05-17,0.0
2002-06-05,-33.3333
2002-07-12,-50.0
2002-07-15,0.0
2002-08-01,-97.5
2002-08-06,3900.0
2002-08-09,0.0
2002-09-19,0.0
2002-10-07,0.0
2002-10-09,-80.0
2002-10-10,400.0
2002-10-23,0.0
2002-11-07,0.0
2002-11-13,0.0
2002-12-02,0.0
2002-12-03,0.0
2002-12-10,0.0
2002-12-11,-97.5
2002-12-18,3900.0
