ticker,TRII US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-01-22,0.0
2013-02-06,63.6364
2013-02-07,0.0
2013-02-08,11.1111
2013-02-11,5.0
2013-02-13,-9.5238
2013-02-21,5.2632
2013-02-25,-35.0
2013-02-28,0.0
2013-03-06,0.0
2013-03-13,-15.3846
2013-03-18,18.1818
2013-03-27,-23.0769
2013-03-28,0.0
2013-04-01,0.0
2013-04-02,10.0
2013-04-03,5.4545
2013-04-04,6.8966
2013-04-05,3.2258
2013-04-08,0.0
2013-04-09,0.0
2013-04-10,-0.7813
2013-04-16,-29.1339
2013-04-17,0.0
2013-04-19,-20.0
2013-04-23,0.0
2013-04-24,1.3889
2013-04-26,-17.8082
2013-04-29,16.6667
2013-05-02,0.0
2013-05-09,14.2857
2013-05-10,37.5
2013-05-13,0.0
2013-05-14,-9.0909
2013-05-15,14.0
2013-05-21,-3.5088
2013-05-28,-9.0909
2013-06-03,2.0
2013-06-06,-21.5686
2013-06-25,50.0
2013-06-26,3.3333
2013-07-03,-1.6129
2013-07-08,1.6393
2013-07-09,0.0
2013-07-10,7.6815
2013-07-11,0.3557
2013-07-12,2.9851
2013-07-15,4.3478
2013-07-16,45.8333
2013-07-18,14.2857
2013-07-24,-12.5
2013-07-29,-4.7619
2013-07-31,-9.9
2013-08-08,-0.111
2013-08-09,15.5556
2013-08-19,-35.2885
2013-08-21,-0.4458
2013-08-22,1.6418
2013-08-23,39.5007
2013-08-26,-29.2632
2013-08-27,-26.9345
2013-08-28,-0.2037
2013-08-29,104.0816
2013-09-09,-30.0
2013-09-11,-4.2857
2013-09-19,-47.7612
2013-09-20,8.5714
2013-09-23,0.0
2013-09-25,0.0
2013-09-26,13.1579
2013-09-27,2.3256
2013-09-30,1.1364
2013-10-01,-5.618
2013-10-02,0.0
2013-10-04,0.0
2013-10-07,-4.7619
2013-10-08,-9.75
2013-10-09,19.1136
2013-10-10,-2.3256
2013-10-14,-14.2857
2013-10-17,5.5556
2013-10-18,-38.1579
2013-10-21,36.1702
2013-10-22,6.25
2013-10-23,-26.1397
2013-10-24,-4.4301
2013-10-25,-5.8333
2013-10-28,-42.3396
2013-10-29,2.0624
2013-10-30,-32.7068
2013-10-31,14.5251
2013-11-01,-2.439
2013-11-04,0.0
2013-11-05,-5.0
2013-11-06,-15.7895
2013-11-07,1.25
2013-11-08,-1.2346
2013-11-11,0.0
2013-11-12,10.0
2013-11-13,0.0
2013-11-14,-9.0909
2013-11-15,6.875
2013-11-18,-6.4327
