ticker,HJLI US Equity
2018-10-17,0.0
2018-10-18,7.489
2018-10-19,-0.4098
2018-10-22,-4.5267
2018-10-23,-11.2069
2018-10-24,-0.4854
2018-10-25,3.4146
2018-10-26,-1.8868
2018-10-29,-3.8462
2018-10-30,-11.0
2018-10-31,1.6854
2018-11-01,0.5525
2018-11-02,9.8901
2018-11-05,14.5
2018-11-06,4.8035
2018-11-07,-6.6667
2018-11-08,-10.267900000000001
2018-11-09,2.9851
2018-11-12,8.2126
2018-11-13,-12.5
2018-11-14,1.0204
2018-11-15,-6.0606
2018-11-16,4.8387
2018-11-19,0.0
2018-11-20,-5.641
2018-11-21,7.337
2018-11-23,-3.7975
2018-11-26,-5.7895
2018-11-27,10.0559
2018-11-28,-5.0761
2018-11-29,0.5348
2018-11-30,-1.5957
2018-12-03,5.4054
2018-12-04,-4.1026
2018-12-06,-0.8877
2018-12-07,0.3561
2018-12-10,0.0
2018-12-11,-2.1505
2018-12-12,-1.0989
2018-12-13,0.0
2018-12-14,-4.4444
2018-12-17,-7.5581
2018-12-18,8.1761
2018-12-19,-1.1628
2018-12-20,-2.9412000000000003
2018-12-21,0.0
2018-12-24,-3.0303
2018-12-26,-7.5
2018-12-27,0.0
2018-12-28,3.3784
2018-12-31,-3.5948
2019-01-02,7.7966
2019-01-03,-5.6604
2019-01-04,1.3333
2019-01-07,3.2895
2019-01-08,-3.9554
2019-01-09,-0.5239
2019-01-10,0.0
2019-01-11,-2.8467000000000002
2019-01-14,3.6163
2019-01-15,-3.9735
2019-01-16,20.0
2019-01-17,-9.6437
2019-01-18,0.4961
2019-01-22,-1.8987
2019-01-23,1.2903
2019-01-24,2.9108
2019-01-25,2.7418
2019-01-28,1.2048
2019-01-29,1.1905000000000001
2019-01-30,5.8824
2019-01-31,5.5556
2019-02-01,-10.526299999999999
2019-02-04,1.1764999999999999
2019-02-05,-6.9767
2019-02-06,1.1313
2019-02-07,-1.7366000000000001
2019-02-08,-0.6289
2019-02-11,-3.1646
2019-02-12,-0.2092
2019-02-13,1.5194999999999999
2019-02-14,1.9355
2019-02-15,0.6329
2019-02-19,-2.5157
2019-02-20,-3.2258
2019-02-21,-2.0
2019-02-22,-1.3605
2019-02-25,0.0
2019-02-26,-0.6897
2019-02-27,-6.25
2019-02-28,-2.2222
2019-03-01,2.2727
2019-03-04,-2.963
2019-03-05,2.2901
2019-03-06,2.9851
2019-03-07,-2.1739
2019-03-08,4.4444
2019-03-11,2.8369
2019-03-12,3.4483
2019-03-13,16.0
2019-03-14,20.1149
2019-03-15,12.4402
2019-03-18,-2.1277
2019-03-19,3.9130000000000003
2019-03-20,0.4184
2019-03-21,3.3333
2019-03-22,-2.4194
2019-03-25,-9.9174
2019-03-26,-7.3394
2019-03-27,-8.4158
2019-03-28,-17.8378
2019-03-29,2.6316
2019-04-01,7.6923
2019-04-02,8.3333
2019-04-03,3.2967
2019-04-04,-4.0638
2019-04-05,13.3289
2019-04-08,1.7612999999999999
2019-04-09,-4.8077
2019-04-10,3.5354
2019-04-11,6.5854
2019-04-12,-0.8879
2019-04-15,3.8973
2019-04-16,0.4444
2019-04-17,0.5619
2019-04-18,4.7213
2019-04-22,-3.7815
2019-04-23,-4.3668
2019-04-24,-6.3927
2019-04-25,8.7805
2019-04-26,-0.139
2019-04-29,1.0373
2019-04-30,-3.1111
2019-05-01,9.1743
2019-05-02,-1.2605
2019-05-03,-3.8298
2019-05-06,-1.3274
2019-05-07,-2.1166
2019-05-08,0.7834
2019-05-09,-1.9727999999999999
2019-05-10,-5.4069
2019-05-13,-1.956
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,-4.25
2019-05-17,0.2611
2019-05-20,-1.5625
2019-05-21,3.1746
2019-05-22,0.0
2019-05-23,-2.5641
2019-05-24,0.0
2019-05-28,-3.6842
2019-05-29,-1.6393
2019-05-30,-2.7778
2019-05-31,8.5714
2019-06-03,-4.7368
2019-06-04,-4.4199
2019-06-05,4.6243
2019-06-06,0.5525
2019-06-07,-8.2418
2019-06-10,-23.9521
2019-06-11,-10.0394
2019-06-12,0.6565
2019-06-13,-6.087
2019-06-14,1.8519
2019-06-17,-3.1818
2019-06-18,-2.3474
2019-06-19,6.7308
2019-06-20,-2.7027
2019-06-21,0.9259
2019-06-24,-11.0092
2019-06-25,-2.5464
2019-06-26,5.7865
2019-06-27,6.0
2019-06-28,-1.8868
2019-07-01,-3.3654
2019-07-02,-2.3781
2019-07-03,3.9649
2019-07-05,-4.951
2019-07-08,0.4126
2019-07-09,-4.9718
2019-07-10,3.2429
2019-07-11,4.6906
2019-07-12,0.01
2019-07-15,-1.0
2019-07-16,1.0
2019-07-17,-1.9902
2019-07-18,-1.1429
2019-07-19,1.1457
2019-07-22,7.1436
2019-07-23,3.4384
2019-07-24,-0.0552
2019-07-25,-4.7448
2019-07-26,1.5572
2019-07-29,2.8571
2019-07-30,0.9259
2019-07-31,2.7523
2019-08-01,2.6786
2019-08-02,-0.8696
2019-08-05,-0.8772
2019-08-06,-5.3097
2019-08-07,0.0
2019-08-08,-4.6729
2019-08-09,0.0
2019-08-12,-2.2059
2019-08-13,-4.7619
2019-08-14,5.2632
2019-08-15,-2.51
2019-08-16,2.472
2019-08-19,3.1031
2019-08-20,-2.9126
2019-08-21,0.0
2019-08-22,4.0
2019-08-23,-4.3654
2019-08-26,3.5592
2019-08-27,0.0
2019-08-28,-0.9709
2019-08-29,1.9607999999999999
2019-08-30,-7.6827
2019-09-03,3.6455
2019-09-04,0.4824
2019-09-05,0.8501
2019-09-06,-2.8163
2019-09-09,-1.0102
2019-09-10,3.0718
2019-09-11,-2.9703
2019-09-12,-0.0413
2019-09-13,-1.0104
2019-09-16,-1.9792
2019-09-17,-0.1169
2019-09-18,-2.0109
2019-09-19,-0.1086
2019-09-20,3.2609
2019-09-23,-7.8316
2019-09-24,-6.704
2019-09-25,5.276
2019-09-26,-5.686
2019-09-27,2.3302
2019-09-30,2.9276999999999997
2019-10-01,-2.6424
2019-10-02,-0.0813
2019-10-03,-1.2934999999999999
2019-10-04,-1.2556
2019-10-07,-7.4074
2019-10-08,-5.3333
2019-10-09,-7.0282
2019-10-10,6.0445
2019-10-11,-5.7143
2019-10-14,-4.697
2019-10-15,-2.5278
2019-10-16,3.6046
2019-10-17,5.2424
2019-10-18,4.712
2019-10-21,4.2857
2019-10-22,1.3699
2019-10-23,1.7162
2019-10-24,2.2984
2019-10-25,1.2987
2019-10-28,2.5641
2019-10-29,-8.75
2019-10-30,-4.1096
2019-10-31,0.0
2019-11-01,4.1429
2019-11-04,2.8807
2019-11-05,0.0267
2019-11-06,-16.0224
2019-11-07,-5.4973
2019-11-08,-4.2607
2019-11-11,-16.0702
2019-11-12,23.3278
2019-11-13,-11.8644
2019-11-14,0.0
2019-11-15,5.7692
2019-11-18,-0.1913
2019-11-19,5.6749
2019-11-20,-6.5678
2019-11-21,-4.0406
2019-11-22,-1.9226999999999999
2019-11-25,6.6458
2019-11-26,-6.25
2019-11-27,-5.8627
2019-11-29,3.166
2019-12-02,0.7496
2019-12-03,-0.5505
2019-12-04,0.7524
2019-12-05,2.0
2019-12-06,1.9607999999999999
2019-12-09,-9.6154
2019-12-10,-4.2553
2019-12-11,1.7778
2019-12-12,-1.7467000000000001
2019-12-13,-3.3333
2019-12-16,8.023
2019-12-17,-2.1068
2019-12-18,-7.6087
2019-12-19,1.1529
2019-12-20,0.0233
2019-12-23,-6.9535
2019-12-24,5.7736
2019-12-26,-7.845
2019-12-27,23.0769
2019-12-30,11.0
2019-12-31,3.2282
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,1.8182
2020-01-07,-4.7321
2020-01-08,35.1453
2020-01-09,-13.4882
2020-01-10,-15.0301
2020-01-13,1.8868
2020-01-14,0.2407
2020-01-15,0.6835
2020-01-16,1.8349
2020-01-17,7.7477
2020-01-21,-1.3378
2020-01-22,-1.6949
2020-01-23,-5.3103
2020-01-24,-18.0626
2020-01-27,2.2222
2020-01-28,5.6589
2020-01-29,3.9028
2020-01-30,20.7921
2020-01-31,-0.0164
2020-02-03,-7.3783
2020-02-04,0.0177
2020-02-05,3.2035
2020-02-06,1.1833
2020-02-07,-3.7458
2020-02-10,-0.0644
2020-02-11,5.7383
2020-02-12,25.3789
2020-02-13,-5.6486
2020-02-14,0.169
2020-02-18,-1.5891
2020-02-19,2.8865
2020-02-20,-3.3194
2020-02-21,1.494
2020-02-24,-2.1305
2020-02-25,1.2368000000000001
2020-02-26,2.0
2020-02-27,-7.2829
2020-02-28,3.8670999999999998
2020-03-02,3.9849
2020-03-03,-2.8463000000000003
2020-03-04,-2.1088
2020-03-05,-9.3529
2020-03-06,-10.7722
2020-03-09,-1.8182
2020-03-10,25.2963
2020-03-11,-26.1011
2020-03-12,-29.8
2020-03-13,3.3903
2020-03-16,-8.5814
2020-03-17,14.5413
2020-03-18,-7.8421
2020-03-19,-7.8812
2020-03-20,-1.2709
2020-03-23,-8.8226
2020-03-24,-3.5813
2020-03-25,-3.5714
2020-03-26,0.0
2020-03-27,24.1856
2020-03-30,-7.2475
2020-03-31,-5.1447
2020-04-01,-6.7797
2020-04-02,3.6364
2020-04-03,2.6667
2020-04-06,-6.015
2020-04-07,-1.8182
2020-04-08,4.0741
2020-04-09,10.3203
2020-04-13,-6.4839
2020-04-14,15.5571
2020-04-15,19.2836
2020-04-16,0.0
2020-04-17,3.8539
2020-04-20,-1.6867
2020-04-21,-9.3382
2020-04-22,10.4082
2020-04-23,2.8404
2020-04-24,8.9048
2020-04-27,1.6616
2020-04-28,-10.5376
2020-04-29,0.3846
2020-04-30,-4.2146
2020-05-01,-5.75
2020-05-04,3.1034
2020-05-05,2.3669000000000002
2020-05-06,-9.4999
2020-05-07,4.11
2020-05-08,1.387
2020-05-11,-0.0263
2020-05-12,-15.3421
2020-05-13,-2.6111
2020-05-14,9.001
2020-05-15,-0.2928
2020-05-18,6.8429
2020-05-19,0.3573
2020-05-20,6.6831
2020-05-21,-7.0603
2020-05-22,-1.9337
2020-05-26,0.0563
2020-05-27,-1.464
2020-05-28,-2.8
2020-05-29,-4.174
2020-06-01,10.7669
2020-06-02,-8.3079
2020-06-03,-3.7753
2020-06-04,12.7119
2020-06-05,3.4252000000000002
2020-06-08,15.7781
2020-06-09,4.6512
2020-06-10,4.4444
2020-06-11,-10.6596
2020-06-12,2.1434
2020-06-15,-1.5154999999999998
2020-06-16,4.1193
2020-06-17,18.3038
2020-06-18,-13.7036
2020-06-19,2.7394
2020-06-22,-0.2818
2020-06-23,-5.0652
2020-06-24,-4.0531
2020-06-25,-4.7733
2020-06-26,-3.5338000000000003
2020-06-29,1.299
2020-06-30,-1.0259
2020-07-01,1.0625
2020-07-02,7.3077
2020-07-06,-3.9427
2020-07-07,1.99
2020-07-08,-2.7561
2020-07-09,0.3261
2020-07-10,-1.225
2020-07-13,-4.328
2020-07-14,-0.7937
2020-07-15,3.8667
2020-07-16,-4.4929
2020-07-17,7.2581
2020-07-20,9.4236
2020-07-21,0.7787
2020-07-22,-21.1364
2020-07-23,2.0173
2020-07-24,-9.0395
2020-07-27,-2.2359999999999998
2020-07-28,1.6200999999999999
2020-07-29,-2.407
2020-07-30,2.6586
2020-07-31,2.8081
