ticker,GNOW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-12-28,120.0
2005-12-29,-1.8182
2005-12-30,1.2963
2006-01-03,0.5484
2006-01-04,0.0
2006-01-06,0.0
2006-01-09,7.2727
2006-01-10,11.0169
2006-01-12,0.7634
2006-01-13,6.0606
2006-01-17,-1.4285999999999999
2006-01-18,-0.7246
2006-01-19,-12.4088
2006-01-20,-5.0
2006-01-25,-3.5088
2006-01-26,0.9091
2006-01-27,-5.4054
2006-01-30,0.0
2006-01-31,0.0
2006-02-01,0.0
2006-02-02,0.0
2006-02-03,0.0
2006-02-06,0.0
2006-02-07,2.8571
2006-02-08,0.9259
2006-02-09,0.0
2006-02-10,5.5046
2006-02-13,0.0
2006-02-14,-4.3478
2006-02-15,1.8182
2006-02-16,1.7856999999999998
2006-02-17,0.8772
2006-02-21,0.0
2006-02-22,-2.6087
2006-02-23,3.0357
2006-02-24,1.7330999999999999
2006-02-27,-0.3407
2006-02-28,0.3419
2006-03-01,0.0
2006-03-02,-0.3407
2006-03-03,-1.7094
2006-03-06,0.0
2006-03-08,0.0
2006-03-09,-2.6087
2006-03-13,1.7856999999999998
2006-03-14,0.0
2006-03-15,0.0
2006-03-16,0.0
2006-03-17,0.0
2006-03-20,0.0
2006-03-21,-0.3509
2006-03-23,-1.4085
2006-03-24,-3.3929
2006-03-27,-0.1848
2006-03-28,0.0
2006-03-29,-1.8519
2006-03-30,1.6981000000000002
2006-04-03,-1.6698
2006-04-04,-0.9434
2006-04-05,0.9524
2006-04-06,0.0
2006-04-07,0.9434
2006-04-10,-1.1215
2006-04-11,-0.7561
2006-04-12,2.4762
2006-04-13,8.5502
2006-04-17,0.1712
2006-04-18,-0.8547
2006-04-19,-0.8621
2006-04-20,-10.4348
2006-04-21,1.9417
2006-04-24,0.0
2006-04-25,-0.9524
2006-04-26,-1.5385
2006-04-27,-0.9766
2006-04-28,1.1834
2006-05-01,-2.924
2006-05-02,-0.6024
2006-05-03,-8.0808
2006-05-04,-3.2967
2006-05-05,1.1364
2006-05-08,0.0
2006-05-09,0.0
2006-05-10,0.0
2006-05-11,-0.2247
2006-05-12,-8.7838
2006-05-15,-2.963
2006-05-16,1.7812000000000001
2006-05-17,0.0
2006-05-18,0.0
2006-05-19,1.25
2006-05-22,-2.4691
2006-05-23,-4.0506
2006-05-24,0.2639
2006-05-25,-2.6316
2006-05-26,-9.7297
2006-05-30,-2.6946
2006-05-31,16.9231
2006-06-01,-0.2632
2006-06-02,-0.5277
