ticker,AGFS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-04-25,-2.5461
2014-04-28,-0.1429
2014-04-29,0.1022
2014-04-30,-1.3279
2014-05-01,1.4493
2014-05-02,-1.9388
2014-05-05,2.3933
2014-05-06,10.6707
2014-05-07,-7.7135
2014-05-08,1.8904999999999998
2014-05-09,-6.543
2014-05-12,7.001
2014-05-13,-4.2969
2014-05-14,-0.9184
2014-05-15,0.103
2014-05-16,0.6173
2014-05-19,0.7157
2014-05-20,1.0152
2014-05-21,-0.201
2014-05-22,0.2014
2014-05-23,-1.005
2014-05-27,1.0152
2014-05-28,-0.5025
2014-05-29,1.5152
2014-05-30,6.2687
2014-06-02,-4.4007
2014-06-04,-2.4486
2014-06-05,25.0
2014-06-06,-19.2771
2014-06-09,-2.8856
2014-06-10,0.4098
2014-06-11,0.0
2014-06-12,0.0
2014-06-13,0.102
2014-06-16,0.0
2014-06-17,0.4077
2014-06-18,0.1015
2014-06-19,-0.5071
2014-06-20,-0.1019
2014-06-23,0.2041
2014-06-24,0.611
2014-06-25,-0.2024
2014-06-26,-0.5071
2014-06-27,-0.1019
2014-06-30,0.0051
2014-07-01,0.301
2014-07-02,0.3052
2014-07-07,-0.4057
2014-07-09,-0.1018
2014-07-10,0.3058
2014-07-11,-0.3049
2014-07-14,0.8155
2014-07-15,-0.6067
2014-07-16,-0.5086
2014-07-17,0.1022
2014-07-18,0.0
2014-07-21,-0.9193
2014-07-22,0.0
2014-07-23,0.5155
2014-07-24,0.5128
2014-07-25,0.2041
2014-07-29,0.1018
2014-07-30,0.1017
2014-07-31,-0.813
2014-08-01,-0.1025
2014-08-06,-0.4103
2014-08-11,-0.5149
2014-08-13,0.0
2014-08-15,0.4141
2014-08-18,1.299
2014-08-19,-0.5699
2014-08-20,-1.1259000000000001
2014-08-21,0.8282
2014-08-22,-1.0267
2014-08-26,0.1037
2014-08-28,0.0
2014-08-29,0.6218
2014-09-02,-0.0978
2014-09-03,0.5103
2014-09-04,0.0
2014-09-05,-0.3077
2014-09-12,0.3086
2014-09-15,-0.2051
2014-09-16,0.2055
2014-09-17,0.0
2014-09-18,-0.2051
2014-09-19,-0.3083
2014-09-22,-0.2062
2014-09-23,-0.5165
2014-09-25,-0.1038
2014-09-29,1.3514
2014-09-30,-0.5128
2014-10-02,-0.5155
2014-10-03,-0.4145
2014-10-23,-0.4162
2014-10-28,-0.209
2014-10-30,0.0
2014-10-31,0.9424
2014-11-25,0.6224
2014-12-01,-0.4794
